cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
87,43.248,0.13,87,13219.1,0,5,101,125,0,5,135,-10.8356,-5.08682,-14.4742,-10.8865,-14.1294,346.213,-29.437,26701.6,-62.3452,16439.4,-12.1733,-6.42452,-17.1496,-12.2242,-15.4671,0.729666,-49.6697,25184.2,-82.5779,0.333884,-0.00112828,1.00178,-148.763,504.202,570.922,0.675171,35673.2,8.74439e-07,0.613566,113.04,86.6811,24.2462,25.5538,0.948832,534.384,604.674,0.650067 
88,43.288,0.13,88,16195.8,0,5,101,125,0,5,135,-6.17073,-8.89308,-15.0134,-8.41805,-11.5862,375.835,-40.119,29342,-62.7009,16439.4,-7.62289,-10.3452,-17.9177,-9.8702,-13.0383,0.695248,-62.0828,27694.7,-84.6647,0.379293,-0.00128261,1.00166,-163.68,484.423,579.526,402.055,38128,8.94053e-07,0.592633,112.871,87.3813,23.5918,25.0268,0.942659,505.926,579.995,0.605888 
89,43.268,0.13,89,18516.2,0,5,101,125,0,5,135,-7.01707,-10.9601,-15.7123,-12.1604,-15.234,343.328,-41.081,31548.5,-32.6625,16439.4,-8.34362,-12.2866,-18.3654,-13.4869,-16.5605,0.734001,-61.145,30043.7,-52.7266,0.491453,-0.00116433,1.00095,-124.417,546.784,608.639,0.923564,41754.5,9.21544e-07,0.625996,112.681,86.8819,24.8287,25.9495,0.956807,560.367,623.549,0.641439 
90,43.158,0.13,90,15339.7,0,5,101,125,0,5,135,-7.28954,-7.86927,-20.8494,-12.468,-11.0598,371.509,-40.952,28965.6,-43.5855,16439.4,-8.72498,-9.30471,-23.7203,-13.9034,-12.4953,0.651933,-62.663,27337.3,-65.2965,0.444359,-0.00131156,1.0013,-141.019,521.001,592.703,1.24745,38517.8,8.9709e-07,0.619444,112.975,86.4222,24.0633,25.4266,0.946384,526.352,598.671,0.625743 
91,43.258,0.13,91,10918.5,0,5,101,125,0,5,135,-4.97655,-10.884,-21.1811,-6.73338,-12.094,298.747,-24.3919,24074.1,-48.8751,16439.4,-6.13085,-12.0383,-23.4897,-7.88768,-13.2483,0.625929,-41.8506,22764.7,-66.3339,0.344588,-0.00105162,1.00158,-121.451,458.066,534.135,0.647164,32264.9,8.45653e-07,0.584921,112.795,87.0353,23.199,24.7953,0.935618,489.219,569.315,0.624074 
92,43.238,0.13,92,10783.8,0,5,101,125,0,5,135,-13.0751,-9.07461,-22.2792,-8.44417,-13.1043,356.918,-19.4891,23950.4,-26.1707,16439.4,-14.4542,-10.4537,-25.0373,-9.82323,-14.4833,0.662805,-40.3474,22386.1,-47.029,0.416889,-0.00103097,1.00114,-96.7822,511.994,574.363,368.768,31073.6,8.35114e-07,0.649352,112.581,87.4224,24.7914,25.9844,0.954088,558.687,625.229,0.707714 
93,43.193,0.13,93,12776.4,0,5,101,125,0,5,135,-5.69015,-10.5738,-20.5899,-12.7228,-11.7984,373.242,-38.5613,26900.1,-55.2138,16439.4,-7.13228,-12.016,-23.4741,-14.1649,-13.2406,0.664789,-60.3735,25264.2,-77.026,0.395102,-0.0013674,1.00166,-152.805,537.041,599.726,0.998974,36308.4,8.79598e-07,0.645202,112.846,86.9936,24.5447,25.6961,0.955193,547.624,611.43,0.657855 
94,43.148,0.13,94,14652.5,0,5,101,125,0,5,135,-7.38863,-14.5103,-20.2596,-9.97578,-17.6518,421.525,-24.2533,28216.8,-81.726,16439.4,-9.01732,-16.139,-23.517,-11.6045,-19.2805,0.704405,-48.8872,26369.3,-106.36,0.276951,-0.00106052,1.00219,-176.519,476.507,544.009,0.556494,37401.6,8.88338e-07,0.573138,112.387,87.3382,24.0141,25.4154,0.944862,524.199,598.145,0.630337 
95,43.178,0.13,95,16153,0,5,101,125,0,5,135,-10.5138,-7.24934,-17.2951,-10.4012,-12.5585,314.931,-18.6157,28691.8,-38.2472,16439.4,-11.7306,-8.46618,-19.7288,-11.6181,-13.7754,0.697963,-37.0203,27311.5,-56.6518,0.352566,-0.000775163,1.00113,-105.002,502.381,577.093,213.55,36911.6,8.84442e-07,0.608793,112.613,86.9238,24.15,25.3094,0.954188,530.149,593.168,0.634043 
96,43.228,0.13,96,8837.6,0,5,101,125,0,5,135,-11.0596,-2.1736,-15.2863,-3.01303,-15.6375,299.581,-47.8233,22108,-65.3701,16439.4,-12.2172,-3.33112,-17.6013,-4.17055,-16.795,0.674743,-65.3308,20794.9,-82.8777,0.396463,-0.00179847,1.00217,-164.784,527.199,592.64,0.689666,30480,8.29762e-07,0.673642,112.954,86.7069,24.7598,25.9974,0.952394,557.262,625.854,0.711726 
97,43.118,0.13,97,14622.3,0,5,101,125,0,5,135,-7.17619,-5.45643,-22.281,-16.9685,-11.4481,368.734,-36.4735,28311.4,-54.3487,16439.4,-8.60091,-6.88114,-25.1304,-18.3932,-12.8728,0.650377,-58.0223,26695.2,-75.8975,0.389152,-0.00124355,1.00155,-149.099,514.651,600.729,5.80048e+10,37817.5,8.91619e-07,0.623615,112.359,86.7675,23.7944,25.4703,0.934203,514.653,600.729,0.623616 
98,43.218,0.13,98,7729.51,0,5,101,125,0,5,135,-7.67293,-12.8186,-10.301,-9.19624,-16.8054,369.673,-42.7567,21173.3,-39.3374,16439.4,-9.10127,-14.247,-13.1577,-10.6246,-18.2337,0.798702,-64.3604,19553,-60.9411,0.468111,-0.00188445,1.00169,-137.49,550.137,596.209,0.65115,29825.8,8.23782e-07,0.69522,113.493,86.773,25.4133,26.1938,0.970203,587.066,635.344,0.74137 
99,43.203,0.13,99,10969.3,0,5,101,125,0,5,135,-5.72277,-5.93504,-18.0959,-7.00791,-20.568,305.7,-40.3378,23665.5,-37.4861,16439.4,-6.90394,-7.1162,-20.4582,-8.18908,-21.7491,0.682408,-58.2029,22325.6,-55.3512,0.467027,-0.00149194,1.00135,-124.624,533.566,611.228,1.00346,32208.4,8.45158e-07,0.675706,112.663,87.2504,24.4615,25.9385,0.943058,543.917,623.021,0.688778 
