cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
551,43.248,0.77,551,10034.8,0,5,101,125,0,5,135,-6.96702,-3.69889,-20.9637,-7.0263,-12.936,280.385,-26.4996,21315.7,-31.0377,16439.4,-8.05037,-4.78224,-23.1304,-8.10965,-14.0193,0.601831,-42.8853,20086.7,-47.4234,0.429741,-0.00122149,1.00128,-99.7934,484.265,541.811,0.657665,29227.9,8.18241e-07,0.626014,111.48,87.8148,23.8115,24.9405,0.954734,515.396,576,0.665887 
552,43.288,0.77,552,13670,0,5,101,125,0,5,135,-6.16778,-3.06608,-16.4249,-10.8595,-14.2341,258.663,-27.7469,24614.4,-55.5464,16439.4,-7.16721,-4.0655,-18.4238,-11.8589,-15.2335,0.675346,-42.8632,23480.7,-70.6627,0.335765,-0.00104421,1.00164,-127.658,519.235,606.541,1.28643,33567.2,8.56881e-07,0.654925,111.467,87.0173,24.0125,25.7107,0.933947,524.131,612.127,0.661029 
553,43.268,0.77,553,13341,0,5,101,125,0,5,135,-10.1371,-11.4779,-16.7666,-11.5957,-12.1757,321.508,-23.8949,24617.1,-57.5157,16439.4,-11.3794,-12.7201,-19.2511,-12.838,-13.4179,0.72343,-42.6838,23207.9,-76.3046,0.317944,-0.00105207,1.00179,-134.249,523.8,594.141,2.77235e+10,33412,8.55557e-07,0.652047,111.618,87.032,24.0049,25.3302,0.94768,523.802,594.142,0.652048 
554,43.158,0.77,554,16022.9,0,5,101,125,0,5,135,-8.27932,-10.2081,-13.4252,-11.8263,-13.1366,278.22,-39.8113,27217.1,-45.9675,16439.4,-9.35431,-11.2831,-15.5752,-12.9012,-14.2116,0.754046,-56.0705,25997.7,-62.2267,0.428862,-0.00123395,1.0013,-130.742,513.281,576.187,0.653854,36535.2,8.81425e-07,0.616984,111.233,87.1769,24.526,25.7431,0.95272,546.787,613.67,0.65719 
555,43.258,0.77,555,11751,0,5,101,125,0,5,135,-3.30763,-8.84382,-19.0458,-14.6403,-13.9713,291.018,-43.0804,22840,-34.9909,16439.4,-4.43207,-9.96825,-21.2947,-15.7648,-15.0958,0.680047,-60.0875,21564.4,-51.998,0.49057,-0.00159478,1.00131,-122.485,465.032,544.589,0.622575,31125.9,8.35582e-07,0.602264,111.399,87.2931,23.4531,25.1314,0.933219,499.996,584.853,0.647168 
556,43.238,0.77,556,11914.6,0,5,101,125,0,5,135,-5.63304,-8.61228,-19.0176,-15.7727,-9.77212,267.315,-16.5049,22810.2,-52.8157,16439.4,-6.66589,-9.64514,-21.0833,-16.8055,-10.805,0.675666,-32.1268,21638.6,-68.4376,0.281193,-0.00084912,1.00172,-114.252,546.167,620.782,4.16019e+07,31241.1,8.36611e-07,0.695999,111.388,87.2001,24.5121,25.8919,0.94671,546.168,620.782,0.696 
557,43.193,0.77,557,8587.7,0,5,101,125,0,5,135,-6.34108,-4.85459,-10.4041,-9.86944,-4.80616,276.661,-18.3851,19203.2,-53.5477,16439.4,-7.41004,-5.92355,-12.5421,-10.9384,-5.87513,0.706201,-34.5532,17990.6,-69.7158,0.292298,-0.0010987,1.00211,-118.212,477.627,552.382,0.622802,26430.3,7.91253e-07,0.649155,112.055,86.928,23.7577,25.3095,0.938687,513.066,593.168,0.697204 
558,43.148,0.77,558,11589.6,0,5,101,125,0,5,135,-7.35619,-6.68921,-12.8344,-5.20421,-16.5539,240.511,-19.5396,22446.8,-39.143,16439.4,-8.28547,-7.6185,-14.6929,-6.1335,-17.4832,0.728981,-33.5951,21392.6,-53.1985,0.344801,-0.000898181,1.00135,-97.4333,492.099,563.006,12.2707,30601.1,8.3086e-07,0.633512,111.514,87.0302,23.3314,24.6719,0.945669,494.821,563.659,0.635631 
559,43.178,0.77,559,13138.5,0,5,101,125,0,5,135,-9.35725,-11.5229,-23.0321,-13.1292,-13.9286,233.012,-36.3235,24089.5,-43.0316,16439.4,-10.2576,-12.4232,-24.8328,-14.0295,-14.8289,0.674844,-49.9407,23068.2,-56.6488,0.423516,-0.00123862,1.00133,-117.919,505.337,586.476,0.805263,32718.1,8.49594e-07,0.640774,111.499,86.2706,24.0079,25.6168,0.937193,523.932,607.663,0.664137 
560,43.228,0.77,560,10437.7,0,5,101,125,0,5,135,-9.78868,-8.02578,-16.6482,-5.38417,-10.7785,319.517,-17.6282,21577.8,-37.9394,16439.4,-11.0232,-9.26033,-19.1173,-6.61872,-12.0131,0.670577,-36.3007,20177.3,-56.612,0.348258,-0.00102911,1.00153,-104.235,521.781,584.099,0.565862,29797.1,8.23518e-07,0.670369,111.541,87.5056,25.1036,26.2923,0.95479,572.847,640.133,0.735328 
