cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
174,43.248,0.25,174,14080.2,0,5,101,125,0,5,135,-6.85829,-7.48188,-27.8483,-7.0826,-16.6902,348.415,-36.3466,26659.7,-30.2807,16439.4,-8.2045,-8.82809,-30.5407,-8.42881,-18.0364,0.587502,-56.708,25132.6,-50.6421,0.48271,-0.00129101,1.0011,-117.478,602.231,658.018,137.811,36063.6,8.77616e-07,0.717292,112.186,87.2805,25.7016,26.6024,0.96614,600.464,655.321,0.714769 
175,43.288,0.25,175,16639.4,0,5,101,125,0,5,135,-8.04848,-7.72972,-13.0538,-10.8472,-16.4315,385.457,-28.3578,29495.3,-50.9283,16439.4,-9.53782,-9.21905,-16.0325,-12.3365,-17.9208,0.753523,-50.8839,27805.9,-73.4544,0.365994,-0.00104679,1.00144,-139.029,534.188,572.419,0.738202,39111.9,9.01678e-07,0.613271,112.277,87.3239,24.7947,25.4326,0.974919,558.835,598.954,0.641633 
176,43.268,0.25,176,17249.9,0,5,101,125,0,5,135,-7.53499,-8.93836,-16.464,-8.58721,-9.43239,283.563,-32.2834,30257.3,-52.2303,16439.4,-8.63062,-10.034,-18.6553,-9.68284,-10.528,0.675733,-48.8548,29014.5,-68.8017,0.371754,-0.000963101,1.00129,-131.417,561.867,634.701,1.84656,40241.6,9.10277e-07,0.656036,111.2,87.4904,24.9011,26.2221,0.949625,563.641,636.716,0.658113 
177,43.158,0.25,177,16370.5,0,5,101,125,0,5,135,-6.55951,-4.8012,-13.7138,-11.6417,-12.4719,336.081,-26.874,29395.2,-56.0024,16439.4,-7.85806,-6.09975,-16.3109,-12.9403,-13.7704,0.71374,-46.5146,27922.2,-75.643,0.338815,-0.000952829,1.00147,-137.286,553.653,595.793,1.04963,39161.6,9.0206e-07,0.636695,111.689,86.9685,24.888,25.5766,0.973076,563.048,605.758,0.647421 
178,43.258,0.25,178,15854.3,0,5,101,125,0,5,135,-4.72643,-2.47841,-15.1195,-1.98932,-10.8441,300.684,-50.3118,29095.4,-41.6342,16439.4,-5.88821,-3.6402,-17.443,-3.1511,-12.0059,0.585956,-67.8838,27777.5,-59.2062,0.488615,-0.00139843,1.00116,-138.931,556.186,614.001,0.714665,38661.8,8.98206e-07,0.650607,111.639,87.1572,25.3614,26.4069,0.960407,584.67,645.724,0.684074 
179,43.238,0.25,179,11837.1,0,5,101,125,0,5,135,-6.55953,-4.21747,-20.1622,-3.3675,-7.92802,295.451,-15.7921,24642.6,-21.5673,16439.4,-7.7011,-5.35904,-22.4453,-4.50906,-9.06959,0.542718,-33.0583,23347.7,-38.8334,0.415001,-0.000809749,1.0009,-79.6584,597.331,648.302,1.12979,33799,8.58849e-07,0.724569,112.34,87.1298,25.8106,26.6431,0.968751,605.564,657.329,0.734606 
180,43.193,0.25,180,18470.1,0,5,101,125,0,5,135,-10.1125,-9.66226,-18.0609,-8.44565,-8.89329,331.2,-28.1144,31155.7,-31.9383,16439.4,-11.3922,-10.942,-20.6203,-9.72534,-10.173,0.671928,-47.4697,29704,-51.2936,0.435414,-0.000914029,1.00094,-109.022,557.751,624.132,52.7225,41297.6,9.1817e-07,0.642592,111.833,87.2979,24.8006,25.9895,0.954255,559.099,625.47,0.644057 
181,43.148,0.25,181,19189.6,0,5,101,125,0,5,135,-11.1092,-9.94954,-11.1265,-8.16419,-10.1403,339.381,-40.6208,31929,-38.5169,16439.4,-12.4205,-11.2608,-13.7491,-9.47549,-11.4516,0.764398,-60.4542,30441.5,-58.3503,0.463341,-0.0011361,1.00104,-130.475,459.659,524.384,899.705,37087.8,8.85847e-07,0.554222,111.988,87.0749,24.8767,25.7509,0.96605,562.537,614.042,0.663462 
182,43.178,0.25,182,17723.2,0,5,101,125,0,5,135,-7.38632,-9.89783,-14.0741,-8.18852,-8.0118,341.837,-51.9338,31381.8,-38.0313,16439.4,-8.70711,-11.2186,-16.7157,-9.50931,-9.33259,0.698726,-71.9108,29883.6,-58.0082,0.508129,-0.00137696,1.00105,-141.521,562.388,618.767,1.14705,41661.6,9.2086e-07,0.640601,111.88,86.7766,25.035,26.0181,0.962218,569.721,626.848,0.648961 
183,43.228,0.25,183,11239.4,0,5,101,125,0,5,135,-10.105,-6.85163,-20.4688,-6.77392,-13.9112,343.737,-30.4478,24400.8,-56.8788,16439.4,-11.4332,-8.17976,-23.1251,-8.10205,-15.2393,0.650041,-50.5357,22894.2,-76.9668,0.353654,-0.00126294,1.00183,-142.896,587.63,615.222,0.694025,33553.2,8.56761e-07,0.701792,112.364,87.6722,26.1223,26.4794,0.986516,620.282,649.274,0.740711 
184,43.118,0.25,184,15254.8,0,5,101,125,0,5,135,-3.50608,-6.62726,-19.4679,-5.91163,-16.9366,324.781,-43.024,28964.9,-45.7146,16439.4,-4.76097,-7.88215,-21.9777,-7.16652,-18.1915,0.633576,-62.0042,27541.4,-64.6948,0.444035,-0.00128812,1.00128,-139.638,545.995,607.408,1.10532,38758.5,8.98954e-07,0.640615,111.65,86.6171,24.6851,25.7969,0.956904,553.907,616.236,0.649912 
185,43.218,0.25,185,14255.8,0,5,101,125,0,5,135,-5.15633,-8.27775,-21.5073,-8.23508,-13.4414,342.004,-39.5123,27127,-34.0571,16439.4,-6.47776,-9.59918,-24.1502,-9.55652,-14.7629,0.625848,-59.499,25628,-54.0439,0.478474,-0.00132841,1.00115,-124.352,576.303,621.732,0.641867,36842.5,8.8389e-07,0.677218,111.912,86.8427,26.0328,26.7899,0.971739,616.036,664.589,0.723905 
186,43.203,0.25,186,15344.4,0,5,101,125,0,5,135,-13.5315,-5.72152,-20.3638,-8.0717,-10.5071,333.812,-41.3422,28110,-51.3357,16439.4,-14.8213,-7.0113,-22.9433,-9.36148,-11.7969,0.652028,-60.8502,26646.9,-70.8437,0.417175,-0.00130661,1.00145,-145.863,522.591,607.742,507.489,36155.6,8.78363e-07,0.641604,112.314,87.0071,25.2496,26.1157,0.966837,579.53,631.563,0.688767 
187,43.138,0.25,187,17630.6,0,5,101,125,0,5,135,-8.50197,-7.18087,-15.5029,-6.54748,-9.11747,380.321,-27.0347,31132.3,-46.1876,16439.4,-9.97145,-8.65035,-18.4419,-8.01697,-10.587,0.668714,-49.2607,29465.3,-68.4135,0.375014,-0.000956238,1.00126,-131.357,547.004,584.497,0.698351,41278.8,9.18031e-07,0.615926,111.689,86.7295,25.1913,25.8039,0.97626,576.853,616.569,0.64963 
188,43.168,0.25,188,13597.5,0,5,101,125,0,5,135,-10.2867,-10.3801,-21.6044,-10.4455,-12.9321,316.251,-53.2402,27165.8,-38.8015,16439.4,-11.5086,-11.602,-24.0482,-11.6674,-14.154,0.670483,-71.7219,25779.6,-57.2832,0.510615,-0.00159231,1.00121,-140.462,537.966,589.463,10.9031,36864.7,8.84068e-07,0.636972,111.99,87.7131,24.4278,25.3172,0.964868,542.419,593.534,0.641807 
189,43.278,0.25,189,15639.9,0,5,101,125,0,5,135,-7.04401,-11.7141,-13.9844,-6.83039,-7.26084,298.061,-38.8605,28987,-43.2945,16439.4,-8.19565,-12.8658,-16.2877,-7.98204,-8.41248,0.696937,-56.2792,27680.6,-60.7131,0.435817,-0.00116316,1.00119,-129.135,536.051,596.714,1.01189,38846.8,8.99636e-07,0.628665,112.377,87.2179,24.5126,25.6234,0.956652,546.192,607.973,0.640542 
190,43.253,0.25,190,13064.3,0,5,101,125,0,5,135,-12.9922,-10.6013,-18.6692,-9.86169,-13.2006,359.315,-42.5887,26241.1,-39.0578,16439.4,-14.3805,-11.9896,-21.4459,-11.25,-14.5889,0.708833,-63.587,24666.2,-60.0561,0.468743,-0.00147526,1.00132,-135.654,567.401,606.538,0.859152,35685.6,8.7454e-07,0.670803,112.069,87.004,25.3607,25.9778,0.976246,584.641,624.91,0.691153 
191,43.188,0.25,191,14347.1,0,5,101,125,0,5,135,-10.1605,-3.89655,-12.4353,-7.6909,-10.9831,323.955,-54.7539,27803.7,-42.9205,16439.4,-11.4122,-5.14825,-14.9387,-8.9426,-12.2348,0.716408,-73.6858,26383.8,-61.8525,0.498184,-0.00159846,1.00127,-147.909,551.258,602.552,0.923054,37350.7,8.87936e-07,0.649072,111.548,87.0894,24.9265,25.8216,0.965337,564.791,617.415,0.665045 
192,43.233,0.25,192,10135.6,0,5,101,125,0,5,135,-1.41228,-2.78835,-19.9833,-13.1821,-7.72284,287.374,-21.352,22910,-55.5303,16439.4,-2.52264,-3.8987,-22.204,-14.2925,-8.83319,0.570945,-38.1462,21650.4,-72.3244,0.305327,-0.00100782,1.00182,-124.935,585.448,649.943,657.172,31913.6,8.42572e-07,0.732107,112.073,87.2808,25.2362,26.2779,0.960358,578.915,639.433,0.722101 
193,43.308,0.25,193,17474.3,0,5,101,125,0,5,135,-8.5903,-4.20068,-18.9073,-10.3634,-11.1175,320.936,-28.9259,30609.2,-55.4686,16439.4,-9.83034,-5.44071,-21.3874,-11.6034,-12.3575,0.647186,-47.6814,29202.5,-74.2241,0.348675,-0.000933892,1.00138,-136.75,532.229,595.901,651.572,38747.7,8.98871e-07,0.626526,111.406,86.6884,25.2002,26.3555,0.956165,577.262,643.212,0.677901 
194,43.128,0.25,194,15867.7,0,5,101,125,0,5,135,-7.24346,-9.17559,-9.28098,-3.38022,-9.02775,342.855,-40.3351,28711.4,-25.2961,16439.4,-8.56818,-10.5003,-11.9304,-4.70495,-10.3525,0.74096,-60.3715,27208.7,-45.3326,0.526019,-0.00126951,1.00091,-114.771,542.997,620.931,877.402,38420.7,8.96335e-07,0.647814,112.216,87.7468,24.6486,25.6348,0.961531,552.269,608.514,0.646756 
195,43.223,0.25,195,9289.64,0,5,101,125,0,5,135,-9.01076,-10.4337,-17.428,-12.7223,-11.8842,295.882,-41.7505,22638.4,-40.7235,16439.4,-10.154,-11.577,-19.7144,-13.8655,-13.0274,0.711517,-59.0419,21341.5,-58.0149,0.458899,-0.00158338,1.00148,-128.66,575.682,615.432,0.926757,31358,8.37654e-07,0.710586,112.055,87.4085,25.4725,26.092,0.976258,589.807,630.416,0.727955 
