cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
232,43.248,0.33,232,8339.92,0,5,101,125,0,5,135,-6.9253,-6.07285,-17.8247,-8.45456,-9.39522,354.201,-28.013,22010.2,-47.942,16439.4,-8.29386,-7.44141,-20.5619,-9.82312,-10.7638,0.63853,-48.7125,20457.8,-68.6415,0.371618,-0.0013625,1.00182,-131.082,569.228,617.778,71.6709,31865.4,8.42148e-07,0.704159,111.938,86.9509,24.3829,25.0922,0.971734,540.427,583.027,0.666538 
233,43.288,0.33,233,18260.1,0,5,101,125,0,5,135,-3.85899,-10.2729,-16.0011,-6.7138,-2.94657,314.679,-33.5951,30276.8,-33.2432,16439.4,-5.07485,-11.4888,-18.4328,-7.92966,-4.16242,0.60855,-51.985,28897.6,-51.6331,0.45623,-0.00102902,1.00097,-113.945,575.235,635.468,0.941638,40181.6,9.09824e-07,0.664526,111.298,86.6248,25.4465,26.4997,0.960258,588.602,650.269,0.679986 
234,43.268,0.33,234,17385.8,0,5,101,125,0,5,135,-2.49543,-10.6787,-16.1393,-2.62019,-10.3497,271.547,-27.6338,30309,-76.2891,16439.4,-3.54463,-11.7279,-18.2377,-3.6694,-11.3989,0.624572,-43.5029,29118.8,-92.1583,0.282316,-0.000854432,1.00172,-154.093,566.187,613.549,1.12473,40174.1,9.09767e-07,0.64785,111.406,87.4155,25.1274,25.9188,0.969468,573.933,622.072,0.656781 
235,43.158,0.33,235,18155.4,0,5,101,125,0,5,135,-6.02307,-7.81196,-21.8142,-11.3012,-11.1598,296.024,-32.5027,30111.5,-45.2788,16439.4,-7.16684,-8.95574,-24.1018,-12.445,-12.3036,0.629049,-49.8024,28814,-62.5785,0.398749,-0.000988639,1.00118,-124.896,565.413,611.351,0.795163,39629.7,9.0564e-07,0.649192,111.795,86.8963,25.4103,26.1776,0.970688,586.926,634.557,0.673863 
236,43.258,0.33,236,15657.5,0,5,101,125,0,5,135,-11.6056,-6.89405,-21.768,-8.76602,-8.67219,352.032,-29.8522,28230.5,-34.0615,16439.4,-12.9657,-8.25424,-24.4883,-10.1262,-10.0324,0.628215,-50.4249,26687.6,-54.6342,0.43475,-0.00108085,1.00111,-115.986,595.792,657.783,16.7335,38107.5,8.93893e-07,0.700331,111.259,86.7189,25.6853,26.6547,0.963631,599.702,657.901,0.702688 
237,43.238,0.33,237,12521.3,0,5,101,125,0,5,135,-2.86604,-3.44866,-23.3332,-10.4451,-9.58783,341.232,-34.4235,25040.3,-44.6641,16439.4,-4.1845,-4.76712,-25.9701,-11.7636,-10.9063,0.549064,-54.3651,23544.7,-64.6057,0.412194,-0.00132118,1.00149,-131.892,606.043,663.157,1.80191,34406.2,8.63961e-07,0.73378,111.74,86.7369,25.8651,26.8066,0.964879,608.128,665.421,0.736295 
238,43.193,0.33,238,15427.6,0,5,101,125,0,5,135,-11.4439,-8.57699,-20.8418,-9.08907,-9.42626,354.296,-29.9548,28710,-67.4556,16439.4,-12.8129,-9.94592,-23.5797,-10.458,-10.7952,0.651145,-50.6598,27157.1,-88.1606,0.323803,-0.0010671,1.00177,-156.453,588.743,623.444,455.794,38602,8.97742e-07,0.674854,111.839,87.2328,25.5472,25.9659,0.983875,593.271,624.338,0.67793 
239,43.148,0.33,239,18558.3,0,5,101,125,0,5,135,-8.67171,-10.1598,-21.387,-9.91702,-5.6466,355.609,-18.2181,30758.3,-37.9538,16439.4,-10.0457,-11.5338,-24.135,-11.291,-7.0206,0.623044,-38.9999,29199.7,-58.7356,0.35622,-0.000763798,1.00109,-109.483,566.196,618.1,0.740116,40716.8,9.13846e-07,0.647351,111.85,86.7554,25.5287,26.4263,0.966032,592.409,646.675,0.6773 
240,43.178,0.33,240,16582.2,0,5,101,125,0,5,135,-8.31904,-11.2796,-17.2522,-8.46791,-8.234,341.608,-35.4563,29631.9,-33.4135,16439.4,-9.63894,-12.5995,-19.892,-9.78781,-9.55391,0.676407,-55.4199,28134.7,-53.3771,0.463872,-0.00112687,1.00103,-119.472,584.916,648.662,1.25018,39940.7,9.08003e-07,0.678374,111.487,87.1255,25.4944,26.6002,0.958426,590.818,655.214,0.685222 
241,43.228,0.33,241,9819.05,0,5,101,125,0,5,135,-12.4149,-5.31288,-16.249,-18.1496,-10.0714,325.856,-30.0161,23380.5,-35.7212,16439.4,-13.6739,-6.57192,-18.7671,-19.4086,-11.3305,0.730945,-49.0592,21952.2,-54.7642,0.427433,-0.00127867,1.00136,-114.776,613.814,668.793,1.54308,32708,8.49507e-07,0.754219,111.958,86.7501,26.0561,26.9476,0.966916,617.139,672.438,0.758317 
242,43.118,0.33,242,18234.5,0,5,101,125,0,5,135,-11.0777,-10.4316,-21.2471,-15.7318,-16.1667,345.03,-37.397,30725.7,-49.7353,16439.4,-12.4108,-11.7647,-23.9133,-17.0649,-17.4998,0.71068,-57.5606,29213.5,-69.8988,0.406964,-0.00112718,1.0013,-141.439,555.752,602.195,0.622632,40877.5,9.15047e-07,0.632216,111.529,87.301,25.6212,26.4308,0.969369,596.712,646.895,0.678978 
243,43.218,0.33,243,9140.25,0,5,101,125,0,5,135,-11.4361,-10.7029,-33.8089,-13.5448,-14.6667,337.232,-51.6171,22449.1,-35.6697,16439.4,-12.7391,-12.0059,-36.4149,-14.8478,-15.9697,0.604088,-71.325,20971.1,-55.3775,0.517681,-0.00194728,1.00144,-137.778,603.517,657.701,0.902753,31521,8.39103e-07,0.750834,112.483,87.1963,26.1043,27.0001,0.966825,619.427,675.059,0.770638 
244,43.203,0.33,244,12570.6,0,5,101,125,0,5,135,-6.17669,-6.12654,-17.5032,-15.6806,-12.8496,356.844,-42.6379,25334.2,-49.6295,16439.4,-7.55546,-7.50531,-20.2608,-17.0593,-14.2284,0.695826,-63.4919,23770.1,-70.4835,0.42879,-0.00152866,1.00161,-148.072,553.814,587.711,0.558889,34385,8.63784e-07,0.660479,111.468,87.0545,25.8912,26.4153,0.98016,609.355,646.134,0.726426 
245,43.138,0.33,245,17456,0,5,101,125,0,5,135,-5.82909,-8.61339,-15.2356,-11.2911,-11.4655,276.681,-33.0748,30012.4,-36.2148,16439.4,-6.89813,-9.68243,-17.3737,-12.3601,-12.5345,0.704774,-49.244,28799.7,-52.3841,0.439267,-0.000978028,1.00099,-112.105,556.797,603.638,0.867826,39510,9.04727e-07,0.640796,111.827,87.5451,25.1121,25.9029,0.96947,573.234,621.313,0.659635 
246,43.168,0.33,246,17488.6,0,5,101,125,0,5,135,-7.82045,-7.51401,-17.5453,-7.44459,-9.36106,321.82,-28.5368,30204.7,-15.0448,16439.4,-9.0639,-8.75745,-20.0322,-8.68804,-10.6045,0.649456,-47.3439,28794.2,-33.8519,0.538206,-0.000940436,1.00064,-87.9662,507.778,580.421,717.486,37321.9,8.87708e-07,0.611559,111.637,87.2026,25.4193,26.5592,0.957079,587.343,653.196,0.697747 
247,43.278,0.33,247,16601.7,0,5,101,125,0,5,135,-7.55083,-7.78369,-21.5595,-12.9147,-13.4854,348.057,-26.179,29173,-45.423,16439.4,-8.89566,-9.12852,-24.2491,-14.2595,-14.8302,0.6602,-46.5194,27647.5,-65.7634,0.370863,-0.000962407,1.00129,-125.436,559.007,600.974,0.634002,38770.5,8.99047e-07,0.644695,111.643,87.248,25.6644,26.3614,0.973558,598.724,643.501,0.690408 
248,43.253,0.33,248,15168.1,0,5,101,125,0,5,135,-13.9898,-9.58763,-19.0295,-6.97123,-12.9727,364.28,-23.1159,27782.3,-47.1615,16439.4,-15.3974,-10.9951,-21.8445,-8.37874,-14.3802,0.692314,-44.4044,26185.7,-68.45,0.3509,-0.000969941,1.00142,-126.544,564.819,646.972,0.833644,37361,8.88017e-07,0.680732,111.874,86.4662,25.3372,26.8648,0.943139,583.556,668.31,0.703249 
249,43.188,0.33,249,16796.9,0,5,101,125,0,5,135,-7.71818,-7.91408,-16.0601,-12.9772,-15.0199,292.208,-34.5362,29419.4,-28.3148,16439.4,-8.84721,-9.04311,-18.3182,-14.1062,-16.1489,0.724388,-51.6128,28138.7,-45.3914,0.486535,-0.00104923,1.00088,-106.082,580.693,634.466,0.936808,39523,9.04826e-07,0.67083,111.81,87.3512,25.5721,26.4843,0.965554,594.425,649.517,0.686718 
250,43.233,0.33,250,10892.8,0,5,101,125,0,5,135,-7.91084,-4.85759,-14.4617,-11.018,-6.70534,335.355,-28.5701,23993.2,-41.7276,16439.4,-9.20658,-6.15334,-17.0532,-12.3137,-8.00109,0.676581,-48.1683,22523.3,-61.3257,0.395603,-0.00122355,1.00148,-121.759,577.457,628.834,0.616621,33039.7,8.52368e-07,0.706969,111.927,87.0922,26.1497,27.0396,0.967088,621.581,677.037,0.761076 
251,43.308,0.33,251,17503.8,0,5,101,125,0,5,135,-10.3029,-10.1724,-19.2481,-8.8155,-18.1264,303.614,-15.5575,29895.8,-63.6822,16439.4,-11.4761,-11.3455,-21.5943,-9.9886,-19.2995,0.707013,-33.3008,28565.1,-81.4254,0.254182,-0.000666607,1.00155,-131.011,575.464,616.57,1.02314,39853.6,9.07342e-07,0.656492,111.648,86.9976,25.3894,26.037,0.975128,585.966,627.763,0.668441 
252,43.128,0.33,252,18326.1,0,5,101,125,0,5,135,-7.63313,-3.81257,-22.2078,-4.92041,-11.7881,348.703,-40.4521,31015,-51.1796,16439.4,-8.98045,-5.15989,-24.9025,-6.26773,-13.1354,0.573923,-60.8303,29486.6,-71.5578,0.414659,-0.00118024,1.00132,-146.7,543.41,592.999,0.735552,40687.6,9.13628e-07,0.621329,111.819,87.1861,25.0181,25.8892,0.966352,568.951,620.656,0.65042 
253,43.223,0.33,253,6392.21,0,5,101,125,0,5,135,-13.8347,-9.59188,-25.2088,-8.2359,-14.8917,353.135,-50.1999,19849.1,-47.7484,16439.4,-15.1992,-10.9563,-27.9377,-9.60035,-16.2561,0.650559,-70.8372,18301.3,-68.3856,0.463291,-0.00221668,1.00203,-152.9,536.348,582.134,0.604037,28057.6,8.0717e-07,0.692261,111.888,87.279,25.253,26.0738,0.968521,579.685,629.536,0.748413 
254,43.198,0.33,254,14075.8,0,5,101,125,0,5,135,-10.3154,-5.54512,-20.6591,-1.60692,-11.0924,321.475,-38.1796,26784.6,-34.2465,16439.4,-11.5575,-6.78723,-23.1433,-2.84904,-12.3345,0.591624,-56.9666,25375.6,-53.0335,0.472333,-0.00128447,1.00114,-120.607,446.955,500.694,456.368,30802.2,8.32676e-07,0.568122,111.579,87.7974,25.3196,26.2364,0.965058,582.747,637.411,0.731937 
255,43.243,0.33,255,12744.7,0,5,101,125,0,5,135,-9.19265,-8.73624,-17.0552,-6.81217,-8.64417,355.103,-49.2742,25945.5,-55.3629,16439.4,-10.5647,-10.1083,-19.7993,-8.18421,-10.0162,0.662547,-70.0264,24389.1,-76.1152,0.433964,-0.00164339,1.0017,-161.365,568.846,622.219,0.694299,35377.2,8.72013e-07,0.682254,111.873,87.1262,25.7027,26.6276,0.965264,600.512,656.564,0.720073 
