cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
203,43.248,0.29,203,13958.7,0,5,101,125,0,5,135,-3.92737,-9.03839,-20.8305,-6.19169,-6.84017,320.505,-47.7125,26359.2,-37.147,16439.4,-5.16574,-10.2768,-23.3073,-7.43006,-8.07854,0.570439,-66.4428,24954.5,-55.8774,0.497715,-0.00152378,1.00122,-133.496,598.223,658.624,0.811879,35690.5,8.74579e-07,0.717714,112.104,86.6428,26.1059,27.1402,0.961892,619.504,682.084,0.743262 
204,43.288,0.29,204,17523.8,0,5,101,125,0,5,135,-5.11183,-4.86412,-17.3272,-5.12461,-6.98471,351.187,-32.4729,30377.7,-55.1212,16439.4,-6.46875,-6.22103,-20.041,-6.48153,-8.34163,0.578563,-52.9962,28838.5,-75.6446,0.368619,-0.00105121,1.00143,-143.77,597.527,652.619,1.14294,40557.2,9.12651e-07,0.684233,111.498,86.6218,25.8073,26.7217,0.965783,605.413,661.211,0.693252 
205,43.268,0.29,205,17316.9,0,5,101,125,0,5,135,-7.53256,-9.46975,-17.4032,-11.147,-11.8861,288.372,-26.049,29593.4,-41.714,16439.4,-8.64677,-10.584,-19.6316,-12.2612,-13.0003,0.693848,-42.9014,28329.5,-58.5665,0.379051,-0.000866107,1.00112,-113.181,549.418,617.984,708.452,38264.4,8.95117e-07,0.650969,111.873,87.5021,25.179,26.198,0.961104,576.293,635.549,0.676108 
206,43.158,0.29,206,18162.9,0,5,101,125,0,5,135,-4.98861,-7.95879,-17.5359,-8.72687,-8.74775,319.875,-27.7817,30769,-62.0584,16439.4,-6.22454,-9.19472,-20.0078,-9.9628,-9.98368,0.638676,-46.4752,29367,-80.7519,0.324146,-0.000905141,1.00149,-143.377,554.859,606.628,0.786887,40875.4,9.15031e-07,0.63404,111.973,86.7388,25.179,26.0882,0.965146,576.291,630.234,0.658622 
207,43.258,0.29,207,15035.7,0,5,101,125,0,5,135,-7.1954,-9.8383,-22.746,-7.75992,-6.32199,342.879,-23.5734,27832.9,-47.6726,16439.4,-8.52022,-11.1631,-25.3957,-9.08474,-7.64681,0.589137,-43.6112,26330.1,-67.7104,0.349271,-0.00094737,1.0014,-124.864,565.68,627.119,0.880093,37344.2,8.87884e-07,0.670817,111.251,87.9402,25.2928,26.3865,0.958554,581.515,644.725,0.689623 
208,43.238,0.29,208,8911.85,0,5,101,125,0,5,135,-9.01267,-5.41984,-10.7503,-11.2141,-6.7342,339.051,-26.9162,21933.7,-21.4376,16439.4,-10.3227,-6.72987,-13.3703,-12.5241,-8.04422,0.737792,-46.7304,20447.7,-41.2517,0.485599,-0.00130763,1.0011,-96.2324,548.13,596.591,0.736789,30625.7,8.31082e-07,0.688076,112.555,86.7813,25.1218,25.9631,0.967596,573.678,624.204,0.720035 
209,43.193,0.29,209,16921.9,0,5,101,125,0,5,135,-6.94567,-6.86311,-18.6387,-7.01514,-12.6468,337.78,-46.1816,30406.5,-49.8255,16439.4,-8.25078,-8.16823,-21.2489,-8.32025,-13.952,0.645498,-65.9214,28926,-69.5653,0.441242,-0.00130397,1.00131,-149.4,564.259,625.301,270.506,40513.8,9.12325e-07,0.65108,111.987,87.0432,24.9632,25.8989,0.963871,566.454,621.118,0.650159 
211,43.178,0.29,211,14762.4,0,5,101,125,0,5,135,-8.10504,-7.39267,-19.7973,-10.1589,-14.2203,385.659,-44.0741,28448.9,-61.0267,16439.4,-9.59515,-8.88278,-22.7775,-11.649,-15.7104,0.668038,-66.612,26758.6,-83.5646,0.399138,-0.00142452,1.0017,-166.89,566.833,611.761,0.888548,38450.3,8.96565e-07,0.656805,111.376,87.0908,25.3124,26.0553,0.971488,582.414,628.643,0.674895 
212,43.228,0.29,212,8825.06,0,5,101,125,0,5,135,-9.38769,-3.92793,-20.0644,-10.0419,-9.44967,252.483,-28.5426,21252.7,-42.3817,16439.4,-10.3632,-4.90347,-22.0155,-11.0175,-10.4252,0.625108,-43.2977,20146,-57.1368,0.387064,-0.00122962,1.00154,-111.862,558.076,623.104,0.75656,29524.3,8.20997e-07,0.718266,112.882,87.9833,25.3133,26.4924,0.955494,582.457,649.912,0.749406 
214,43.218,0.29,214,8098.08,0,5,101,125,0,5,135,-9.52938,-9.63623,-11.8597,-10.4931,-10.7968,341.08,-21.9129,21351.8,-64.031,16439.4,-10.8472,-10.9541,-14.4955,-11.811,-12.1147,0.759301,-41.8456,19856.8,-83.9637,0.293443,-0.00120566,1.0023,-142.602,535.155,605.549,1.01229,29628.9,8.21966e-07,0.692566,112.652,86.1101,24.4888,25.8105,0.948793,545.132,616.886,0.705504 
