cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
90,16,0.7,0.01,10,90,4.1616e-07,7.89757e-07,1.09038e-29,16.4559,0.526947,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0812415,-4.66791e-31,7.93915e-13,43970.5,65349.1,1.44904,23.8453,1.37104,22.5616,1.14093,0.0066,1.414,3.7 
91,16,0.7,0.01,10,91,4.40436e-07,7.12368e-07,9.83532e-30,14.8434,0.61827,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.508279,-3.09078e-30,9.82055e-13,32269.8,49970.4,1.73002,25.6793,1.57283,23.346,0.735346,0.0066,1.37784,3.7 
92,16,0.7,0.01,10,92,4.16597e-07,7.90091e-07,1.09084e-29,16.4629,0.527277,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0829148,-4.76905e-31,1.01402e-12,44026.4,66353.5,1.45003,23.8716,1.37173,22.5826,1.13932,0.0066,1.41546,3.7 
93,16,0.7,10,0.01,93,4.56992e-07,7.72724e-07,1.06686e-29,16.101,0.591405,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.389294,-2.45624e-30,3.10004e-13,41186.4,60762.7,1.646,26.5022,1.51157,24.3378,0.847687,0.0066,1.37606,3.7 
94,16,0.7,0.01,10,94,4.09597e-07,7.98779e-07,1.10284e-29,16.6439,0.512779,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.00843073,-4.76767e-32,1.08855e-12,45494.9,68191.2,1.40693,23.4167,1.3414,22.326,1.21101,0.0066,1.4176,3.7 
95,16,0.7,0.01,10,95,4.33211e-07,7.35486e-07,1.01545e-29,15.3251,0.589014,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.378464,-2.26365e-30,6.93477e-13,35514.4,53883.5,1.63856,25.111,1.5062,23.0826,0.857922,0.0066,1.36995,3.7 
96,16,0.7,10,0.01,96,4.69239e-07,7.24242e-07,9.99925e-30,15.0908,0.647903,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.634404,-4.11001e-30,1.05086e-12,33910.4,53214.6,1.82313,27.5125,1.64217,24.7816,0.616218,0.0066,1.31601,3.7 
97,16,0.7,0.01,10,97,4.11518e-07,7.7714e-07,1.07296e-29,16.193,0.529529,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0942909,-5.35725e-31,1.0002e-12,41896.6,63243.4,1.45676,23.5894,1.37649,22.2894,1.1284,0.0066,1.40721,3.7 
98,16,0.7,10,0.01,98,4.4331e-07,7.82332e-07,1.08013e-29,16.3012,0.566652,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.275128,-1.68394e-30,1.08404e-12,42742.1,65163.8,1.56943,25.5836,1.45652,23.743,0.955832,0.0066,1.37909,3.7 
99,16,0.7,0.01,10,99,4.14031e-07,8.17638e-07,1.12887e-29,17.0368,0.506374,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.025168,1.43868e-31,1.04049e-12,48793.9,73269.7,1.38804,23.6478,1.32815,22.6275,1.24345,0.0066,1.42916,3.7 
100,18,0.7,10,0.01,100,4.72044e-07,7.78765e-07,1.0752e-29,16.2268,0.606144,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.455159,-2.9664e-30,8.74353e-13,42160,63910.7,1.69202,27.4562,1.54499,25.0703,0.785486,0.0066,1.36078,3.7 
101,18,0.7,0.01,10,101,4.19052e-07,8.28689e-07,1.14413e-29,17.2671,0.505681,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0288316,1.6681e-31,4.76765e-13,50799.1,74643.3,1.386,23.9321,1.32672,22.9086,1.24699,0.0066,1.395,3.7 
102,18,0.7,10,0.01,102,4.73818e-07,7.91407e-07,1.09266e-29,16.4903,0.598703,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.422098,-2.76127e-30,4.81777e-13,44246.7,66490.3,1.66876,27.5183,1.52806,25.1981,0.816697,0.0066,1.35877,3.7 
103,18,0.7,0.01,10,103,4.22244e-07,8.15483e-07,1.1259e-29,16.9919,0.517784,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0343861,-2.00461e-31,7.52087e-13,48409,71494.6,1.42176,24.1584,1.35181,22.9699,1.18599,0.0066,1.41537,3.7 
104,18,0.7,10,0.01,104,4.76068e-07,8.24462e-07,1.13829e-29,17.179,0.577428,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.325406,-2.13884e-30,6.62951e-13,50025.8,75189.1,1.60262,27.5314,1.48032,25.4305,0.908126,0.0066,1.36488,3.7 
105,18,0.7,10,0.01,105,4.80597e-07,8.02383e-07,1.10781e-29,16.719,0.598963,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.423255,-2.80845e-30,6.24084e-13,46113.3,69486.9,1.66957,27.9135,1.52865,25.5575,0.815606,0.0066,1.36354,3.7 
106,18,0.7,10,0.01,106,4.98155e-07,8.06631e-07,1.11367e-29,16.8075,0.617575,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.505259,-3.47506e-30,5.78069e-13,46849.6,71247.5,1.72783,29.0405,1.57122,26.4083,0.738196,0.0066,1.34321,3.7 
107,18,0.7,0.01,10,107,4.33516e-07,7.88812e-07,1.08907e-29,16.4362,0.549581,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.193505,-1.15819e-30,6.56172e-13,43812.9,64979.7,1.51723,24.9376,1.41934,23.3285,1.03348,0.0066,1.42352,3.7 
108,18,0.7,10,0.01,108,4.82104e-07,8.16211e-07,1.1269e-29,17.0071,0.590661,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.385928,-2.5688e-30,3.88185e-13,48538.7,72199.1,1.64369,27.9543,1.5099,25.679,0.850868,0.0066,1.36601,3.7 
109,18,0.7,10,0.01,109,4.81141e-07,7.95099e-07,1.09775e-29,16.5672,0.605133,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.45068,-2.99381e-30,5.48467e-13,44868.9,67397.7,1.68886,27.9797,1.54268,25.5579,0.789716,0.0066,1.37387,3.7 
110,18,0.7,0.01,10,110,4.20484e-07,8.01779e-07,1.10698e-29,16.7064,0.524438,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0684983,-3.97661e-31,8.67664e-13,46009.4,68678,1.44156,24.0832,1.36576,22.8169,1.15317,0.0066,1.41349,3.7 
111,18,0.7,0.01,10,111,4.24875e-07,7.87875e-07,1.08778e-29,16.4167,0.539268,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.142947,-8.38532e-31,9.33915e-13,43656.9,65424.3,1.48602,24.3956,1.39718,22.9371,1.08178,0.0066,1.42109,3.7 
112,18,0.7,0.01,10,112,4.28788e-07,6.9522e-07,9.59856e-30,14.4861,0.616766,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.501745,-2.97036e-30,6.60008e-13,29995,46078.2,1.7253,24.9928,1.56936,22.7338,0.741513,0.0066,1.36888,3.7 
113,18,0.7,10,0.01,113,4.79246e-07,7.84097e-07,1.08256e-29,16.338,0.611207,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.477453,-3.15916e-30,3.59937e-13,43032,65193.5,1.70787,27.9032,1.55657,25.4312,0.764442,0.0066,1.34772,3.7 
114,18,0.7,0.01,10,114,4.26628e-07,7.46801e-07,1.03107e-29,15.5608,0.571274,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.296803,-1.74824e-30,1.27643e-12,37178.9,58097.2,1.58362,24.6424,1.4667,22.823,0.935235,0.0066,1.40016,3.7 
115,18,0.7,0.01,10,115,4.04605e-07,7.58241e-07,1.04687e-29,15.7992,0.53361,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.114793,-6.41253e-31,1.6138e-12,38913.9,60687,1.469,23.209,1.38513,21.884,1.10874,0.0066,1.4212,3.7 
116,18,0.7,10,0.01,116,4.80149e-07,8.00802e-07,1.10563e-29,16.686,0.599585,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.426025,-2.8242e-30,6.59949e-13,45841.3,70345.4,1.67151,27.8909,1.53006,25.5306,0.812991,0.0066,1.33855,3.7 
117,18,0.7,0.01,10,117,4.27385e-07,7.91582e-07,1.0929e-29,16.4939,0.539912,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.146136,-8.62305e-31,1.27286e-12,44276.1,67644.5,1.48797,24.5424,1.39856,23.0678,1.07873,0.0066,1.41517,3.7 
118,18,0.7,10,0.01,118,4.71636e-07,7.61319e-07,1.05112e-29,15.8633,0.619498,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.513608,-3.34443e-30,7.52871e-13,39389.7,60765.6,1.73387,27.5049,1.57566,24.9953,0.730315,0.0066,1.36581,3.7 
119,18,0.7,0.01,10,119,4.24382e-07,8.10266e-07,1.11869e-29,16.8832,0.523756,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0650226,-3.80983e-31,1.23294e-12,47485.9,72313.8,1.43952,24.3038,1.36432,23.0342,1.15651,0.0066,1.41589,3.7 
120,18,0.7,0.01,10,119,4.03211e-07,7.84947e-07,1.08374e-29,16.3557,0.513679,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0131209,-7.3043e-32,9.56268e-13,43172,64076.4,1.40959,23.0548,1.34327,21.97,1.20648,0.0066,1.44776,3.7 
