cyc,freq (kHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
13,75,13,12414.6,0,5,101,125,0,5,135,-12.2956,-9.7984,-23.5101,-7.86776,-11.6533,314.759,-29.2339,26086.1,-38.2246,16439.4,-13.5118,-11.0146,-25.9424,-9.08392,-12.8695,0.641789,-47.6284,24706.5,-56.6191,0.412112,-0.0011028,1.00125,-115.571,539.966,536.466,0.572383,36527.8,8.81366e-07,0.610658,110.332,87.5228,25.4493,25.1673,1.01121,588.732,586.522,0.666722 
14,1,14,11381.9,0,5,101,125,0,5,135,-7.24219,-8.48554,-14.9712,-13.2558,-9.9141,355.058,-2.28289,24300.9,-46.1991,16439.4,-8.61406,-9.85741,-17.715,-14.6277,-11.286,0.714735,-23.0324,22744.7,-66.9486,0.222814,-0.000578993,1.0016,-103.371,450.326,460.909,0.455237,33712.1,8.58111e-07,0.530918,110.941,87.4847,23.991,24.0655,0.996907,523.194,536.291,0.617288 
15,125,15,8055.28,0,5,101,125,0,5,135,-6.71026,-6.12504,-22.1505,-6.18209,-11.1665,354.626,-32.2058,21502.7,-51.6688,16439.4,-8.08046,-7.49525,-24.8909,-7.5523,-12.5367,0.588957,-52.9301,19948.4,-72.3931,0.378608,-0.0015185,1.00197,-139.802,549.623,552.844,0.66179,31063.9,8.35027e-07,0.660136,111.266,87.722,25.3362,25.1909,1.00577,583.512,587.624,0.701252 
16,2,16,10747.5,0,5,101,125,0,5,135,-14.5052,-2.88121,-15.3195,-6.50807,-13.4676,360.264,-18.8371,24835.2,-62.2371,16439.4,-15.8972,-4.2732,-18.1035,-7.90006,-14.8596,0.703385,-39.8909,23256.2,-83.2909,0.285261,-0.000981122,1.00195,-139.84,452.298,454.905,0.436144,34540,8.6508e-07,0.524344,110.453,87.5206,24.2109,24.0985,1.00466,532.829,537.767,0.618778 
17,200,17,10994.8,0,5,101,125,0,5,135,-13.3804,-5.61286,-16.96,-2.82213,-12.9586,316.6,-19.6162,24315.9,-48.1797,16439.4,-14.6036,-6.83613,-19.4065,-4.0454,-14.1819,0.671486,-38.1182,22928.2,-66.6818,0.322663,-0.000950905,1.00158,-118.136,508.556,506.774,0.453608,33977.6,8.60359e-07,0.590061,110.446,86.9432,25.5236,25.2866,1.00937,592.175,592.098,0.688244 
18,50,18,15044.1,0,5,101,125,0,5,135,-10.1316,-7.66705,-12.1042,-13.6469,-13.2312,386.846,-24.7522,28377.8,-49.1509,16439.4,-11.6263,-9.16174,-15.0936,-15.1416,-14.7259,0.770436,-47.3595,26682.3,-71.7581,0.354835,-0.00101528,1.00146,-133.469,541.652,554.225,0.604904,39298.1,9.03107e-07,0.606686,110.65,87.2381,25.3511,25.4215,0.997229,584.197,598.434,0.654709 
19,100,19,9486.68,0,5,101,125,0,5,135,-10.7692,-9.06295,-9.88823,-9.98672,-12.359,336.627,-21.3008,23237.4,-46.3242,16439.4,-12.0699,-10.3636,-12.4896,-11.2874,-13.6597,0.791389,-40.9733,21761.9,-65.9967,0.340963,-0.00107704,1.00165,-120.169,510.736,513.217,0.529198,32722,8.49627e-07,0.602588,110.454,87.1264,24.9961,24.8604,1.00546,567.948,572.305,0.671026 
20,12,20,10952,0,5,101,125,0,5,135,-7.18047,-9.8303,-19.6882,-7.84443,-10.6053,375.203,-9.24301,24459.1,-38.0892,16439.4,-8.63019,-11.28,-22.5876,-9.29414,-12.055,0.646222,-31.1699,22814.6,-60.0161,0.302065,-0.00078131,1.00143,-103.189,447.88,441.426,0.404017,34257.3,8.62712e-07,0.5154,110.234,87.3178,24.4542,24.0932,1.01498,543.592,537.53,0.626573 
21,4,21,10523.3,0,5,101,125,0,5,135,-7.65023,-8.81459,-17.5326,-6.05525,-14.5618,286.559,-20.2839,23932.8,-57.2788,16439.4,-8.75744,-9.9218,-19.747,-7.16246,-15.6691,0.677641,-37.0305,22676.8,-74.0253,0.294218,-0.000933996,1.00178,-125.861,491.49,523.348,0.824061,33311.7,8.547e-07,0.593388,111.203,87.6969,23.6356,24.1718,0.977817,507.806,541.04,0.613267 
22,25,22,12526.4,0,5,101,125,0,5,135,-9.82233,-7.68542,-14.2621,-3.48776,-13.5334,306.333,-16.8172,25830.6,-62.4587,16439.4,-11.0059,-8.86903,-16.6294,-4.67136,-14.717,0.702477,-34.7193,24487.9,-80.3607,0.264725,-0.000810834,1.00178,-131.152,479.962,505.439,0.508542,35723.6,8.7485e-07,0.562994,110.15,87.1282,24.3671,24.7968,0.98267,539.726,569.384,0.633659 
23,150,23,13132.3,0,5,101,125,0,5,135,-5.93271,-5.86201,-17.6377,-7.83092,-11.4821,324.759,-34.6652,26096.5,-24.8711,16439.4,-7.18752,-7.11682,-20.1473,-9.08573,-12.7369,0.64198,-53.6441,24673,-43.8501,0.504818,-0.00124395,1.00097,-106.264,512.285,514.152,0.439215,36628.1,8.82172e-07,0.581766,110.121,86.984,25.7757,25.6217,1.00601,603.928,607.897,0.686838 
24,0.5,24,10569.2,0,5,101,125,0,5,135,-7.49376,-8.20685,-11.5917,-10.3207,-13.9365,326.14,-23.2064,23387.2,-55.2727,16439.4,-8.75391,-9.46699,-14.112,-11.5808,-15.1966,0.76126,-42.2661,21957.7,-74.3323,0.321501,-0.00110115,1.00184,-131.465,465.844,505.592,0.639009,32500.4,8.47705e-07,0.5725,110.846,87.1592,23.3877,24.1528,0.968321,497.211,540.193,0.611364 
25,8,25,11012.6,0,5,101,125,0,5,135,-8.47317,-8.07392,-14.8281,-11.4543,-12.4904,314.132,-23.3773,24272.5,-55.7587,16439.4,-9.68691,-9.28766,-17.2556,-12.6681,-13.7042,0.724362,-41.7351,22895.7,-74.1166,0.319381,-0.00104271,1.00176,-130.675,505.121,518.354,0.873168,33852.9,8.59304e-07,0.595475,110.527,87.1144,23.9,23.995,0.996041,519.231,533.154,0.612294 
26,75,26,12319.3,0,5,101,125,0,5,135,-8.50135,-7.55449,-14.3737,-8.45737,-8.69933,361.654,-19.1537,26233.6,-41.8133,16439.4,-9.89871,-8.95185,-17.1684,-9.85473,-10.0967,0.693259,-40.2888,24648.5,-62.9484,0.347836,-0.000934892,1.00139,-115.827,522.349,529.161,0.512175,36626.2,8.82157e-07,0.595976,110.739,86.9723,25.3984,25.3461,1.00206,586.379,594.889,0.669517 
27,1,27,14960.3,0,5,101,125,0,5,135,-8.87293,-5.57513,-12.0242,-7.79294,-14.3759,321.637,-26.9974,27585.2,-21.3369,16439.4,-10.1157,-6.81787,-14.5097,-9.03568,-15.6186,0.741348,-45.7939,26175.5,-40.1334,0.487408,-0.00100071,1.00083,-93.9539,527.519,532.822,0.855752,38038.2,8.9335e-07,0.593456,110.612,87.2401,24.4454,24.3482,1.00399,543.202,548.967,0.611268 
28,125,28,12240.7,0,5,101,125,0,5,135,-6.08948,-1.43756,-16.8589,-11.1163,-16.5399,321.973,-7.19911,25307.5,-41.965,16439.4,-7.33352,-2.6816,-19.347,-12.3603,-17.7839,0.674875,-26.0152,23896.2,-60.7811,0.262906,-0.000622486,1.00138,-98.9525,531.893,537.826,0.513726,35343.8,8.71739e-07,0.613545,110.685,87.2572,25.6241,25.5379,1.00338,596.848,603.924,0.68871 
29,2,29,12997.6,0,5,101,125,0,5,135,-5.61124,-6.39891,-9.20687,-3.56741,-5.59687,313.506,-10.4464,25909.5,-37.3382,16439.4,-6.82257,-7.61024,-11.6295,-4.77874,-6.80819,0.691109,-28.7677,24535.4,-55.6594,0.301046,-0.000670446,1.00123,-95.559,470.339,502.151,0.590994,35616.3,8.73973e-07,0.556064,110.774,87.4172,23.6802,24.2567,0.976233,509.726,544.85,0.602988 
30,200,30,12721.3,0,5,101,125,0,5,135,-7.86854,-10.788,-16.277,-9.08465,-5.06154,300.178,-20.4159,25827.4,-25.1286,16439.4,-9.02837,-11.9478,-18.5966,-10.2445,-6.22137,0.668147,-37.9583,24511.7,-42.6709,0.425716,-0.000885686,1.00095,-89.1634,537.858,545.807,0.534322,35822.2,8.75654e-07,0.618758,110.413,87.0552,25.6212,25.5848,1.00142,596.714,606.145,0.686813 
31,50,31,12993.1,0,5,101,125,0,5,135,-6.76562,-7.68432,-14.6725,-5.89557,-9.10735,309.317,-20.9492,26212.6,-32.6331,16439.4,-7.96076,-8.87946,-17.0627,-7.09071,-10.3025,0.667368,-39.0256,24856.9,-50.7096,0.390736,-0.000897955,1.00111,-99.8772,532.545,528.368,0.543365,36577.6,8.81766e-07,0.601579,110.758,87.3566,25.4348,25.1211,1.01249,588.059,584.371,0.664816 
32,100,32,12399.5,0,5,101,125,0,5,135,-7.78966,-6.30235,-14.1819,-7.59632,-7.96042,285.622,0.94318,25735.8,-44.9735,16439.4,-8.89325,-7.40594,-16.3891,-8.6999,-9.064,0.675156,-15.7486,24483.9,-61.6653,0.175478,-0.00036769,1.00137,-89.7469,523.482,537.904,0.507768,35673.9,8.74444e-07,0.606836,110.623,87.1995,25.4648,25.5858,0.995268,589.447,606.194,0.683591 
33,12,33,11258.7,0,5,101,125,0,5,135,-12.733,-8.71204,-11.9895,-3.90443,-8.62113,359.957,-13.0483,25211.4,-64.2002,16439.4,-14.1238,-10.1028,-14.7712,-5.29523,-10.0119,0.727996,-34.0842,23633.7,-85.2361,0.249944,-0.000824785,1.00196,-136.367,494.606,511.741,0.658414,35404.7,8.72239e-07,0.576792,110.826,87.5154,24.0374,24.2385,0.991704,525.218,544.03,0.612838 
34,4,34,9944.43,0,5,101,125,0,5,135,-3.93461,-4.20417,-12.6753,-4.17852,-2.8902,244.207,-17.4069,23886.4,-32.3086,16439.4,-4.87818,-5.14774,-14.5624,-5.12208,-3.83376,0.565873,-31.6784,22816,-46.58,0.361731,-0.000794017,1.00111,-87.5744,493.056,504.106,0.627765,33997.2,8.60523e-07,0.579357,110.553,87.7854,24.0909,24.1635,0.996993,527.558,540.67,0.620638 
35,25,35,14935.2,0,5,101,125,0,5,135,-7.596,-5.9865,-5.74677,-4.5621,-6.24265,279.754,-17.5296,27689.2,-49.9854,16439.4,-8.67691,-7.06741,-7.9086,-5.64301,-7.32356,0.784033,-33.8784,26463,-66.3342,0.298542,-0.000732088,1.00136,-113.479,496.215,524.113,0.591208,37647.9,8.90285e-07,0.57282,111.204,87.3685,24.3183,24.7821,0.981281,537.564,568.709,0.621056 
36,150,36,13578.9,0,5,101,125,0,5,135,-1.9736,-5.00854,-10.3553,-5.67226,-5.23572,253.907,-5.99235,27070.4,-23.1438,16439.4,-2.95464,-5.98959,-12.3174,-6.6533,-6.21677,0.639122,-20.8307,25957.6,-37.9821,0.313671,-0.000458775,1.00079,-66.4092,553.572,555.181,0.520863,37665.9,8.90426e-07,0.622596,110.247,87.0861,26.0739,25.8934,1.00697,617.986,620.855,0.695643 
37,0.5,37,10891.7,0,5,101,125,0,5,135,-9.05675,-1.78544,-6.06341,-9.69032,-9.13348,265.197,-23.114,24276.2,-37.2469,16439.4,-10.0814,-2.81011,-8.11275,-10.715,-10.1582,0.806274,-38.6122,23113.9,-52.745,0.378899,-0.000955495,1.00124,-101.906,490.526,511.475,0.653391,33777.6,8.58667e-07,0.583335,111.043,87.3895,23.9567,24.2486,0.987965,521.701,544.483,0.620695 
38,8,38,13722.4,0,5,101,125,0,5,135,-7.74503,-5.67621,-3.48787,-5.27524,-6.55479,233.13,-5.66454,27347.4,-41.2147,16439.4,-8.6458,-6.57698,-5.2894,-6.17601,-7.45556,0.845084,-19.2887,26325.6,-54.8388,0.226672,-0.00041886,1.00113,-85.0952,488.612,507.606,0.537089,37695.8,8.90662e-07,0.559156,110.72,87.188,24.3894,24.6554,0.989213,540.716,562.907,0.619427 
39,75,39,14387.6,0,5,101,125,0,5,135,-8.97688,-10.2594,-13.2171,-6.54688,-9.92916,196.928,-9.01681,26992.4,-31.6114,16439.4,-9.73777,-11.0203,-14.7388,-7.30777,-10.6901,0.724481,-20.5253,26129.3,-43.1198,0.284012,-0.000449075,1.0009,-72.2691,553.936,562.622,0.624636,37453.3,8.88748e-07,0.628144,110.425,87.2614,25.5485,25.5334,1.00059,593.33,603.71,0.673416 
40,1,40,14906.2,0,5,101,125,0,5,135,-7.8455,-3.23658,-2.51488,-4.55204,-12.3885,250.274,-14.7866,28067.2,-54.3844,16439.4,-8.81251,-4.20359,-4.4489,-5.51905,-13.3556,0.877574,-29.4126,26970.2,-69.0104,0.262086,-0.000623565,1.00139,-112.225,506.92,523.917,0.852918,38432.1,8.96424e-07,0.574894,110.966,87.3602,23.9646,24.1503,0.992311,522.043,540.08,0.592337 
41,125,41,15368.6,0,5,101,125,0,5,135,-10.2058,-8.04806,-14.8021,-1.88305,-4.1206,306.625,-16.8053,28694.6,-33.542,16439.4,-11.3905,-9.2328,-17.1716,-3.06779,-5.30534,0.628064,-34.7245,27350.7,-51.4612,0.359922,-0.000726014,1.00102,-96.4779,545.291,562.173,0.513775,39581.7,9.05274e-07,0.611603,110.562,87.2226,25.9366,26.1021,0.99366,611.495,630.905,0.686118 
42,2,42,14883.7,0,5,101,125,0,5,135,-10.2616,-1.19124,-10.0218,-9.2947,-7.09001,275.378,-9.42754,28201.5,-57.5249,16439.4,-11.3256,-2.25525,-12.1498,-10.3587,-8.15402,0.725387,-25.5206,26994.5,-73.618,0.224136,-0.000540521,1.00148,-113.862,498.84,517.938,0.615343,38925.1,9.0024e-07,0.564626,110.755,87.0649,24.2762,24.5229,0.98994,535.708,556.873,0.606714 
43,200,43,14648.9,0,5,101,125,0,5,135,-9.96551,-5.9008,-15.3584,-6.38703,-7.68462,216.991,-1.791,27828.7,-42.08,16439.4,-10.8039,-6.73921,-17.0352,-7.22544,-8.52303,0.661508,-14.4719,26877.6,-54.7609,0.180482,-0.000307774,1.00111,-80.1851,566.3,568.768,0.549004,38566.3,8.97466e-07,0.632372,110.612,86.7181,26.2001,26.0463,1.0059,623.98,628.21,0.697622 
44,50,44,13041.7,0,5,101,125,0,5,135,-6.1542,-3.75453,-5.83734,-5.8883,-2.58186,274.648,-28.9994,26516.7,-39.5123,16439.4,-7.21539,-4.81572,-7.95971,-6.94948,-3.64305,0.739737,-45.0498,25313,-55.5627,0.40322,-0.00101801,1.00119,-111.725,548.295,558.976,0.646662,37385,8.88207e-07,0.623289,111.17,87.2114,25.3519,25.3754,0.999073,584.233,596.263,0.664504 
