cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,10,10,21493.5,-0.0278085,34.7335,13.5323,98.5191,0.120428,-23.9798,499.017,0.737907,-2.12527,5.52344,-0.635127,-1.6091,-116.052,9169.29,107.537,12023.4,15394.9,1.46865,-1.39452,6.98493,0.0956198,-0.878356,-0.112901,9332.07,119.595,12186.1,0.479882,0.978065,0.0177574,19446.6,0.000293332,0.813372,12.9925,10.6574,98.7159,73.4586,0.847163,13.6753,12.7119,97.8994,124.921,0.816555,-51.4625 
11,3,11,23832.8,0.0128542,38.8707,13.2816,98.2877,-0.0130782,-22.2951,500,2.50176,0.600315,-0.611313,-0.483009,1.09063,-200.614,10931.4,87.0573,12687.1,16815.7,3.76497,1.86353,1.91511,0.780202,2.35384,0.820643,11212.8,107.9,12968.5,0.510213,0.983439,0.0150953,21976.6,0.000633797,1.01492,12.7239,10.161,98.3271,73.287,0.940182,13.3663,12.1967,97.7442,124.409,0.582846,-51.1222 
12,7,12,20999.4,0.0262246,34.4219,13.225,98.4994,-0.0205036,-8.01328,16.4053,-1.26067,-0.501235,5.27805,2.00224,0.363342,-159.984,8854.94,115.132,11862.2,14824.6,-0.253293,0.50614,7.29279,3.00962,1.37072,0.388495,9079.34,131.754,12086.6,0.475079,0.975234,0.0196851,19111.2,0.000404858,0.831102,12.607,10.3902,98.6068,72.3762,0.866265,13.4047,12.3699,97.8853,123.387,0.721537,-51.0108 
13,0,13,24375.4,0.0341024,40.1007,13.157,98.1742,-0.047832,-25.8093,500,1.96647,-2.14972,1.84165,0.497024,3.12683,-187.888,11125.2,77.9011,13058.6,17215.4,3.14955,-0.966643,4.2078,1.6801,4.30991,0.660133,11388.7,97.4219,13322.1,0.507381,0.985251,0.0132919,22446,0.000568687,1.03044,12.5028,10.3788,98.2717,72.7354,0.955144,13.3519,12.4051,97.5457,123.618,0.725922,-50.8826 
14,9,14,20652.1,-0.00214339,33.3017,13.4779,98.4898,-0.0131887,54.9266,495.422,-1.53731,-2.43328,1.09992,0.456622,0.478335,-136.038,9132.88,48.2766,11312.7,14634.7,-0.680717,-1.57668,2.81311,1.31322,1.33493,0.121962,9323.68,62.4104,11503.5,0.49406,0.988422,0.00989519,18871.6,0.0003401,0.799724,12.947,10.7187,98.7484,74.8847,0.790707,13.6551,12.785,97.7579,126.824,0.990505,-51.9389 
15,0,15,24624.9,0.0346656,40.2427,13.2212,98.5424,-0.0651247,-7.01844,500,1.11753,1.67885,-0.369565,2.09666,2.55022,-155.139,11019.3,89.9208,13326.5,17335.1,2.09441,2.65572,1.58418,3.07353,3.52709,0.877527,11236.9,106.039,13544.1,0.499895,0.983754,0.0142171,22478.5,0.000628232,1.00771,12.6417,10.409,98.4998,72.8531,0.958352,13.3545,12.6316,98.0856,123.849,0.414215,-50.9962 
16,6,16,22229.7,-0.0067511,36.2521,13.3407,98.4143,-0.00731469,-13.0764,304.495,0.787721,-2.8428,3.37915,1.70544,0.0977167,-91.8424,9700.38,97.8649,12204.4,15746.8,1.36603,-2.26449,4.53577,2.28375,0.676024,0.312458,9829.2,107.407,12333.2,0.48985,0.981236,0.0157892,20065.8,0.000366278,0.875037,12.7908,10.6441,98.6052,72.9447,0.876067,13.4784,12.611,97.8663,124.19,0.73886,-51.2455 
17,8,17,21370.2,0.0298119,34.6255,13.3084,98.3714,-0.059336,0.388751,268.733,0.393157,2.54017,0.105592,3.06172,-3.60597,-167.08,9193.5,100.22,11723.3,15001.7,1.44522,3.59223,2.20971,4.11378,-2.55391,0.749097,9427.85,117.579,11957.7,0.487158,0.978641,0.0177911,19352.7,0.000601703,0.841089,12.6904,10.5298,98.3622,73.3076,0.842643,13.4885,12.5199,97.7403,124.873,0.621935,-51.5654 
18,4,18,22758.8,-0.0116195,37.6217,13.1752,98.5774,0.048595,-6.35933,80.4609,-1.39712,0.457843,1.47704,4.93456,-0.0385221,-160.773,9812.94,142.626,12628.8,16145.8,-0.384776,1.47019,3.50173,5.9469,0.97382,0.69571,10038.4,159.33,12854.3,0.484773,0.972975,0.0223233,20707.5,0.000409022,0.926696,12.5223,10.3821,98.6604,72.0328,0.927649,13.281,12.4625,97.9743,122.855,0.686089,-50.822 
19,2,19,23246.1,-0.0261634,38.5835,-13.1638,98.6771,-0.0408021,-7.19472,11.0631,0.598347,-0.25226,3.60932,0.349511,-1.67883,-147.41,10590.5,84.9416,12529.3,16543.6,1.52655,0.675944,5.46573,1.27771,-0.75063,0.333066,10797.2,100.257,12736,0.505296,0.98401,0.0142936,21368.1,0.000417467,0.980726,12.5468,10.3752,98.7623,72.8925,0.918047,13.3183,12.4497,98.1113,123.957,0.650982,-51.0643 
20,5,20,21446.3,-0.0123312,35.7387,13.0735,98.4667,0.0682597,-69.1308,0.0461424,2.23816,1.29876,-0.0660857,0.147652,1.83769,-150.887,9715,47.9811,11680,15363.5,3.18825,2.24886,1.83411,1.09775,2.78779,0.835606,9926.63,63.6577,11891.6,0.501429,0.988902,0.00976478,19796.7,0.000307662,0.918402,12.5083,10.2042,98.5183,72.1057,0.878119,13.2821,12.1683,97.9113,123.147,0.607003,-51.0412 
21,0,21,24188,0.0262994,40.242,13.0239,98.5228,-0.0439227,-9.61633,499.998,2.0942,1.87378,1.60207,1.79871,0.257468,-193.027,10884.9,81.3501,13071.3,17075.2,3.30964,3.08922,4.03294,3.01415,1.47291,0.729675,11155.7,101.405,13342.1,0.501838,0.984342,0.0138074,22229.6,0.000538946,1.02414,12.4413,10.2796,98.5389,73.2066,0.962574,13.2688,12.4486,97.926,124.359,0.612832,-51.152 
22,10,22,19190.3,-0.00580897,31.7595,13.1457,98.576,0.00275966,-12.0076,472.07,2.37936,0.848948,0.322342,2.83125,-0.162611,-155.965,8493.71,56.4276,10582.1,13592.1,3.36143,1.83102,2.28648,3.81332,0.819459,0.811217,8712.47,72.6318,10800.9,0.492865,0.985621,0.0122359,17677.2,0.000315867,0.798292,12.6797,10.1826,98.5787,72.5925,0.786181,13.2902,12.2821,98.0628,123.552,0.515887,-50.9592 
23,3,23,23923.9,0.0202663,39.1591,13.226,98.2868,-0.0296782,-34.4571,500,1.23004,1.07212,-1.68217,0.411842,-0.654218,-123.69,11155.8,77.1629,12435.1,16893.2,2.00888,1.85096,-0.124486,1.19068,0.124623,1.02465,11329.3,90.0138,12608.6,0.519826,0.986287,0.0129803,21794.4,0.000670903,1.017,12.7625,10.3994,98.411,73.9928,0.91628,13.2457,12.3742,97.6487,125.348,0.762328,-51.3551 
24,7,24,21323.8,-0.0279546,34.9522,13.3426,98.4213,-0.0922626,21.3234,75.6323,4.10856,1.32141,-0.941995,-0.465136,0.82989,-151.564,9342.95,57.7543,11847,15245.4,5.06292,2.27577,0.966725,0.489224,1.78425,0.908618,9555.54,73.5012,12059.5,0.488401,0.986718,0.0111027,19565,0.000402585,0.869899,12.6467,10.2313,98.5516,72.682,0.85469,13.4517,12.5205,97.7671,123.733,0.78453,-51.0513 
25,0,25,22999.4,-0.0273762,38.0137,13.2258,98.3363,-0.0725323,-56.715,454.513,0.554517,0.625131,2.45791,0.780997,-1.12384,-109.138,10837.4,67.392,12049.9,16500.5,1.24173,1.31234,3.83233,1.46821,-0.436633,0.483373,10990.5,78.731,12203,0.520409,0.987619,0.0117453,21119,0.000209258,0.992792,12.7097,10.4588,98.2795,73.0224,0.883053,13.5201,12.3448,97.8204,124.001,0.459118,-50.9786 
26,9,26,20318,-0.0425749,33.2703,13.4103,98.2637,0.0113411,18.093,353.198,1.16263,1.44974,-1.90971,-2.17825,-1.36958,-147.915,9140.43,49.2229,11100.1,14530.8,2.09401,2.38112,-0.0469515,-1.24687,-0.438202,1.01712,9347.89,64.5907,11307.5,0.499003,0.988053,0.0104129,18733.2,8.34208e-05,0.819514,12.9536,10.5653,98.439,71.9386,0.788805,13.5513,12.7082,97.5978,122.77,0.84113,-50.8317 
27,0,27,24794.3,-0.0245263,40.1779,13.5111,98.5242,0.103726,-110.406,499.949,2.74393,1.3933,0.619643,-2.25015,-0.134476,-159.991,11393.1,72.203,13274.3,18044.3,3.75135,2.40072,2.63448,-1.24273,0.872944,0.686996,11617.5,88.8254,13498.7,0.509062,0.986797,0.0119764,22821.4,0.000339787,1.04041,12.9253,10.2422,98.6284,72.227,0.961121,13.6308,12.37,97.883,123.201,0.745339,-50.9743 
28,6,28,20214.8,0.0132923,33.6451,13.006,98.3805,-0.00731654,-15.4331,490.306,-0.104726,-0.666907,8.05424,1.60824,-2.58395,-134.532,8933.65,72.0312,11176,14248.6,0.742388,0.180208,9.74847,2.45535,-1.73684,0.144089,9122.35,86.0086,11364.7,0.491636,0.983768,0.0137494,18555.1,0.000499152,0.848777,12.3127,10.2545,98.3378,72.2439,0.839713,13.1646,12.1755,97.7704,123.166,0.567429,-50.9222 
29,8,29,20297.2,-0.0187128,33.204,13.342,98.3989,-0.014722,-7.59839,445.576,0.0943116,3.01993,0.679532,0.565623,-2.95779,-134.336,9119.76,75.6009,11088.2,14425,0.940189,3.86581,2.37129,1.4115,-2.11191,0.633884,9308.18,89.5579,11276.6,0.498623,0.983441,0.0144189,18667.8,0.000343736,0.822554,12.9319,10.3482,98.4689,72.8769,0.808001,13.3204,12.5017,97.85,123.835,0.618885,-50.958 
30,4,30,21937.2,-0.00155819,36.3078,13.129,98.518,-0.0140796,-9.4139,164.383,-0.613744,0.747478,-3.20908,0.0267364,-0.784316,-179.045,9852.74,73.8164,11944.4,15522,0.513657,1.87488,-0.954276,1.15414,0.343085,1.32553,10103.9,92.4185,12195.5,0.499545,0.984245,0.0137674,20226.1,0.000576583,0.931379,12.3157,10.285,98.6146,72.5077,0.899239,13.3129,12.0258,97.9241,123.29,0.690566,-50.7826 
31,2,31,24432.6,-0.0148718,40.4121,13.1743,98.397,-0.026832,-69.0299,25.2935,-1.00218,0.267646,4.79618,-1.35264,-2.1761,-142.935,11490.8,86.0584,12775.6,17391.7,-0.102154,1.16767,6.59623,-0.452616,-1.27608,-0.111776,11691.3,100.909,12976.1,0.520504,0.98512,0.0141229,22461.4,0.000385539,1.06184,12.6308,10.3712,98.4314,73.5221,0.93778,13.3386,12.4484,97.7924,124.718,0.638998,-51.1957 
33,0,33,24118.3,-0.0321116,40.1327,13.1384,98.4698,0.517783,-329.352,128.106,1.85153,-0.0834982,-4.60879,-1.17177,1.74981,-165.193,11194,76.0956,12864.6,22716.1,2.89171,0.95668,-2.52844,-0.131597,2.78998,1.63555,11425.7,93.2585,13096.3,0.512462,0.985917,0.0129477,22295.6,0.00038272,1.06396,12.5061,10.1085,98.4894,72.517,0.969164,13.3081,12.1329,97.8714,123.282,0.618028,-50.7652 
34,10,34,19710,-0.0486261,32.7587,13.2376,98.4551,-0.0323957,-117.26,417.234,0.520208,2.56235,0.435694,2.64752,-0.309098,-100.926,8176.35,80.5929,11384.3,14240.3,1.15571,3.19785,1.7067,3.28303,0.326406,0.8235,8317.91,91.0787,11525.9,0.465094,0.981198,0.0143477,17884.4,0.000122712,0.769521,12.5723,10.4444,98.4825,72.1635,0.834492,13.4695,12.3693,97.8337,123.34,0.648752,-51.1761 
35,3,35,23474,-0.00544988,39.1922,13.0258,98.3462,0.00410403,-39.914,229.282,2.25642,1.54041,-0.138834,0.255595,0.715386,-155.109,10736.4,71.9102,12518.4,16624.1,3.23309,2.51709,1.81452,1.23227,1.69206,0.827008,10954,88.0253,12736,0.5089,0.986132,0.0125717,21524.9,0.000560516,1.02524,12.435,10.13,98.4525,72.9156,0.953525,13.1134,12.1419,97.7436,124.036,0.708902,-51.1203 
36,7,36,22095.3,-0.0128025,36.2867,13.2664,98.2492,-0.0452124,31.4008,0.0321227,1.60419,2.79316,5.63097,1.25105,0.530185,-171.525,9858.21,61.6473,12086,15717.2,2.68424,3.87321,7.79106,2.3311,1.61023,0.574023,10098.8,79.4681,12326.6,0.496747,0.986416,0.0117365,20329.8,0.000367676,0.908105,12.6263,10.4017,98.3505,71.9439,0.883136,13.4392,12.3952,97.5863,122.786,0.7642,-50.8416 
37,0,37,24822.1,0.0222312,41.5204,13.0607,98.3049,-0.0182812,-24.6338,498.636,2.48232,1.80033,1.28084,4.75611,-0.854429,-158.873,11564.6,84.9609,13203.3,17667.8,3.48271,2.80071,3.28161,5.75649,0.145954,0.787838,11787.4,101.467,13426.1,0.514036,0.985159,0.0137304,22931.1,0.000293761,1.06637,12.5644,10.4488,98.367,72.5661,0.975131,13.186,12.4968,97.6996,123.551,0.66744,-50.9853 
38,9,38,19613.6,-0.0485901,32.88,13.1249,98.0477,0.0311068,-30.3199,355.824,-0.20092,-0.27637,-3.36261,-2.33328,1.28462,-140.345,8549.42,106.447,10968.6,14079,0.682793,0.607343,-1.59518,-1.44957,2.16833,4.85576,8746.27,121.029,11165.5,0.485537,0.976356,0.0195767,18013.6,0.000112019,0.795931,12.6085,10.4741,98.0765,72.5846,0.799373,13.2845,12.6103,97.4505,123.785,0.625974,-51.2005 
39,0,39,24643.5,0.0224585,41.0853,12.9848,98.1867,0.00881754,-23.3718,500,-0.843158,1.88097,3.61042,-2.09827,-2.90615,-163.939,11336.1,72.4458,13080.4,17373.4,0.189124,2.91325,5.67499,-1.06598,-1.87387,0.0278413,11566.1,89.4785,13310.3,0.511465,0.986642,0.0122321,22613.6,0.000604224,1.06502,12.4552,10.2687,98.2239,72.5128,0.994582,13.0705,12.1974,97.6358,123.429,0.588173,-50.9164 
40,6,40,21946.7,-0.0194108,35.7901,13.3812,98.4296,-0.00852859,0.287583,279.086,-0.0826724,0.980791,-1.63502,-2.51724,-0.391184,-124.46,9792.43,64.5556,11995.4,15590.4,0.701022,1.76449,-0.0676334,-1.73354,0.39251,1.064,9967,77.4865,12170,0.496659,0.986578,0.0115927,20068.1,0.000459799,0.9036,12.7728,10.23,98.4831,72.914,0.875845,13.4399,12.351,97.8521,124.138,0.631046,-51.2239 
41,8,41,21024.1,-0.0302839,34.5185,13.3293,98.4936,0.149401,176.675,389.255,2.74497,0.276358,2.97669,0.553657,-0.496817,-126.724,8894.46,103.799,11903.7,15837.3,3.54291,1.0743,4.57258,1.3516,0.301128,0.578273,9072.2,116.965,12081.5,0.474988,0.977936,0.0175215,19099.8,0.000147625,0.81214,12.7909,10.6496,98.6151,72.6365,0.864183,13.4386,12.5077,97.8106,123.811,0.804479,-51.1745 
42,4,42,22773.8,-0.017847,37.697,13.1763,98.5716,-0.0166448,2.58973,106.902,0.752348,-0.294799,1.62068,-1.16357,1.74714,-160.218,10485.6,78.3464,12176.4,16170.8,1.7612,0.71405,3.63838,-0.154721,2.75599,0.58251,10710.4,94.9924,12401.2,0.509937,0.984716,0.0139141,21003.3,0.000381953,0.961117,12.5686,10.4568,98.5935,72.5683,0.893577,13.3059,12.465,97.993,123.639,0.600512,-51.0703 
43,2,43,22870.5,-0.0482224,38.4478,13.0632,98.2122,0.175658,115.246,27.8511,1.4414,1.32067,0.985752,0.180021,-4.61778,-182.479,10554.7,62.7299,12398.3,17008.9,2.59042,2.46969,3.28379,1.32904,-3.46876,0.470713,10810.7,81.6887,12654.3,0.507217,0.986949,0.0117518,21313.7,0.000324358,1.01983,12.3984,10.0436,98.2099,72.3606,0.948498,13.1461,11.982,97.6256,123.223,0.584248,-50.8622 
44,5,44,22289,-0.0134898,37.0226,13.2611,98.2916,0.0159439,17.3995,500,0.805894,-1.8684,2.16916,0.312401,-2.25984,-178.705,10099.5,76.138,12302.2,15991.4,1.93115,-0.743145,4.41968,1.43766,-1.13458,0.252266,10350.2,94.7047,12552.9,0.498346,0.98424,0.0137072,20769.1,0.000123632,0.9461,12.5839,10.2044,98.2609,72.0012,0.91332,13.4144,12.2583,97.6518,122.8,0.609103,-50.799 
45,0,45,25208.6,0.00401078,41.8349,13.1291,98.705,0.0235615,18.1569,500,-1.81108,-0.0527617,3.34736,-2.69836,-0.208738,-174.807,11676.8,80.4348,13397.7,17894,-0.710368,1.04795,5.54878,-1.59765,0.891975,-0.0710507,11921.9,98.5965,13642.9,0.512869,0.985734,0.0131379,23245.6,0.000441034,1.08517,12.5467,10.359,98.6669,72.1782,0.994429,13.2611,12.3314,98.1509,123.157,0.516015,-50.9784 
46,10,46,19537.4,-0.0255523,32.1309,13.3632,98.4832,-0.0398126,17.7501,491.017,0.139101,0.578163,-0.224721,-0.827117,-0.635747,-145.074,8445.02,90.9462,10991.4,14000.5,1.05259,1.49165,1.60226,0.0863732,0.277743,0.644781,8648.5,106.019,11194.9,0.482072,0.978998,0.0171461,17940.3,0.000136974,0.779241,12.7558,10.4469,98.533,72.1421,0.794372,13.5586,12.4369,97.9032,123.159,0.629831,-51.0172 
47,3,47,24031,-0.022416,39.7083,13.2096,98.2642,-0.502297,-260.792,99.4771,0.115887,1.1251,2.27218,-2.14878,-2.46739,-190.085,11065.4,100.544,12841.1,21339.5,1.3128,2.32201,4.66601,-0.951859,-1.27047,0.232375,11332,120.293,13107.7,0.510189,0.981762,0.0166245,22211.4,0.000407049,1.01449,12.6317,10.3894,98.304,72.2669,0.956833,13.3441,12.2566,97.6825,123.055,0.621494,-50.7883 
48,7,48,20004.8,-0.017364,33.4168,13.1778,97.9988,-0.0376263,26.8409,500,1.2574,0.96568,0.406468,-1.10167,0.762889,-154.335,9000.1,67.5583,11030,14368,2.22921,1.93749,2.35009,-0.129859,1.7347,0.710638,9216.57,83.5932,11246.5,0.496819,0.984376,0.0135071,18551.1,0.000107329,0.837408,12.6785,10.2874,97.9997,71.5922,0.819273,13.3195,12.3396,97.3612,122.292,0.638538,-50.6993 
49,0,49,24277.5,0.0167334,40.3481,13.1697,98.1587,-0.0192227,-20.7708,500,5.04825,0.851442,0.405959,-1.18165,-2.44383,-174.103,11357,82.4958,12916.9,17311,6.14453,1.94773,2.59852,-0.0853633,-1.34755,0.719317,11601.2,100.584,13161.1,0.51504,0.985054,0.013883,22524.9,0.000195667,1.06278,12.5557,10.2976,98.1775,72.1795,0.951911,13.4246,12.346,97.5205,123.025,0.656969,-50.8455 
50,9,50,20482.1,-0.0612673,33.8916,13.3322,98.177,-0.0203472,-3.18672,40.4519,0.984922,2.45477,-0.572744,-0.167241,-5.30886,-156.043,9260.63,57.2883,11297.4,14711.3,1.96748,3.43733,1.39237,0.815318,-4.3263,0.576297,9479.49,73.5006,11516.3,0.497924,0.986613,0.0116203,19038,7.35805e-07,0.828296,12.8326,10.5777,98.2474,71.6795,0.814348,13.4719,12.6305,97.4968,122.634,0.750567,-50.9549 
51,0,51,24905,-0.0269466,40.9671,13.2797,98.3545,-0.0313926,3.70581,149.885,-1.44696,3.21572,0.225659,-1.8374,-0.133683,-179.547,11413.6,74.5351,13353.5,17713.7,-0.316398,4.34628,2.48678,-0.70684,0.996878,0.634657,11665.4,93.1894,13605.4,0.508123,0.986213,0.0124602,22957.9,0.000439073,1.04886,12.7061,10.3339,98.3762,72.5727,0.991429,13.311,12.2937,97.7506,123.487,0.625611,-50.9142 
52,6,52,20092.2,-0.00114277,33.5446,13.0144,98.5077,-0.00426566,-12.4497,460.3,4.43739,1.04849,-0.938815,-4.58101,-2.60234,-191.434,8976.35,70.1886,10996.6,14213.3,5.6428,2.2539,1.472,-3.37561,-1.39693,0.679732,9244.85,90.0778,11265.1,0.497172,0.983235,0.014516,18594.9,0.000428115,0.854504,12.3642,10.2361,98.4874,70.6693,0.83719,13.1148,12.11,98.0245,120.856,0.462967,-50.1863 
53,8,53,19989.5,-0.0390536,33.3795,13.1407,98.262,0.0147853,-5.45629,132.765,3.34118,-0.564607,-1.88218,0.574588,-3.87818,-170.596,8485.47,98.044,11387.6,14281.5,4.41537,0.509589,0.266212,1.64878,-2.80398,0.93404,8724.75,115.768,11626.9,0.474815,0.977306,0.0180114,18375,0.000270925,0.81355,12.4978,10.1966,98.3396,72.2689,0.853106,13.2497,12.2137,97.5832,123.278,0.756335,-51.0091 
54,4,54,22244.9,0.0047878,37.2772,12.9476,98.5008,0.00396196,37.1091,14.6571,0.810487,0.597196,2.26455,-0.94094,0.304865,-163.536,9792.17,86.2858,12232,15716.7,1.84023,1.62694,4.32404,0.0888028,1.33461,0.530742,10021.5,103.277,12461.3,0.49211,0.982285,0.0150374,20364.5,0.000497567,0.950149,12.3814,10.0344,98.5752,72.2699,0.934804,13.0224,12.208,97.9344,123.187,0.640828,-50.9168 
55,2,55,23152.3,-0.0280605,39.0817,12.9494,98.2729,0.0131447,-17.9556,375.9,-1.17286,0.421052,4.65892,1.76388,-3.17602,-152.532,10709.9,73.162,12357.3,16482.4,-0.212412,1.3815,6.57982,2.72433,-2.21557,0.203187,10923.8,89.0095,12571.3,0.511463,0.985941,0.0128749,21358,0.000372139,1.01272,12.3275,10.3332,98.3467,72.2485,0.940984,12.9768,12.3068,97.6096,123.07,0.737071,-50.8212 
56,5,56,22123,-0.0323648,37.0415,13.0722,98.1101,-0.00966881,-11.2844,291.658,2.7646,1.26286,0.575315,-2.24533,-0.133132,-170.427,10147.8,77.226,11953,15766.3,3.83773,2.336,2.72158,-1.1722,0.940003,0.685842,10386.8,94.9327,12192,0.506521,0.984257,0.0141406,20506.2,0.000276583,0.954933,12.4196,10.2994,98.184,71.2654,0.902709,13.2244,12.2015,97.541,121.945,0.643016,-50.6796 
57,0,57,24543.8,0.0314297,40.518,13.1548,98.5264,0.00796583,-41.132,500,0.441836,3.44429,3.21808,0.864699,0.128892,-169.191,11232.3,71.3744,13147.7,17361.8,1.50719,4.50965,5.34878,1.93005,1.19424,0.630862,11469.6,88.9527,13385,0.507974,0.98661,0.0120941,22579.1,0.000364274,1.03916,12.631,10.4003,98.6193,72.4352,0.975438,13.3277,12.3009,97.8566,123.399,0.76261,-50.9643 
58,9,58,19924.7,-0.00461953,32.7775,13.2199,98.5429,-0.0227012,-13.6722,500,-0.426462,1.85781,-0.190454,-3.31,1.2912,-141.797,8356.14,82.6412,11293.1,14115.9,0.466393,2.75067,1.59526,-2.41714,2.18405,0.651632,8555.03,97.3733,11492,0.472826,0.98047,0.0153685,18093.4,0.000340084,0.779182,12.6013,10.4528,98.6826,72.4763,0.825246,13.3108,12.5153,97.8677,123.548,0.814925,-51.0713 
