cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
117,1,48.3769,1.16,117,17357,0.144338,28.7082,12.5627,96.1175,-0.241998,-57.0993,455.043,7.63852,5.7591,7.2414,3.17658,-0.524665,-103.392,-111.94,2.63843,16342.2,12190.2,8.28955,6.41013,8.54346,3.82761,0.126368,0.685869,33.0777,13.3805,16487.2,0.00227465,0.585513,0.00149276,14541.8,11264.5,1162.54,281389,0.00104271,0.0230748,9.12532,8.72812,120.081,58.4093,1.31733,12.3164,12.228,95.8313,124.441,24.2497,-66.0314 
118,1,48.3769,1.1,118,16865,0.156823,27.9596,12.4662,96.124,0.0439303,-151.908,190.803,1.94649,3.92048,4.88495,6.09458,0.550216,-134.745,-154.46,12.192,15806.3,11563.7,2.79495,4.76893,6.58186,6.94303,1.39867,0.707309,34.5332,26.1915,15995.3,0.00244735,0.429687,0.00300728,14110.4,10771.7,1085.53,268780,0.00106562,0.0316163,7.49529,7.32801,120.167,55.0618,1.30059,12.22,12.0929,95.8428,122.984,24.3241,-67.9223 
119,1,48.3769,1.6,119,11329.1,0.149988,18.9639,12.0796,96.3058,-0.109711,83.3384,499.914,3.03833,4.55556,8.85432,1.88477,2.08241,-124.159,3210.61,36.7815,7334.33,7754.81,3.82013,5.33736,10.4179,2.66657,2.86421,0.585046,3384.75,49.6811,7508.47,0.338739,0.974957,0.0120418,9992.21,3290.94,16604.3,59027.8,0.0010572,0.3723,11.0183,9.45901,96.3821,72.8224,0.617279,12.0555,11.7431,95.6672,123.342,0.714903,-50.5196 
120,1,48.3769,1.18,120,16721.9,0.129795,27.4124,12.7134,96.0532,-0.173354,-287.65,96.8169,2.34569,2.68858,-0.0891369,-1.07829,0.195824,-126.896,-108.962,32.518,15830.1,12968.3,3.14472,3.48761,1.50892,-0.279263,0.994854,0.829632,69.0222,45.702,16008.1,0.00487578,0.463234,0.00523157,14156.1,10380.9,1099.82,258622,0.000956978,0.0303753,7.43494,7.82699,119.846,55.736,1.25418,12.4913,12.2371,95.6574,125.041,24.1884,-69.3047 
121,1,48.3769,1.22,121,15510.4,0.0712453,26.0951,12.3947,96.0085,-0.162808,77.2266,500,1.1292,3.51558,6.2766,3.00786,0.144818,-103.457,509.958,12.077,13945.7,10938.4,1.78065,4.16703,7.57948,3.6593,0.796261,0.578513,655.067,22.8258,14090.8,0.0501774,0.942526,0.00297516,13055,8511.17,1834.01,209496,0.00109736,0.0965042,10.0028,7.80168,96.8349,73.6985,1.14653,12.2053,12.1069,95.6047,125.294,1.23024,-51.5958 
122,1,48.3769,1.3,122,15894.6,0.0412306,25.76,12.864,96.0739,0.0432111,-80.4242,500,1.12675,6.49359,3.75748,1.12601,1.65481,-101.295,532.873,12.1404,14296.7,10900.6,1.76457,7.13141,5.03313,1.76383,2.29264,0.720158,674.949,22.6645,14438.8,0.0504406,0.944497,0.00288322,13381.1,8546.64,1561.7,211578,0.00122115,0.080354,9.68522,8.4763,96.1913,72.5946,1.13163,12.5522,12.2203,95.6923,123.864,0.49905,-51.2696 
123,1,48.3769,1.2,123,17182.7,0.114242,27.9255,12.9014,95.9429,-0.0765966,-173.671,379.171,5.16415,4.40694,5.50196,4.34536,1.8239,-144.874,-78.7192,10.808,16139.8,12161.3,6.07639,5.31918,7.32642,5.25759,2.73614,0.725764,124.481,25.8598,16343,0.00858112,0.733381,0.00290632,14506.4,10822.7,1120.62,270809,0.00100562,0.0372993,6.66945,7.12497,120.619,57.097,1.28046,12.6136,12.183,95.6676,124.607,24.9518,-67.5102 
124,1,48.3769,0,124,16334.9,0.14174,26.8902,12.5973,96.1376,0.122379,-32.9707,323.036,5.11245,5.13066,3.97753,-0.527145,0.567789,-137.281,-232.974,-19.4844,15512.7,11158.6,5.97687,5.99508,5.70637,0.337276,1.43221,0.70658,-40.4244,-5.22145,15705.3,-0.00293351,0.815634,-0.00061281,13780.2,10159.7,1121.2,253360,0.000825192,0.0306887,7.77207,7.20594,119.757,57.191,1.24978,12.4131,12.1567,95.8198,124.157,23.9369,-66.966 
125,1,48.3769,1.4,125,12684,0.129777,20.6854,12.4047,96.0737,-0.233398,-129.896,483.372,2.99489,-0.690353,5.24393,6.16652,1.14557,-111.606,2794.51,23.804,8875.94,9340.01,3.69764,0.0124024,6.64944,6.86927,1.84832,0.651444,2951.05,35.3994,9032.48,0.270747,0.979439,0.0071677,10899.6,4045.11,12644,83795.9,0.00125518,0.316258,11.0788,9.72117,96.3087,73.1021,0.723546,12.1865,12.0629,95.6073,123.91,0.701398,-50.8081 
126,1,48.3769,1.24,126,16594.2,0.151604,26.3005,13.0464,95.7929,2.58547,-3154.16,346.243,-1.35575,0.643133,-2.12309,5.60901,-0.943156,-110.508,323.418,20.0927,15106.9,276642,-0.65991,1.33898,-0.731411,6.30485,-0.247314,1.1218,478.416,31.5741,15261.9,0.0343964,0.896463,0.00379652,13908.9,9364.21,1371.32,232414,0.00126323,0.0628347,8.36075,7.94902,95.5234,71.8226,1.17179,12.7995,12.2729,95.4655,123.992,0.057869,-52.1697 
