cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
27,8,27,12446.5,-0.518933,21.3776,15.3996,113.343,0.154172,110.15,9.24217,0.126033,-0.885573,1.88914,-1.48201,0.355879,118.337,5420.35,116.766,8101.56,11269.5,-0.619104,-1.63071,0.398865,-2.22715,-0.389259,1.08928,5326.09,108.197,8007.3,0.404311,0.96567,0.0242865,13173.2,-0.0019246,0.358712,15.1219,12.8764,113.041,88.0147,0.474734,15.7111,14.6685,112.61,137.881,0.431702,-49.8661 
28,4,28,16134.3,-0.502649,27.8797,14.615,113.329,-0.416052,245.521,487.101,0.291951,-0.376457,-1.62815,-1.1213,-0.532779,127.107,2983.06,150.841,14125,16589.5,-0.50841,-1.17682,-3.22887,-1.92166,-1.33314,0.604736,2881.82,141.637,14023.7,0.173342,0.920802,0.0182651,16625.1,-0.0017504,0.207938,14.1002,13.0549,113,88.3359,0.902903,14.7707,13.7781,112.558,138.525,0.441422,-50.189 
29,1.5,29,15956.4,-0.486179,29.6339,13.5564,113.426,0.170271,75.0951,32.3433,2.49746,-0.421937,-3.13512,1.89607,-2.93563,18.4389,92.9222,128.95,17122.4,13493.9,2.38136,-0.538041,-3.36733,1.77997,-3.05174,-0.204431,78.235,127.615,17107.7,0.00464473,0.259434,0.0135548,16843.8,-0.00150633,0.0148319,16.9191,6.44002,113.461,73.6946,1.29648,13.5153,12.261,112.601,137.489,0.859593,-63.794 
30,0,30,16414.5,-0.490449,29.7635,13.848,113.342,-0.126146,238.599,254.427,-1.14694,1.45366,1.05311,0.100419,1.05813,26.4141,117.417,136.365,17501,14397.1,-1.31326,1.28734,0.720465,-0.0659033,0.891807,0.526149,96.3767,134.452,17479.9,0.00559462,0.290582,0.0139711,17226.7,-0.00149956,0.0146555,-13.913,8.11763,119.176,71.5334,1.29672,13.7061,12.3964,112.535,138.28,6.64108,-66.7465 
31,0,31,16682.3,-0.427788,30.0011,13.6954,113.635,0.593635,79.1752,395.572,0.217056,-0.492152,-0.00660706,-0.318468,0.972812,28.2915,133.436,134.146,17589,14905.5,0.0389115,-0.670296,-0.362896,-0.496612,0.794668,0.478766,110.901,132.098,17566.5,0.00640081,0.324203,0.0136631,17326.1,-0.00134816,0.0148721,12.897,8.54375,122.84,72.4535,1.30136,13.612,12.5053,112.74,138.67,10.1007,-66.2166 
32,0,32,15463.9,-0.0402793,28.6075,-13.2142,113.732,-0.00954897,-20.8977,500,3.0392,1.54643,-0.367802,-1.38249,1.35768,36.8795,87.1871,117.717,16797.7,12312.5,2.80698,1.31421,-0.832243,-1.61471,1.12546,1.29726,57.8112,115.046,16768.3,0.00350567,0.223087,0.0124808,16490.8,-0.00163064,0.0148209,16.1676,7.18441,115.67,74.2734,1.28991,13.4349,12.1424,112.837,138.169,2.83348,-63.8956 
33,0,33,15846.3,-0.0308369,29.3691,13.1659,113.586,0.00492135,-31.5726,499.998,1.31528,3.00189,-0.0255386,1.16817,-0.0352797,55.9855,108.88,116.503,17238.2,12592.5,0.96275,2.64937,-0.730591,0.815641,-0.387806,1.22076,64.285,112.449,17193.6,0.0038007,0.246236,0.0119043,16914,-0.00170484,0.0207004,13.1179,7.4483,119.268,71.1863,1.32244,13.3813,12.1973,112.738,138.482,6.52987,-67.2958 
34,0,34,17235.3,-0.490819,30.6294,14.04,113.326,0.569858,366.342,16.3188,0.547185,-0.715403,-1.78328,-0.360238,1.54534,14.8338,224.105,144.547,18082.3,20795,0.45378,-0.808808,-1.97009,-0.453642,1.45193,-0.48481,212.29,143.473,18070.5,0.0118456,0.458146,0.0144148,17921.3,-0.00146328,0.0225376,15.2122,8.01709,121.751,69.8097,1.29069,13.823,12.8235,112.508,138.53,9.24285,-68.7206 
35,0,35,16108.8,-0.467071,29.2129,13.791,113.375,0.232249,116.53,265.855,0.847481,0.311462,-1.6997,-1.5165,0.283517,54.3468,156.603,125.259,17095.7,13995.9,0.505273,-0.0307452,-2.38412,-1.8587,-0.0586905,0.377024,113.313,121.323,17052.4,0.00673497,0.347983,0.0129366,16824.6,-0.00144904,0.0164625,15.2218,7.94538,117.515,72.6419,1.26824,13.7023,12.4031,112.496,137.649,5.01897,-65.0074 
36,0,36,17474.7,-0.481407,31.0087,13.9995,113.318,0.00619652,-35.0292,62.2976,0.208626,-2.62251,0.340976,-0.938119,-0.166431,26.3336,189.338,130.102,18362.9,14138.7,0.0428109,-2.78833,0.00934485,-1.10393,-0.332247,1.00224,168.362,128.195,18341.9,0.00927952,0.428726,0.0127112,18143.4,-0.00147228,0.0183654,18.0637,6.91611,116.093,72.3831,1.32375,13.936,12.5923,112.554,137.69,3.53984,-65.3073 
37,0,37,17535,-0.557697,32.2277,13.781,113.531,0.0906106,299.754,273.135,0.216633,1.37211,3.39762,-2.34093,1.57051,84.3561,138.014,136.008,18854.4,15342.1,-0.314535,0.840941,2.33529,-2.87209,1.03934,-1.26961,70.8212,129.9,18787.2,0.00383184,0.237539,0.0125766,18482.3,-0.00181834,0.0170245,16.1553,8.17191,121.361,70.9155,1.40105,13.6808,12.4112,112.677,137.415,8.684,-66.4991 
