cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
159,0,48.3759,1.16,159,14425.7,0.11829,23.1671,12.9466,96.0316,-0.0408306,-0.68651,325.492,4.82732,1.63869,2.23724,2.17952,0.731423,-100.397,1073.96,25.7409,12413.9,9764.77,5.45949,2.27086,3.50158,2.81169,1.36359,0.772731,1214.77,36.1718,12554.8,0.0990603,0.950472,0.00527931,12263,6402.24,3278.69,153260,0.00102206,0.141606,10.9843,9.12539,96.9727,75.0272,0.942411,12.8087,12.4567,95.4448,127.036,1.52788,-52.0093 
160,0,48.3759,1.1,160,14648.1,0.124347,25.8008,11.7856,96.2262,-0.0282566,-128.777,50.3599,2.28926,1.85275,3.32722,1.39313,1.62716,-141.404,8.97338,20.4129,13676.4,10017.2,3.17964,2.74313,5.10799,2.28351,2.51754,0.677359,207.307,35.1042,13874.7,0.0166954,0.771405,0.00463908,12417,9058.56,1169.57,224584,0.00105548,0.0230753,11.4801,7.73639,121.556,58.2765,1.26273,11.6035,11.25,95.7939,125.017,25.7616,-66.7406 
161,0,48.3759,1.6,161,11747.4,0.155411,19.7166,12.0481,96.3321,-0.147646,143.988,332.806,2.96893,2.96561,5.15429,5.48389,0.311739,-141.163,4123.45,53.2632,6701.36,8425.03,3.8578,3.85448,6.93203,6.37275,1.20061,0.687995,4321.45,67.9295,6899.36,0.415808,0.973228,0.0178139,10392.9,3284.59,26078.9,50688.6,0.00119901,0.466502,11.2052,9.54268,96.6898,74.0948,0.57677,11.9086,11.6092,95.4564,124.981,1.23342,-50.8862 
162,0,48.3759,1.18,162,13968.3,0.135075,23.191,12.4227,96.0437,-0.0620509,-74.0283,50.6364,0.780572,2.2775,4.43287,1.38814,2.98328,-154.177,2163.71,35.5493,10830.3,9527.98,1.75138,3.24831,6.37449,2.35896,3.95409,0.639599,2379.96,51.5677,11046.5,0.196676,0.963467,0.00852607,12100.9,5466.47,8451.72,125030,0.00115708,0.259742,10.582,9.63695,96.791,74.2609,0.883235,12.2513,12.0925,95.4596,124.408,1.3314,-50.147 
163,0,48.3759,1.22,163,10359.6,0.136009,17.2592,12.1443,96.6425,0.0192989,-133.299,51.4053,-2.28875,1.48069,1.54764,2.71843,3.19018,-156.18,3016.34,35.8404,6547.54,6906.96,-1.30533,2.46411,3.51448,3.70185,4.1736,0.719933,3235.39,52.0668,6766.6,0.352056,0.972609,0.0139763,9190,2741.8,14774.3,48100.1,0.00105703,0.347317,11.0837,9.50633,96.5258,73.4314,0.562241,12.0769,11.4453,95.9562,124.062,0.569593,-50.6311 
164,0,48.3759,1.3,164,11981.7,0.121766,19.7606,12.4719,95.8385,-0.0471025,61.0754,18.6101,0.437789,6.26844,0.389202,-3.51552,-1.80095,-160.4,3313.7,24.711,7875.4,8116.49,1.44778,7.27843,2.40919,-2.50552,-0.790955,0.692663,3538.68,41.376,8100.38,0.33174,0.979948,0.00932159,10667,3494.17,16851.4,66466.9,0.00103155,0.370291,11.3023,9.51436,96.1543,73.0636,0.643563,12.4031,11.8609,95.2095,123.553,0.944726,-50.4892 
165,0,48.3759,1.2,165,13654.3,0.035573,21.9446,13.0112,95.7963,-0.108532,310.166,0.0129471,-0.572181,3.84171,6.78475,1.34848,2.94906,-145.212,3592.88,42.2727,9204.52,10390.6,0.342182,4.75607,8.61348,2.26284,3.86342,0.565809,3796.55,57.3597,9408.2,0.314394,0.974241,0.0111062,12075.8,4229.22,18784.3,83706.9,0.00105571,0.380144,11.5102,9.92667,96.1879,73.188,0.692066,12.9335,12.4312,94.956,124.257,1.23189,-51.069 
166,0,48.3759,0,166,15381.3,0.056081,25.7045,12.3583,96.2257,-0.388674,102.375,369.52,-0.212067,5.20944,3.05266,1.5117,-1.57185,-114.293,76.5883,4.84554,14244.2,11636.3,0.507606,5.92911,4.49201,2.23137,-0.852175,0.635031,236.895,16.7201,14404.5,0.0183457,0.890063,0.00213367,12912.9,8824.32,1024.89,220405,0.00121008,0.0166131,15.7674,8.59985,115.621,61.0442,1.18977,12.0931,11.9383,95.8513,124.729,19.7693,-63.6847 
167,0,48.3759,1.4,167,12691.6,0.179877,19.9961,12.7666,96.2787,-1.07198,-364.123,2.33925,1.7561,2.82857,2.15637,1.02668,-0.137143,-139.59,3187.75,19.1169,8422.3,21016.8,2.63505,3.70753,3.91429,1.90564,0.741816,0.696668,3383.54,33.6198,8618.09,0.308507,0.982909,0.0071349,10967.5,3678.23,15190.7,72685.5,0.00124343,0.336378,11.9082,9.74152,96.5167,73.9697,0.655429,12.7125,12.1983,95.6284,125.231,0.888249,-51.2615 
168,0,48.3759,1.24,168,11832.9,0.132839,19.331,12.4163,96.3231,-0.0453185,6.57017,500,2.28682,1.42559,5.35223,4.68852,3.36715,-152.913,5103.13,39.9782,5991.05,7823.09,3.24968,2.38844,7.27794,5.65138,4.33001,0.682151,5317.6,55.8653,6205.53,0.493354,0.981947,0.016313,10778.5,3035.76,35203.3,36897,0.00105093,0.519839,11.6898,10.0775,96.481,73.4633,0.469422,12.3803,12.2512,95.4267,124.165,1.05423,-50.7019 
169,0,48.3759,1.12,169,14827.9,0.197181,24.6437,12.2758,95.8283,0.00504847,123.633,30.7871,2.00799,3.42934,2.30703,1.25486,2.31467,-144.137,550.702,-7.21711,13141,9868.35,2.91558,4.33693,4.12221,2.16246,3.22226,0.754036,752.868,7.75816,13343.2,0.0602542,0.982286,0.00106991,12494.9,7663.84,1584.44,190076,0.00130691,0.0898,9.13367,8.09272,96.4779,73.0041,1.10512,12.1366,11.8877,95.4222,124.729,1.05572,-51.7253 
170,0,48.3759,0,170,16486.8,0.0333499,28.1186,12.2731,95.9707,-0.00796925,117.545,500,3.37075,2.4221,8.01489,5.11396,3.90445,-147.329,-12.7204,-4.89185,15408.5,11264.7,4.29844,3.34979,9.87027,6.04165,4.83214,0.652361,193.923,10.415,15615.1,0.013916,0.914087,0.00122715,13935.3,10703.6,1015.25,269426,0.00103124,0.0247816,11.0184,8.24524,118.048,57.7786,1.33619,11.9199,11.7696,95.5886,123.8,22.4594,-66.021 
171,0,48.3759,1.14,171,16125,0.151714,26.0809,12.77,96.2124,-0.218124,238.15,0.0142985,1.69726,2.2975,4.3231,1.00732,-1.13848,-113.866,-25.1857,-0.984984,15000.4,12533.1,2.41425,3.01448,5.75708,1.7243,-0.421496,0.539014,134.523,10.8453,15160.1,0.00998285,0.876358,0.00131608,13475.4,9355.84,981.691,234572,0.00108326,0.0233309,10.7351,7.5406,118.76,57.1123,1.19262,12.4801,12.2792,95.7877,124.07,22.9722,-66.9577 
172,0,48.3759,0,172,16997.3,-0.0107452,28.2185,12.6034,95.6852,-0.0133648,17.6564,1.32343e-10,2.43543,5.01121,6.71089,2.34736,0.388238,-181.437,-73.7352,6.12432,15945.5,11585.2,3.57789,6.15368,8.99581,3.48982,1.5307,0.621196,180.748,24.975,16200,0.01252,0.805278,0.00283187,14436.7,10730.6,1016.58,270128,0.000941439,0.0271654,11.3759,7.90184,118.642,57.8543,1.29082,12.3369,12.2198,95.3546,123.685,23.287,-65.8311 
173,0,48.3759,1.16,173,13311,0.159753,21.6657,12.5091,95.9632,0.320714,-230.999,9.52044,-0.51054,2.15818,1.3013,4.66475,0.850257,-172.227,1374.29,9.17901,10859.8,11234.3,0.57393,3.24265,3.47024,5.74922,1.93473,0.768199,1615.86,27.0728,11101.3,0.141928,0.971515,0.00447225,11385,5460.43,3930.53,130539,0.00134396,0.167813,10.4278,9.21355,96.5159,73.2702,0.919118,12.3261,11.5565,95.3097,123.754,1.20618,-50.4835 
174,0,48.3759,1.1,174,15838.9,0.0266235,26.1337,12.6821,96.2058,-0.0827653,38.8728,500,2.83637,2.88892,7.3155,3.14603,3.19163,-135.242,13.4115,-9.5964,14822.5,10893.9,3.68796,3.7405,9.01866,3.99762,4.04321,0.63171,203.101,4.45471,15012.2,0.0151412,0.963035,0.000546325,13413.9,9360.82,988.751,234934,0.000958862,0.0261501,10.6307,8.5401,117.542,57.6358,1.2097,12.3536,12.0622,95.8298,124.024,21.7124,-66.3886 
175,0,48.3759,1.6,175,12566.8,0.139046,20.1284,12.7788,96.4151,1.80367,-3829.61,10.3881,-1.36917,4.04517,-3.1295,2.59068,-3.72143,-157.28,4655.17,61.4406,6967.96,233231,-0.378826,5.03552,-1.1488,3.58103,-2.73108,1.26362,4875.77,77.7814,7188.56,0.435271,0.972841,0.0195424,11201.7,3320.72,29717.5,49453.9,0.00119401,0.473565,11.9505,9.97017,96.6522,73.1487,0.539872,12.606,12.2393,95.6001,123.549,1.05205,-50.4002 
176,0,48.3759,1.18,176,15575.2,0.00559109,25.7753,12.662,96.4191,-0.020856,6.67269,5.78483e-08,2.81712,5.21291,3.82459,5.48644,4.65847,-140.911,552.324,-16.8297,13900.4,10628.9,3.7044,6.10019,5.59915,6.37372,5.54575,0.795077,749.965,-2.18956,14098,0.0570047,1.00514,-0.00028618,13156.2,8326.65,1610.89,207502,0.00112392,0.0851002,9.59376,8.5118,97.7476,72.5718,1.12842,12.3617,12.2214,95.9573,123.751,1.79024,-51.1788 
177,0,48.3759,1.22,177,14393.1,0.167375,24.0346,12.2175,95.9117,-0.185414,-33.1456,477.576,3.96766,2.16711,-1.10331,-0.0495351,3.65826,-135.366,729.518,-1.49488,12593.1,9759.12,4.82002,3.01947,0.601414,0.802825,4.51062,0.956275,919.382,12.5691,12783,0.075555,0.976634,0.00180801,12168.4,7065.66,2147.43,173642,0.00118775,0.11293,9.57167,8.47385,96.827,72.9538,1.04949,12.22,11.9314,95.4479,124.799,1.37909,-51.8456 
178,0,48.3759,1.3,178,11638.5,0.16675,20.0638,11.6576,96.4713,0.174556,140.3,61.8862,2.68696,6.12996,4.28776,-0.729225,-0.345917,-143.262,3810.81,71.1645,6854.79,8411.31,3.58904,7.03204,6.09193,0.172857,0.556165,0.650733,4011.75,86.0489,7055.73,0.392509,0.963822,0.021972,10220.8,3369.64,23874.2,56168.1,0.00133891,0.463218,10.9122,9.05673,96.6964,74.0369,0.634367,11.4129,11.1647,95.8422,124.653,0.854204,-50.6164 
179,0,48.3759,1.2,179,14187.4,0.16114,23.2379,12.4752,96.1362,-0.394937,23.2688,328.538,-3.30485,4.33437,5.44933,2.15794,2.67225,-170.497,956.507,15.576,12184.5,9736.29,-2.23128,5.40794,7.59648,3.23151,3.74582,0.572041,1195.65,33.29,12423.7,0.0985817,0.953539,0.00491179,12128.5,6627,2680.2,162151,0.00132251,0.13171,10.2043,8.71161,96.7324,73.7752,1.02615,12.2014,11.6878,95.6514,124.962,1.08108,-51.187 
180,0,48.3759,0,180,17384.1,0.113115,27.4127,13.307,95.9167,0.214602,-366.759,70.2383,0.561843,6.00298,2.74075,0.552167,0.271219,-131.835,-62.3491,-5.359,16382,14437,1.39197,6.83311,4.401,1.3823,1.10135,0.70873,122.562,8.33813,16566.9,0.00833673,0.893611,0.000926272,14701.5,10215.2,975.095,256983,0.000793839,0.0237077,12.2566,7.97204,118.212,58.5098,1.18865,13.1422,12.8815,95.5755,125.237,22.6369,-66.7268 
181,0,48.3759,1.4,181,12834.4,0.0252868,21.1939,12.3904,96.0601,0.023652,36.1079,500,1.82127,4.71461,7.01771,3.2762,0.276199,-144.217,3801.94,42.1278,7975.41,8576.35,2.72936,5.6227,8.8339,4.18429,1.18429,0.608332,4004.22,57.1113,8177.69,0.357501,0.975648,0.0127015,11200.6,3817.24,22515.4,68871.7,0.00138056,0.434951,11.0204,9.56455,96.4246,73.1773,0.663423,12.384,11.5536,95.2008,123.563,1.22384,-50.3856 
182,0,48.3759,1.24,182,11071.2,0.15874,18.0057,12.3561,96.3856,-0.558933,281.19,170.325,3.87965,0.951679,9.05989,3.21612,-2.20897,-146.161,3701.63,49.8963,6379.65,12358.7,4.79999,1.87202,10.9006,4.13646,-1.28863,0.466192,3906.64,65.0818,6584.66,0.402699,0.971672,0.0178815,9701.14,2789.18,21069,44493,0.00128804,0.418292,11.4163,9.33279,96.8407,73.6992,0.533576,12.1482,11.6784,95.4489,124.229,1.39175,-50.53 
183,0,48.3759,1.12,183,15844.3,0.142726,26.1665,12.5349,96.4071,-0.0361089,-472.864,485.701,2.80478,3.67665,5.36141,0.988868,-0.474493,-139.829,399.672,18.8228,14387.7,11233.2,3.68524,4.55711,7.12233,1.86933,0.40597,0.596239,595.795,33.3504,14583.9,0.0443643,0.910781,0.00419486,13429.6,8870.98,1350.04,221338,0.00128347,0.0621621,9.73199,7.77236,96.8723,72.3622,1.17996,12.3038,11.993,95.9631,124.749,0.909162,-52.3871 
184,0,48.3759,0,184,16210.2,0.182551,27.394,12.0753,96.3223,-0.549244,-684.083,30.1295,3.79242,4.48862,-5.99815,2.94259,1.82298,-158.49,-109.996,-3.18931,15094.2,22999.5,4.79039,5.48659,-4.00221,3.94056,2.82095,1.30701,112.302,13.2772,15316.5,0.00826306,0.82857,0.00159429,13590.8,10221,1058.08,256439,0.0012143,0.0232978,12.2054,7.59357,119.632,57.9207,1.30837,11.8677,11.7193,95.9354,124.773,23.6966,-66.8522 
185,0,48.3759,1.14,185,15566.3,0.143247,25.8489,12.4523,96.3284,0.0383397,-237.581,273.402,1.18055,0.847768,6.81924,2.21629,4.62012,-142.235,-69.6992,13.2623,14539.5,10774.7,2.07617,1.74339,8.61048,3.11191,5.51574,0.5911,129.8,28.04,14739,0.00990829,0.725666,0.00349226,13100.1,9082.83,985.101,227528,0.00108571,0.0260713,8.16086,8.38915,116.359,57.0898,1.19989,12.1761,12.0459,95.9574,124.263,20.4016,-67.1729 
