cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
52,0,52,10414.1,0.0315431,13.7918,16.1424,94.8002,-0.0129132,-4.58336,50.8647,-1.47267,0.233468,1.84855,0.570134,-0.46505,-52.4694,405.482,63.8281,8856.94,7249.36,-1.14229,0.563854,2.50932,0.900519,-0.134664,0.0694988,479.076,69.2795,8930.54,0.0574572,0.798041,0.014089,8337.95,2219.59,286.664,55029.7,0.00161611,0.0128899,11.4142,18.1917,98.0094,67.7949,0.479014,15.2185,14.4876,94.6268,125.469,3.38264,-57.6743 
53,0,53,12681.4,0.0508324,16.8642,15.9922,94.8997,-0.0529385,-94.6732,385.09,-1.97375,0.45847,2.51627,1.03169,-0.429174,-72.5467,465.213,78.0245,10843,8942.62,-1.51694,0.915277,3.42989,1.4885,0.0276327,0.210495,566.967,85.5618,10944.8,0.0555939,0.79108,0.0141964,10198.4,3230.99,319.804,80936.9,0.0018304,0.0131398,14.1818,17.2467,98.2168,65.6282,0.573902,15.1808,14.9557,94.7527,125.76,3.46401,-60.1318 
54,0,54,11270,0.0629893,14.3993,16.4428,94.9145,-0.177229,91.0031,10.9536,0.173415,0.664305,3.52669,-0.653492,0.159471,-66.8006,500.476,82.2965,9397.29,8232.46,0.594041,1.08493,4.36794,-0.232866,0.580096,0.316884,594.171,89.2368,9490.98,0.0664157,0.791874,0.0170251,8946.23,2407.57,328.826,59443.6,0.00183895,0.0128829,14.8328,17.6154,98.1976,67.9932,0.48491,15.4436,15.0554,94.8174,125.551,3.3802,-57.5574 
55,2,55,11877,0.0205089,15.7888,16.0933,95.1242,-0.0159727,-20.1207,500,-0.242023,1.52209,4.603,0.537288,-0.696082,-42.7464,517.856,81.8849,10111.6,8282.04,0.02714,1.79125,5.14132,0.806451,-0.426919,0.299475,577.812,86.326,10171.6,0.0606383,0.792737,0.0153932,9528.82,2838.88,360.533,70858.4,0.00167535,0.0177004,12.4121,20.8307,96.7395,73.1094,0.540577,15.2973,14.6241,94.8629,126.866,1.87658,-53.7567 
56,4,56,10661.7,0.081421,13.7572,16.1628,94.9475,-0.0599519,4.94861,16.9883,0.725559,-1.3364,3.60928,0.995812,-0.228669,-85.7435,873.342,80.7628,8528.49,7248.05,1.26546,-0.796495,4.68909,1.53572,0.311235,0.330609,993.605,89.6712,8648.75,0.115475,0.863607,0.0187412,8604.51,2008.3,624.204,48994.1,0.00170704,0.0362653,14.4559,14.96,96.1955,71.4234,0.439954,15.4017,15.1111,94.6304,124.73,1.56513,-53.3068 
57,6,57,11336.9,0.0136944,14.4956,16.8811,95.2111,0.00418578,5.83296,305.742,0.357178,-0.609188,0.916797,1.17344,-0.182823,-59.0613,1406.57,92.6899,8728.13,7966.65,0.729072,-0.237294,1.66058,1.54534,0.189071,0.57276,1489.41,98.8261,8810.97,0.161138,0.895963,0.0202433,9243.06,1983.41,1351.63,47639.3,0.00139728,0.0651615,15.6667,14.1941,95.7254,72.2144,0.408008,16.2376,16.2604,95.0887,125.356,0.636732,-53.1417 
58,7,58,9707.82,0.0048245,12.2572,17.0847,94.7661,0.00970903,-3.70172,1.24101e-10,1.78379,-0.410523,1.88901,1.4956,1.90856,-74.1141,1329.17,82.279,7260.55,6818.15,2.25047,0.0561537,2.82237,1.96228,2.37524,0.701857,1433.13,89.9792,7364.5,0.18109,0.901003,0.0220114,7913.89,1381.92,1182.38,32361.6,0.00134443,0.0578798,15.5375,15.4134,95.8796,72.7048,0.333696,16.3039,16.363,94.485,125.6,1.39458,-52.8948 
59,8,59,9718.56,0.0196443,12.1773,17.1528,94.7856,0.0091972,-50.917,48.3199,1.06124,1.05917,0.691514,0.933058,-0.44327,-64.3212,1408.81,84.7026,7228.1,6814.78,1.46625,1.46418,1.50154,1.33807,-0.0382567,0.738033,1499.03,91.3853,7318.32,0.188815,0.903599,0.0224855,7939.15,1379.99,1286.51,32271.2,0.00133167,0.0602407,16.4928,14.7732,95.7461,71.9283,0.334403,16.313,16.2217,94.6853,125.042,1.06081,-53.1138 
60,9,60,11139.2,0.0151541,14.0803,16.9749,95.2152,-0.0160982,-5.97837,500,-0.0865457,-0.402493,-3.61606,-1.35131,1.57827,-89.6048,1770.09,106.366,8074.65,7783.8,0.477672,0.161725,-2.48763,-0.78709,2.14249,-4.04765,1895.77,115.676,8200.33,0.20805,0.903521,0.0253271,9112.06,1715.11,2007.89,39990.2,0.00151072,0.0784177,16.4312,14.9997,96.3194,72.4212,0.37076,16.366,16.3336,94.873,125.298,1.44637,-52.8771 
61,10,61,10386.3,0.0132071,13.1062,17.0641,94.9756,-0.0142539,17.9799,500,-0.025299,1.43807,3.14407,1.10036,-1.22993,-74.3479,1569.24,107.37,7689.48,7288.71,0.44285,1.90622,4.08037,1.56851,-0.761786,0.436114,1673.52,115.094,7793.76,0.196145,0.892575,0.0264829,8532.02,1537.41,1668.84,35883.7,0.00133077,0.0740928,15.0696,14.684,95.9928,73.1456,0.347578,16.6993,16.3616,94.6557,126.121,1.33706,-52.9751 
62,0,62,11166.6,0.0403873,14.8005,16.0751,94.7729,-0.042107,77.4628,5.68383e-08,1.03862,0.642412,2.44729,0.850379,-0.745972,-70.7731,433.05,74.9786,9513.71,7851.21,1.48426,1.08805,3.33857,1.29602,-0.300332,0.51661,532.316,82.3317,9612.98,0.0592006,0.786988,0.0155319,8991.74,2523.16,295.234,62742.4,0.00168564,0.0142466,12.8764,15.2977,98.2754,67.3199,0.507461,15.2781,14.6876,94.6014,125.464,3.674,-58.144 
63,2,63,11592.2,0.0280407,15.5717,15.9658,94.8941,0.0524619,-0.826702,3.80698,-0.480277,-0.639942,1.07351,-1.59673,1.04037,-63.6791,489.245,74.9038,9918.38,8094.66,-0.079307,-0.238972,1.87545,-1.19576,1.44134,-0.0403263,578.561,81.5198,10007.7,0.0616452,0.802197,0.0147834,9385.33,2712.67,318.04,67707.6,0.00159491,0.0170667,13.0425,17.0996,96.8103,69.2537,0.524486,15.2165,14.9326,94.7072,126.217,2.10312,-56.9636 
