cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
11,0,11,3561.02,-0.0263089,8.19635,9.81147,98.3173,0.052709,-36.6614,0.0210089,1.01859,-3.01224,-1.83806,-4.29545,0.517573,-31.9659,-143.261,12.1365,3788.24,2680.78,1.21987,-2.81096,-1.4355,-4.09417,0.718854,0.77577,-98.4261,15.4576,3833.07,-0.0319252,1.37899,0.00737386,3083.03,-3.89221e-05,0.00987995,7.71729,4.32061,117.19,56.6772,0.484967,9.50036,9.50146,97.8801,117.916,19.3097,-61.2385 
12,0,12,3397,-3.76793e-05,8.10838,9.39972,98.6832,-0.00116208,10.1074,1.2778e-11,-1.55133,1.07978,-1.48156,-4.06195,-2.83919,-43.5547,-131.292,8.46018,3618.74,2481.48,-1.27707,1.35404,-0.933057,-3.7877,-2.56494,0.870566,-70.2022,12.9854,3679.83,-0.0235257,1.47863,0.00645842,2984.06,1.531e-05,-0.0145757,0.555361,14.0628,98.5322,71.2083,0.484591,9.14888,9.37148,98.3549,118.002,0.177204,-46.7934 
13,1.2,13,3736.11,-0.0311569,8.69288,9.74212,98.6996,0.0274858,-29.4345,78.1145,-0.918219,-0.143555,-6.47408,-2.90272,-1.71962,-58.921,-90.0232,17.072,3939.08,2783.18,-0.547209,0.227454,-5.73206,-2.53171,-1.34861,0.422877,-7.38083,23.1936,4021.72,-0.00221603,-0.22226,0.0105119,3330.65,0.000132066,-0.0110783,-9.80609,-10.0382,72.3372,65.2056,0.515199,9.2688,9.48562,98.4431,118.401,-26.1059,-53.1957 
14,1.55,14,3512.25,-0.0249441,8.14716,9.71137,98.7079,-0.0432418,-5.88551,16.069,0.323753,1.82674,-2.99034,-3.57998,-0.341657,-46.2759,611.61,27.7852,2908.9,2583.91,0.615141,2.11812,-2.40757,-3.28859,-0.0502698,0.200983,676.517,32.5931,2973.81,0.215124,0.922244,0.01979,3144.78,0.000106789,0.124944,8.60333,7.48244,98.8035,69.0301,0.377207,9.44506,9.46517,98.1541,118.183,0.649384,-49.153 
15,1.4,15,3249.22,-0.00843425,-7.65551,9.34417,98.5107,0.00311606,3.54705,170.244,0.119996,-0.518985,-5.76299,-3.70857,-0.903314,-77.5022,298.188,18.3786,2959.38,2329.04,0.608007,-0.0309742,-4.78696,-3.22056,-0.415303,0.389869,406.892,26.4308,3068.09,0.137771,0.897927,0.0156214,2953.41,0.00010585,0.0797621,7.83177,7.85141,98.5426,68.5692,0.397646,9.0968,9.30204,97.9995,117.581,0.543112,-49.0122 
16,1.3,16,3256.41,-0.0719537,-8.18803,9.63527,98.4381,0.0172913,-61.9789,11.087,-4.59819,1.0033,-6.22271,-2.18073,-1.97912,-29.1072,45.4836,20.3527,3475.99,2603.14,-4.41491,1.18658,-5.85615,-1.99745,-1.79584,0.545251,86.3093,23.3768,3516.81,0.0287194,0.678433,0.0120966,3005.26,-0.000150226,0.0270506,9.15933,6.2114,98.299,68.537,0.470231,9.21896,9.26541,98.122,118.333,0.176984,-49.796 
17,1.35,17,3686.21,-0.00736366,8.35592,10.0563,99.0413,0.00821867,4.78875,0.283274,-0.0356257,0.735038,-4.83346,-2.03745,-3.4399,-42.6522,242.527,4.3461,3570.64,2736.73,0.232944,1.00361,-4.29632,-1.76888,-3.17133,0.462958,302.351,8.7775,3630.46,0.0911895,0.951652,0.00443398,3315.64,-1.11595e-05,0.0552322,8.69148,7.47309,98.8461,69.4712,0.452053,9.66429,9.54975,98.6271,119.066,0.218992,-49.5948 
18,1.5,18,3212.71,-0.00889692,-7.86803,8.99764,98.5365,0.00434407,9.81829,34.7113,1.04314,-1.1981,-4.46432,-2.36161,-1.00523,-63.9608,373.257,20.0192,2945.27,2305.96,1.44588,-0.795351,-3.65884,-1.95886,-0.602487,0.343077,462.968,26.6645,3034.98,0.155254,0.908438,0.0159265,2982,7.24726e-05,0.0962957,7.28047,7.77328,98.2432,70.4562,0.406606,8.85185,9.18398,98.1432,119.78,0.0999447,-49.3238 
19,2,19,3451.48,-0.0143611,8.10565,9.45289,98.6851,-0.138949,-26.8598,15.4577,-0.371805,1.066,-2.91875,-2.60402,-1.29625,-69.2911,320.634,28.7438,3226.2,2615.79,0.0645025,1.50231,-2.04613,-2.16771,-0.859947,0.416554,417.821,35.9428,3323.38,0.131546,0.869155,0.0195334,3176.23,6.4993e-05,0.0818262,8.34869,7.35545,98.6351,68.487,0.425373,9.26324,9.26205,98.1622,117.795,0.472902,-49.3085 
20,1.25,20,3514.95,-0.0410078,8.6968,9.31381,98.6307,0.0223332,12.0614,4.47216,-0.60998,-3.1458,-2.03794,-2.17172,-0.323367,-40.998,6.74065,-5.62319,3643.88,2645.6,-0.351827,-2.88765,-1.52163,-1.91357,-0.0652136,0.774235,64.2443,-1.36366,3701.38,0.0204835,1.03858,-0.000679129,3136.39,-5.0502e-05,0.0210533,8.17103,7.80729,99.4559,67.372,0.484817,8.99768,9.70535,98.1892,118.593,1.26672,-51.221 
21,1.6,21,3563.91,-0.0026123,8.45324,9.31523,98.5478,0.00353844,4.87213,2.55781e-10,-0.540028,-0.609824,-2.42688,-1.31179,-1.84859,-46.5895,322.502,6.7433,3239.7,2563.93,-0.246666,-0.316462,-1.84015,-1.01843,-1.55522,0.630264,387.848,11.5838,3305.05,0.123872,0.950329,0.00641492,3131.04,0.000133951,0.0874869,7.89892,7.22783,98.2725,68.5737,0.439793,8.99774,9.37001,98.1379,118.209,0.134599,-49.6353 
22,0,22,3335.63,-0.0515579,8.06656,9.70693,98.8285,0.00609177,21.0676,2.52288,-0.117483,-1.73506,-1.28999,-2.46058,0.883979,-63.8865,-86.4444,7.12465,3611.38,2553.15,0.284793,-1.33279,-0.485438,-2.0583,1.28626,0.789442,3.16258,13.7622,3700.99,0.00102849,0.116073,0.00680331,3074.98,-0.000233393,0.00559534,-4.3791,-3642.31,111.003,61.9736,0.494303,9.11465,9.11936,98.4453,118.013,12.5574,-56.0397 
23,1.45,23,3447.59,-0.0171387,8.13701,9.73135,99.006,0.0387806,-0.0754573,500,-0.520472,-2.80746,0.198011,-0.946329,-0.0518891,-30.8788,290.789,20.7979,3249.71,2577.8,-0.326036,-2.61303,0.586882,-0.751893,0.142547,1.19817,334.099,24.0061,3293.02,0.108923,0.888302,0.013251,3067.3,7.73838e-06,0.074671,8.55605,7.10168,98.8246,68.4204,0.43898,9.49135,9.02926,98.4891,117.92,0.33558,-49.5001 
24,0,24,3800.39,-0.0394072,8.9004,9.77699,98.9547,0.0588228,17.2616,262.536,-1.25499,-2.23004,-2.10816,-1.28605,0.355308,-38.5682,-118.733,0.630916,3982.86,2865.81,-1.01213,-1.98718,-1.62245,-1.0432,0.598161,0.679788,-64.6377,4.638,4036.96,-0.0196704,1.1436,0.0021119,3286.04,-0.000176663,0.00495041,5.5476,5096.77,110.165,74.5143,0.514566,9.25448,9.6146,98.5077,118.878,11.6576,-44.364 
25,1.65,25,3155.67,-0.00590499,-8.13422,8.70639,98.4354,0.0241055,-1.34996,1.18608e-05,-0.797806,-1.44381,-5.11769,-2.53522,0.0207617,-35.1643,445.24,7.66821,2803.58,2306.47,-0.576386,-1.22239,-4.67485,-2.3138,0.242182,0.452929,494.562,11.3216,2852.91,0.172774,0.961482,0.00725727,2862.47,1.02473e-05,0.11565,7.23555,7.56697,98.5438,69.9309,0.413757,8.6295,9.0234,98.0411,119.687,0.5027,-49.7565 
26,1.15,26,3813.03,-0.0039847,9.01844,9.29776,97.8525,0.00523038,5.58674,3.27267e-11,-0.922006,-0.198671,-2.91817,-3.82461,-1.69028,-28.2496,-98.9944,14.0712,3960.29,2730.59,-0.744126,-0.0207906,-2.5624,-3.64673,-1.5124,0.698059,-59.3715,17.0063,3999.91,-0.018209,2.00508,0.00777115,3260.55,0.0001297,0.0129517,-4.37221,-0.37838,113.587,60.2156,0.535197,9.02087,9.35293,97.5119,119.976,16.0747,-59.7606 
27,0,27,3816.89,-0.00163084,8.56531,9.70117,98.5689,6.82231e-05,1.84747,48.8675,-1.25443,-0.210941,0.804168,-2.3638,-4.27412,-66.7714,-88.5682,19.8489,3886.43,2704.97,-0.833987,0.2095,1.64505,-1.94336,-3.85368,1.34441,5.08514,26.7862,3980.09,0.00153697,0.0978646,0.0122457,3308.56,0.000216931,0.0104028,1.28931,18.5338,92.5039,77.0524,0.50986,9.21615,9.34967,98.0995,118.086,-5.59565,-41.0336 
28,0,28,3462.41,-0.0525358,8.68331,9.34741,98.6272,0.0285882,21.8975,190.159,1.30504,-0.00936736,1.42629,-0.512862,-0.282133,-11.5171,-192.75,15.012,3813.14,2662.62,1.37756,0.063153,1.57133,-0.440342,-0.209612,0.334771,-176.596,16.2086,3829.3,-0.0588316,1.19136,0.00773692,3001.72,-6.15237e-05,-0.0145861,9.57868,-10.1308,73.7555,66.789,0.500787,9.09953,9.78368,98.182,120.128,-24.4265,-53.3388 
29,1.2,29,3461.16,-0.0480191,8.6813,9.28744,98.591,0.0105355,-29.8778,175.414,-1.44045,-1.49468,-1.73117,-1.70746,0.963497,-39.1241,-33.6459,18.54,3631.05,2634.93,-1.19409,-1.24832,-1.23846,-1.4611,1.20985,0.68504,21.2294,22.6048,3685.92,0.00689146,0.349238,0.011171,3080.54,-6.26569e-06,0.0110091,-8.11998,7.51014,99.0326,67.9886,0.498154,8.89224,9.44088,98.2512,119.632,0.781373,-51.6434 
30,1.55,30,3350.73,-0.00080176,7.8809,9.54276,98.8272,0.00983332,1.51879,2.94247e-12,1.27189,-1.04534,3.27237,-3.72861,-4.37296,-25.5427,436.609,15.4761,2951.97,2448.68,1.43272,-0.884508,3.59404,-3.56778,-4.21213,1.98801,472.435,18.1299,2987.79,0.160023,0.937069,0.0110543,2952.3,9.99167e-05,0.0918581,8.95942,7.55877,98.7538,68.7954,0.420535,9.04177,8.84896,98.2438,118.017,0.509973,-49.2216 
31,1.4,31,3459.05,0.00119002,8.46721,8.98772,98.3706,-0.00772848,7.41279,9.73071e-11,0.236496,1.91142,-0.117982,-5.13296,-2.9162,-39.5088,470.706,20.7492,2967.53,2479.2,0.485273,2.16019,0.379571,-4.88418,-2.66742,1.08385,526.121,24.854,3022.94,0.173342,0.923642,0.0149194,3035.16,0.000170183,0.109198,7.88006,7.64696,98.3646,69.5557,0.422734,8.67628,9.20852,97.9911,119.186,0.373518,-49.6304 
32,1.3,32,3231.98,-0.024198,-7.93576,9.65536,99.0211,0.0529314,-72.4895,500,0.0830384,-1.14591,-4.07645,-1.41034,-2.69813,-4.59252,63.1136,12.7219,3284.75,2619.23,0.111956,-1.11699,-4.01861,-1.38143,-2.66921,0.557143,69.555,13.1991,3291.19,0.02483,0.750701,0.00733344,2801.25,-3.81692e-05,0.031304,8.81786,6.93497,98.7878,68.828,0.451593,9.05416,9.33044,98.7987,119.012,-0.0109258,-50.1838 
33,1.35,33,3268.59,-0.00505434,-8.02929,9.37624,98.3518,0.00159125,13.3469,6.11007e-12,0.470685,-0.189922,-3.63978,-4.81098,-0.581494,-31.1296,249.033,16.5472,3287.97,2451.45,0.6667,0.00609302,-3.24775,-4.61497,-0.385479,0.571277,292.695,19.7814,3331.63,0.0957162,0.894237,0.0108191,3057.95,-6.57294e-05,0.0625044,7.84459,6.97182,98.6179,69.0013,0.448547,9.16992,9.09881,98.1451,118.675,0.472827,-49.6741 
34,1.5,34,3577.38,-0.0175351,9.00499,8.85006,97.8244,-0.0111758,2.65285,111.229,-1.24278,-1.94476,-2.78485,-5.04104,-2.92422,-46.5576,612.169,27.384,2991.76,2595.29,-0.949617,-1.6516,-2.19853,-4.74787,-2.63106,0.819477,677.47,32.2212,3057.06,0.210733,0.923163,0.0190459,3214.83,0.00012898,0.12673,8.23553,7.68238,97.8374,69.1078,0.435329,8.55206,9.20769,97.6534,118.696,0.183957,-49.5884 
35,2,35,3471.83,-0.030922,8.24426,9.60832,98.3229,0.0715284,10.6498,500,0.165211,-1.81678,2.48485,0.207724,-3.09531,-44.816,473.884,31.9787,3092.41,2603.46,0.447406,-1.53458,3.04924,0.489918,-2.81311,9.44363,536.743,36.6349,3155.27,0.170091,0.8933,0.0209403,3155.61,-1.13226e-05,0.114869,8.64424,7.32671,98.4872,68.6783,0.411213,9.36559,9.19383,97.8243,118.562,0.662893,-49.8841 
36,1.25,36,3580.75,-0.023872,8.38814,9.71082,98.5917,-0.0108251,-142.175,71.6617,-2.14699,-2.10478,-2.61816,-0.278204,1.43285,-41.0148,-20.4545,20.4265,3772.5,2701.76,-1.88873,-1.84652,-2.10164,-0.0199447,1.69111,0.495492,37.0728,24.6878,3830.02,0.0115276,0.461814,0.0117346,3215.99,5.34922e-05,0.0166393,-6.79186,5.24731,97.6925,68.4711,0.485867,9.33844,9.39979,98.1554,118.099,-0.462944,-49.628 
37,1.6,37,3280.4,0.00401035,-8.21466,8.8093,98.1276,0.00783429,22.9794,2.1562e-11,-0.839495,-0.738603,-2.25301,-4.06266,-0.138195,-35.3539,389.583,20.0998,2925.1,2361.6,-0.616881,-0.515989,-1.80778,-3.84005,0.0844188,0.730032,439.171,23.7729,2974.69,0.151013,0.913467,0.014508,2908.16,0.000126341,0.0981709,7.54332,7.43086,98.1355,68.7803,0.423505,8.81267,8.89208,97.7191,118.065,0.416438,-49.2847 
38,0,38,3509.37,-0.0592057,8.68037,9.55523,98.9169,0.06954,-0.942084,409.792,-2.15377,-1.884,-4.26615,-0.84342,-4.82409,-27.6612,-64.8849,6.58751,3777.93,2702.2,-1.9796,-1.70983,-3.9178,-0.669245,-4.64991,0.696914,-26.0874,9.46139,3816.73,-0.00830333,2.73741,0.00454569,3141.8,-0.000239244,0.00597711,4.53891,4352.36,111.177,62.7656,0.518038,8.95862,9.26699,98.4827,117.418,12.6941,-54.6521 
39,1.45,39,3262.74,-0.0673619,-8.82821,8.89432,98.3726,0.167491,-6.03532,499.515,-0.291445,-0.239095,-2.14977,-3.10548,-3.46678,-5.42409,322.86,18.1479,3133.33,2589.02,-0.257291,-0.204941,-2.08147,-3.07133,-3.43263,0.769944,330.468,18.7115,3140.94,0.112502,0.909846,0.0108548,2937.45,-8.97825e-05,0.0893082,7.61231,7.51332,98.6692,69.6117,0.450945,8.57347,9.29898,97.8387,118.82,0.830497,-49.2078 
40,0,40,3652.27,-0.00948999,9.10878,9.17586,98.2755,0.0174886,-5.35049,500,1.28504,-2.91679,-2.84669,-0.512667,1.04134,-42.6868,46.1173,22.5278,3707.51,2723.88,1.55383,-2.64801,-2.30911,-0.243879,1.31013,0.011951,105.99,26.9628,3767.38,0.0327846,0.691954,0.0130122,3232.92,-1.32933,1.33043,-2631.99,3576.93,117.48,67.6992,0.532195,8.84168,9.4429,97.8271,118.545,19.6533,-50.846 
41,1.7,41,3400.86,-0.00973926,8.68814,9.16767,98.6415,0.00365206,0.632437,500,2.10365,-1.30012,-4.22153,-1.5685,2.364,-42.6268,611.259,17.498,2982.91,2592.95,2.37206,-1.03171,-3.68471,-1.30009,2.63241,-2.64085,671.047,21.9268,3042.7,0.209933,0.945911,0.0131009,3196.49,-0.000112212,0.125618,8.5557,7.77795,98.9112,68.5428,0.409939,8.96334,9.43304,98.025,118.064,0.886229,-49.5216 
42,1.8,42,3232.8,-0.0514615,-8.10249,9.43499,98.3884,-0.0489458,193.224,500,1.57957,-0.868937,-6.24573,-1.91608,-0.404498,-37.7804,381.875,19.4509,3076.02,2796.47,1.81746,-0.631044,-5.76994,-1.67819,-0.166604,0.102418,434.865,23.3761,3129.01,0.143428,0.914017,0.0135751,3031.94,-0.000137554,0.091032,7.89244,7.98113,98.5822,69.3131,0.399756,9.27661,9.58092,98.0214,118.59,0.560735,-49.2767 
43,1.9,43,3059.85,-0.0722293,-7.83541,9.52795,98.3898,0.0405029,24.1128,65.5434,0.32493,-2.13629,-3.40712,-3.28659,-1.3203,-13.9865,306.99,17.3479,3056.4,2462.07,0.412999,-2.04822,-3.23098,-3.19852,-1.23223,0.652469,326.607,18.8011,3076.02,0.113417,0.908481,0.0111338,2879.7,-0.000208796,0.0752078,8.29484,7.70576,98.7335,68.7048,0.411089,9.26527,9.23887,97.9542,118.159,0.779282,-49.4545 
44,1.7,44,3485.11,-0.00306989,8.45635,9.33422,98.545,0.00061412,9.9104,0.000858073,2.66536,-2.01468,-0.821395,-1.03514,-0.574107,-27.8857,563.621,13.1812,3004.47,2569.74,2.84095,-1.8391,-0.470217,-0.859554,-0.398518,0.352706,602.733,16.0784,3043.58,0.192634,0.955399,0.00963758,3128.91,7.4231e-05,0.116374,8.30952,7.43153,98.8283,68.2394,0.428933,8.93552,9.03679,98.0571,117.449,0.771213,-49.2097 
45,1.8,45,3559.25,-0.0336913,9.03429,8.98941,98.2593,0.0740224,-3.4265,173.147,0.57118,0.786798,0.401327,-1.37552,-0.157447,-32.5144,440.842,26.8343,3308.04,2652.01,0.775915,0.991532,0.810796,-1.17078,0.0472871,0.442656,486.447,30.2125,3353.65,0.148762,0.901966,0.0163243,3269.97,-6.04522e-05,0.0926522,8.29562,7.84598,98.4047,68.2833,0.449903,8.89645,9.5718,97.8221,118.449,0.58264,-50.1653 
46,1.9,46,3562.58,-0.0114463,8.8439,9.15807,98.5652,0.0118054,-18.0316,500,1.20399,1.33425,-2.41582,-0.564447,0.411783,-56.0379,404.819,4.90351,3252.2,2643.52,1.55684,1.68711,-1.71011,-0.211591,0.764639,1.81945,483.418,10.7256,3330.8,0.148836,0.962624,0.00589685,3247.98,4.93282e-05,0.0868835,8.20566,7.39218,98.5645,68.1605,0.449934,8.96976,9.366,98.2418,118.19,0.322656,-50.0291 
47,1.7,47,3608.23,-0.0955519,8.62298,9.76443,98.5623,0.0725759,-11.1811,4.49774e-12,-0.315729,-0.383465,-2.43882,-2.08154,-0.598091,-35.8969,345.285,24.0749,3376.49,2767.35,-0.0896951,-0.157432,-1.98675,-1.85551,-0.372058,0.554684,395.634,27.8044,3426.84,0.122113,0.890482,0.0147262,3239.91,1.3542e-06,0.0655579,9.40031,7.69139,99.0178,69.3056,0.436083,9.36337,9.66469,98.1193,119.46,0.898461,-50.1539 
48,1.8,48,3478.57,-0.048011,8.49748,9.53275,98.3508,0.157037,48.0942,3.09754,-0.0414195,1.10493,0.525063,0.331667,-0.595202,-30.7892,375.242,1.76706,3275.68,2882.82,0.152452,1.29881,0.912806,0.525538,-0.40133,0.633157,418.427,4.96594,3318.87,0.131868,0.979653,0.00274872,3173.09,-5.21198e-05,0.0744983,9.03707,8.04766,98.263,68.9581,0.438613,9.04358,9.53846,97.9149,118.551,0.348117,-49.5929 
49,1.9,49,3674.99,-0.00152447,8.75045,9.59035,98.8138,-0.00203913,6.25871,1.55868e-11,-0.940353,1.29645,-0.856867,-5.07018,0.23194,-34.4538,353.423,27.1597,3431,2732.28,-0.723406,1.51339,-0.422974,-4.85323,0.448886,0.895234,401.748,30.7394,3479.33,0.122127,0.881912,0.0160141,3289.59,-2.28747e-05,0.0744978,9.11023,8.09,99.3044,68.423,0.446795,9.21105,9.67578,98.3437,117.885,0.96062,-49.4624 
50,2.1,50,3347.52,-0.0537446,8.30232,9.49227,98.5664,0.0219296,-42.9435,421.876,-2.16845,0.2521,-4.6788,2.0764,-0.620569,-32.5306,247.819,11.3858,3258.17,2596.11,-1.96362,0.456937,-4.26912,2.28124,-0.415732,-0.0917647,293.446,14.7656,3303.8,0.0966683,0.91907,0.00816564,3035.6,-9.87959e-05,0.066481,8.31764,7.86244,99.0556,69.1839,0.440406,9.15744,9.38716,98.1095,118.8,0.946124,-49.616 
51,2.1,51,3193.55,-0.00272235,-8.08387,9.32339,99.138,-0.000259317,16.1137,1.78551e-11,-2.81774,-1.57581,-0.788635,-0.253675,-1.14555,-11.6149,346.257,20.4411,3146.25,2453.65,-2.7446,-1.50267,-0.642364,-0.180539,-1.07241,0.895425,362.548,21.6478,3162.54,0.121357,0.905393,0.0124523,2987.46,-0.000185581,0.0798884,7.76264,7.90007,99.3141,68.9512,0.432055,9.26058,9.11211,98.6453,118.529,0.668739,-49.5777 
52,2.1,52,3282.52,-0.00630058,7.93734,9.59418,98.7952,0.000674756,9.07475,5.65899e-12,-2.93277,-1.65032,-4.23474,-3.3908,-2.54655,-28.4204,460.523,13.3981,3013.7,2479.21,-2.75381,-1.47137,-3.87683,-3.21184,-2.3676,0.716636,500.385,16.3509,3053.57,0.16488,0.945909,0.00976754,3034.84,-3.24341e-05,0.0949114,8.12661,7.90731,99.0605,69.7386,0.414854,9.11004,9.13297,98.3478,119.411,0.712767,-49.6722 
53,2.2,53,3448.42,-0.00129314,8.16556,9.73241,98.4744,0.00187309,7.77587,6.03059e-13,0.795042,0.909976,2.52645,0.555206,-4.0375,-46.1672,313.031,27.9803,3268.59,2587.5,1.08574,1.20068,3.10786,0.845909,-3.74679,-0.246437,377.785,32.7768,3333.35,0.120143,0.868183,0.0177912,3144.46,-0.000112374,0.0776047,9.0718,7.44914,98.217,67.6225,0.42713,9.4996,9.45412,98.0748,117.476,0.142241,-49.8531 
54,2.2,54,3492.92,-0.0242271,8.20425,9.58269,98.8633,-0.00975494,6.09383,35.2416,1.13906,1.92498,-0.270785,-0.80001,-1.6545,-43.0275,470.794,27.3022,3111.31,2561.24,1.40999,2.19591,0.27108,-0.529077,-1.38356,0.861999,531.144,31.7725,3171.66,0.167891,0.905237,0.0181192,3163.63,4.85998e-05,0.113107,7.32934,7.92359,98.8321,68.6959,0.405783,9.40677,9.34104,98.3421,118.111,0.489941,-49.4147 
55,2.2,55,3652.02,-0.024004,8.61661,9.52223,98.4836,-0.108528,-38.6838,132.895,-0.860119,-0.535265,1.83424,0.203756,1.49095,-59.0799,535.696,21.8496,3206.26,2807.65,-0.488109,-0.163255,2.57826,0.575766,1.86296,0.409418,618.561,27.9878,3289.13,0.184726,0.926628,0.0154329,3348.54,8.48694e-05,0.114727,8.11474,7.7215,98.6858,69.1323,0.43191,9.24252,9.15638,98.0798,118.618,0.606042,-49.4856 
