cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
36,1,47.5386,0,36,17688.2,0.370587,26.9719,12.6869,95.4334,0.221528,-544.449,173.308,2.08585,1.39853,3.28803,-1.77584,-1.53632,-262.308,84.1025,60.7812,15643.2,15065.7,3.73753,3.05022,6.59139,-0.124155,0.115366,0.507014,452.014,88.034,16011.1,0.0328948,0.745808,0.0100269,13741.2,0.00242574,0.0163558,11.4642,8.18977,121.773,61.1958,1.28553,12.3315,11.7465,95.1851,127.494,26.5883,-66.298 
37,1,47.5386,1.4,37,15225.8,0.0883312,24.5945,12.1058,95.6192,0.0124815,306.953,8.46205e-05,0.304635,-3.66067,-1.35939,-0.290166,-1.45925,-284.792,3448.29,75.694,10125.6,9817.03,2.09789,-1.86741,2.22713,1.50309,0.334012,0.481426,3847.74,105.283,10525,0.305776,0.954304,0.0180933,12583.5,0.00219613,0.415157,10.5875,9.19469,96.035,75.3969,0.857883,11.9924,11.6545,95.0357,126.696,0.999356,-51.2988 
38,1,47.5386,0,38,16632.6,0.310648,25.6962,12.6774,94.8429,-20.8432,5467.35,44.3684,2.84524,-1.25954,-2.33353,-0.918855,-1.6289,-309.235,84.4637,72.3023,14688.3,3.72029e+06,4.79241,0.687633,1.56081,1.02832,0.318271,0.813911,518.196,104.431,15122,0.0396495,0.739277,0.0125616,13069.4,0.00227773,0.0144055,13.5699,8.60124,121.04,60.9816,1.25349,12.14,11.4935,94.9092,126.894,26.1303,-65.9123 
39,1,47.5386,1.55,39,15815.4,0.380958,24.7978,12.1112,95.3964,-0.405161,-478.769,153.185,-0.561349,1.44823,-3.16788,2.7404,-1.54329,-308.246,3257.97,43.4928,10769.1,16091.4,1.37959,3.38917,0.714004,4.68135,0.397651,0.932397,3690.32,75.5184,11201.4,0.284143,0.965426,0.0122668,12987.5,0.00248175,0.37957,10.8094,9.26435,96.084,75.4317,0.909493,11.9633,11.5909,94.8986,127.065,1.18538,-51.6334 
40,1,47.5386,1.25,40,18319.2,0.38634,28.0268,12.6347,95.1949,0.170251,-1273.69,494.592,-1.20811,1.85756,1.8067,1.05878,-0.918003,-291.712,744.059,68.2976,15612.2,18586.5,0.628726,3.69439,5.48037,2.89561,0.91883,0.597562,1153.21,98.6053,16021.4,0.0798018,0.869843,0.0112103,14451,0.00271283,0.0741955,9.78061,9.48373,95.9623,75.1671,1.27265,12.3328,11.7974,94.9178,127.842,1.04449,-52.6753 
41,1,47.5386,1.5,41,14234,0.0848945,23.3772,11.8823,95.6494,-0.136016,139.355,2.21534e-11,0.33127,-2.37913,-1.68836,-1.74823,-0.129519,-242.477,3574.28,57.221,9070.26,9659.52,1.85808,-0.852313,1.36526,-0.221417,1.39729,0.615084,3914.37,82.4134,9410.36,0.333849,0.964465,0.0158765,11725,0.00210575,0.437466,10.7872,9.11966,96.3045,76.0086,0.805952,11.6716,11.2906,95.0557,127.379,1.24886,-51.3709 
42,1,47.5386,0,42,16171.2,0.32592,25.4664,12.3403,95.1956,0.67264,-551.791,499.398,0.672033,-1.89541,-0.651826,-2.99572,-3.19648,-228.002,25.934,59.0134,14479.8,22312.7,2.1077,-0.459737,2.21951,-1.56005,-1.76081,-3.06042,345.729,82.7019,14799.6,0.0273749,0.704912,0.010189,12629.4,0.00211673,0.0187179,9.43123,6.94663,117.591,58.8484,1.262,11.9595,11.3714,94.8344,127.456,22.7562,-68.6078 
43,1,47.5386,0,43,16981.8,0.0088434,26.7021,12.707,95.3802,0.0313957,-63.5408,500,1.05906,-1.1055,0.648148,3.5303,-3.15332,-265.85,39.3879,29.9068,15150.1,11110.4,2.73305,0.56848,3.99612,5.20429,-1.47934,0.637461,412.268,57.5276,15523,0.0310061,0.803733,0.00678049,13296.3,0.00205758,0.0196162,8.68992,8.87693,123.791,59.5733,1.26877,12.2673,11.6922,95.1642,127.304,28.6272,-67.731 
44,1,47.5386,0,44,17388,-0.00284278,27.0693,12.8731,95.4211,-0.0163419,10.1466,2.81989e-11,-4.82154,-3.17534,1.06773,1.54612,0.326959,-252.725,152.837,63.9087,15468.8,11349.1,-3.2302,-1.584,4.25041,3.13746,1.9183,0.0537765,507.308,90.1659,15823.2,0.0371911,0.762757,0.0103879,13640.6,0.00230222,0.0164609,11.5086,9.18882,117.993,61.4471,1.31119,12.2074,11.4834,95.1032,127.589,22.8899,-66.1418 
45,1,47.5386,1.5,45,13416.6,0.369072,21.9432,11.3737,95.6206,0.446652,-1463.63,53.435,-1.60891,1.24467,1.09635,1.57908,0.702757,-291.297,4561.79,78.9454,7238.98,29405.8,0.225314,3.07889,4.76479,3.4133,2.53698,0.660126,4970.36,109.21,7647.55,0.439162,0.962972,0.0256317,11317.8,0.00230548,0.570593,10.5658,8.83141,95.9052,75.1935,0.675017,11.3961,10.867,95.0765,126.305,0.828715,-51.1119 
