cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,47.323,10,0,11362.2,-0.399878,19.377,15.0772,119.2,0.606673,-684.214,139.311,-5.3073,-4.59537,-7.06624,-6.69855,-6.88711,-284.178,5868.6,93.2129,6370.69,23023.2,-3.51791,-2.80597,-3.48745,-4.90915,-5.09771,0.824028,6094.96,113.791,6597.04,0.498353,0.968362,0.0307956,12230.2,-0.00158473,0.382586,15.4957,12.8946,118.878,85.7775,0.386194,15.1405,14.503,118.601,134.665,0.277567,-48.8873 
1,47.323,1.8,1,11365.5,-0.401058,21.8099,13.4071,119.368,0.251964,265.969,84.7439,-7.95929,-2.90151,-4.4145,-6.87008,-6.0603,-170.454,187.903,37.0884,12488.6,11700.4,-6.88598,-1.82821,-2.26789,-5.79678,-4.98699,0.895805,323.676,49.4314,12624.4,0.0268291,0.789105,0.00716121,12064.4,-0.00110742,-0.0155504,25.1756,6.29111,103.009,76.5179,0.991741,13.4507,11.7785,118.664,134.74,-15.6548,-58.2225 
2,47.323,9,2,10547,-0.353422,18.3223,14.6912,119.372,0.104954,-166.654,111.912,-5.08171,-5.46433,-7.03177,-3.47312,-4.6806,-248.324,5021.82,65.6569,6574.15,9331.96,-3.51808,-3.9007,-3.90451,-1.90949,-3.11698,0.761188,5219.62,83.6386,6771.95,0.453189,0.972723,0.0222452,11517.5,-0.00165338,0.336243,15.4687,12.6111,118.752,85.558,0.421605,15.1128,13.594,118.782,134.488,-0.029957,-48.9301 
3,47.323,2.2,3,11336,-0.262626,22.4295,12.8379,119.462,0.077021,-107.713,0.0148262,-13.0089,-6.56297,-11.0905,-8.28679,-8.38729,-116.35,419.57,65.1761,12387,9643.7,-12.2763,-5.83034,-9.62529,-7.55416,-7.65466,0.775847,512.247,73.6012,12479.6,0.0422705,0.799076,0.0107474,12118.3,-0.0019694,0.0213275,10.4006,68.0603,123.424,98,0.98209,13.1274,11.7582,118.796,134.343,4.62847,-36.3431 
4,47.323,4.5,4,11742.3,-0.0387831,21.2733,13.539,119.275,0.0192582,-0.76694,500,-7.36559,-3.96646,-9.36054,-6.88812,-7.51668,-222.63,3403.41,72.7331,9574.63,9376.46,-5.96375,-2.56462,-6.55685,-5.48628,-6.11484,0.754299,3580.74,88.8543,9751.97,0.283061,0.958382,0.0165071,12650.1,-0.00163864,0.24982,13.9001,12.6271,119.153,86.111,0.672779,14.1552,12.8951,118.644,134.528,0.508796,-48.4172 
5,47.323,2,5,11280.7,-0.385765,22.3315,12.9315,119.353,0.183733,136.852,279.772,-4.77293,-3.58221,-10.2825,-4.92547,-4.62758,-183.853,419.466,57.3661,12374.7,10219.3,-3.61526,-2.42454,-7.96717,-3.7678,-3.46991,0.62498,565.912,70.6794,12521.1,0.0463462,0.820637,0.0102913,12210.5,-0.00199471,0.0228134,9.59946,64.9377,123.94,98,0.991339,13.1723,11.642,118.531,134.72,5.40922,-36.7204 
6,47.323,2.4,6,11923.3,-0.16426,23.3025,12.8574,119.271,0.0517711,-258.211,500,-5.87245,-5.27473,-9.56225,-4.59727,-6.24425,-147.699,667.014,36.0388,12759.5,10188.5,-4.94243,-4.34472,-7.70222,-3.66725,-5.31423,0.703428,784.662,46.734,12877.1,0.061492,0.905609,0.00664102,12760.4,-0.00177404,0.0757438,11.1473,-11.8401,119.478,89.6357,1.01947,13.3006,11.8554,118.599,134.673,0.879043,-45.0373 
7,46.323,1,7,11419.6,-0.293006,23.2069,12.6884,119.526,0.125492,142.818,482.158,-8.26977,-5.47663,-11.9636,-6.93342,-2.22494,-128.953,-29.4912,30.1072,13012.9,10169,-7.45779,-4.66464,-10.3396,-6.12143,-1.41296,0.655305,73.2247,39.445,13115.6,0.00596741,0.514748,0.00550956,12270.8,-0.00156838,-0.0199401,21.5484,6.47657,111.141,77.9213,1.05498,13.309,11.7163,118.757,133.812,-7.61574,-55.8904 
8,47.323,3.8,8,11690,-0.0361797,21.8871,13.2493,119.12,-0.0055622,-9.93237,498.61,-6.74583,-5.74708,-7.47599,-5.61457,-2.46224,-242.278,2630.18,48.8913,10499.3,9441.88,-5.22027,-4.22152,-4.42487,-4.08901,-0.936684,0.765785,2823.17,66.4352,10692.3,0.221129,0.960448,0.0113161,12767,-0.0017918,0.201578,13.9001,12.1893,118.483,86.5862,0.772061,13.8872,12.4965,118.617,134.382,-0.134261,-47.7957 
9,47.323,6.5,9,11525,-0.0400692,20.0948,13.863,119.37,0.00405134,28.2114,482.147,-6.38568,2.26209,-5.1992,-7.09804,-8.17535,-189.378,5255.24,48.6714,7449.06,9072.2,-5.19322,3.45455,-2.81428,-5.90557,-6.98288,0.838644,5406.08,62.3848,7599.91,0.433388,0.980205,0.0148959,12474,-0.00169626,0.380195,14.6691,12.1257,118.376,85.8695,0.499925,14.8729,13.0678,118.809,134.686,-0.433159,-48.8167 
10,47.323,2.6,10,10955.5,-0.0339617,21.6091,12.8224,119.424,0.00675214,-11.5666,500,-6.28176,-1.57778,-9.34928,-5.65591,-6.5494,-137.697,964.884,58.8997,11682,9022.41,-5.41472,-0.710741,-7.6152,-4.78887,-5.68236,0.685477,1074.56,68.8707,11791.7,0.0892436,0.899151,0.0106445,12040.8,-0.00195793,0.0792074,12.6029,13.3127,119.857,88.2366,0.915233,13.4323,12.0512,118.646,134.056,1.21106,-45.8191 
