cyc,detuning,ODT1,ODT2,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
154,0,0.1,2,47.2227,0,154,9400.13,-0.131228,21.4544,12.0546,112.923,-0.137423,495.837,401.289,2.57268,2.14874,2.09027,-0.125945,0.411499,64.8616,-44.7202,38.7647,11670.3,10637.2,2.16427,1.74032,1.27344,-0.534361,0.00308349,0.725951,-96.3848,34.0679,11618.6,-0.00853727,2.62158,0.00537236,11289.9,-0.002086,-0.810702,57.1046,0.118409,124.296,61.4942,1.05806,12.2949,11.0818,112.164,136.348,12.1312,-74.8534 
155,0,0.1,2,47.2227,1.63,155,6841.28,-0.0445107,18.7975,-11.0494,113.511,0.152481,410.003,497.381,0.710522,0.0734654,2.57966,-1.21984,-1.16603,197.357,5989.97,38.4578,3798.39,8796.53,-0.532182,-1.16924,0.0942513,-2.46255,-2.40873,1.01455,5832.77,24.1667,3641.19,0.620433,0.992801,0.0120785,9401.13,-0.00275405,0.667939,11.6318,9.62521,112.892,88.3314,0.387773,11.3715,-10.7256,112.466,137.196,0.426598,-48.865 
156,0,0.1,2,47.2227,1.43,156,8172.13,0.0047328,19.8128,11.5757,113.42,-0.104685,123.755,500,0.734203,1.51101,2.14129,-0.556789,-0.225782,160.84,1938.07,48.5679,8693.71,7887.78,-0.278563,0.498241,0.115754,-1.56956,-1.23855,1.04681,1809.95,36.921,8565.6,0.177373,0.965532,0.00787763,10204.2,-0.000530453,0.279779,10.5052,0.130114,112.759,88.0502,0.815435,11.9772,10.862,112.422,136.006,0.336775,-47.956 
157,0,0.1,2,47.2227,1.53,157,5869.26,-0.573784,17.1146,11.1857,113.267,-0.153499,800.133,63.7261,-0.10176,0.305895,0.179222,-0.447382,-0.85953,146.943,3345.06,17.9087,5158.89,10230.1,-1.02702,-0.619368,-1.6713,-1.37264,-1.78479,0.741889,3228.02,7.26821,5041.85,0.395153,0.996075,0.0026485,8169.02,-0.00247308,0.427124,10.8568,9.25267,112.726,87.2813,0.542069,11.3999,10.2528,112.261,136.135,0.465243,-48.8535 
158,0,0.1,2,47.2227,1.3,158,8353.71,-0.578289,20.3252,12.1541,113.233,-0.460018,594.155,497.962,-0.890655,0.237167,4.27351,0.0564619,1.65312,97.3617,255.503,44.2097,10422.7,16939.3,-1.50372,-0.375894,3.04739,-0.556598,1.04006,-0.845519,177.951,37.1595,10345.1,0.0172497,0.732368,0.00657331,10316.2,-0.00222906,0.0261064,10.9399,17.1113,114.86,87.7688,0.957277,11.9375,11.2392,112.312,136.162,2.54773,-48.3936 
159,0,0.1,2,47.2227,1.45,159,7096.05,-0.157962,18.4981,11.3521,113.09,0.113664,-414.37,500,-0.778621,-0.473258,-0.473562,-1.26715,0.901253,90.78,2666.43,38.011,6995.44,8369.19,-1.35024,-1.04488,-1.6168,-1.83877,0.329635,0.707157,2594.12,31.4374,6923.13,0.276594,0.979233,0.00829547,9378.78,-0.00238604,0.325278,11.1001,9.33002,112.505,87.0629,0.683999,11.7794,10.7238,112.146,136.421,0.359215,-49.3576 
160,0,0.1,2,47.2227,1.48,160,7302.17,-0.0114808,18.4507,11.1678,113.398,-0.0106736,3.65379,500,3.25566,2.94525,2.34197,-0.490969,0.667726,134.936,3101.91,34.9675,6534.13,6709.03,2.406,2.0956,0.642656,-1.34063,-0.181932,0.822554,2994.43,25.1965,6426.65,0.32224,0.985488,0.00717042,9292.55,-0.00210733,0.37045,10.9289,9.45542,112.96,87.003,0.631089,11.6086,10.9834,112.344,136.087,0.616461,-49.0841 
161,0,0.1,2,47.2227,1.7,161,6743.87,-0.0564791,18.1751,11.1789,113.431,0.0326193,8.23217,500,4.15841,-0.752225,1.90034,-3.1137,-1.00266,179.895,4299.46,36.8558,5148.79,6622.83,3.02566,-1.88498,-0.365168,-4.24645,-2.13542,0.934865,4156.16,23.8291,5005.5,0.458659,0.990066,0.00869326,9061.55,-0.00258675,0.517548,11.3153,9.31286,112.837,86.5549,0.509932,11.782,10.6561,112.388,135.157,0.448406,-48.602 
162,0,0.1,2,47.2227,0,162,9555.03,-0.458634,22.0101,12.2203,113.443,0.0803887,142.369,500,1.33942,-0.945552,1.52183,-0.15937,-1.57527,98.1589,-37.6513,40.3739,11890.5,9128.4,0.721337,-1.56363,0.285665,-0.77745,-2.19335,1.08098,-115.838,33.266,11812.3,-0.0101079,2.01028,0.00516098,11460.2,-0.0021801,0.0137444,12.7707,7.07722,125.081,68.6027,1.09901,12.0758,11.0103,112.475,137.189,12.6052,-68.586 
163,0,0.1,2,47.2227,1.38,163,8566.22,-0.0304593,20.3601,11.6928,113.278,0.00400039,-13.3253,500,0.491881,-0.386969,-0.361642,0.520679,-1.65527,150.278,1059.22,37.8416,9862.41,7751.63,-0.454377,-1.33323,-2.25416,-0.425579,-2.60153,0.681115,939.519,26.9597,9742.7,0.0895857,0.952185,0.00507156,10487.4,-0.00221549,0.133194,10.7157,9.69214,112.979,87.0999,0.925985,12.0854,10.8933,112.398,136.864,0.580949,-49.7641 
164,0,0.1,2,47.2227,1.58,164,5911.23,-0.000902212,16.635,-11.0008,113.239,-0.00412591,-11.5018,500,0.370729,0.392104,-0.610107,-0.0408358,-0.435509,186.756,4943.91,30.5542,3725.01,5958.74,-0.805225,-0.78385,-2.96202,-1.21679,-1.61146,0.598607,4795.15,17.0307,3576.25,0.577738,0.993823,0.00869614,8299.87,-0.00257515,0.577383,11.2932,9.50613,112.591,87.0614,0.384779,11.4996,-10.4434,112.244,135.796,0.347531,-48.7342 
165,0,0.1,2,47.2227,1.5,165,7034.72,-0.59839,18.9651,11.6352,113.437,0.586184,-573.321,489.093,1.37711,0.608108,2.43476,2.76996,0.576411,153.141,4021.57,37.4929,5725.34,18123.6,0.412824,-0.35618,0.506181,1.80567,-0.387877,0.744432,3899.58,26.4036,5603.36,0.415253,0.98829,0.00860551,9390.87,-0.00248175,0.476045,11.2351,9.42787,112.846,87.3608,0.554177,11.666,10.865,112.53,136.758,0.316155,-49.3973 
166,0,0.1,2,47.2227,1.55,166,6926.81,-0.0145281,18.7596,11.0169,113.237,-0.0343573,39.8134,0.312265,1.09516,-1.00895,1.54939,-1.77335,-2.14329,140.163,5049.17,45.6353,4536.47,6772.43,0.212587,-1.89152,-0.215758,-2.65592,-3.02587,0.971523,4937.52,35.4857,4424.83,0.532413,0.987579,0.014558,9273.86,-0.00251364,0.58761,11.221,9.64041,112.764,87.22,0.454273,11.4563,-10.8031,112.403,135.901,0.360769,-48.6809 
167,0,0.1,2,47.2227,1.68,167,6683.48,-0.10599,18.4357,10.934,113.466,-0.342724,-496.858,500,0.479243,2.73178,0.341437,-1.85044,-1.35431,173.89,4733.93,43.0033,4693.94,12105.3,-0.615697,1.63684,-1.84844,-2.94538,-2.44925,0.702915,4595.42,30.4115,4555.43,0.507235,0.988551,0.0121482,9059.74,-0.00254471,0.577816,11.1026,9.30312,112.885,87.1758,0.485131,11.4354,10.3745,112.475,135.775,0.409968,-48.5995 
168,0,0.1,2,47.2227,1.33,168,9446.38,-0.570657,21.8,12.3779,113.033,-0.683657,-481.525,446.947,2.08374,-0.176198,3.77476,0.0947297,0.615561,93.4055,517.744,40.3465,11206.3,19500.6,1.49559,-0.764347,2.59846,-0.49342,0.0274113,0.0926191,443.343,33.5828,11131.9,0.0390523,0.882955,0.00552659,11352.6,-0.00213225,0.0683334,10.3302,10.1917,111.706,85.9366,1.0384,12.196,10.9105,112.228,136.364,-0.521935,-50.4275 
169,0,0.1,2,47.2227,1.35,169,8405.35,-0.340206,20.378,11.6952,113.511,-1.46725,1472.63,499.212,1.70455,-0.893735,-1.48776,-0.484091,0.0119773,83.911,672.876,34.5123,10003.7,78096.5,1.17619,-1.4221,-2.54449,-1.01246,-0.516388,0.410895,606.038,28.4361,9936.88,0.0585873,0.924118,0.00524386,10344.2,-0.00208752,0.0908065,10.2614,9.76679,113.099,86.9698,0.954315,11.8089,10.9047,112.545,136.718,0.553615,-49.7479 
170,0,0.1,2,47.2227,0,170,9228.2,-0.0220104,21.4677,11.9261,113.06,0.00257559,-0.680955,500,2.47181,1.65132,0.733302,1.05775,0.0537547,86.2338,-40.5544,31.8813,11712.4,8334.56,1.92882,1.10832,-0.352681,0.514759,-0.489237,1.13014,-109.243,25.6369,11643.7,-0.00966615,1.69689,0.00403954,11301.6,-0.00235713,0.01002,17.4627,6.46222,118.388,70.4973,1.07406,12.1429,11.0937,112.174,136.096,6.2147,-65.5989 
171,0,0.1,2,47.2227,0,171,9126.13,-0.592034,22.0897,12.0134,113.052,-0.00676449,434.59,33.8184,0.712745,3.42205,1.10951,0.315371,1.96928,99.0155,-64.121,41.742,11464.8,8734.41,0.0892708,2.79858,-0.137441,-0.308104,1.3458,1.03628,-142.991,34.572,11385.9,-0.0129812,1.73344,0.00556224,11015.2,-0.00231033,0.00831832,12.0072,24.5271,118.271,56.1928,1.0697,11.9434,11.0728,112.252,135.723,6.01947,-79.5303 
172,0,0.1,2,47.2227,1.4,172,6630.96,-0.550525,17.8404,11.5729,113.287,0.161207,716.905,91.6251,2.97161,0.509965,0.343844,1.01367,0.173682,152.186,1225.18,25.1949,7829.53,10483.3,2.01333,-0.448313,-1.57271,0.055394,-0.784596,-1.13423,1103.96,14.1747,7708.3,0.127506,0.978024,0.003376,8658.1,-0.00222451,0.167295,10.6255,9.01129,112.741,86.7662,0.791873,11.5593,10.5019,112.33,136.037,0.410067,-49.2704 
173,0,0.1,2,47.2227,1.65,173,6904.65,-0.00668605,19.1758,-10.8718,113.176,0.00114023,7.30625,2.49713e-11,-1.75805,1.91672,-0.313104,1.41277,0.151606,146.308,5721.68,43.4899,4025.26,6786.8,-2.67931,0.995457,-2.15563,0.491508,-0.769655,0.476488,5605.14,32.8954,3908.72,0.594036,0.989834,0.0152663,9435.69,-0.00266185,0.685479,11.1506,9.37325,112.793,86.7498,0.412168,11.2096,10.8065,112.068,135.417,0.725252,-48.6676 
174,0,0.1,2,47.2227,1.6,174,6452.53,-0.0632367,17.7676,10.8627,113.396,-0.0371133,-44.8069,500,3.02497,1.24954,2.61502,2.84032,1.44831,164.709,5286.63,41.1528,3830.23,6337.03,1.98784,0.212411,0.540757,1.80319,0.411182,0.890875,5155.44,29.2258,3699.03,0.587147,0.990177,0.0143456,8780.48,-0.00253159,0.617854,11.3321,9.5311,113.002,87.2942,0.394575,11.1645,-10.7807,112.437,135.744,0.565476,-48.4496 
175,0,0.1,2,47.2227,0,175,9734.92,-0.362495,22.3181,12.1341,113.161,-0.618858,-2042.8,499.934,1.84658,0.498891,2.94822,0.946851,0.145676,91.4527,-110.195,37.9931,12042.1,49969.8,1.27073,-0.0769625,1.79651,0.370998,-0.430177,0.387087,-183.04,31.3708,11969.2,-0.015852,1.42842,0.00480487,11546.8,-0.00266367,0.00642995,-47.6098,24.7673,146.269,55,1.11139,12.2214,10.9765,112.304,135.957,33.9653,-80.9571 
176,0,0.1,2,47.2227,1.63,176,6002.07,0.00366386,17.2307,10.6807,113.451,-0.00847124,10.9052,2.74673e-12,1.67377,-0.157646,4.16144,-0.197006,0.169021,178.482,5490.95,31.0099,3279.03,5994.02,0.549922,-1.2815,1.91374,-1.32086,-0.95483,2.75007,5348.79,18.0856,3136.86,0.635028,0.994118,0.0105091,8422.91,-0.00258145,0.636244,11.125,9.71915,113.032,87.7757,0.341328,10.965,-10.8482,112.402,136.601,0.629934,-48.8248 
177,100,0.1,2,47.3227,1.4,177,9291.59,-0.0445796,21.2714,12.0306,113.071,0.0275103,19.1703,1.68601e-06,1.9053,0.117887,-0.626637,-0.518637,-0.241964,100.135,-35.5428,42.7329,11759.5,8347.83,1.27478,-0.512637,-1.88768,-1.14916,-0.872488,0.400201,-115.304,35.4819,11679.7,-0.0101761,2.16693,0.00556499,11330.8,-0.00236179,0.0131543,12.3131,9.36887,122.101,68.4798,1.08425,12.1763,10.9938,112.252,135.697,9.84869,-67.2169 
178,100,0.1,2,47.3227,0,178,7678.69,-0.571567,19.3263,11.9841,113.075,2.01575,-723.108,472.837,2.55456,1.86283,2.74361,2.44254,2.42482,123.372,-109.92,23.4215,10118.1,54989.5,1.77773,1.08599,1.18993,1.6657,1.64798,0.838485,-208.19,14.4879,10019.8,-0.0216611,1.13867,0.00265646,9611.26,-0.00306814,0.00482941,-123.907,28.0032,147.998,55.0003,0.965782,11.909,10.8927,112.251,136.221,35.7467,-81.2206 
179,100,0.1,2,47.3227,5,179,8158.18,-0.12864,17.924,13.0128,113.031,0.0205517,524.189,0.049272,0.34666,1.13101,-0.312671,-0.83013,1.18412,111.851,2116.18,42.4447,8314.12,7943.5,-0.357638,0.426715,-1.72127,-1.53443,0.479826,0.364093,2027.09,34.3453,8225.03,0.200948,0.971203,0.00763337,10087.6,-0.00238574,0.172762,13.4281,11.9132,112.55,86.7941,0.632975,13.3713,12.4609,112.201,136.763,0.348736,-49.9685 
180,100,0.1,2,47.3227,3,180,9421.21,-0.604141,21.1292,12.9278,113.226,-0.596504,164.7,284.701,-0.0709093,0.175076,1.46499,-0.219377,-1.208,148.441,1024.01,41.8674,10681.5,12090.2,-1.00561,-0.75962,-0.404406,-1.15407,-2.1427,0.92602,905.77,31.1184,10563.2,0.0804576,0.943287,0.0053974,11257.7,-0.00225045,0.0977786,12.5454,11.1828,112.756,86.8467,0.905568,12.6829,11.5787,112.408,136.366,0.347331,-49.5191 
181,100,0.1,2,47.3227,9,181,7004.88,-0.60077,15.3271,14.3723,113.002,-0.742145,2728.26,40.7162,0.784209,-1.15695,-1.76283,0.259397,-0.361616,109.906,3111.75,58.471,6033.13,73083.7,0.0921589,-1.849,-3.14693,-0.432653,-1.05367,0.50753,3024.21,50.5125,5945.59,0.341684,0.9716,0.015409,8850.88,-0.00243636,0.207342,15.5092,12.8597,112.229,87.0958,0.419175,13.9089,13.4329,112.351,137.065,-0.122216,-49.9696 
182,100,0.1,2,47.3227,2.3,182,8811.71,-0.559061,20.5283,12.4121,113.053,-0.195659,254.085,498.13,0.339056,0.502848,-0.941818,3.21117,0.324174,107.067,395.942,30.4031,10677.4,9912.93,-0.335119,-0.171327,-2.29017,2.537,-0.350001,-2.75671,310.659,22.6501,10592.1,0.0290581,0.886845,0.00392368,10691,-0.00276079,0.0230184,10.1651,80.3644,118.74,98,0.96237,12.2639,10.901,112.063,136.602,6.67732,-38.6024 
183,100,0.1,2,47.3227,1.7,183,8505.35,-0.0393265,20.8643,11.5873,113.275,0.0112857,2.41935,500,-1.58637,0.695557,3.42529,-0.791731,1.30173,119.33,-5.52704,27.9474,11058.1,7871,-2.33775,-0.0558322,1.92251,-1.54312,0.550336,2.31332,-100.578,19.3064,10963.1,-0.00944993,1.50585,0.00323354,10643.2,-1.05981,1.05943,2638.24,1801.42,112.96,96.1346,1.06234,11.8242,10.7812,112.372,136.934,0.587872,-40.7996 
184,100,0.1,2,47.3227,7,184,6707.15,-0.652486,15.9499,13.7733,113.067,0.324817,429.363,276.567,1.20035,1.80435,-3.67906,-0.369958,-1.62198,159.485,2695.19,38.4569,6441.64,11691.4,0.19611,0.800114,-5.68754,-1.3742,-2.62622,0.345638,2568.15,26.9081,6314.6,0.293287,0.981994,0.00778855,8756.46,-0.00262025,0.205784,14.3117,12.0701,112.61,86.5827,0.484922,13.7055,12.4927,112.277,136.655,0.332905,-50.0726 
185,100,0.1,2,47.3227,8,185,7591.24,-0.612616,16.5814,14.1342,113.181,1.13768,106.124,178.053,0.89691,1.49375,-2.18778,0.246451,-0.332866,124.564,3468.17,70.8693,6303.04,11559.7,0.112564,0.7094,-3.75647,-0.537895,-1.11721,0.181528,3368.95,61.8493,6203.82,0.356552,0.968872,0.0180338,9448.69,-0.00248388,0.24612,14.4448,12.8323,112.959,87.4496,0.443462,14.1515,13.0497,112.347,137.374,0.612589,-49.9239 
186,100,0.1,2,47.3227,3.5,186,8892.31,-0.603259,20.5568,12.724,112.972,0.11954,713.457,489.816,1.49477,1.38878,6.4166,2.69453,0.376424,154.223,1400.51,33.6837,9843.05,11291.2,0.52367,0.417682,4.4744,1.72343,-0.594674,0.316313,1277.67,22.5161,9720.21,0.118265,0.970083,0.00424896,10803.5,-0.00237455,0.12965,12.5251,11.4946,113.199,87.0328,0.82003,12.702,11.8353,112.113,136.887,1.08526,-49.8538 
187,100,0.1,2,47.3227,2,187,8406.38,-0.230185,19.8681,11.8278,113.339,-0.135505,-16.8515,1.23597,1.68738,-0.025384,2.72891,-0.731661,-2.9238,99.2235,147.341,26.4901,10556,7724.21,1.06259,-0.650168,1.47934,-1.35645,-3.54858,1.49094,68.3059,19.3051,10477,0.00660869,0.669077,0.0033828,10335.8,-0.00218664,0.0241994,11.9915,10.0816,111.35,84.1848,0.992507,12.1169,10.8475,112.27,136.353,-0.920105,-52.1682 
188,100,0.1,2,47.3227,4,188,8495.89,-0.615315,19.3825,-13.1212,113.164,0.406641,287.806,14.0302,-0.500774,-0.640235,2.47853,-0.344567,0.664042,146.256,1722.14,39.9478,9214.88,12088.8,-1.42171,-1.56117,0.636662,-1.2655,-0.256891,1.16457,1605.64,29.3571,9098.39,0.152598,0.968996,0.00590867,10522.1,-0.00250294,0.157978,13.1151,10.9866,112.649,87.228,0.74269,13.11,11.9244,112.24,137.213,0.408525,-49.9845 
189,100,0.1,2,47.3227,10,189,7687.3,-0.108262,15.9778,14.1099,112.929,0.506923,269.379,0.000951654,1.8332,0.97821,0.585746,0.997337,0.229022,147.979,3644.94,64.8806,6292.28,11784.3,0.901418,0.0464289,-1.27782,0.065556,-0.702759,-0.321188,3527.06,54.1651,6174.41,0.368247,0.973829,0.0159029,9577.98,-0.00267089,0.241388,15.6422,12.8829,112.282,87.4863,0.419092,14.5025,13.5978,112.231,137.61,0.0505967,-50.124 
190,100,0.1,2,47.3227,0,190,8736.98,-0.0106569,21.4948,11.4416,112.987,-0.0219411,-3.5561,500,0.693061,1.58842,5.66271,0.0257286,-0.512052,92.1271,-75.46,18.1276,11370.4,8008.56,0.112961,1.00832,4.50251,-0.554371,-1.09215,-0.132061,-148.843,11.4565,11297,-0.0136276,1.15567,0.00186463,10922.2,-0.00235686,0.0135671,-11.059,-1.01055,117.686,60.5503,1.12175,11.7571,10.5882,112.158,136.529,5.52768,-75.9782 
191,100,0.1,2,47.3227,2.6,191,8342.12,-0.0212684,19.6212,11.86,112.963,-0.00638109,-28.8181,500,0.0722187,-0.676014,0.440659,0.538225,1.43476,119.42,518.474,33.1205,10079.2,7581.36,-0.679734,-1.42797,-1.06325,-0.213728,0.682804,0.606478,423.352,24.473,9984.08,0.0414736,0.90813,0.00449508,10207.7,-0.0021896,0.0550253,11.4496,12.1355,112.241,85.3008,0.90662,12.2633,11.2418,112.196,136.815,0.045537,-51.5145 
192,100,0.1,2,47.3227,6,192,8144.76,-0.540716,17.6199,13.8316,113.312,0.322414,-1285.14,6.16044e-07,2.28222,-0.362789,4.48254,2.59908,1.62906,124.212,2888.8,52.9661,7443.65,21422,1.50009,-1.14492,2.91828,1.81695,0.846928,0.508486,2789.86,43.9716,7344.71,0.27933,0.973158,0.0109081,9987.67,-0.00241401,0.226341,13.6096,12.1103,112.97,86.9071,0.530994,13.9356,12.9769,112.504,136.67,0.466163,-49.7625 
193,100,0.1,2,47.3227,1.5,193,7723.64,-0.0213306,19.0642,11.5563,112.726,-0.00832308,10.0768,500,1.02348,1.45102,1.74632,-0.411774,0.454927,75.9944,-58.7081,26.4093,10219.6,7174.59,0.544963,0.972501,0.789289,-0.890291,-0.0235897,0.433337,-119.24,20.9063,10159.1,-0.012122,1.44264,0.00377653,9836.68,-0.00308588,0.00458958,-141.779,26.9893,147.999,55.0001,0.986561,11.9539,10.719,111.989,135.9,36.0102,-80.8996 
194,100,0.1,2,47.3227,1.4,194,10047.6,-0.582766,22.7159,12.5171,113.037,0.36835,-76.2797,473.559,1.66024,0.516674,0.629943,0.217457,-0.460539,124.408,-10.2887,44.2826,12274.2,10170.8,0.876879,-0.266687,-0.936781,-0.565904,-1.2439,0.561513,-109.384,35.274,12175.1,-0.00925239,2.29536,0.00530865,11822.2,-0.0021924,0.0135016,16.6156,8.64511,113.905,72.3914,1.10894,12.2621,11.1512,112.271,136.681,1.63421,-64.2896 
195,100,0.1,2,47.3227,0,195,8744.73,-0.614289,20.7202,12.5293,113.071,0.709855,335.622,240.953,1.93396,-1.10197,3.25884,1.78043,-0.3482,93.2672,-68.7909,49.3902,11168.9,16206.8,1.34668,-1.68925,2.08428,1.19315,-0.935478,-0.0424618,-143.082,42.6365,11094.6,-0.0133352,2.08977,0.00702943,10729.7,-0.00221537,0.0116947,0.0239669,7.41815,116.821,72.2693,1.01226,12.2931,11.0838,112.234,136.737,4.58626,-64.4676 
196,100,0.1,2,47.3227,5,196,7756.72,0.00576778,17.0175,12.7897,113.023,0.0278719,-45.4074,0.451724,4.21457,-0.0100488,2.38358,1.52156,0.863203,146.159,2048.78,36.3926,7920.66,7126.38,3.29425,-0.930371,0.542939,0.601239,-0.0571197,0.842669,1932.36,25.8089,7804.24,0.201697,0.977161,0.00605502,9580.51,-0.00239819,0.164292,13.541,12.1703,112.44,87.3547,0.604304,13.4597,12.4517,112.246,137.549,0.193912,-50.194 
197,100,0.1,2,47.3227,3,197,7765.04,-0.597277,18.8369,12.5501,113.092,0.271502,1331.59,127.527,0.841664,0.225477,-1.51189,1.0096,0.558447,128.697,866.083,28.8644,9280.41,19464.7,0.0312945,-0.584892,-3.13263,0.199231,-0.251923,0.162156,763.572,19.5452,9177.9,0.0782515,0.957126,0.00390761,9757.91,-0.00232027,0.0877279,12.3426,11.0369,112.502,85.5977,0.834395,12.426,11.1325,112.304,135.576,0.198755,-49.9784 
198,100,0.1,2,47.3227,9,198,7812.15,-0.0392441,16.1781,13.6455,112.906,-0.0152458,38.7473,0.103874,2.84407,-0.257946,3.2932,0.338815,1.59035,120.775,3666.82,67.9109,6123.61,7205.63,2.08359,-1.01843,1.77223,-0.421671,0.829866,0.453957,3570.62,59.1653,6027.4,0.376748,0.97182,0.017761,9477.48,-0.00236905,0.256532,14.6764,12.7873,112.544,87.0672,0.410952,14.3202,13.6767,112.062,137.301,0.481348,-50.2341 
199,100,0.1,2,47.3227,2.3,199,9418.84,-0.00894663,21.2407,12.0885,113.118,0.00594014,-20.903,499.397,2.59832,1.44938,0.955766,1.89679,0.373096,120.379,388.9,33.8519,11313.4,8362.71,1.84033,0.691382,-0.560219,1.1388,-0.384896,1.20556,293.013,25.135,11217.5,0.0259623,0.869477,0.00411064,11286.1,-0.00221206,0.0463567,11.2712,11.3697,112.077,85.5625,1.01227,12.3518,11.213,112.265,136.95,-0.188027,-51.3872 
200,100,0.1,2,47.3227,1.7,200,8524.61,-0.323548,20.0996,12.1529,113.07,-12.7153,-7074.98,0.363566,1.13425,1.43228,4.00433,1.16952,0.922694,122.666,13.3482,17.8665,10821.1,2.93647e+06,0.361858,0.659886,2.45954,0.397122,0.150299,0.389496,-84.3597,8.98391,10723.4,-0.0080924,1.22906,0.00154091,10424.6,-0.00217623,0.0186023,12.5059,7.13405,105.171,79.6847,1.00077,12.1857,10.908,112.266,135.694,-7.09464,-56.0094 
201,100,0.1,2,47.3227,7,201,7737.09,-0.673001,17.2181,14.1933,112.841,-1.90688,898.539,459.75,1.34891,2.40695,3.61356,0.708118,-2.83326,167.923,2998.59,62.2378,7126.59,63732.6,0.291539,1.34958,1.49883,-0.349249,-3.89063,2.36265,2864.83,50.078,6992.83,0.294802,0.970318,0.0130202,9717.81,-0.00264987,0.216911,14.5098,12.5158,112.179,87.2458,0.509339,14.0076,12.9252,112.123,137.315,0.0559403,-50.0693 
202,100,0.1,2,47.3227,8,202,7295.45,-0.635601,16.0655,14.3504,112.974,-0.141414,-427.667,5.58835,2.99123,1.31272,0.762186,1.69572,-1.50274,116.594,3346.31,56.2732,6208.42,9473.82,2.25707,0.578562,-0.706134,0.961562,-2.2369,1.82671,3253.44,47.8304,6115.55,0.351849,0.974918,0.0142027,9246.68,-0.00251008,0.242793,14.6899,12.3838,112.626,86.6256,0.445373,14.0147,12.8308,112.274,136.001,0.351969,-49.3755 
203,100,0.1,2,47.3227,3.5,203,8976.28,-0.581152,20.2775,12.8674,113.094,-1.32673,671.831,119.352,3.0748,1.36644,-1.66192,0.892328,-0.353981,148.496,1364.79,44.5046,9903.49,37509.9,2.13976,0.431408,-3.53199,-0.0427092,-1.28902,-0.540641,1246.51,33.7517,9785.21,0.115034,0.954759,0.00631378,10836,-0.00226726,0.118717,12.8744,11.8228,112.943,87.4228,0.828686,12.706,11.7209,112.212,137.06,0.73057,-49.6373 
204,100,0.1,2,47.3227,2,204,8841.64,-0.154217,20.8157,12.2149,113.045,0.0460423,77.2538,1.82122e-08,1.2705,0.789805,0.812583,-0.0131494,2.96085,92.9593,173.79,33.4134,11110.1,8392.85,0.685162,0.204466,-0.358096,-0.598489,2.37551,1.15512,99.7449,26.682,11036,0.00913831,0.681139,0.00443395,10915,-0.00303649,0.0221615,8.33254,106.711,119.48,98,1.00279,12.359,10.8006,112.009,136.284,7.47118,-38.2837 
205,100,0.1,2,47.3227,4,205,9821.03,-0.632333,21.239,13.4204,113.232,0.462576,-1097.89,250.989,1.63912,0.829302,-0.424211,1.15506,-1.83957,134.041,2134.54,57.5301,10022.6,25811.3,0.7951,-0.0147208,-2.11226,0.311037,-2.68359,0.429802,2027.78,47.8239,9915.82,0.172646,0.960363,0.00880621,11745.3,-0.00249005,0.177233,12.7828,12.1963,112.647,86.7038,0.764598,13.4467,12.3814,112.565,136.601,0.0821418,-49.8973 
206,100,0.1,2,47.3227,10,206,7443.75,-0.0174812,15.3019,13.9557,112.887,-0.0499093,24.1077,500,0.657451,0.304977,5.84449,-0.0313391,0.198393,124.289,3559.61,71.2867,5948.75,6990.92,-0.125164,-0.477639,4.27926,-0.813955,-0.584222,-0.878287,3460.61,62.2867,5849.74,0.376425,0.969464,0.019237,9193.36,-0.00241639,0.241994,14.8285,13.126,112.424,86.7536,0.40391,14.6046,13.1669,112.214,136.265,0.20999,-49.5113 
207,100,0.1,2,47.3227,0,207,9008.36,-0.579811,21.0742,12.4051,113.044,0.161642,91.1485,439,2.4788,1.68517,0.92896,-1.99023,-0.51179,155.099,-18.5598,28.4214,11322.7,8989.93,1.50218,0.708547,-1.02428,-2.96685,-1.48841,0.686651,-142.102,17.1903,11199.2,-0.0131174,1.26855,0.00281958,10833.1,-0.00223514,0.0112765,15.6925,8.87667,109.423,74.1063,1.05861,12.1678,10.8578,112.239,135.742,-2.81523,-61.6361 
208,100,0.1,2,47.3227,2.6,208,7972.41,-0.0179657,18.8585,11.7394,113.201,0.0043464,1.34345,500,2.22095,2.17545,-0.15124,0.853035,-0.940686,120.91,519.86,22.8719,9728.9,7207.07,1.4596,1.41411,-1.67392,0.0916946,-1.70203,-3.07734,423.551,14.1165,9632.59,0.0429413,0.944889,0.00269233,9863.49,-0.00213358,0.0642952,11.3525,10.1507,112.506,86.1574,0.907691,12.1104,10.9089,112.286,136.279,0.220117,-50.1214 
