cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
201,2,48.3779,0,201,16842.2,0.166212,27.8892,12.4417,96.2055,0.0261619,-119.209,499.634,0.918371,7.29934,3.04628,2.58874,1.56081,-126.288,-116.145,-13.7051,15841.6,11397.2,1.71357,8.09454,4.63668,3.38394,2.35601,0.770288,60.9862,-0.58427,16018.8,0.00430769,1.01705,-6.71936e-05,14157.5,10692.8,1051.36,268981,0.000865315,0.0249266,12.243,9.24856,118.928,59.5494,1.29233,12.3093,12.1468,95.8221,125.304,23.1055,-65.7545 
202,2,48.3779,1.3,202,14729,-0.00725599,24.4833,12.4603,96.1499,0.00538177,-12.537,4.46424e-11,1.24442,3.31439,-0.580431,3.29008,0.586056,-133.671,268.951,21.0166,13287.1,9933.24,2.08611,4.15608,1.10295,4.13177,1.42775,0.914531,456.437,34.9045,13474.6,0.0370663,0.88197,0.00474912,12314.1,7921.27,1223.59,196688,0.0013768,0.0515013,8.25415,7.8837,97.1674,72.7894,1.13278,12.0738,11.7483,95.7496,124.819,1.41777,-52.0292 
203,2,48.3779,1.16,203,15013.6,0.0970531,25.1988,12.2074,96.2347,0.02329,92.7278,500,2.76371,4.02504,6.62926,1.61741,1.03948,-187.149,-69.5763,-7.11569,13924.5,10084,3.94214,5.20346,8.98611,2.79583,2.2179,0.611755,192.918,12.3283,14187,0.0152174,0.899416,0.00159821,12677.5,8705.03,983.94,217631,0.00109468,0.0255781,10.3476,8.8111,117.29,57.5353,1.19736,11.9334,11.797,95.8501,125.133,21.4397,-67.5979 
204,2,48.3779,1.6,204,13094.6,0.106884,21.1651,12.599,96.3592,0.604097,-712.811,3.06788e-07,-0.154704,3.14093,2.30435,4.15782,2.20158,-181.68,3235.61,17.5114,8805.65,22698.3,0.989289,4.28493,4.59233,5.30182,3.34557,0.751953,3490.44,36.3873,9060.48,0.304478,0.982083,0.00734364,11463.7,3878.79,16078.7,77482.2,0.00116407,0.347371,11.5773,10.0166,96.7944,74.1442,0.66915,12.6629,12.541,95.7235,125.163,1.07083,-51.0189 
205,2,48.3779,0,205,16011.7,0.057535,25.5272,12.896,96.1719,-1.14311,-438.231,499.998,5.64257,3.02386,8.2127,1.17803,1.53405,-168.214,-82.0573,-19.0855,14892.5,27023.9,6.70176,4.08306,10.3311,2.23723,2.59325,0.601829,153.879,-1.6088,15128.4,0.0114264,1.01864,-0.000195932,13466.9,9068.75,1072.24,226775,0.000995001,0.0271942,-12.5878,7.64731,120.227,57.6173,1.15944,12.6974,12.3423,95.6874,125.07,24.5401,-67.4524 
206,2,48.3779,1.24,206,16773.6,0.165008,26.3778,13.1033,96.0097,0.0513754,-157.693,205.064,3.9007,4.06852,5.23863,2.35409,3.88621,-159.899,-64.4505,-40.4615,15689.5,11515.3,4.90754,5.07536,7.25231,3.36094,4.89305,0.715475,159.824,-23.8487,15913.8,0.0112838,1.35342,-0.00276826,14163.9,9654.1,997.073,242302,0.000905574,0.0217057,-13.2701,8.08282,119.075,59.0177,1.17098,12.9583,12.6795,95.6067,124.803,23.468,-65.7855 
207,2,48.3779,1.18,207,16044,0.0545079,26.3972,12.5625,96.1543,-0.0715067,-107.916,1.04685e-07,1.00038,1.09715,3.64509,0.57021,3.19915,-126.943,-113.597,-15.6776,15001.3,11046.4,1.79971,1.89647,5.24374,1.36954,3.99848,0.633508,64.453,-2.48864,15179.4,0.00480194,1.07247,-0.000302103,13422.3,9549.7,1066.41,238833,0.00107598,0.0227572,11.3031,8.0086,118.845,59.4783,1.22176,12.2644,12.1252,95.7723,125.429,23.0731,-65.9507 
208,2,48.3779,2,208,11685.7,0.0934859,18.7721,12.4422,96.6457,-0.286548,-97.6734,453.789,3.47703,7.6942,-3.62068,1.6493,-0.0539439,-162.012,3897.49,36.575,6822.93,8514.47,4.49717,8.71434,-1.58039,2.66945,0.9662,1.10352,4124.72,53.4074,7050.17,0.399339,0.977843,0.0137625,10328.9,2995.13,21809.5,48588.7,0.00113776,0.408167,11.5805,10.0224,96.7038,74.5589,0.537088,12.5906,12.1591,95.9573,125.565,0.746518,-51.006 
209,2,48.3779,1.4,209,13301.3,0.0313798,22.0539,12.2502,96.2629,-0.0281717,-77.0568,499.707,2.16061,0.236297,1.66962,4.81455,2.46658,-156.666,1023.06,34.9419,11141.5,8865.45,3.14709,1.22278,3.64258,5.80103,3.45306,0.789038,1242.8,51.2189,11361.2,0.110563,0.93273,0.00823621,11240.7,5756.02,2688.94,139083,0.00149891,0.131616,10.21,8.7535,96.8169,73.4035,0.964423,11.9548,11.5627,95.7625,124.078,1.05437,-50.674 
210,2,48.3779,1.8,210,12390.9,0.189769,19.5964,12.6365,95.9625,-0.182173,969.16,107.961,3.1803,2.44476,2.54501,3.30576,1.7036,-147.954,3205.4,49.7846,8055.52,13808.6,4.11193,3.37639,4.40826,4.23739,2.63523,0.765133,3412.92,65.1564,8263.04,0.31943,0.967671,0.0143175,10684.4,3447.3,15468.3,66542.2,0.00147975,0.348765,11.3846,9.69127,96.3946,73.8876,0.634972,12.5067,12.0467,95.2235,124.832,1.17102,-50.9442 
