cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,7,10,22251,-0.0480526,36.1025,13.5385,97.142,-0.0133884,41.6422,467.576,-1.78908,0.786022,-3.13389,-1.75891,1.38687,-140.953,10065.6,80.6313,12032.7,15929.4,-0.901532,1.67357,-1.3588,-0.871367,2.27441,2.66461,10263.3,95.2758,12230.4,0.502746,0.984014,0.0141471,20414.6,0.000334383,0.891047,13.01,10.5004,97.2635,73.1388,0.847651,13.6829,12.6708,96.5836,124.287,0.679927,-51.1484 
11,0,11,24205.1,0.0288033,39.5862,13.297,97.3231,0.0089134,-33.7481,497.145,1.81162,0.181119,-0.0362705,1.8595,2.13657,-170.14,11524.7,87.0638,12516,17145.2,2.88294,1.25244,2.10638,2.93082,3.2079,0.829863,11763.3,104.741,12754.7,0.52633,0.984657,0.0149018,22349.7,0.000567033,1.03847,12.8672,10.3765,97.477,73.1051,0.909036,13.288,12.5171,96.7411,124.22,0.735966,-51.1145 
12,0,12,23583.8,-0.0570846,39.1021,13.2665,97.3092,1.47406,-516.624,15.2816,3.14632,0.785152,2.51548,-0.661228,-2.45172,-179.98,11248.9,76.1744,12282.6,41677.5,4.2796,1.91844,4.78204,0.472055,-1.31844,0.528105,11501.4,94.8735,12535,0.525046,0.98577,0.0137506,21905.5,0.000236164,1.02555,12.7262,10.3709,97.3754,71.6089,0.881994,13.4892,12.6784,96.8455,122.281,0.529898,-50.6725 
13,5,13,22111.2,0.0446067,36.1836,13.1339,97.3753,-0.120241,-111.016,19.075,0.964547,0.686863,1.37053,-3.01443,1.20627,-171.061,9960.41,75.1445,11796.7,15904.8,2.04167,1.76399,3.52479,-1.9373,2.28339,0.540837,10200.3,92.9171,12036.6,0.505199,0.984309,0.0140208,20190.8,0.000844842,0.933624,12.5324,10.1878,97.4264,73.515,0.862409,13.2791,12.3702,96.8558,124.875,0.570519,-51.3602 
14,0,14,24166.6,0.02749,39.5236,13.2951,97.3039,-0.0134107,-13.7719,1.69258e-10,-0.0463129,3.72248,-5.06799,-1.83416,-2.40798,-117.838,11295.4,68.7712,12603.5,17111.8,0.695681,4.46448,-3.584,-1.09217,-1.66598,-2.03216,11460.7,81.0141,12768.8,0.519552,0.987781,0.0115526,22058.8,0.000399994,0.999538,12.8959,10.6982,97.4146,73.7963,0.892725,13.4561,12.7765,96.7033,125.068,0.71128,-51.2712 
15,3,15,22664.3,-0.0238862,37.4857,13.2053,97.2296,-0.0290708,24.6923,353.813,1.2849,1.27184,-3.6247,-0.625921,0.646748,-163.164,10596.4,63.701,11889.3,16137.6,2.3123,2.29924,-1.5699,0.40148,1.67415,1.30679,10825.3,80.6531,12118.2,0.518368,0.98713,0.0121117,20883.4,0.000362796,0.984009,12.6996,10.2596,97.3206,73.5131,0.866087,13.3215,12.5851,96.5314,124.833,0.789248,-51.32 
16,4,16,23035.2,-0.050486,37.9627,13.3311,97.3058,0.0294201,1.12059,459.044,0.305034,-0.22023,0.337947,-1.45242,-3.39843,-135.702,10547.5,73.2241,12371,16475.8,1.15952,0.634251,2.04691,-0.59794,-2.54394,-1.92921,10737.8,87.3231,12561.3,0.507368,0.985968,0.0126439,21163.7,0.000380503,0.945553,12.8672,10.4431,97.3654,73.2485,0.885738,13.4273,12.6702,96.7804,124.448,0.585005,-51.1995 
17,10,17,20133.2,-0.0839911,33.1524,13.4347,97.4365,0.0784867,-0.663695,7.37707e-11,2.75819,3.57612,2.27341,1.81697,0.79803,-103.008,9074.29,60.573,11048,14500.7,3.4068,4.22473,3.57063,2.46558,1.44664,0.763759,9218.76,71.2751,11192.4,0.498083,0.98665,0.0115948,18508.5,2.68748e-05,0.779597,13.1149,10.823,97.5532,73.078,0.770974,13.5397,13.0048,96.9284,124.385,0.624772,-51.3074 
18,6,18,22560.6,0.00915314,36.7918,13.2913,97.1175,-0.0258987,-23.8036,444.99,-0.0123832,1.47906,-2.84325,0.302797,-1.67415,-226.513,10027,76.0737,12286.6,15939,1.41391,2.90536,0.00933557,1.72909,-0.247862,0.998393,10344.7,99.6076,12604.3,0.49719,0.983429,0.0143486,20806.3,0.000617135,0.926102,12.6713,10.2473,97.1834,73.8205,0.890553,13.3923,12.4802,96.5256,125.105,0.657771,-51.285 
19,2,19,23987.2,-0.0348541,39.6677,13.2347,97.0392,-0.105905,174.059,262.765,1.05312,3.53598,1.79691,0.748269,-1.65768,-186.519,10831.2,79.2281,13022.8,17690.2,2.22758,4.71043,4.14583,1.92273,-0.48322,0.668952,11092.8,98.6066,13284.4,0.501509,0.984682,0.013489,22118.8,0.000265642,0.994734,12.7381,10.3794,97.0979,73.0127,0.937586,13.4407,12.6386,96.4752,124.203,0.622697,-51.1903 
20,0,20,23052.3,0.000398734,38.368,13.0525,97.354,-0.0551106,50.8351,3.46298e-10,-0.551536,2.29412,2.05867,-0.567603,-2.37572,-195.177,10707,62.4284,12165.7,16393.8,0.677445,3.5231,4.51663,0.661378,-1.14674,0.45132,10980.8,82.7066,12439.4,0.515396,0.986991,0.0120995,21305.5,0.000472123,0.993094,12.5544,10.3558,97.5463,72.9491,0.898079,13.2062,12.4573,96.6918,123.891,0.854546,-50.9419 
21,8,21,19855.5,-0.0208849,32.7806,13.2292,97.2851,0.445666,-318.326,428.241,1.7785,3.5275,-0.182374,-1.13663,0.279478,-173.508,8400.36,84.7078,11163.8,18735.3,2.87104,4.62003,2.00269,-0.044095,1.37201,0.814937,8643.72,102.735,11407.1,0.477246,0.979624,0.0163196,18111.6,0.000441325,0.782916,12.6457,10.3495,97.4977,73.6827,0.807864,13.3563,12.5656,96.6038,125.227,0.893859,-51.5443 
22,9,22,20705,0.0304761,33.5506,13.4318,97.6624,-0.0606822,-0.773703,1.61019e-11,-1.74161,2.08619,-1.78134,0.521351,4.30295,-127.439,8929.41,89.9799,11372.3,14671.5,-0.939163,2.88863,-0.176447,1.3238,5.1054,1.02151,9108.15,103.22,11551,0.487184,0.980553,0.0161945,18695.5,0.000404869,0.800278,12.8779,10.6702,97.6757,73.0687,0.803342,13.5923,12.7234,97.1372,124.307,0.538523,-51.2384 
23,7,23,21588.3,0.479139,34.4919,13.2292,97.1284,-0.635739,-21.8579,3.25911e-12,0.784568,2.32672,1.40886,0.0432626,1.28118,-182.142,9190.39,80.9533,12019.4,15306.5,1.93147,3.47362,3.70265,1.19016,2.42808,0.709048,9445.86,99.8771,12274.9,0.481097,0.981832,0.0147674,19634,0.000307558,0.835993,12.9033,10.4786,97.3357,73.4769,0.848415,13.7224,12.6997,96.5293,124.948,0.806403,-51.4709 
24,0,24,22850.8,-0.0375711,38.045,13.1585,97.2055,0.0214136,-42.0391,1.07268,5.00796,3.16974,-0.0769755,0.593285,-2.32091,-230.541,10857.5,48.7629,11896.5,16326,6.45961,4.62139,2.82634,2.04494,-0.869256,0.812615,11180.8,72.7152,12219.8,0.524348,0.988747,0.0108428,21323.3,0.000204591,1.00567,12.9413,10.1954,97.266,72.2101,0.893031,13.1843,12.3069,96.6766,123.058,0.58944,-50.8479 
25,0,25,24070.8,0.0178293,39.8074,13.1122,97.3021,0.12338,-44.7562,1.9742e-09,1.94348,1.91512,1.4673,1.26061,-1.7065,-221.887,11576.8,77.4938,12223.8,17171.4,3.34064,3.31229,4.26163,2.65778,-0.309339,0.678683,11888,100.547,12535,0.533285,0.985415,0.0145609,22292.1,0.000547382,1.09305,12.687,10.1184,97.3249,72.8061,0.919444,13.2854,12.1261,96.6959,123.666,0.62899,-50.86 
26,0,26,24027.2,0.0271071,39.3189,13.3296,97.4184,-0.0346343,-21.2178,1.38025e-11,-0.251523,-0.321495,-1.44545,0.00797871,-0.687327,-152.519,10997.2,85.964,12838.3,17085.3,0.70885,0.638879,0.475295,0.968352,0.273047,0.844899,11211.1,101.81,13052.2,0.50857,0.984357,0.0141653,22044.5,0.000466806,1.00918,12.9454,10.18,97.5025,73.0799,0.938897,13.4054,12.3845,96.8399,124.181,0.662557,-51.1016 
27,5,27,22728.6,-0.027776,37.4261,13.2743,97.1708,-0.0457701,-1.82063,4.22957,1.97512,3.64136,2.5618,1.34079,2.19409,-202.709,10506,63.4644,12108.6,16175.4,3.25152,4.91777,5.1146,2.61719,3.47049,0.735974,10790.4,84.5251,12392.9,0.511963,0.986477,0.0124081,21076.4,0.000146198,0.959678,12.8665,10.3917,97.1822,72.3268,0.868477,13.5513,12.6161,96.6423,123.253,0.53992,-50.9264 
28,0,28,24055.9,0.0126428,39.5934,13.1612,97.0181,0.0768475,-37.9798,457.585,0.60838,1.17307,0.857099,-2.25702,0.98903,-211.152,11255.4,93.1655,12530.6,17058.4,1.93795,2.50264,3.51624,-0.927446,2.3186,0.623851,11551.6,115.103,12826.8,0.520394,0.982861,0.0162617,22197.8,0.000666667,1.03808,12.7042,10.2447,97.0591,72.3773,0.923132,13.2423,12.4115,96.4539,123.238,0.605258,-50.8604 
29,3,29,23146.2,-0.0261671,38.3653,13.1822,97.2786,-0.0705983,167.121,255.471,-1.50891,4.20896,-0.156143,2.19866,-0.959896,-147.51,10397.8,57.3863,12513.2,16847.5,-0.580074,5.13779,1.70152,3.12749,-0.0310638,0.818129,10604.7,72.712,12720.1,0.501111,0.988143,0.0104203,21162.4,0.000533256,0.997269,12.6009,10.0288,97.372,72.1408,0.928044,13.315,12.2402,96.5842,123.129,0.787799,-50.9877 
30,4,30,20036.8,-0.00481585,33.5598,12.985,97.2798,-0.0568715,-42.075,457.68,4.74955,0.784687,0.666769,-0.829094,-0.152644,-195.508,9134.83,62.3891,10772,14263.8,5.98061,2.01575,3.1289,0.401969,1.07842,0.751786,9409.05,82.7017,11046.2,0.506478,0.984851,0.013604,18577.4,0.000451068,0.87165,12.624,10.0277,97.315,72.9097,0.821712,12.9884,12.1632,96.6709,123.79,0.644106,-50.8804 
31,10,31,19882.8,-0.000519341,32.2794,13.3814,97.2328,-0.0264795,6.7494,380.843,-0.00295799,3.30548,2.05006,-1.56822,2.08223,-184.34,8671.57,53.9609,10956.2,14067,1.15778,4.46622,4.37154,-0.407484,3.24296,0.659299,8930.12,73.1131,11214.7,0.489635,0.985875,0.0118669,18238.3,0.000533124,0.788927,12.8642,10.3545,97.4285,72.7701,0.783609,13.4608,12.533,96.5745,124.248,0.853963,-51.4779 
32,6,32,22986.9,-0.0203295,37.4953,13.4208,97.3043,-0.0168351,-5.81412,500,-0.769559,-1.22626,-1.81152,-1.55289,0.354103,-178.54,10445.4,59.2077,12426.9,16384.6,0.354658,-0.102046,0.436913,-0.428677,1.47832,0.74878,10695.8,77.7573,12677.4,0.50409,0.987438,0.0111724,21218,0.000250306,0.936276,13.0076,10.4457,97.4368,72.654,0.886831,13.5676,12.5907,96.6753,123.772,0.761483,-51.1177 
33,2,33,23516.4,-0.00366175,38.8682,13.2469,97.1561,0.108894,-18.4316,2.54794e-05,2.06123,2.63108,2.12778,-0.135249,-0.216317,-167.9,11185.5,87.8072,12197.9,16826.5,3.11845,3.6883,4.24223,0.921974,0.840906,0.668883,11421,105.251,12433.4,0.525327,0.984129,0.0153544,21740.7,0.000192639,1.01692,12.804,10.4495,97.3057,72.2909,0.892023,13.4575,12.4813,96.5508,123.377,0.754917,-51.0862 
34,0,34,23176.4,-0.0126477,37.867,13.3325,97.546,0.00286721,-1.30029,3.91222,-0.3872,1.16032,3.35328,-0.587341,-1.31723,-193.593,10828.5,67.828,12088,16435,0.831801,2.37932,5.79128,0.63166,-0.0982272,0.392682,11100,87.9416,12359.5,0.519702,0.986325,0.0129375,21358.4,0.000522042,0.988724,12.8597,10.313,97.6378,72.7914,0.868592,13.4245,12.5773,96.9159,123.752,0.721946,-50.961 
35,8,35,20767,0.0765809,34.0869,13.2192,97.2459,-0.0224176,-33.2902,2.65289e-11,1.43492,3.37266,1.96659,1.00394,-2.54024,-190.09,9184.24,85.3258,11465.6,14692.9,2.63187,4.56961,4.36048,2.20089,-1.34329,0.648902,9450.86,105.075,11732.2,0.492525,0.980915,0.0162304,19188.6,0.000315471,0.844941,12.684,10.346,97.3481,73.0904,0.821075,13.4819,12.6333,96.6576,124.198,0.69046,-51.1072 
36,9,36,19364.5,-0.0416856,31.9879,13.2973,97.29,-7.27242e-06,-15.6314,128.787,0.887333,0.83374,4.06735,0.381015,0.960635,-158.218,8585.46,81.1804,10627.9,13846.7,1.88359,1.83,6.05987,1.37727,1.95689,0.537683,8807.37,97.6187,10849.8,0.494442,0.980973,0.0163036,17812.7,0.000422623,0.792187,12.6602,10.3156,97.3672,72.6703,0.784766,13.3179,12.3236,96.7846,123.785,0.582622,-51.1147 
37,7,37,21078.9,0.0159603,34.2546,13.4204,97.212,-0.00264232,-13.326,0.475152,1.65419,1.73012,0.665606,-3.96668,-2.12369,-143.943,9509.6,59.355,11427.7,14966.3,2.56056,2.63649,2.47834,-3.06031,-1.21732,0.270594,9711.49,74.3101,11629.6,0.501521,0.986786,0.0116336,19364.1,0.00020418,0.849794,13.0074,10.5106,97.4603,73.5551,0.815053,13.6043,12.599,96.3665,125.09,1.09383,-51.5346 
38,0,38,23626.7,0.0212604,38.6108,13.28,97.3915,-0.0120048,-23.2316,500,0.271069,0.436996,6.01547,-0.141375,-0.328834,-177.201,11118.3,81.2449,12249.2,16700.9,1.38686,1.55278,8.24704,0.974412,0.786953,0.363067,11366.8,99.6554,12497.8,0.522854,0.984889,0.014476,21740,0.000549286,1.03636,12.8117,10.1533,97.5012,72.7112,0.905356,13.3968,12.2159,96.7919,123.519,0.709284,-50.8077 
39,0,39,22632.5,-0.0318419,37.3886,13.2603,97.6256,-0.0437456,16.944,500,-2.06188,-0.232344,3.04054,1.14827,1.99823,-124.691,10067.1,56.3746,12344.6,16163.6,-1.27673,0.552805,4.61084,1.93342,2.78338,0.464088,10242,69.3295,12519.5,0.496384,0.988293,0.010098,20633.2,0.000549707,0.94841,12.6433,10.1744,97.8612,74.3083,0.916489,13.259,12.2439,97.0031,125.881,0.85808,-51.5722 
40,5,40,19636.4,-0.00134818,32.7894,13.0129,97.2568,-0.0177706,-23.7382,351.545,-0.151807,5.34538,0.811229,-3.30551,0.126565,-171.177,8814.15,55.0769,10687.8,13903.8,0.926048,6.42324,2.96694,-2.22766,1.20442,0.680734,9054.25,72.8615,10927.8,0.499562,0.986113,0.0121332,18124.4,0.000370058,0.83147,12.5373,10.2269,97.3483,73.6323,0.79268,13.1536,12.4306,96.5872,124.921,0.761095,-51.2888 
41,0,41,23426.4,0.0310647,38.8934,13.2068,97.2036,-0.0409274,-23.689,500,0.877429,1.92234,0.924499,-3.46553,0.492836,-133.342,10679.1,74.0062,12670,16752.8,1.71705,2.76196,2.60374,-2.62592,1.33246,0.550249,10866.2,87.86,12857,0.504523,0.986048,0.0124317,21537.5,0.000250932,0.986933,12.7006,10.3206,97.2837,72.9301,0.921779,13.387,12.5385,96.5403,123.952,0.743407,-51.0223 
42,3,42,21776.4,0.00461198,36.0946,13.0904,97.2713,-0.0165995,-48.3189,436.65,-1.16917,-0.542987,4.89479,-5.83037,-1.50111,-249.049,10034.3,74.2051,11574.7,15407.4,0.399023,1.02521,8.03118,-4.26218,0.067083,-0.52675,10383.6,100.08,11924,0.511999,0.983413,0.0152257,20280.5,0.000514783,0.953064,12.6156,10.0476,97.1618,71.8738,0.869751,13.1075,12.2721,96.8344,122.468,0.327387,-50.5945 
43,4,43,20635,-0.0131984,34.4219,13.0649,97.3562,-0.0887258,-271.081,499.733,-0.513004,1.01283,-1.70683,-2.59673,1.54123,-149.09,9701.08,53.4521,10747.1,15422.8,0.425772,1.9516,0.170726,-1.65795,2.48,0.949342,9910.19,68.942,10956.3,0.521482,0.987972,0.0114586,19003.9,0.000350206,0.894999,12.8825,10.2798,97.3295,72.3988,0.806045,13.0556,12.3694,96.8751,123.227,0.454378,-50.8285 
44,10,44,19850.7,-0.037767,32.5457,13.3803,97.19,0.0670311,-18.1966,495.052,-0.681211,-0.533476,-2.58321,-2.20925,-2.65088,-162.756,8765.5,63.2777,11053.6,14215.7,0.343619,0.491354,-0.533549,-1.18442,-1.62605,0.78735,8993.78,80.1874,11281.9,0.489918,0.984637,0.0129238,18357.7,0.000147798,0.78756,12.8877,10.4976,97.2978,73.0043,0.78039,13.6051,12.7108,96.6719,124.385,0.625824,-51.3806 
45,6,45,20664.9,-0.00787195,34.0554,13.217,97.2601,0.00456522,-7.71906,2.62498e-11,1.36273,1.82241,1.20585,0.505236,4.64014,-165.253,9434.56,76.6208,11055.4,14653.7,2.40329,2.86296,3.28696,1.54579,5.6807,0.791697,9666.35,93.79,11287.2,0.507828,0.983304,0.0150761,19034.7,0.000498739,0.871092,12.5799,10.3405,97.3482,72.1922,0.804532,13.395,12.4313,96.7139,123.037,0.634304,-50.8447 
46,2,46,22893.4,-0.0226619,37.731,13.2796,97.0789,-0.0267728,10.6569,6.17958e-10,-0.615241,1.729,1.89154,0.102518,0.995335,-159.711,10608.7,77.7409,12160.8,16320.2,0.390417,2.73466,3.90286,1.10818,2.00099,0.614993,10832.7,94.3343,12384.8,0.513105,0.984989,0.013837,21112.1,0.000362402,0.976812,12.8408,10.2868,97.2209,72.5675,0.890666,13.34,12.3887,96.4882,123.324,0.732726,-50.7561 
47,0,47,23796.1,-0.00597364,39.1481,13.2207,96.9761,-0.0881776,27.7867,265.179,-2.37716,-0.477234,0.8094,-3.19312,1.55461,-166.626,11079.7,76.0259,12402.1,16928.2,-1.32796,0.571969,2.90781,-2.14391,2.60381,-0.11337,11313.4,93.3378,12635.8,0.518936,0.985768,0.0134245,21801.1,0.000574972,1.0262,12.7606,10.2332,96.9558,72.5035,0.917788,13.3492,12.3036,96.4886,123.542,0.467206,-51.0383 
48,8,48,19053.1,-0.0148077,31.7811,13.0982,97.185,0.00982362,-3.4332,3.68028e-11,-2.30085,0.04322,-1.68518,-0.341981,-1.72177,-145.997,8206.61,82.4496,10662.5,13552.2,-1.38154,0.962527,0.153437,0.577326,-0.802463,1.31268,8411.39,97.6182,10867.3,0.482547,0.980095,0.0162779,17431.2,0.000235894,0.773169,12.7138,10.2935,97.1354,72.9171,0.787437,13.3049,12.3597,96.6813,124.289,0.45417,-51.3717 
49,9,49,18718.6,-0.0186472,31.0935,13.1446,97.0596,0.130592,-71.3166,245.358,-0.452098,0.292431,5.23059,-0.313096,3.26886,-189.641,8197.13,72.3501,10405.8,13608.1,0.742022,1.48655,7.61883,0.881024,4.46298,0.498478,8463.12,92.0531,10671.8,0.488612,0.981321,0.0156411,17320.7,0.000375802,0.773468,12.6076,10.1415,97.1436,72.773,0.753418,13.3356,12.5412,96.433,123.683,0.710534,-50.9101 
50,7,50,20059.3,-0.00483246,33.391,13.0654,96.9709,-0.027939,-36.8012,87.3732,-0.0467165,0.493119,-0.637505,-5.28932,-1.62779,-157.772,8795.64,83.2842,11148.3,14235.4,0.946733,1.48657,1.34939,-4.29587,-0.63434,2.17592,9016.93,99.6761,11369.6,0.488625,0.981022,0.0158929,18453.7,0.000394478,0.820875,12.6056,10.3147,96.9627,72.6745,0.813817,13.2132,12.4964,96.492,123.8,0.470724,-51.1253 
51,0,51,22093.7,-0.0824465,37.2711,13.127,96.9561,0.0534921,33.2148,134.178,-0.32468,-0.599592,-0.626169,-1.98687,-2.44456,-153.966,10002.1,88.9929,12135.9,15984.8,0.6448,0.369888,1.31279,-1.01739,-1.47508,8.95672,10218,104.989,12351.9,0.499169,0.982336,0.0154163,20470.1,0.000147125,0.954367,12.6857,10.0219,96.9377,72.4045,0.90931,13.1638,12.3364,96.4742,123.379,0.463436,-50.9747 
52,5,52,22955,-0.00216722,37.4347,13.3262,97.0884,-0.0345073,72.3045,228.533,0.425481,-0.17646,2.17047,1.05235,0.464293,-210.301,10398.8,80.6525,12252.6,16320.9,1.74969,1.14775,4.81888,2.37656,1.7885,0.594417,10693.7,102.502,12547.6,0.506615,0.983503,0.0148252,21108.3,0.000479592,0.927765,13.0533,10.459,97.1704,72.4086,0.883543,13.3736,12.6026,96.4944,123.44,0.675965,-51.031 
53,0,53,21866.9,-0.0190574,36.3791,13.1158,97.0128,0.00753213,-26.9347,273.819,-1.10626,2.50239,2.18305,-3.0968,1.25545,-178.179,10100.7,72.6155,11682.3,15539.2,0.0156883,3.62433,4.42693,-1.97485,2.37739,0.477308,10350.7,91.1276,11932.2,0.511033,0.984827,0.0138732,20254.4,0.000471577,0.975177,12.6202,9.86012,97.0138,72.8734,0.883535,13.2512,12.0422,96.4249,123.91,0.588876,-51.0363 
54,3,54,20988.7,-0.0126708,34.8468,13.1243,97.2449,-0.421871,-133.023,19.9708,-1.02131,1.35564,2.00208,-1.88218,0.180702,-155.194,9815.04,74.0652,10996.7,16714.8,-0.0440894,2.33286,3.95651,-0.904967,1.15792,0.39114,10032.7,90.1892,11214.4,0.518738,0.984512,0.0145985,19340.6,0.000480031,0.922982,12.6257,10.1659,97.3137,72.7101,0.818776,13.2435,12.2662,96.7077,123.529,0.606007,-50.8193 
55,4,55,21401.4,-0.0176337,35.4717,13.1618,97.3609,-0.0774821,53.1094,57.516,-1.91199,0.323055,2.91361,-0.882226,0.557024,-171.025,9701.44,84.9366,11511.4,15332.1,-0.835084,1.39996,5.06741,0.194676,1.63393,0.320803,9941.32,102.705,11751.3,0.504767,0.982242,0.0158448,19694.9,0.000454137,0.907235,12.784,10.169,97.3507,72.6691,0.85449,13.2114,12.304,96.8489,123.642,0.501793,-50.973 
56,10,56,19651.1,-0.0152858,32.4073,13.2249,97.2005,-0.0161937,45.1637,74.7136,-1.99117,1.22563,0.585539,-0.0599668,1.36638,-209.028,8562.39,57.0085,10979.7,13975.7,-0.674975,2.54182,3.21792,1.25623,2.68257,0.643387,8855.57,78.7257,11272.8,0.486249,0.984681,0.0127012,18212,0.000327344,0.802888,12.7951,10.116,97.2694,71.8318,0.798244,13.465,12.3727,96.6401,122.516,0.629224,-50.6839 
