cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
189,44.84,0.41,189,28821,0.0151467,61.2061,-11.4754,120.47,-0.0633935,-16.3023,1.5279e-10,-6.10675,0.58923,6.05927,-2.16495,0.637792,37.5015,2384.77,-43.744,28575.2,22898,-6.34288,0.353092,5.587,-2.40108,0.401654,3.32576,2332.17,-45.6921,28522.6,0.0868219,1.0355,-0.00295972,26861.6,-0.00400355,0.33069,9.90417,9.80694,121.51,89.493,2.77059,12.1283,11.2094,119.915,139.122,1.59537,-49.6288 
190,44.79,0.41,190,22992.9,-0.0648517,53.0864,10.8953,120.544,-0.0644178,-116.134,0.807897,-1.4528,-0.204297,-0.393824,0.690339,-1.08875,123.348,2150.8,-49.7837,23130.9,19072.2,-2.22949,-0.980987,-1.9472,-0.0863511,-1.86544,0.726111,1977.79,-56.1914,22957.9,0.0910518,1.05232,-0.00452913,21721.6,-0.00390285,0.351944,9.42087,8.94666,121.487,88.9723,2.46218,11.5424,10.7779,119.993,138.624,1.49425,-49.6514 
191,44.77,0.41,191,28313.1,0.019345,59.8265,11.5307,120.203,0.156252,-84.4868,500,-6.184,1.65762,-4.16786,3.89891,-2.718,92.8774,1679.1,-34.832,28769.1,22886.3,-6.76883,1.0728,-5.33751,3.31409,-3.30283,0.515753,1548.83,-39.6568,28638.9,0.0591648,1.04691,-0.00255732,26178.3,-0.00400661,0.247079,9.75751,9.58929,121.584,89.819,2.80029,12.1531,11.1508,119.615,139.33,1.96966,-49.5112 
192,44.85,0.41,192,29823.8,-0.0529265,62.732,11.6581,120.417,-0.0573406,33.9741,500,-5.09208,0.355616,7.22602,0.306936,-2.94246,69.8717,1521.82,-57.294,30628.1,23870.8,-5.53204,-0.0843471,6.34609,-0.133027,-3.38242,3.27806,1423.82,-60.9237,30530.1,0.0514391,1.08094,-0.00368954,27679.7,-0.00436286,0.258088,9.4942,9.33216,121.864,91.0503,2.87308,12.3579,11.356,119.904,140.49,1.95952,-49.4393 
193,44.765,0.41,193,29670.9,-0.214309,62.6712,11.7067,120.447,0.200361,-32.4342,500,-1.34971,-0.160598,0.850357,-3.08275,1.93938,93.9328,1291.35,-59.0394,30700,24095,-1.94118,-0.752068,-0.332583,-3.67422,1.34791,0.93786,1159.6,-63.919,30568.3,0.0422469,1.10676,-0.00386678,27448.3,-0.00438694,0.230466,9.28076,9.45362,121.776,90.2049,2.85044,12.3721,11.4645,119.926,139.447,1.84971,-49.2421 
194,44.855,0.41,194,27591.6,-0.91507,60.6929,11.5846,120.483,2.14911,490.514,370.701,-0.56343,1.55619,1.20483,-0.618203,-1.70853,148.067,1198.33,-39.8287,28777.5,57204.9,-1.49577,0.623851,-0.659856,-1.55054,-2.64087,0.884705,990.654,-47.5205,28569.8,0.038757,1.09164,-0.00307342,25560.7,-0.00424894,0.203109,9.38224,9.20344,121.842,90.3638,2.81867,12.0014,11.2211,119.985,139.815,1.85743,-49.4516 
195,44.815,0.41,195,26085.8,-0.4366,57.772,11.2133,120.572,0.543303,-166.969,500,-5.38922,1.47374,-3.6891,-2.79706,-2.71035,171.483,3115.64,-37.8097,25062.2,24041.7,-6.469,0.39396,-5.84866,-3.87684,-3.79013,0.701457,2875.12,-46.7179,24821.7,0.1187,1.02927,-0.00347917,24221.8,-0.00368565,0.446194,9.68067,9.47333,121.299,89.6268,2.55806,11.7824,10.9466,119.984,139.522,1.31493,-49.8953 
196,44.795,0.41,196,26715.1,-0.212687,58.535,11.3241,120.37,1.79389,-1252.75,500,-5.59481,-1.23529,-5.10218,-1.54949,-4.205,177.865,2817.18,-44.5812,26211.1,94734.9,-6.71478,-2.35526,-7.34212,-2.66946,-5.32497,0.699175,2567.71,-53.821,25961.6,0.103143,1.03808,-0.00383351,24894.7,-0.0039657,0.399459,9.90076,9.52746,121.283,89.7613,2.58358,11.9535,11.1639,119.778,139.524,1.50501,-49.7627 
197,44.83,0.41,197,28970.5,-0.900645,62.432,11.7145,120.526,-0.0503744,1391.26,39.6838,-2.12744,3.48015,-3.21204,-1.81032,-5.98488,188.434,2766.21,-44.303,28510.9,26089.6,-3.31396,2.29363,-5.58508,-2.99684,-7.1714,0.667033,2501.91,-54.0918,28246.6,0.0933758,1.03932,-0.00354009,26794,-0.00408821,0.399492,10.0809,9.39667,121.366,89.533,2.74049,12.1731,11.2095,119.947,139.336,1.41868,-49.8032 
198,44.81,0.41,198,26907.1,-0.946261,60.331,11.4663,120.221,0.876333,222.714,476.697,-4.76897,1.07752,-0.997114,-0.592366,-0.763827,114.761,3155.26,-41.263,26230.4,28872.9,-5.49159,0.3549,-2.44236,-1.31499,-1.48645,0.764716,2994.29,-47.2246,26069.4,0.117821,1.02838,-0.00334814,25414,-0.0042205,0.45179,9.92722,9.5091,120.977,89.5727,2.63779,11.9438,10.9726,119.652,139.104,1.32497,-49.5317 
