cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
171,44.85,0.37,171,27511.3,-0.022654,58.1831,11.5029,119.822,-0.024128,-12.6237,500,-6.46943,-4.463,-2.23296,1.94998,3.87693,102.902,1979.81,-38.6164,27629.3,21797.1,-7.11738,-5.11095,-3.52885,1.30203,3.22899,0.685658,1835.48,-43.9619,27485,0.0720571,1.04375,-0.00295513,25472.6,-0.00370594,0.268935,9.98342,9.60021,120.862,89.0697,2.63826,12.12,11.3469,119.313,138.65,1.54941,-49.5807 
172,44.765,0.37,172,25471.4,-0.855407,57.0093,11.4066,120.333,0.901062,-287.931,202.941,-1.70788,3.25628,-1.3083,-1.51954,-3.33659,157.193,958.902,-57.7351,26771.2,29614.6,-2.69768,2.26648,-3.2879,-2.50934,-4.32639,0.688493,738.423,-65.901,26550.7,0.0313262,1.18509,-0.00459326,23572,-0.00404378,0.183559,8.58259,8.99312,121.668,89.4771,2.72523,11.8352,10.9794,119.833,139.112,1.83518,-49.6345 
173,44.855,0.37,173,26991,-0.871007,58.9197,-11.627,120.316,0.202228,817.412,444.04,-7.67683,-1.99221,1.02446,-3.8797,-1.85953,151.554,1442.67,-49.5041,27904.8,27682.1,-8.63112,-2.94651,-0.884134,-4.834,-2.81382,0.956034,1230.1,-57.3771,27692.2,0.0491149,1.08888,-0.00383139,25045.4,-0.00397505,0.218462,9.44285,9.2321,121.673,90.3476,2.72424,12.0276,11.1982,119.779,139.836,1.89439,-49.4879 
174,44.815,0.37,174,30945.5,-0.877343,64.4758,11.9656,120.45,1.75653,-536.491,499.977,-2.62375,-1.2562,-2.78293,-3.28683,-3.18946,168.318,3706.22,-35.5421,29317.9,55791.7,-3.6836,-2.31605,-4.90264,-4.34668,-4.24931,0.748561,3470.14,-44.2859,29081.9,0.121842,1.02284,-0.00281305,28480.5,-0.00379655,0.471556,10.5973,9.69566,121.361,89.5109,2.69615,12.3839,11.4858,119.766,139.529,1.59501,-50.0181 
175,44.795,0.37,175,29894.7,-0.0158169,62.0709,11.7005,120.28,-0.170348,31.7403,500,-4.8805,-1.72565,-2.24329,1.00601,-1.09918,137.506,3234.99,-41.2561,28873.3,23818.3,-5.74635,-2.5915,-3.97497,0.140166,-1.96502,0.718838,3042.12,-48.3993,28680.4,0.109795,1.02864,-0.00311832,27707.3,-0.00372564,0.419081,10.0265,9.80414,121.136,89.5521,2.72279,12.3232,11.2325,119.705,139.084,1.43107,-49.5314 
176,44.83,0.37,176,30900.7,-0.953044,64.6187,12.0598,120.699,0.25998,247.812,364.863,-7.02698,-3.20046,-5.76408,-1.0364,-2.47778,180.173,3114.03,-44.5175,30261.8,27465.6,-8.16148,-4.33496,-8.03308,-2.1709,-3.61228,0.694707,2861.32,-53.8772,30009.1,0.0998049,1.03407,-0.00331822,28669.1,-0.00409999,0.403476,10.3024,9.98532,121.698,89.2609,2.68111,12.4926,11.7665,120.025,139.353,1.67235,-50.0918 
177,44.81,0.37,177,33324.5,-0.144444,65.4895,12.3648,120.188,0.0316311,97.2428,2.27918e-06,-0.108855,-6.03331,-4.22093,2.27788,-0.941869,209.403,3880.33,-29.1392,31766.9,26460.7,-1.42741,-7.35187,-6.85805,0.959326,-2.26043,0.595119,3586.63,-40.0173,31473.1,0.117005,1.01991,-0.00234769,30653.5,-0.00390569,0.426677,11.2839,10.4348,121.138,89.3254,2.60381,12.9963,12.1862,119.523,139.274,1.61449,-49.9485 
178,44.775,0.37,178,30332.3,-0.041235,62.5012,11.8227,120.553,-0.0451509,-7.25118,500,-7.95268,0.421059,0.964635,-3.54072,-4.48826,168.573,2094.24,-41.3467,30436.9,24065.3,-9.01414,-0.6404,-1.15828,-4.60218,-5.54972,0.944751,1857.8,-50.1037,30200.5,0.0667549,1.04953,-0.00306549,27830.2,-0.0039406,0.271688,10.3369,9.79143,122.19,89.807,2.79225,12.4062,11.5162,119.935,139.232,2.25561,-49.4254 
179,44.86,0.37,179,29015.6,-0.953848,61.2422,12.0557,120.34,0.587919,2238.71,37.7312,-3.8339,-5.47345,-3.74333,0.116817,-3.03586,129.807,1202.35,-53.5159,30303.3,66880.7,-4.65126,-6.29081,-5.37805,-0.700543,-3.85322,0.742355,1020.28,-60.2591,30121.3,0.0378942,1.11527,-0.00369885,26924.6,-0.00440378,0.169859,10.0464,9.83798,122.023,90.3168,2.79459,12.4452,11.4994,119.793,139.428,2.23023,-49.1108 
180,44.76,0.37,180,26970.4,-0.136341,58.5436,11.4562,120.483,0.121014,14.4852,500,-2.97202,-5.29288,-5.79301,-1.048,-6.86769,242.233,1041.83,-45.5254,28374.2,21890.2,-4.49729,-6.81816,-8.84357,-2.57328,-8.39296,0.715872,702.071,-58.109,28034.4,0.028296,1.16938,-0.0038329,24811.7,-0.00405236,0.152272,9.07777,10.3035,122.395,90.6814,2.8009,11.9799,11.1026,119.95,139.543,2.4452,-48.8617 
