cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
231,44.84,0.49,231,28045.1,-0.305427,60.3708,11.6137,120.708,0.436878,-850.848,0.156016,-3.2303,-0.82936,-6.14001,-5.90649,0.0220997,131.983,2203.52,-55.3394,28281.1,34924.7,-4.06136,-1.66042,-7.80214,-6.73755,-0.808962,0.629712,2018.4,-62.1957,28096,0.0770941,1.057,-0.00409453,26181,-0.00432476,0.344395,9.79184,9.49932,121.708,90.3242,2.71182,12.2406,11.1978,120.141,140.037,1.56743,-49.7124 
232,44.79,0.49,232,28274.1,-0.289514,60.5148,11.5434,120.68,-1.37487,289.673,500,0.0370805,1.55828,0.781516,0.996636,-0.558072,244.03,2580.96,-30.261,27911.9,35704.9,-1.49951,0.0216878,-2.29167,-0.539954,-2.09466,0.642157,2238.68,-42.9379,27569.6,0.0862738,1.03473,-0.00287722,25948.5,-0.00393964,0.376944,9.61297,9.49199,121.739,90.0785,2.72559,12.1377,11.0876,120.177,139.654,1.5622,-49.5754 
233,44.77,0.49,233,28093.7,-0.0453342,59.4146,11.61,120.584,0.0308955,18.9459,496.658,-3.28322,-5.53188,-2.17647,-0.711077,-2.30386,155.12,1203.83,-53.9477,29044.5,22474.4,-4.25997,-6.50862,-4.12997,-1.68782,-3.28061,0.792119,986.256,-62.0058,28826.9,0.0382605,1.12362,-0.00397808,25777.4,-0.00410343,0.199821,9.56293,9.49351,121.786,90.1981,2.79446,12.2101,11.2284,119.989,139.857,1.79778,-49.659 
234,44.85,0.49,234,28346.1,-0.0313451,60.5936,11.5042,120.47,0.0965311,-6.98363,124.09,-4.68871,-2.46987,3.48868,-5.72985,-5.27957,165.938,1919,-36.34,28586.2,22714.2,-5.73358,-3.51474,1.39894,-6.77472,-6.32444,1.06678,1686.26,-44.9602,28353.4,0.0646814,1.04894,-0.00292959,26070.2,-0.00390156,0.27543,9.68745,9.47564,121.648,89.4029,2.77607,12.1051,11.197,119.947,138.604,1.70119,-49.2014 
235,44.765,0.49,235,28322.4,-0.934429,61.335,-11.758,120.447,3.29785,-1456.49,172.299,-1.1692,-4.75615,-3.16191,-4.04155,-4.24704,186.537,891.317,-69.919,29736.9,179839,-2.34378,-5.93073,-5.51106,-5.21613,-5.42161,0.774352,629.68,-79.6093,29475.2,0.0242386,1.28411,-0.00500019,25978.4,-0.00440127,0.168163,9.63323,9.20748,122.122,90.9529,2.8877,12.1486,11.2105,119.947,140.087,2.17488,-49.1339 
236,44.855,0.49,236,26823.3,-0.0149333,58.5873,11.4915,120.577,-0.0370891,13.9476,0.0190003,-6.27508,-1.22748,-11.5136,-3.85428,-7.24597,109.01,1281.5,-62.7364,28167.1,21933.6,-6.96148,-1.91388,-12.8864,-4.54069,-7.93238,0.623589,1128.6,-68.3993,28014.2,0.0447488,1.11864,-0.00451799,25220.8,-0.00454819,0.250861,9.19907,8.81039,121.867,89.7434,2.80242,12.089,10.9667,120.01,139.411,1.85637,-49.6672 
237,44.815,0.49,237,25590.8,-0.909907,57.3221,11.4974,120.838,0.624223,431.013,62.5341,-1.22354,-2.99797,-1.92465,1.6751,-2.22358,145.832,2690.15,-57.7123,25302,30212.9,-2.14181,-3.91623,-3.76118,0.756832,-3.14184,0.691814,2485.61,-65.288,25097.5,0.103268,1.04818,-0.00481508,24069.5,-0.00423234,0.422366,9.66977,9.33239,121.693,89.8534,2.53075,11.9849,11.0206,120.19,139.799,1.50281,-49.946 
238,44.795,0.49,238,27499.7,-0.777841,59.0315,11.69,120.772,0.153304,1474.08,289.068,0.755645,-2.33081,-2.16212,-0.794838,-1.94561,190.037,2791.03,-52.8089,27029.8,29820.9,-0.44097,-3.52743,-4.55535,-1.99145,-3.14223,0.666456,2524.48,-62.681,26763.2,0.098841,1.04542,-0.00433301,25540.9,-0.003972,0.402221,9.95917,9.50637,121.678,89.3697,2.62456,12.0855,11.1629,120.052,139.078,1.62607,-49.7081 
239,44.83,0.49,239,25362.8,0.727532,56.5958,10.947,120.618,-0.235571,-581.121,7.18213e-13,-3.02965,-3.70136,-4.10348,-0.409088,-2.58683,87.0929,2576.12,-47.5055,25413.6,24624.9,-3.57805,-4.24976,-5.20028,-0.95749,-3.13523,0.69626,2453.97,-52.0298,25291.4,0.101384,1.03853,-0.00380402,24204.6,-0.00434632,0.394136,9.61204,9.43156,121.728,89.7354,2.65657,11.7208,10.7728,120.02,139.611,1.70838,-49.8756 
240,44.81,0.49,240,23307.8,0.00759306,53.561,10.9327,120.572,-0.0601386,-14.6888,500,-3.05944,0.0810037,-0.848524,-0.823577,-2.00265,182.859,2671.25,-49.3254,23038.5,19091,-4.21085,-1.07041,-3.15135,-1.97499,-3.15407,0.767628,2414.78,-58.8245,22782,0.109726,1.04453,-0.00477916,22007.3,-0.00394582,0.417527,9.41405,9.17482,121.306,89.9786,2.44714,11.6279,10.6961,119.946,139.76,1.35983,-49.781 
