cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
68,44.923,0.42,0.56,68,35684.4,-0.00490003,52.4701,15.3306,80.5884,-0.00167811,-7.37889,2.02218e-10,1.6764,-0.804857,4.17444,1.33847,-0.260873,66.5221,471.124,-13.6044,36867.4,26186.3,1.25752,-1.22373,3.33669,0.919602,-0.679745,0.0757967,377.821,-20.5158,36774.1,0.0131673,1.105,-0.00102874,28693.9 
69,44.873,0.42,0.56,69,31522.9,0.0106563,50.2008,14.1211,80.8674,-0.00792007,-5.16215,2.48001e-11,0.833467,0.10748,1.20431,1.17996,-0.682364,65.2404,6162.91,22.339,26842.8,23078,0.422666,-0.303321,0.38271,0.769156,-1.09316,-1.1495,6071.4,15.5608,26751.3,0.22765,0.995535,0.00107038,26669.9 
70,45.023,0.42,0.56,70,33866.2,0.0362501,50.4384,15.1106,80.4868,0.00173632,-25.3171,5.80059e-11,0.681775,-2.81383,3.25443,-0.723316,1.12706,110.972,431.84,3.64937,35012.3,24812.1,-0.0169828,-3.51259,1.85692,-1.42207,0.428303,1.69641,276.192,-7.88014,34856.7,0.0101856,1.05255,-0.000416623,27115.8 
71,44.748,0.42,0.56,71,33766.1,-0.0587548,51.5508,14.7215,80.6558,0.190698,-195.994,6.68911,0.24587,-0.788955,3.48539,2.40702,-0.584999,67.8466,582.625,55.6869,34889.7,25921.6,-0.181342,-1.21617,2.63096,1.97981,-1.01221,-0.19532,487.464,48.6379,34794.5,0.0178694,0.851346,0.00256839,27279.3 
72,44.848,0.42,0.56,72,27803.2,-0.0322473,46.2282,13.6159,80.789,-0.0180528,7.3179,499.096,0.180654,1.24621,-2.23529,1.10888,2.07839,2.33852,10099.8,103.238,19169.9,20494.6,0.165929,1.23148,-2.26474,1.09415,2.06367,1.98876,10096.6,102.995,19166.6,0.406221,0.982461,0.00980183,24854.9 
73,44.898,0.42,0.56,73,33637.7,0.0489512,51.0957,14.845,80.591,-0.0351553,-24.537,1.74531e-11,0.00159391,-0.738269,-2.24398,2.03905,1.55566,50.3915,1795.64,86.5497,33503.1,24720.3,-0.315708,-1.05557,-2.87858,1.72175,1.23836,-1.2319,1724.96,81.3142,33432.4,0.0627991,0.923792,0.00446038,27467.9 
74,44.998,0.42,0.56,74,33082.6,-0.0115624,50.826,14.7102,80.2103,0.0823611,-104.566,4.82056,-1.65782,-0.20241,-0.298222,1.12738,0.0155932,18.7919,512.271,-21.0139,34356.6,24619.3,-1.77615,-0.320737,-0.534877,1.00905,-0.102734,0.690007,485.913,-22.9663,34330.3,0.0180501,1.09017,-0.00123385,26920.2 
75,44.648,0.42,0.56,75,33964.9,-0.126349,51.0927,15.0739,80.3352,0.264885,-446.577,500,-1.45495,0.984586,-0.541414,-0.0549958,0.877522,57.8395,440.394,21.003,35153.9,28922.2,-1.81915,0.620385,-1.26981,-0.419196,0.513322,0.465219,359.268,14.9937,35072.7,0.0131286,0.931936,0.000786888,27365.3 
76,44.773,0.42,0.56,76,31163.4,-0.28933,49.3009,14.3958,80.5388,-0.046609,-156.631,497.603,1.71417,-0.0452667,0.928281,1.57374,1.24081,44.911,2728.27,53.8781,29991.3,23341.6,1.43137,-0.328059,0.362696,1.29095,0.958014,0.902369,2665.28,49.212,29928.3,0.103667,0.968699,0.00301989,25710 
77,44.798,0.42,0.56,77,26797.9,-0.242036,43.9752,13.861,80.7243,0.193533,821.955,496.588,0.0342575,0.462058,3.92701,1.84204,1.91758,0.536278,7043.57,95.9391,21167.9,25020.9,0.0308807,0.458681,3.92026,1.83866,1.9142,0.519734,7042.82,95.8834,21167.1,0.30173,0.976729,0.00827537,23341.5 
78,44.623,0.42,0.56,78,35190.4,-0.352931,51.4877,15.6242,80.5245,-0.356022,2030.95,476.498,0.950274,0.121961,7.00906,1.69832,2.56253,74.009,468.504,44.5553,36224.2,49725.6,0.484259,-0.344054,6.07703,1.23231,2.09651,0.363399,364.699,36.866,36120.4,0.0129429,0.849689,0.0018766,28177.4 
79,44.673,0.42,0.56,79,32014.8,-0.0307877,48.5033,14.8914,80.7366,-0.0368351,74.0096,76.9956,-2.78362,-2.68628,2.60223,0.658111,-0.672595,46.5979,621.833,48.2139,33129.1,23601.4,-3.07703,-2.97969,2.0154,0.364697,-0.966009,1.43411,556.475,43.3726,33063.7,0.0213901,0.879974,0.00241063,26015.5 
80,44.948,0.42,0.56,80,32741.9,-0.160408,50.1238,14.8652,80.4767,-0.00698356,-217.337,499.997,0.30728,0.717141,1.44935,1.91468,1.66864,16.2355,684.348,31.179,33742.2,24304.8,0.205049,0.614911,1.24489,1.81244,1.56641,0.771316,661.576,29.4922,33719.4,0.0248474,0.927633,0.00160858,26625.5 
81,44.698,0.42,0.56,81,34348.4,-0.336768,52.1568,15.0221,80.5733,-0.0512808,-202.128,5.02584,0.870259,-0.105449,0.60357,0.973611,3.25517,109.695,950.12,31.8017,34996,25843,0.179536,-0.796173,-0.777876,0.282888,2.56445,1.53542,796.261,20.4047,34842.1,0.0288243,0.95708,0.00107764,27624.7 
82,44.973,0.42,0.56,82,34590.6,-0.323206,52.379,15.0444,80.5066,0.344965,4382.36,316.797,1.02756,-0.28205,0.0529004,-1.0178,-1.31475,71.8849,919.16,29.0699,35202.8,74865.2,0.574918,-0.73469,-0.85238,-1.47044,-1.76739,0.799439,818.335,21.6013,35102,0.029387,0.955846,0.00113232,27846.8 
83,44.823,0.42,0.56,83,26167.8,-0.0450424,43.4228,13.5901,81.2456,-0.0390742,20.0704,500,1.7481,0.437593,3.65703,3.09928,2.86939,27.5079,11014.2,140.154,16488.8,19235.9,1.57489,0.264382,3.31061,2.92607,2.69618,0.692669,10975.6,137.296,16450.2,0.464236,0.978578,0.0151417,23642.3 
84,44.723,0.42,0.56,84,33708.6,-0.0459992,51.668,14.7657,80.5181,0.0199115,-74.8776,500,0.398914,0.516783,-0.414869,0.323689,1.70049,52.048,520.439,30.7271,34873.3,24883.9,0.0711818,0.189051,-1.07033,-0.00404352,1.37275,2.91607,447.436,25.3195,34800.3,0.0164235,0.909894,0.00133846,27243.7 
