cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
85,44.923,0.44,0.54,85,34513.4,-0.349399,50.3811,15.6663,80.5039,-1.16902,1798.05,342.03,0.972321,-1.59997,-1.42698,1.43695,1.9236,32.5743,554.025,-0.800499,35512.5,94119.1,0.76721,-1.80509,-1.83721,1.23183,1.71849,25.4194,508.336,-4.18484,35466.8,0.0182738,1.01462,-0.000217403,27817.8 
86,44.873,0.44,0.54,86,28651.2,-0.182032,46.4124,13.9982,80.5427,-0.126339,710.527,500,1.53405,2.02813,2.58105,-0.359765,4.43858,8.60506,4939.2,75.9324,25138.6,24071.8,1.47986,1.97395,2.47268,-0.413949,4.3844,0.750157,4927.13,75.0384,25126.5,0.202975,0.97404,0.0054712,24274.5 
87,45.023,0.44,0.54,87,33513.5,-0.329926,50.4343,15.1757,80.2221,-0.542069,670.858,142.136,-1.32501,0.687457,1.54301,0.595621,1.42228,37.1245,302.665,96.3554,34880.2,36753.7,-1.55877,0.453694,1.07549,0.361859,1.18852,0.292808,250.595,92.4983,34828.2,0.00925788,0.607551,0.00486853,27068.3 
88,44.748,0.44,0.54,88,34080.2,-0.193281,51.9432,14.9195,80.3413,0.297541,-325.897,500,-0.617026,-0.740534,2.57949,0.533745,0.54171,4.63523,602.285,-1.22954,35072.3,28384.3,-0.646213,-0.769721,2.52112,0.504558,0.512524,-0.187937,595.784,-1.71112,35065.8,0.0215891,1.00505,-8.9898e-05,27596.5 
89,44.848,0.44,0.54,89,27834.7,-0.0149979,46.4481,13.5503,80.7792,-0.0580139,247.937,500,1.3237,0.0117721,-2.01881,1.37563,-0.992789,-46.1626,10288.9,127.74,19006.1,20956.8,1.61437,0.302446,-1.43746,1.6663,-0.702116,1.99578,10353.7,132.536,19070.8,0.413516,0.978089,0.0126402,25038.2 
90,44.898,0.44,0.54,90,31608.8,-0.325518,49.442,14.6334,80.6112,-0.358466,623.731,460.509,-0.497584,-2.05122,-1.9642,0.339929,3.25571,6.6239,1598.57,40.3162,31648.6,30831,-0.539293,-2.09293,-2.04762,0.29822,3.214,-0.753666,1589.28,39.628,31639.3,0.0612402,0.958189,0.00230191,25951.6 
91,44.998,0.44,0.54,91,34682.2,-0.240626,51.0998,15.4231,80.38,0.211194,28.1074,7.91425e-06,-0.0117256,0.774758,1.86708,0.652149,3.09072,50.4595,738.584,7.8045,35478.5,25849.2,-0.329456,0.457028,1.23162,0.334419,2.77299,0.72426,667.809,2.56195,35407.8,0.0239086,0.993331,0.000133269,27931.8 
92,44.648,0.44,0.54,92,34563.3,-0.0296994,51.961,15.0095,80.5285,-0.0702042,28.9856,499.988,0.532794,-0.761946,7.50953,2.42203,3.50992,46.59,437.007,58.9885,35752.7,25454.8,0.23943,-1.05531,6.9228,2.12866,3.21655,0.395501,371.66,54.148,35687.3,0.0133446,0.796837,0.00278722,27850.9 
93,44.773,0.44,0.54,93,33473.5,-0.301524,50.5543,15.0588,80.4229,-0.111801,255.446,7.01334,-0.220935,-0.205922,2.04722,-0.551861,0.876919,58.3476,3039.81,13.1122,31890.7,25712.1,-0.588334,-0.573321,1.31242,-0.91926,0.50952,6.06786,2957.97,7.05008,31808.9,0.107755,0.995846,0.000408115,27450.8 
94,44.798,0.44,0.54,94,29680.7,-0.259799,48.3071,13.9559,80.7043,0.0713735,460.955,436.203,1.45458,1.11093,4.76385,1.29694,-0.443022,1.4013,7935.18,88.8877,23129.5,23017.5,1.44576,1.10211,4.7462,1.28811,-0.451845,0.416236,7933.22,88.7421,23127.5,0.308189,0.9808,0.00701868,25741.4 
95,44.623,0.44,0.54,95,33959.6,-0.328419,52.0626,14.8839,80.547,-1.37265,1650.38,199.368,-0.729588,-2.30071,2.74542,2.11924,0.912165,5.10467,395.049,8.92653,35184.3,98971.9,-0.76173,-2.33285,2.68113,2.0871,0.880023,-0.0499135,387.889,8.39617,35177.2,0.0141183,0.963502,0.000439485,27474.3 
96,44.673,0.44,0.54,96,34173.3,0.0407785,51.6448,14.9201,80.5257,-0.0150367,-18.3065,0.178532,1.03596,-2.45346,4.1029,2.54294,-1.1179,27.719,840.134,-22.5986,34862.7,25092.7,0.861425,-2.628,3.75383,2.3684,-1.29244,-0.225457,801.255,-25.4785,34823.9,0.0290146,1.05893,-0.00134957,27615.6 
97,44.948,0.44,0.54,97,34444.4,-0.0139937,51.8461,14.9792,80.5502,0.189243,-238.54,500,-0.956593,-1.00789,1.51206,1.03235,0.331647,5.36987,686.428,-7.13376,35389.9,26750.8,-0.990406,-1.0417,1.44444,0.998539,0.297834,-1.03815,678.896,-7.69166,35382.4,0.0243129,1.02023,-0.00040061,27923.3 
98,44.698,0.44,0.54,98,32853.1,-0.316083,49.3701,15.1805,80.3134,-0.0971005,95.6544,4.37426,-0.530556,-0.915111,1.14532,0.74811,0.0794551,8.69277,863.294,43.1151,33511.6,24699.8,-0.585292,-0.969847,1.03584,0.693374,0.024719,-4.21052,851.102,42.212,33499.4,0.0319415,0.920137,0.00231583,26645.6 
99,44.973,0.44,0.54,99,33931.2,-0.0191606,51.0453,15.0003,80.6302,0.00964296,-96.04,500,0.643219,2.0856,4.06051,0.74853,1.70734,65.8234,959.276,4.52885,34670.9,24956.1,0.228746,1.67113,3.23156,0.334057,1.29286,0.521842,866.952,-2.30995,34578.6,0.0315342,1.00468,-0.000123073,27492.5 
100,44.823,0.44,0.54,100,23678.4,-0.270134,39.8257,13.6837,80.6745,0.203966,-7.2116,451.808,0.431257,1.11072,4.29229,1.76647,0.0354936,-13.838,10183.1,146.554,14833.8,17788.2,0.518391,1.19786,4.46656,1.8536,0.122628,0.452563,10202.5,147.991,14853.2,0.471478,0.975244,0.0180232,21639.5 
