,time,B,e_B,A,x0,sigma,C,e_A,e_x0,e_sigma,e_C
0,405.0,202.24456230560267,0.0024232200906624257,0.44661699670664406,44.83931453313185,0.09223695033663293,0.012860123240516379,0.004733413275420523,0.00037836291261623343,0.0010350456958464357,0.002177204846143226
1,485.0,202.07432031816123,0.0025797192340633046,0.45875640950761115,44.81272597556405,0.09013806007956345,0.011197607450337486,0.005310410678137261,0.00040300429953836015,0.0010909763534396935,0.0024909539702238862
2,565.0,202.2568072369309,0.0027905717017233655,0.4843258691508397,44.84122643527466,0.09211196401644477,0.012629168526250263,0.005833245891030385,0.0004357051624299562,0.0011758428537968256,0.002461997599808704
3,575.0,202.25306759209442,0.002051413530324453,0.4968272478745362,44.84064254111914,0.09088878801108517,0.012847651787783522,0.004497290420547423,0.0003203008450830112,0.0008772529356106024,0.0020836797713173626
