cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
85,44.873,0.56,0.42,85,27745.1,-0.13709,45.0273,14.0439,80.1829,0.339427,-143.973,498.274,1.46295,0.972857,4.93467,1.98622,-0.524321,56.9006,7974.83,124.943,21320.6,22176.2,1.10466,0.61457,4.21809,1.62793,-0.882609,0.368799,7895.02,119.031,21240.8,0.325562,0.974294,0.0102175,24250.4 
86,44.898,0.56,0.42,86,31185.2,-0.299301,48.5925,14.6383,80.1098,0.397453,-1276,484.31,1.5406,1.74482,1.7819,1.35814,2.60715,12.5715,3346.9,29.5039,29293.7,39665,1.46144,1.66566,1.62359,1.27898,2.52799,0.810277,3329.27,28.1978,29276,0.128683,0.985395,0.00177112,25871.8 
87,44.923,0.56,0.42,87,31421.9,-0.029948,48.4418,14.7307,79.9102,-0.0878349,99.632,500,1.39166,1.91807,5.77183,0.408949,1.88763,-62.1889,540.478,81.4269,32546.9,23514.3,1.78325,2.30966,6.555,0.800535,2.27921,0.522497,627.704,87.888,32634.1,0.0243712,0.803196,0.00493654,25756 
88,44.948,0.56,0.42,88,31348.3,0.0159983,48.124,14.7655,79.5412,-0.0136544,5.79958,2.3144e-11,-1.88163,1.51566,1.85499,1.21822,-0.41261,23.4238,388.316,-18.0132,32801.8,23134.1,-2.02912,1.36817,1.56,1.07073,-0.560103,-0.106638,355.462,-20.4469,32768.9,0.013892,1.11193,-0.00115074,25587.5 
89,44.973,0.56,0.42,89,33140.1,-0.0491649,50.0594,15.0097,79.7499,-0.0503279,53.617,500,1.16246,1.80812,2.60809,0.38693,3.02464,-9.78807,949.699,71.7443,33758,24547.6,1.22409,1.86975,2.73135,0.448563,3.08627,0.70819,963.428,72.7613,33771.8,0.0357253,0.883263,0.00395313,26967.7 
90,44.998,0.56,0.42,90,34336.2,-0.152147,51.1877,15.2238,79.8982,-0.0582543,-128.725,500,0.222214,0.685266,1.56717,2.55253,2.60727,-11.8032,809.952,59.3149,35043.5,25612,0.296535,0.759588,1.71581,2.62685,2.68159,0.787657,826.507,60.5412,35060.1,0.0297062,0.886378,0.00317083,27822.8 
91,45.023,0.56,0.42,91,33951.1,-0.373506,50.66,15.3933,79.6731,-0.436048,824.986,4.21113,-0.180231,2.13866,2.03183,3.67658,1.36109,25.9752,506.23,47.1334,34939.6,37096.4,-0.34379,1.9751,1.70471,3.51302,1.19753,0.788144,469.797,44.4347,34903.2,0.0171802,0.857986,0.00233967,27345.2 
92,44.81,0.56,0.42,92,28462.5,-0.0390204,47.1323,13.6229,80.0744,-0.0454386,129.709,500,-0.561463,0.210452,-1.55834,2.47135,-1.88777,-4.7901,8547.4,112.68,21368,21093.7,-0.531301,0.240614,-1.49801,2.50151,-1.85761,-0.308542,8554.12,113.177,21374.8,0.341991,0.97737,0.00965955,25012.7 
93,44.835,0.56,0.42,93,27686.2,-0.0867878,45.5533,13.8051,80.0725,-0.403484,-141.788,499.999,-0.236083,-0.75301,1.90159,0.815214,-0.026343,-40.6051,13199.6,147.104,15923.5,22334,0.0195963,-0.497331,2.41295,1.07089,0.229337,0.254214,13256.6,151.323,15980.5,0.518614,0.980415,0.0171443,25561.5 
94,44.86,0.56,0.42,94,28084.1,-0.0748087,47.018,13.5486,80.1304,-0.0378942,-28.1135,500,-1.62693,0.698454,-2.2957,2.12117,3.4006,38.4389,10671.6,114.363,18893.2,20772.1,-1.86897,0.456415,-2.77978,1.87913,3.15856,4.2883,10617.7,110.369,18839.3,0.422613,0.982134,0.0106767,25123.9 
95,44.885,0.56,0.42,95,27818,-0.179367,46.1773,13.7583,79.9598,0.0259163,32.1839,500,0.339701,1.71611,1.14609,1.879,1.48171,-7.90321,5501.81,131.283,23911.9,20709,0.389465,1.76588,1.24562,1.92877,1.53147,0.818455,5512.9,132.105,23923,0.230342,0.959753,0.0100698,23933.6 
96,44.785,0.56,0.42,96,32650.7,-0.356992,50.2938,14.9065,79.8194,0.343869,-551.281,66.8907,1.33585,0.212569,-1.15902,1.0152,2.50432,17.3362,3844.8,40.7684,30391.6,30576.5,1.22669,0.103407,-1.37734,0.906034,2.39516,1.42328,3820.48,38.9672,30367.3,0.140442,0.982464,0.00235821,27203.3 
97,44.76,0.56,0.42,97,32091.2,-0.359492,49.0849,15.0318,79.8955,-0.500337,923.778,200.579,-0.632703,-1.25327,3.73199,2.18478,1.27183,7.92406,673.119,38.4511,33063.2,39065.1,-0.682599,-1.30317,3.6322,2.13488,1.22193,0.274032,662.005,37.6278,33052.1,0.0253524,0.90953,0.00209274,26112.1 
98,44.735,0.56,0.42,98,32274.6,-0.0441508,49.5988,14.8055,79.7388,-0.0433476,69.0396,500,1.76999,0.281008,0.28069,2.49005,1.44261,16.2859,434.568,54.5569,33575.1,24002.5,1.66744,0.17846,0.075594,2.38751,1.34007,0.986618,411.725,52.8648,33552.3,0.0156866,0.816528,0.00289402,26247 
99,44.71,0.56,0.42,99,34951.8,-0.363656,51.9112,15.4195,79.6616,-0.170498,176.619,76.2209,-2.69307,0.861542,0.307822,1.99671,1.50664,-6.4584,1105.2,28.8349,35420,27037.4,-2.6524,0.902209,0.389155,2.03737,1.54731,0.824992,1114.26,29.5059,35429,0.0392419,0.955712,0.00153179,28394.6 
100,44.71,0.56,0.42,100,32586.3,-0.0307863,49.0444,15.0279,79.7256,-0.0359857,18.1104,500,-0.211062,-0.0787431,1.46836,1.53786,0.387124,22.1569,870.238,60.1379,33307.7,24014.2,-0.350578,-0.218259,1.18932,1.39834,0.247608,0.475245,839.161,57.8359,33276.6,0.0317117,0.89237,0.00319142,26462.2 
101,44.71,0.56,0.42,101,33367.1,-0.363184,50.0922,15.2912,79.8229,0.115575,-25.8108,61.4612,2.45206,1.5298,5.60758,-0.225292,1.04573,-54.4405,962.839,51.1135,34026.5,25031.9,2.79485,1.8726,6.29317,0.117505,1.38853,0.4952,1039.2,56.7697,34102.9,0.038068,0.912742,0.0030571,27298.4 
102,44.71,0.56,0.42,102,32343.7,-0.369415,50.0627,14.8703,79.7454,-0.204776,421.178,306.818,-3.28728,-0.456695,0.152951,-2.25859,0.548464,27.386,846.155,60.9639,33157.2,27041.9,-3.45972,-0.629137,-0.191933,-2.43104,0.376022,0.969707,807.744,58.1186,33118.7,0.030702,0.888166,0.00322221,26309.2 
