cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
136,44.923,0.5,0.48,136,32982,-0.36452,51.0893,14.832,80.3915,-0.572126,536.153,347.9,0.684275,0.76658,0.393513,2.6524,2.37365,59.1334,307.507,2.03312,34418.4,34653.1,0.311927,0.394233,-0.351181,2.28006,2.00131,1.07575,224.567,-4.11062,34335.5,0.00842246,1.03309,-0.000220584,26662.9 
137,44.873,0.5,0.48,137,29467.4,-0.0713892,46.6622,14.2488,80.5027,0.006958,-135.284,0.321916,-0.532092,0.747601,4.06877,1.20683,2.75662,49.7705,3073.77,52.7518,27998.9,21674.7,-0.845484,0.43421,3.44199,0.893437,2.44323,0.459434,3003.96,47.5808,27929.1,0.122564,0.973029,0.00312845,24509.4 
138,45.023,0.5,0.48,138,33637.8,-0.381819,51.4424,15.0452,80.4057,0.82998,-814.511,5.54226,1.40657,-0.0523588,2.07911,2.37745,1.08551,58.7487,394.058,-16.3817,35014.6,47202,1.03665,-0.422284,1.33926,2.00752,0.715585,0.713634,311.657,-22.4854,34932.2,0.011454,1.1445,-0.00118715,27209.4 
139,44.748,0.5,0.48,139,32482.3,-0.0148184,50.4145,14.569,80.2427,-0.0275001,35.7356,500,-0.17968,-0.633714,-0.83187,0.735601,1.03129,20.2411,1009.27,2.68712,33337.2,23942.1,-0.307133,-0.761167,-1.08677,0.608148,0.903839,-0.689933,980.882,0.584155,33308.8,0.0368356,0.998959,3.2305e-05,26628.7 
140,44.848,0.5,0.48,140,26239.7,-0.0237851,43.8475,13.6081,80.6658,-0.0428671,25.6453,500,1.85489,0.112073,4.53845,2.42199,2.22358,0.105502,7502.18,109.22,20276.4,19459.8,1.85423,0.111409,4.53712,2.42133,2.22291,0.592974,7502.03,109.209,20276.3,0.324556,0.975158,0.00982424,23114.8 
141,44.898,0.5,0.48,141,34949.2,-0.231432,53.1397,14.9809,80.3296,0.242783,473.112,500,-0.724256,-0.521939,4.31017,0.613947,2.06207,67.5849,942.793,-32.787,35660.8,29654.3,-1.14982,-0.947503,3.45904,0.188383,1.6365,-0.0854943,847.999,-39.8088,35566,0.0300349,1.08951,-0.00206612,28233.8 
142,44.998,0.5,0.48,142,35129.7,-0.374091,52.2193,15.4252,80.4697,-0.31529,-48.2062,1.26471,-2.04869,-0.766423,2.47249,-0.313256,2.10411,75.3175,601.978,1.39021,36113,26716.2,-2.52295,-1.24068,1.52398,-0.787511,1.62985,2.09065,496.337,-6.43499,36007.4,0.0175869,1.02322,-0.000329317,28222 
143,44.648,0.5,0.48,143,34771.7,0.000928852,52.0259,15.1208,80.5897,-0.121668,14.7981,500,0.916725,-0.512009,4.0768,1.56563,0.0675553,23.9439,762.787,-90.2017,35665.9,25667.3,0.765957,-0.662777,3.77527,1.41486,-0.0832129,0.275394,729.204,-92.6893,35632.3,0.0258894,1.28608,-0.00481489,28166.1 
144,44.773,0.5,0.48,144,31125.2,-0.116478,48.9302,14.3879,80.7605,0.33595,-85.738,0.623221,-0.174602,-1.79405,1.51005,-0.468534,4.45969,23.7839,4052.16,66.5082,28572.7,23855.2,-0.324363,-1.94381,1.21053,-0.618295,4.30993,0.54042,4018.8,64.0371,28539.4,0.154604,0.972871,0.00411633,25994.1 
145,44.798,0.5,0.48,145,26483.8,-0.0555006,44.5738,13.4729,80.7276,-0.0407864,42.6768,500,-1.05367,0.638455,2.35898,-1.33295,1.31586,-0.489402,8386.64,116.573,19620.3,19606.2,-1.05059,0.641537,2.36515,-1.32987,1.31894,-0.21591,8387.32,116.624,19621,0.356976,0.976245,0.0108306,23495.5 
