cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
102,44.923,0.46,0.52,102,33681.7,-0.320192,51.2586,14.9814,80.3823,0.0613171,-331.46,10.5281,0.13755,-1.34465,0.171561,2.63285,2.90122,63.3994,317.956,-30.1665,34935.2,25660.2,-0.261659,-1.74386,-0.626857,2.23364,2.50201,1.29804,229.033,-36.7534,34846.3,0.00846366,1.39049,-0.00194671,27060.7 
103,44.873,0.46,0.52,103,30090.9,-0.131175,48.3685,14.1013,80.5595,-0.0538267,82.5976,500,0.0781119,0.907537,2.7982,-0.414188,1.94176,33.9317,4630.68,119.809,26975.5,22347.9,-0.135547,0.693878,2.37088,-0.627847,1.7281,0.411614,4583.08,116.283,26927.9,0.181024,0.957486,0.00789203,25317.6 
104,45.023,0.46,0.52,104,33726.2,0.0244441,50.4393,15.0621,80.5601,0.0238175,-65.3292,3.82244,2.07345,-0.397268,4.76196,0.964365,0.848629,81.4908,379.431,-38.0622,35027.7,24782,1.56032,-0.910394,3.73571,0.451239,0.335503,0.277758,265.133,-46.5288,34913.4,0.00976602,1.44323,-0.00246099,27148.5 
105,44.748,0.46,0.52,105,33766.1,-0.359761,52.0462,14.8762,80.5286,0.0252313,-222.831,28.5652,-1.12201,-1.87983,3.56551,0.390395,0.788968,-10.4991,872.392,0.0603002,34587.8,25387.3,-1.05589,-1.81372,3.69773,0.456505,0.855078,-0.728157,887.118,1.15112,34602.5,0.0322225,0.997734,6.12773e-05,27531.1 
106,44.848,0.46,0.52,106,23947.6,-0.232414,41.0626,13.3098,80.5733,0.215501,-69.6829,331.842,-0.712092,1.29028,0.318263,-0.0222309,0.805444,-101.046,8331.12,94.1334,17040.8,18280.3,-0.075833,1.92654,1.59078,0.614028,1.4417,0.710621,8472.84,104.632,17182.6,0.390392,0.978846,0.0110929,21703.4 
107,44.898,0.46,0.52,107,33536.4,-0.0533178,51.8235,14.6749,80.4122,-0.0453148,77.1332,500,-2.23522,0.522185,3.9259,0.197061,0.585485,42.1798,1127.29,-6.47484,34149.4,24870.7,-2.50082,0.25659,3.39471,-0.0685338,0.31989,-1.42161,1068.13,-10.8572,34090.2,0.0391005,1.01811,-0.000587024,27317.6 
108,44.998,0.46,0.52,108,30896.4,-0.331782,49.2984,14.3757,80.5134,0.421824,-1076.03,228.125,-0.1947,-2.03506,4.29074,1.89435,1.01143,38.1967,465.279,-8.4286,32228.2,37846.3,-0.435214,-2.27557,3.80971,1.65383,0.770917,-0.0811755,411.704,-12.3971,32174.6,0.0163464,1.05563,-0.000710279,25186.2 
109,44.648,0.46,0.52,109,33500.3,-0.142344,50.4138,15.0871,80.4511,-0.333357,146.563,500,-1.3697,-0.450689,2.8551,0.880796,-0.599294,17.8628,454.94,5.08692,34682.2,26350.5,-1.48218,-0.563167,2.63015,0.768318,-0.711772,-3.10098,429.885,3.23104,34657.1,0.0158536,0.987018,0.000171708,27115.9 
110,44.773,0.46,0.52,110,31659.9,-0.205418,50.2482,14.3293,80.6008,-0.0126727,555.825,3.84689e-08,1.16582,0.779183,-0.601394,1.01242,-1.87422,14.1285,3635.21,70.3061,29623,23668.3,1.07685,0.69022,-0.779321,0.92346,-1.96318,-13.9966,3615.39,68.8382,29603.2,0.136896,0.967754,0.0042653,26409.9 
111,44.798,0.46,0.52,111,28126.7,-0.275388,46.6959,13.7525,80.83,-0.137041,429.477,422.783,0.301701,-0.296775,-0.581113,0.886228,1.32419,-26.4119,8331.79,69.4799,21260.5,22821.1,0.46801,-0.130466,-0.248495,1.05254,1.4905,1.09441,8368.84,72.224,21297.5,0.33789,0.985122,0.00620814,24767.9 
112,44.623,0.46,0.52,112,31897.2,0.00333746,49.4687,14.576,80.3517,-0.0241538,8.24373,499.663,0.312922,-0.182005,3.80481,1.10728,1.22053,11.106,312.454,-6.23798,33306.3,23479.2,0.24299,-0.251936,3.66495,1.03735,1.15059,0.372864,296.876,-7.39185,33290.7,0.0114488,1.04556,-0.000409187,25930.7 
113,44.673,0.46,0.52,113,33272.9,-0.339405,50.4919,15.0762,80.3262,0.0202874,33.1031,485.183,0.553675,-0.0142307,2.04579,0.572431,2.22697,9.92112,860.763,53.2943,33986.4,24802.3,0.491204,-0.0767013,1.92085,0.50996,2.1645,0.616583,846.847,52.2635,33972.5,0.0313581,0.902526,0.0028259,27005.7 
114,44.948,0.46,0.52,114,31954.8,-0.0925377,49.5365,14.6654,80.3308,-0.00866481,154.53,500,-0.963251,-0.703594,1.58733,1.20563,3.60354,-9.15882,671.919,6.07126,32959.4,23692.6,-0.905581,-0.645923,1.70268,1.2633,3.66121,0.664543,684.765,7.02283,32972.3,0.026263,0.982369,0.0003922,26073.4 
115,44.698,0.46,0.52,115,34650.8,-0.354488,51.9363,15.2661,80.6056,-0.0798763,14.2595,9.5129,0.36533,1.54277,4.6593,1.00484,4.07489,61.39,966.485,8.56805,35288.9,25847.5,-0.0212265,1.15621,3.88618,0.618283,3.68834,0.583376,880.379,2.18987,35202.8,0.0314572,0.995666,0.000114579,27986.5 
116,44.973,0.46,0.52,116,32281.9,-0.33881,50.489,14.6494,80.0459,-0.3229,488.111,401.396,0.298455,2.79535,6.08175,3.17616,3.98513,23.9157,847.624,-9.65785,33140.5,29208.2,0.147864,2.64476,5.78057,3.02557,3.83454,0.625448,814.08,-12.1426,33107,0.030946,1.0268,-0.000676084,26306.4 
117,44.823,0.46,0.52,117,25348.5,0.000854982,43.5492,-13.2261,81.0123,0.0314464,-46.6974,500,-1.65545,-0.459141,0.013511,-1.67464,-0.586231,-74.0928,11502.3,108.788,15451.8,18798,-1.18891,0.00740187,0.946596,-1.2081,-0.119689,1.60575,11606.2,116.486,15555.7,0.49212,0.982739,0.0136066,23584.1 
118,44.723,0.46,0.52,118,34783.4,-0.353603,51.6253,15.4119,80.348,-0.213034,279.077,71.4459,3.52791,1.9289,1.97684,5.23736,6.2388,35.1919,528.734,-5.60217,35798,27836.3,3.30631,1.70731,1.53366,5.01576,6.0172,0.912763,479.374,-9.25847,35748.7,0.0171169,1.03498,-0.000477311,28005.9 
