cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.81,0.34,0.64,0,28271.8,-0.235463,47.0725,13.6156,80.7766,-0.908991,1644.29,397.116,-1.31212,-0.614227,4.47012,1.61659,-1.90894,-43.7075,10817.5,76.5441,18806.8,69519.9,-1.0369,-0.339013,5.02055,1.8918,-1.63372,-0.286424,10878.8,81.0851,18868.1,0.428178,0.987124,0.00785422,25407.3 
1,44.835,0.34,0.64,1,26192.6,-0.027757,43.429,13.6533,80.8394,-0.0466845,61.4623,500,-0.669971,0.382492,1.11595,1.7486,-1.22486,-66.9954,9209.77,97.3618,18430.6,19395.8,-0.248119,0.804344,1.95966,2.17046,-0.803004,0.495367,9303.74,104.322,18524.6,0.394767,0.980755,0.0102674,23567.7 
2,44.86,0.34,0.64,2,32168.5,-0.283109,49.9074,14.6442,80.5643,-0.328777,965.677,149.455,-0.239115,1.0656,0.539413,2.2871,2.98379,42.0669,6480.79,30.5574,27158.6,34127.1,-0.503999,0.800718,0.00964513,2.02221,2.71891,0.998089,6421.79,26.1868,27099.6,0.23533,0.992914,0.0017769,27288.5 
3,44.885,0.34,0.64,3,34570.7,0.0474791,52.0644,14.8469,80.5026,-0.0268673,-11.5595,2.09503e-11,-1.57578,-0.542484,3.98753,3.1126,1.23147,-30.1451,1997.1,-2.52583,34055.9,25173.6,-1.38596,-0.352669,4.36716,3.30241,1.42129,0.406008,2039.38,0.606132,34098.2,0.0720756,0.99948,3.27443e-05,28295 
40,44.785,0.34,0.64,40,28092.9,-0.0356835,46.0691,13.8173,80.3703,-0.0563354,190.762,500,-1.92712,0.301627,0.194254,-1.12789,-1.50389,-23.6156,6228.28,58.8114,23442.7,21071.6,-1.77842,0.450329,0.491657,-0.979189,-1.35519,1.15506,6261.4,61.265,23475.8,0.257271,0.983165,0.00478436,24337.8 
41,44.76,0.34,0.64,41,33493,-0.120484,51.1904,14.8524,80.2681,-0.153016,113.235,500,-0.667398,2.856,1.27537,0.235441,2.35804,49.7749,2228.22,-31.2503,33033.6,25314.4,-0.980817,2.54258,0.648531,-0.0779782,2.04462,0.844735,2158.41,-36.4217,32963.8,0.078372,1.03043,-0.00203949,27540.6 
42,44.735,0.34,0.64,42,33758,-0.00748892,50.3754,15.1213,80.4562,0.165137,-261.638,500,2.17392,-0.00279076,1.03815,-1.39899,-1.45289,-20.4564,457.568,-56.5756,35048.1,26203.8,2.30273,0.126018,1.29577,-1.27018,-1.32408,-0.146435,486.26,-54.4503,35076.8,0.0176852,1.24372,-0.00286773,27495.4 
43,44.71,0.34,0.64,43,33321.2,-0.354011,51.2509,14.9057,80.027,-0.418802,712.514,12.5219,0.158195,-0.76127,4.78821,-0.305472,0.538898,-8.02291,486.971,-55.1831,34624.3,34582.5,0.208713,-0.710752,4.88925,-0.254954,0.589416,-0.0354909,498.224,-54.3496,34635.5,0.0183389,1.23594,-0.00289898,27167.6 
