cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
34,44.923,0.38,0.6,34,35166.8,0.0344358,52.3532,15.1274,80.543,-0.0530267,8.10865,1.0041e-09,-0.729974,1.85897,1.5843,2.13233,5.80282,54.7618,384.064,4.28909,36407.6,25795.2,-1.07479,1.51415,0.894657,1.78751,5.458,0.895722,307.255,-1.40045,36330.8,0.010864,1.00804,-7.10131e-05,28282 
35,44.873,0.38,0.6,35,27193.4,-0.00395612,44.0919,13.9695,80.567,-0.0110917,-35.6666,500,1.08379,-1.63679,3.6248,-1.38662,-1.01365,-29.6982,3556.25,92.9787,25293.1,20063.8,1.27079,-1.44978,3.99881,-1.19962,-0.826645,-1.22955,3597.91,96.0643,25334.7,0.155715,0.955361,0.00693644,23105.7 
36,45.023,0.38,0.6,36,35677.2,-0.393699,53.0022,15.4636,80.5261,-0.611729,-229.761,34.3411,1.55736,-1.30377,2.68637,1.07038,2.35551,80.2309,453.689,-12.2072,36964.6,31256.4,1.05217,-1.80896,1.67598,0.56519,1.85032,0.497411,341.157,-20.5429,36852.1,0.0118799,1.11779,-0.00102792,28717.3 
37,44.748,0.38,0.6,37,34754.6,-0.1672,51.4948,15.2801,80.3392,0.378228,-17.2758,500,-1.40477,-1.01606,6.85673,2.30211,3.17016,67.9601,773.059,44.2795,35490.2,25827.1,-1.83269,-1.44399,6.00088,1.87418,2.74223,0.18251,677.738,37.2187,35394.9,0.024264,0.912323,0.00193328,27931.8 
38,44.848,0.38,0.6,38,27646,-0.288618,45.7964,13.8273,80.75,-0.102805,267.209,467.419,-0.627478,-2.32304,-0.170733,1.21461,2.47485,43.0498,8875.41,85.7455,20188.5,21508.4,-0.898551,-2.59412,-0.712879,0.943539,2.20378,0.326349,8815.02,81.2728,20128.1,0.362555,0.984122,0.0073831,24313.6 
39,44.898,0.38,0.6,39,34628.9,-0.333481,52.3233,15.0986,80.608,0.486973,-434.981,0.170343,-0.653781,1.83281,3.46658,1.96752,3.40609,47.6614,1305.03,7.33845,34836.9,32613,-0.953892,1.5327,2.86636,1.66741,3.10598,0.651234,1238.18,2.38662,34770.1,0.0442032,0.996638,0.000126426,28011.1 
40,44.998,0.38,0.6,40,35122.1,-0.0228399,52.4474,15.1456,80.284,-0.0633575,-60.1004,500,0.373713,1.79828,0.378782,0.975055,-0.325812,21.5404,708.33,-34.8562,36027.3,25982.6,0.238079,1.66265,0.107513,0.83942,-0.461446,0.954944,678.117,-37.0941,35997.1,0.0238809,1.10586,-0.00190186,28395.9 
41,44.648,0.38,0.6,41,34517,0.037408,52.1536,14.9635,80.4666,-0.019133,-13.126,15.3035,0.674329,1.91505,3.053,0.036216,4.36297,84.9623,460.259,2.25387,35748.4,25412.7,0.139345,1.38007,1.98303,-0.498769,3.82799,0.70973,341.091,-6.57338,35629.2,0.0122802,1.0349,-0.000339973,27775.6 
42,44.773,0.38,0.6,42,31205.4,-0.131566,48.871,14.4341,80.6991,0.126328,33.3109,500,-0.238571,2.41491,2.88976,3.12526,2.44053,64.5935,3123.32,73.6963,29679.9,23100.3,-0.645299,2.00819,2.0763,2.71853,2.0338,0.74653,3032.72,66.9853,29589.3,0.117472,0.962785,0.0041529,25816.5 
43,44.798,0.38,0.6,43,26975.4,-0.0941543,43.9539,13.8433,80.697,-0.00502439,434.985,499.675,2.50019,1.85462,5.51867,-0.0486318,1.32451,8.20647,7441.33,97.8277,20850.6,19878.8,2.44852,1.80295,5.41532,-0.100306,1.27284,0.5004,7429.82,96.9751,20839,0.316487,0.977669,0.00849943,23475.9 
44,44.623,0.38,0.6,44,33162,-0.0355538,50.4152,14.8706,80.5886,-0.029799,28.8495,493.994,-1.50579,1.50149,3.54057,-0.20735,2.73876,122.917,381.231,-3.0127,34440.9,24433.3,-2.27977,0.727516,1.99262,-0.981325,1.96478,-0.399486,208.828,-15.7833,34268.5,0.00785197,1.15243,-0.000849153,26595.6 
45,44.673,0.38,0.6,45,33036.5,-0.327739,51.4096,14.6815,80.5378,-0.606481,483.049,428.712,1.16445,-0.981004,2.29945,1.81815,1.5581,59.7149,785.021,-16.4329,34014.2,34107,0.788437,-1.35701,1.54743,1.44214,1.18209,0.570527,701.265,-22.637,33930.4,0.0261396,1.05987,-0.00123049,26827.7 
46,44.948,0.38,0.6,46,34692.4,-0.331272,51.7921,15.2753,80.4863,-0.978844,398.267,9.38451,-0.554067,-1.89927,5.03911,1.15459,1.86425,87.1615,735.16,-35.8114,35614.1,38444.8,-1.1029,-2.44811,3.94144,0.605758,1.31541,-0.705064,612.907,-44.8671,35491.8,0.0219353,1.14693,-0.00233414,27941.6 
47,44.698,0.38,0.6,47,34428.1,-0.335813,52.4674,14.979,80.2803,-0.745057,315.181,140.849,0.233682,-1.44622,4.01356,0.612867,2.95504,49.2618,752.393,63.0858,35288.7,33228.4,-0.0765062,-1.75641,3.39318,0.302679,2.64486,0.247265,683.298,57.9677,35219.6,0.024577,0.87073,0.00302275,27802.4 
48,44.973,0.38,0.6,48,33967.2,0.0183232,51.4934,14.8691,80.2587,-0.0189526,-11.3526,5.84294e-11,1.59307,0.938951,2.92629,1.61023,3.06119,90.4597,846.727,45.0875,34710.1,24931.8,1.02347,0.36935,1.78708,1.04063,2.49159,0.733753,719.848,35.6891,34583.3,0.0263209,0.920164,0.0018974,27349 
49,44.823,0.38,0.6,49,25501.3,-0.0250496,43.0715,-13.4522,80.5788,-0.0304399,-7.68396,70.254,0.14962,-1.66592,1.78951,0.449655,1.3847,-0.592806,10685.7,122.761,16233.5,18869.2,0.153353,-1.66219,1.79698,0.453388,1.38843,0.156332,10686.6,122.822,16234.4,0.460885,0.980284,0.013745,23187 
50,44.723,0.38,0.6,50,35827.1,-0.31349,52.9511,15.4718,80.4459,-0.233348,-314.264,500,1.08979,2.23912,-0.198806,0.986271,-0.633815,64.8405,548.679,21.4832,36915.5,29056.5,0.681502,1.83084,-1.01537,0.577987,-1.0421,1.98307,457.733,14.7465,36824.5,0.0158866,0.94663,0.000737133,28812.6 
