cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
17,44.923,0.36,0.62,17,31354.9,-0.101744,49.4828,14.4202,80.488,-0.0177818,163.296,500,1.60555,-0.319073,3.04742,0.230121,0.0507245,13.4901,348.561,-15.884,32816.8,23323,1.5206,-0.404016,2.87753,0.145177,-0.0342192,0.299031,329.639,-17.2856,32797.9,0.0128846,1.10104,-0.000971793,25584 
18,44.873,0.36,0.62,18,31271.7,-0.0778541,49.3411,14.3118,80.6391,0.0521394,32.1258,500,1.00711,2.3962,3.66332,1.86453,2.31011,-49.281,3507.16,20.7851,29172.3,23042.4,1.31741,2.70651,4.28394,2.17484,2.62042,0.67306,3576.28,25.9052,29241.4,0.137063,0.987482,0.00162927,26092.2 
19,45.023,0.36,0.62,19,33608.5,-0.38091,51.7087,14.9534,80.5824,0.351985,-379.075,3.35899,-0.0273313,1.2334,3.49802,0.947931,1.72255,7.3989,383.96,-15.8115,34978.2,29514.5,-0.0739202,1.18682,3.40485,0.901342,1.67597,0.52011,373.582,-16.5802,34967.8,0.0136849,1.08421,-0.000874208,27298.8 
20,44.748,0.36,0.62,20,33738,-0.215932,51.3128,14.9657,80.4486,-0.00114438,-429.64,0.000228519,-1.46647,0.803516,2.49873,0.379252,3.74194,11.6834,1054.45,-10.555,34299.6,25014.8,-1.54004,0.729948,2.3516,0.305685,3.66838,0.573643,1038.06,-11.7689,34283.2,0.0378355,1.02024,-0.000632764,27436.2 
21,44.848,0.36,0.62,21,24358.5,-0.0645347,41.0616,13.4371,80.7727,-0.00493326,18.8177,0.0871752,-0.421173,0.167321,-1.60676,1.15506,-0.445951,-26.8073,6622.74,74.7423,19318.8,17964.2,-0.252375,0.336119,-1.26916,1.32386,-0.277152,-8.14948,6660.34,77.5275,19356.4,0.308853,0.980036,0.00732408,21564.8 
22,44.898,0.36,0.62,22,33669.2,-0.367624,51.673,14.9601,80.3913,0.243711,-450.562,74.5215,-0.983109,-0.32242,2.22193,2.51327,2.44179,41.6788,1031.68,48.6703,34328.7,28739.4,-1.24555,-0.58486,1.69705,2.25083,2.17935,0.605044,973.218,44.3401,34270.3,0.0355691,0.926157,0.00237771,27361.3 
23,44.998,0.36,0.62,23,34311.9,-0.0281431,51.8406,14.9362,80.4413,-0.124673,92.1681,500,-0.139774,-0.585422,0.366814,2.15805,-0.0794626,70.4827,585.038,-40.5951,35325.4,25580.2,-0.583584,-1.02923,-0.520808,1.71424,-0.523273,0.447511,486.179,-47.918,35226.6,0.0176084,1.20843,-0.00251207,27610.6 
24,44.648,0.36,0.62,24,34384.3,-0.36799,52.726,14.9553,80.5076,0.256758,54.4927,374.24,2.42821,2.21439,5.1495,0.753208,1.95273,56.1898,622.011,-35.6477,35536,26124.8,2.0744,1.86057,4.44187,0.399396,1.59892,0.571874,543.199,-41.4856,35457.1,0.0195078,1.15427,-0.00215995,27845.2 
25,44.773,0.36,0.62,25,30151.4,-0.283931,47.8443,14.3619,80.5867,0.441271,-1151.28,64.5354,0.226331,-0.608786,3.65026,2.60524,2.96188,9.29993,3933.93,63.3994,27749.1,38906.4,0.167771,-0.667345,3.53315,2.54668,2.90332,0.583531,3920.89,62.4332,27736,0.155113,0.97289,0.00412941,25277.6 
26,44.798,0.36,0.62,26,26842.8,-0.278385,44.7904,13.7281,80.7371,-0.0119289,395.562,496.405,-1.10654,-0.14799,-0.705425,1.28612,0.763326,-25.7938,8749.76,138.794,19614.9,20170.2,-0.944126,0.0144265,-0.380591,1.44853,0.925743,1.3577,8785.93,141.474,19651,0.367347,0.972593,0.0130883,23917.2 
