cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
50,44.623,0.54,0.44,50,33404.9,-0.0284252,50.268,15.0728,79.6745,-0.00862332,86.826,1.10023,0.00800486,0.0948775,0.442685,-0.361579,1.50983,21.2343,461.596,11.7759,34508.8,24689.4,-0.125702,-0.0388295,0.175271,-0.495286,1.37612,0.803414,431.812,9.56976,34479,0.0160045,0.962665,0.000511021,26980.6 
51,44.648,0.54,0.44,51,33197.4,-0.353266,50.6371,15.0316,79.6695,-0.296423,566.651,492.947,-0.865365,2.69673,0.586254,2.35063,-0.201749,21.6909,546.63,5.56704,34316.3,30246.2,-1.00195,2.56015,0.31309,2.21405,-0.338331,0.916443,516.206,3.31344,34285.9,0.0191782,0.988892,0.000177992,26916.4 
52,44.673,0.54,0.44,52,34263.6,-0.360596,52.8105,14.8673,79.9,-0.43628,129.277,373.545,0.955665,-0.177454,2.67239,0.612692,0.0369283,21.943,876.904,-7.50508,35029.4,27395.2,0.817496,-0.315623,2.39606,0.474522,-0.101241,0.267532,846.127,-9.78488,34998.6,0.0304416,1.02066,-0.000515279,27795.1 
53,44.698,0.54,0.44,53,33386.5,0.0056984,49.3387,15.2734,79.7965,-0.013488,5.9837,2.45623e-12,-0.42176,-1.08121,2.58372,2.41533,4.30722,-1.14621,1000.79,57.2337,33776.4,24533.8,-0.414542,-1.07399,2.59816,2.42254,4.31443,0.668881,1002.4,57.3528,33778.1,0.03711,0.908986,0.00311801,27011.5 
54,44.723,0.54,0.44,54,33322.8,-0.347471,50.3701,15.1524,79.9657,-0.339739,429.578,24.6354,0.490544,-0.743711,3.40207,1.16299,1.14299,36.8655,417.175,-1.79233,34452.4,29596.5,0.258411,-0.975843,2.9378,0.930858,0.910859,0.276775,365.467,-5.62251,34400.7,0.0136094,1.02767,-0.000301167,26854 
55,44.748,0.54,0.44,55,33293.6,-0.000206022,49.7165,15.1317,79.8684,-0.00914275,-6.87352,1.51471e-11,1.30233,0.953014,2.89466,3.71091,-1.24087,0.468939,1019.77,28.0799,33827.2,24491.8,1.29938,0.950061,2.88875,3.70795,-1.24382,0.620017,1019.12,28.0312,33826.5,0.0376536,0.954076,0.00152418,27065.5 
56,44.773,0.54,0.44,56,31721.2,-0.00351491,49.5612,14.4446,80.0321,0.00129778,-48.8487,500,1.12205,1.07385,0.670967,-1.4558,-2.18336,-53.0907,3988.75,60.5735,29322.4,23306.7,1.45635,1.40815,1.33956,-1.12151,-1.84907,-0.0859948,4063.22,66.0895,29396.9,0.152187,0.972324,0.00412431,26698.8 
57,44.798,0.54,0.44,57,26688.5,-0.2914,44.714,13.704,80.2158,0.250053,57.8275,76.7627,0.944853,1.34653,3.91477,-0.0291763,-0.157058,-50.8882,9264.76,110.573,18926.8,20418.1,1.26528,1.66696,4.55563,0.291253,0.163371,0.426423,9336.14,115.86,18998.2,0.389578,0.978744,0.0111093,23964.8 
58,44.823,0.54,0.44,58,26254.7,-0.117529,44.4405,13.5383,80.1982,-0.0399675,-22.8178,493.974,2.04463,-1.57339,0.93902,-0.605934,2.22168,-12.2487,11886.6,111.31,15819.2,19615.3,2.12176,-1.49627,1.09327,-0.528807,2.2988,0.68663,11903.8,112.582,15836.4,0.493978,0.983719,0.0129264,24097.8 
59,44.848,0.54,0.44,59,28882.4,-0.0431451,48.0625,13.5969,80.0489,-0.015482,-15.5485,500,1.04143,0.313965,2.23991,-0.459748,0.316845,-53.8237,10387.7,108.268,20020.4,21281.4,1.38034,0.652878,2.91773,-0.120834,0.655759,0.468137,10463.2,113.86,20095.8,0.403408,0.981312,0.0103293,25937 
60,44.873,0.54,0.44,60,29351,-0.0593978,47.0343,14.1386,79.9914,-0.0500289,109.327,499.988,0.31047,0.0663298,0.654454,2.11072,1.95183,-24.1669,3915.71,52.9756,26948.8,21826,0.462642,0.218503,0.958799,2.26289,2.104,0.840382,3949.6,55.4864,26982.7,0.159733,0.976005,0.00377375,24726.3 
61,44.898,0.54,0.44,61,33335.7,-0.347056,49.1962,15.5186,79.7657,0.0556299,-200.021,240.8,-0.995454,1.04663,3.77032,4.22838,5.40432,-17.4469,1218.28,41.789,33628.6,25215.3,-0.885595,1.15648,3.99003,4.33824,5.51418,0.717286,1242.75,43.6017,33653.1,0.0457641,0.942153,0.00238099,27155.7 
62,44.923,0.54,0.44,62,33372.8,0.0131251,50.1678,15.0257,79.9165,-0.017552,13.4212,2.04893e-11,-0.0617676,-1.16937,3.07131,5.21308,1.68063,37.1365,433.474,34.1269,34493.3,24546.6,-0.295607,-1.40321,2.60363,4.97924,1.44679,0.644839,381.386,30.2686,34441.2,0.0141773,0.878049,0.00161631,26901.1 
63,44.948,0.54,0.44,63,32055.9,-0.347161,49.51,14.8591,79.6356,-0.259086,566.41,184.273,1.99784,0.452338,-0.0260544,2.21971,2.17467,-50.8716,758.346,15.3878,32896.3,28725.7,2.31817,0.772663,0.614595,2.54004,2.495,0.929684,829.698,20.6732,32967.6,0.03165,0.958218,0.00115381,26214.8 
64,44.973,0.54,0.44,64,33611.1,-0.0699753,50.6597,15.1193,79.7931,-0.0544495,123.26,499.998,-0.276016,1.32717,3.08834,0.538481,0.936893,-18.6324,902.413,23.859,34467.9,25152.4,-0.158692,1.44449,3.32299,0.655805,1.05422,0.474112,928.547,25.7948,34494.1,0.0337789,0.953639,0.00137564,27489 
65,44.998,0.54,0.44,65,33804.1,-0.0689302,49.4486,15.4457,79.7232,-0.0622942,-2.87871,499.997,0.362071,2.45163,5.55313,1.15098,1.20692,-15.2132,622.595,-12.361,34730,24869.1,0.457865,2.54743,5.74472,1.24677,1.30271,0.491595,643.933,-10.7804,34751.3,0.0234991,1.03018,-0.000571775,27402.4 
66,45.023,0.54,0.44,66,33899.9,-0.26976,50.1889,15.4047,79.8713,-0.220465,128.256,493.807,1.73446,-0.252341,2.18016,2.22028,3.43764,0.557039,362.531,34.4083,35182,26089,1.73095,-0.255848,2.17314,2.21677,3.43413,0.766307,361.749,34.3504,35181.3,0.0131779,0.857505,0.00179537,27451.3 
67,44.81,0.54,0.44,67,24033,-0.306043,41.4738,13.4239,79.955,0.075209,95.0286,27.6119,-0.41583,-1.02982,0.826676,3.48983,4.16938,-49.5647,10226.9,143.761,15310.3,18356.4,-0.103735,-0.717722,1.45087,3.80193,4.48147,0.837216,10296.4,148.911,15379.8,0.465084,0.975316,0.0175232,22138.9 
68,44.835,0.54,0.44,68,26620.4,-0.0518122,44.4664,13.6333,80.2617,-0.0129111,41.223,499.989,-1.17385,-0.557515,-2.33371,0.607654,-0.0213203,-76.0792,11489.6,125.986,16585.6,19751.9,-0.694801,-0.0784639,-1.37561,1.0867,0.45773,-1.27585,11596.3,133.89,16692.3,0.474299,0.980195,0.0145606,24449.3 
69,44.86,0.54,0.44,69,30267,-0.165112,47.9884,14.3366,80.0244,-0.035602,-26.1354,0.160401,-2.73537,-0.412626,1.14583,1.0186,0.594987,-24.8968,7568.35,89.5722,24164.4,22426.7,-2.5786,-0.255858,1.45937,1.17537,0.751756,-1.64361,7603.27,92.1589,24199.4,0.289794,0.979229,0.00696645,26236.8 
70,44.885,0.54,0.44,70,31933.8,-0.291096,49.5243,14.7393,80.1791,-0.41288,537.604,497.266,-1.92516,-0.598586,-0.132271,0.208525,2.57835,-0.75747,2584.45,-1.93778,31006.4,30988.1,-1.92039,-0.593816,-0.122732,0.213294,2.58312,1.76959,2585.51,-1.85909,31007.4,0.0977094,1.00126,-0.000110458,26461.2 
71,44.785,0.54,0.44,71,30696.3,-0.0711671,48.8744,14.2236,80.0712,-0.0331936,95.6138,500,-0.400508,-0.404676,3.17589,-0.78823,-0.467411,-20.8295,6831.79,109.76,25350.5,22733.4,-0.26935,-0.273518,3.4382,-0.657072,-0.336253,-0.807669,6861.01,111.924,25379.7,0.259853,0.972244,0.0080582,26403.4 
72,44.76,0.54,0.44,72,31062.7,-0.388394,49.191,14.6119,79.6749,-0.626685,419.51,60.5779,0.297511,-1.70792,3.02038,-1.08594,1.72576,6.42388,2038.38,24.4644,30863.4,31956.8,0.257062,-1.74837,2.93948,-1.12639,1.68531,-0.464546,2029.37,23.797,30854.4,0.0786968,0.979892,0.00141874,25787.3 
