cyc,freq (MHz),wiggle time pre,wiggle time post,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
104,44.623,0.57,0.41,104,32702.6,-0.0423235,49.9247,14.8336,79.9437,-0.0445547,33.1233,500,2.45899,3.23013,1.66315,2.93633,-1.75295,18.1739,472.932,6.0112,33821,24155.8,2.34455,3.11569,1.43427,2.8219,-1.86739,0.817267,447.441,4.12299,33795.6,0.0169037,0.98413,0.000224683,26470 
105,44.648,0.57,0.41,105,32353.7,-0.224195,50.2901,14.7085,79.8128,0.131244,-324.938,0.438515,3.20055,2.60607,1.62622,2.67267,-0.185039,43.2246,337.429,-10.6562,33817.9,25467.7,2.92838,2.3339,1.08187,2.4005,-0.457213,0.869457,276.802,-15.1471,33757.2,0.0105369,1.1059,-0.000827248,26269.9 
106,44.673,0.57,0.41,106,30331.9,-0.0430459,47.6131,14.4339,79.8572,-0.0579524,165.455,500,1.69948,0.136686,4.61003,-2.31075,0.904206,-3.64606,485.962,41.9803,31598.4,22684.1,1.72244,0.159644,4.65594,-2.28779,0.927165,0.100718,491.076,42.3591,31603.5,0.0197809,0.868847,0.00246294,24825.8 
107,44.698,0.57,0.41,107,31868.7,-0.00730744,49.5458,14.5732,79.711,0.15128,-131.961,5.07195e-05,0.383989,0.290871,6.09803,3.96206,2.34111,60.6602,977.509,88.7951,32577.7,24154.6,0.00202813,-0.09109,5.33411,3.5801,1.95915,0.505382,892.427,82.4927,32492.7,0.034441,0.86076,0.00465499,25911.8 
108,44.723,0.57,0.41,108,33532.3,-0.0835236,49.595,15.3308,79.6729,-0.0149212,-19.8069,499.972,0.547546,0.490356,8.38657,1.83499,1.90706,3.90495,819.877,102.673,34189.4,24760.9,0.522958,0.465768,8.33739,1.8104,1.88247,0.359597,814.4,102.268,34183.9,0.0300118,0.819837,0.0054808,27136 
109,44.748,0.57,0.41,109,34513.1,-0.404327,51.311,15.504,79.6168,-0.276972,645.285,9.23808,0.704177,4.10474,1.91069,1.88122,1.75298,5.85382,398.536,54.2713,35789.9,31715.2,0.667317,4.06788,1.83697,1.84436,1.71612,0.818708,390.326,53.6631,35781.7,0.013969,0.806065,0.00275507,27942.2 
110,44.773,0.57,0.41,110,34567.5,-0.0368793,51.0184,15.2427,79.7681,-0.015336,-62.0784,141.8,-0.618305,-0.172017,-0.530672,1.7318,3.59849,-11.9133,1958.59,197.427,34085.3,25346.3,-0.543291,-0.0970027,-0.380643,1.80681,3.6735,1.08536,1975.3,198.665,34102,0.0699622,0.850336,0.0106174,28233.9 
111,44.798,0.57,0.41,111,30691,-0.0429602,48.8663,14.1818,80.1187,-0.0058026,-36.1544,500,-0.211295,1.13349,-0.952848,2.21087,1.14765,-7.03993,6022,149.543,26119.9,22566.6,-0.166967,1.17782,-0.864191,2.2552,1.19197,1.24047,6031.88,150.274,26129.8,0.230648,0.958223,0.010483,26151.8 
112,44.823,0.57,0.41,112,28884.2,-0.32148,48.5221,13.6817,80.0568,0.170786,-549.392,469.481,-1.70526,0.82007,-0.708787,-0.973902,2.26162,-81.3571,11849.6,124.408,18548.3,24665.4,-1.19298,1.33235,0.31578,-0.461619,2.7739,0.885894,11963.7,132.861,18662.4,0.45431,0.980936,0.0129445,26333.8 
113,44.848,0.57,0.41,113,28452.4,-0.0446098,47.3873,13.612,80.115,-0.0514434,84.4585,500,-2.24237,-1.31713,-0.858134,1.02024,-1.3408,-8.32772,12989,147.972,16962.7,21139.5,-2.18993,-1.26469,-0.753259,1.07268,-1.28836,0.829716,13000.7,148.837,16974.4,0.498666,0.980359,0.0158954,26071 
114,44.873,0.57,0.41,114,28836.4,-0.140053,47.5138,13.8345,79.9737,-0.0716385,139.377,8.57044e-09,-1.5171,1.19627,4.12898,1.28765,0.192515,-26.3092,8523.78,140.471,21892.4,21723.3,-1.35144,1.36193,4.46031,1.45332,0.358177,0.290019,8560.69,143.205,21929.3,0.336423,0.971558,0.0118865,25446.2 
115,44.898,0.57,0.41,115,31341.5,-0.325644,49.15,14.6025,79.8263,-0.161731,142.089,484.919,-1.77238,1.2902,2.92356,0.499635,0.858216,-27.0541,2968.58,64.0829,30051.4,24112,-1.60202,1.46055,3.26427,0.669987,1.02857,0.322956,3006.53,66.8937,30089.3,0.114861,0.962523,0.00407862,26175.3 
116,44.923,0.57,0.41,116,29724.2,-0.196376,47.2896,14.4194,79.9489,0.225368,-560.37,3.80635e-05,0.595142,-1.18531,0.311629,0.395195,1.57698,-3.27764,450.158,60.0398,31117.2,26308.9,0.615781,-1.16467,0.352906,0.415833,1.59761,0.805825,454.755,60.3803,31121.8,0.0186233,0.811453,0.00356119,24418.6 
