cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.835,0,20800.9,-0.768415,47.9881,11.2313,120.699,-0.48695,1093.67,402.573,-4.54038,-2.66593,-5.48359,0.963698,-1.37425,124.421,2535.44,-2.23533,20288.8,34881.8,-5.32383,-3.44938,-7.05049,0.180249,-2.1577,0.603931,2360.93,-8.69878,20114.3,0.120093,1.00649,-0.000797287,19659.2,-0.00329494,0.310742,10.3086,9.8171,120.818,89.3246,2.13526,11.5957,10.873,120.244,138.494,0.574064,-49.1697 
1,44.84,1,22211.7,-0.704394,49.2033,11.4291,120.605,1.1862,-360.312,131.372,-3.76365,-0.488827,-4.71101,-0.174621,-3.56213,68.5071,2548.42,-11.4269,21609.6,32219.7,-4.19502,-0.920198,-5.57375,-0.605992,-3.9935,0.635427,2452.33,-14.9857,21513.5,0.117034,1.01081,-0.00128481,20953.9,-0.0030864,0.30128,10.5378,9.63383,120.854,89.0036,2.16495,11.8616,11.0776,120.063,137.935,0.791274,-48.9317 
2,44.775,2,23378.7,-0.0287136,50.6097,11.3261,120.609,0.000622775,5.90809,8.13331e-12,-6.55572,0.536772,-4.72156,-1.22757,-0.487477,103.239,1482.94,-14.8842,23870.1,18660,-7.20579,-0.1133,-6.02171,-1.87764,-1.13755,0.631835,1338.13,-20.2473,23725.3,0.0615463,1.0272,-0.00157454,21741.9,-0.00324909,0.140853,11.2815,10.9508,122.393,89.8375,2.42066,11.8751,10.9309,120.134,137.363,2.25905,-47.5251 
3,44.855,3,25375.8,-0.270604,54.2463,11.5821,120.63,-0.225453,281.052,0.000588822,-4.19783,3.64915,-1.95985,-6.74665,2.07073,118.601,2211.03,-6.40129,25109.4,22515.4,-4.94463,2.90235,-3.45344,-7.49345,1.32393,0.703954,2044.68,-12.5624,24943,0.0870237,1.01087,-0.000928624,23495.7,-0.00316856,0.229201,10.8253,10.6533,121.207,89.3816,2.38982,12.0598,11.3994,120.02,138.115,1.18707,-48.7336 
4,44.815,4,24134.6,-0.733532,53.1509,11.4283,120.893,-1.53723,-163.223,471.787,-3.89165,-6.09835,-1.73752,-0.738198,3.01113,72.3359,3402.76,3.32096,22676.9,27941.7,-4.34713,-6.55383,-2.64848,-1.19368,2.55565,0.782688,3301.3,-0.436744,22575.5,0.145328,1.00023,-3.56386e-05,22716.2,-0.00311077,0.37292,10.721,10.3083,121.325,88.4897,2.23026,11.8356,11.2798,120.326,137.317,0.998624,-48.8276 
5,44.83,5,25280,-0.733406,54.6506,11.5697,120.585,0.425959,1498.56,343.505,-1.06037,-2.31044,-9.48927,-3.71544,0.515613,131.308,3442.51,7.42554,23877.6,41362.7,-1.88718,-3.13725,-11.1429,-4.54225,-0.3112,0.46991,3258.33,0.604336,23693.4,0.137862,0.999676,4.69835e-05,23634.7,-0.00310373,0.374716,10.6178,10.1307,120.957,88.1922,2.33251,11.9639,11.2016,120.041,137.079,0.916816,-48.8863 
6,44.785,6,24593.9,-0.805699,52.9555,11.8134,120.805,1.37449,-332.374,23.6335,-5.47911,-2.61346,-4.6658,-0.642366,-1.63124,72.6813,1922.15,-13.397,24704.9,35236.6,-5.93677,-3.07111,-5.58111,-1.10002,-2.0889,0.686065,1820.21,-17.1726,24603,0.0792128,1.01679,-0.00128743,22978.8,-0.003309,0.202314,10.5683,10.7309,121.609,89.8478,2.33951,12.1662,11.3972,120.21,137.994,1.39932,-48.1458 
7,44.865,7,23983.4,-0.829043,52.9209,-11.6206,120.608,0.804042,264.902,499.99,-3.24601,-3.03572,-3.49094,-7.68142,-4.39325,85.1915,1576.2,-16.1854,24580,26953,-3.78244,-3.57215,-4.5638,-8.21785,-4.92968,0.817928,1456.71,-20.611,24460.5,0.0647636,1.02539,-0.00155461,22492.7,-0.00348612,0.150605,11.2568,11.1478,122.086,90.6188,2.42823,11.9185,11.1752,120.017,138.698,2.06877,-48.0791 
8,44.765,8,24137.5,-0.0799043,51.3618,-11.6248,120.847,-0.0183404,17.4447,499.999,-4.74961,-3.67706,-11.1718,-0.0363179,-2.05946,58.8859,1143.17,-18.8619,25096.1,19447,-5.1204,-4.04785,-11.9134,-0.407106,-2.43025,0.501927,1060.57,-21.9209,25013.5,0.0469858,1.03753,-0.00161696,22572.2,-0.00370219,0.0790361,12.4315,17.6591,125.675,93.5002,2.43546,12.122,11.173,120.229,137.581,5.44567,-44.0803 
9,44.805,9,22629.6,-0.799516,50.8181,11.4569,120.465,-0.459701,864.204,48.4539,-1.04197,1.16913,-4.61017,-2.6731,-1.66374,137.414,2848.44,-10.5661,21960,31885.7,-1.90723,0.303869,-6.34069,-3.53836,-2.529,0.547463,2655.7,-17.7044,21767.3,0.12424,1.0118,-0.00150053,21375.6,-0.00343814,0.318117,10.6636,10.1438,121.119,88.5937,2.21211,11.7871,11.147,119.925,137.565,1.1941,-48.9715 
