cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,46.487,0,32109,-0.072401,60.2005,11.7219,117.015,-0.0417205,73.5717,458.274,3.61807,1.77237,4.86736,2.25497,-0.433775,21.4716,-56.8721,21.2749,32303.8,23071.7,3.48287,1.63717,4.59696,2.11977,-0.568975,0.592027,-80.0591,20.3285,32280.6,-0.0026739,1.79972,0.00115871,29940.9 
1,46.797,1,28616.8,-0.0674278,53.4621,11.7699,116.812,-0.0480021,63.7282,360.916,1.59966,-6.65463,0.609006,3.06463,1.4251,62.7662,502.699,32.1897,28212.7,20583.6,1.20444,-7.04986,-0.181438,2.66941,1.02988,0.922048,434.919,29.4231,28144.9,0.0163443,0.894142,0.00192206,26609.7 
2,47.037,2,30424.9,0.00329056,55.633,11.708,116.823,-0.0275358,-43.7744,5.09357e-11,4.09368,3.37298,0.171151,-0.497684,-1.92364,3.6608,-4.45935,22.4408,29609.3,21242.8,4.07063,3.34993,0.125049,-0.520735,-1.94669,0.975375,-8.41261,22.2794,29605.4,-0.00030564,-0.275135,0.00138435,27524.6 
3,46.787,3,23350.4,0.18431,45.3974,10.7122,116.896,-0.314598,54.9462,87.9485,1.89144,0.108574,4.64826,-1.41985,0.546906,-72.1447,364.23,16.0012,21884.2,16393.5,2.34571,0.56285,5.55681,-0.965574,1.00118,0.346333,442.138,19.1811,21962.1,0.0211885,0.929438,0.00160626,20866.9 
4,46.827,4,28290,0.164827,51.752,11.513,116.811,0.390742,-1014.48,32.9007,3.62004,-3.26226,3.85798,-2.44182,-1.07475,-76.5649,381.217,27.592,26937.1,32300,4.10215,-2.78015,4.8222,-1.95971,-0.592645,-0.342543,463.899,30.9668,27019.8,0.0181265,0.895401,0.00210675,25592.3 
5,46.777,5,27945.3,0.134942,52.7647,11.2141,116.975,-0.00637888,-149.349,38.6176,1.67192,2.91956,-1.07443,0.14241,0.363952,-14.6597,510.265,24.4071,26501.5,19293.1,1.76423,3.01187,-0.889817,0.234718,0.456261,1.1944,526.096,25.0533,26517.3,0.0208874,0.923074,0.00173738,25187.2 
6,46.737,6,26612,0.0661207,50.0874,11.2383,117.048,-0.00717316,-124.232,500,0.410778,0.442136,7.17105,-2.23125,-7.87389,-86.93,627.393,21.5236,25065,18353.1,0.958154,0.989511,8.2658,-1.68387,-7.32651,-5.87055,721.268,25.3553,25158.9,0.0299045,0.942046,0.00185305,24119 
7,46.757,7,27815.7,0.132409,52.4385,11.2357,117.156,0.073439,-196.848,322.732,0.833637,-1.82525,-5.85885,-4.5188,-6.82954,-68.8054,591.71,23.5788,26173.4,19650.5,1.26689,-1.392,-4.99235,-4.08555,-6.3963,0.679964,666.012,26.6115,26247.7,0.0265594,0.934646,0.00186416,25076.4 
8,47.137,8,22097.8,0.131138,41.5708,11.1432,117.074,0.00916354,37.1597,500,1.68987,-5.04567,5.40284,-2.48017,-1.36929,-110.885,-46.4972,25.7254,21087.5,15090.8,2.38808,-4.34745,6.79927,-1.78196,-0.671074,-1.84863,73.2462,30.6129,21207.3,0.00370005,0.577566,0.00265204,19796 
9,46.717,9,25050.2,0.144869,48.5671,10.8654,116.873,0.819357,-851.636,371.564,-4.22513,0.230132,-2.02209,-2.56629,-1.248,-56.8283,667.828,25.6303,23343.6,39893.9,-3.8673,0.587965,-1.30642,-2.20846,-0.890163,0.82999,729.196,28.1352,23404.9,0.0324148,0.936749,0.00220951,22495.8 
10,46.767,10,25878.1,0.198344,48.858,10.9945,116.743,-0.539404,104.48,5.43673e-05,1.065,-4.33734,0.0596913,-0.145194,1.64804,-71.9274,495.852,17.8703,24110.7,19321.2,1.51791,-3.88443,0.965507,0.307714,2.10095,0.041818,573.526,21.0406,24188.3,0.0248617,0.939672,0.00159982,23068.7 
11,46.917,11,25505.5,0.227505,46.8275,11.2801,117.044,-0.447229,114.93,10.4535,2.74559,1.55652,0.843584,-0.39732,-4.68701,-83.2423,130.9,15.7416,24065.5,18868.5,3.26974,2.08068,1.89189,0.126835,-4.16286,0.409943,220.792,19.4107,24155.4,0.00973282,0.866664,0.00147808,22685.3 
12,46.747,12,28456.4,0.236629,52.3328,11.2985,116.949,0.195081,-205.886,299.284,3.15422,-1.37221,5.85113,-2.5365,1.31678,-90.5731,626.556,33.3488,26458.8,20555.6,3.72454,-0.801891,6.99176,-1.96619,1.88709,0.289117,724.365,37.341,26556.6,0.0284936,0.917253,0.00258347,25422 
