cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,46.2528,10,0,18092.2,-0.0930471,34.963,11.542,119.108,0.841149,215.536,452.145,1.44302,0.791592,2.70971,0.384919,2.79641,-54.1869,36.6579,-9.35523,17556.5,19038.4,1.78422,1.13279,3.39211,0.726119,3.13761,0.666553,112.66,-6.54033,17632.5,0.0063488,1.11308,-0.000683751,17745.1,-1.75098e-05,-0.135978,0.170722,5.39961,106.506,83.8433,1.57246,11.8214,11.9385,118.491,132.689,-11.9851,-48.8461 
1,46.6978,3.5,1,18875,-0.0206254,36.0082,11.5558,119.124,-0.00692456,-16.9778,1.77599e-11,-1.67538,-0.537637,-2.34101,0.246884,-1.41879,20.8262,403.018,-4.35408,17856,13549.4,-1.80652,-0.668774,-2.60328,0.115747,-1.54992,0.600279,373.807,-5.43596,17826.8,0.0205382,1.02611,-0.000562034,18200.6,-7.91083e-06,0.0352841,9.18526,17.6665,125.417,92.1714,1.55871,11.9977,12.0688,118.467,133.085,6.94975,-40.9137 
2,46.7578,10,2,17056.4,-0.109821,34.5032,11.0988,119.388,0.159324,-96.9672,135.474,0.923297,1.54779,4.34473,0.966507,3.68282,65.3828,378.961,2.86825,15991.3,12969,0.511599,1.13609,3.52133,0.554809,3.27112,0.608521,287.255,-0.528253,15899.6,0.0177462,1.00323,-6.12064e-05,16186.8,0.000243326,0.035984,8.98145,16.3679,125.516,96.0031,1.43817,11.3848,12.237,118.766,132.983,6.74988,-36.9802 
3,46.8178,10,3,18265.7,-0.0732123,34.772,11.6491,119.155,0.00349641,191.063,203.195,-1.92749,-1.73079,2.48528,1.61658,-4.54146,3.65414,234.162,-7.48928,17633,13207.8,-1.9505,-1.7538,2.43926,1.59357,-4.56447,1.57585,229.036,-7.67911,17627.9,0.0128262,1.06233,-0.000803108,17856.9,-0.000184431,0.0276102,8.88125,16.3979,127.202,95.1636,1.51825,12.0565,12.1492,118.615,132.847,8.58677,-37.6835 
4,46.9828,10,4,17881.5,-0.0344862,36.0489,10.8831,119.005,-0.00021778,44.9267,85.8105,1.32335,0.575846,-0.416246,2.03405,-1.32977,7.11289,204.258,-9.64693,17118.7,12771.8,1.27856,0.531058,-0.505822,1.98927,-1.37456,1.26365,194.281,-10.0164,17108.8,0.0112281,1.09917,-0.00107964,17303,0.000219321,-0.0159105,6.08525,8.30977,109.609,81.6415,1.63156,11.2543,11.8124,118.497,132.272,-8.88814,-50.6306 
5,46.8628,10,5,15667.5,-0.0314008,33.3291,-10.4825,119.525,0.0983169,-86.7947,500,3.91432,0.635291,-6.24548,-1.68218,-0.0156779,45.6336,217.486,4.15345,15010.2,11651,3.62698,0.347948,-6.82017,-1.96952,-0.303021,-0.332641,153.481,1.78287,14946.2,0.0101645,0.980077,0.000219689,15099.7,-3.12211e-06,0.0326989,-8.40865,-12.1702,128.28,99.8091,1.48185,10.7048,11.8958,119.025,132.749,9.25494,-32.9399 
6,46.7278,9,6,15597,-0.0164726,32.8736,10.6117,119.383,-0.0341429,8.03882,500,-2.65279,3.23579,0.363895,1.8232,-0.926269,15.7109,444.378,-11.5769,14739.6,11364.9,-2.75171,3.13686,0.166041,1.72427,-1.0252,0.867195,422.342,-12.3931,14717.5,0.027896,1.05413,-0.00155358,15139.9,0.000280306,-0.0502056,0.0440491,4.96359,127.576,83.723,1.44222,10.9925,11.8013,118.776,133.115,8.79948,-49.3923 
7,46.8328,10,7,16024.8,-0.0959107,34.3419,10.4527,119.207,0.0267427,-7.60684,0.873475,0.0117924,-1.30794,-1.5607,0.331741,0.792954,-20.5731,262.463,-3.11948,15454.3,11692.1,0.141335,-1.1784,-1.30161,0.461284,0.922498,-0.3631,291.319,-2.05075,15483.1,0.0184678,1.01247,-0.000244048,15774.4,-0.000341024,0.00594695,56.7185,-16.0399,118.262,79.3031,1.53777,10.7495,11.8462,118.686,132.93,-0.423738,-53.6274 
8,46.8028,10,8,16605.1,-0.0771671,34.6696,10.6675,119.217,0.042121,-39.4036,1.38586e-10,1.69733,2.82552,2.86022,-0.586124,-0.642261,44.9783,255.003,1.25293,15939.6,12093.4,1.41412,2.54231,2.29379,-0.86934,-0.925477,0.485166,191.917,-1.0836,15876.5,0.0119437,1.00998,-0.000125743,16068.5,-0.000119746,0.0338395,8.92249,-14.1494,126.719,97.8305,1.55107,10.9632,11.8134,118.742,133.446,7.97762,-35.6152 
9,46.9378,10,9,16574.9,-0.0666047,33.0697,11.1154,119.279,0.182763,-186.654,259.703,-3.08269,-0.824982,-3.78829,-2.39551,2.56126,38.7626,327.061,0.784157,15867.5,13076.6,-3.32677,-1.06906,-4.27645,-2.63959,2.31718,0.524558,272.692,-1.22948,15813.2,0.0169523,1.00795,-0.000143245,16085.9,0.000653462,-0.0470076,11.7964,12.4526,95.6581,108,1.45268,11.4743,12.0561,118.671,133.1,-23.0128,-25.0999 
