cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,46.8468,0,18638.2,-0.0612032,30.19,13.64,117.994,-0.0700255,77.0204,191.86,0.103858,3.03083,-2.49645,0.276656,-1.8676,51.3656,2262.11,5.5847,16129.7,13580.7,-0.219577,2.70739,-3.14332,-0.0467796,-2.19103,-0.0864075,2190.06,2.91635,16057.7,0.152152,0.997675,0.000334447,14393.9,1.95815e-05,0.173158,13.5476,11.9794,119.155,89.8778,1.11197,13.8813,12.9595,117.413,139.741,1.74232,-49.8629 
2,46.8568,2,15920.6,0.0324355,25.8829,13.2188,117.975,-0.0312021,-19.6086,8.19,-4.93578,-4.63112,-6.36694,-3.56927,-3.25223,24.142,1385.45,7.47608,14190,11157.8,-5.08779,-4.78313,-6.67097,-3.72128,-3.40424,0.718137,1351.59,6.22195,14156.1,0.111607,0.992008,0.000808994,12110.2,0.000222709,0.096867,13.6518,12.9623,119.88,90.0716,1.02177,13.4934,12.684,117.319,139.212,2.56139,-49.14 
3,47.0168,3,19102.2,-0.0405513,31.0305,13.5198,118.47,0.110314,-244.56,466.1,-4.61242,-1.8207,-4.61372,-2.74158,1.11733,-16.6076,83.8337,-13.9243,18897.6,14535.2,-4.50785,-1.71613,-4.40457,-2.63701,1.22191,0.634283,107.127,-13.0615,18920.9,0.00739472,1.27124,-0.00127327,14487,7.18206e-05,-0.0134441,10.7317,9.30102,115.215,76.4393,1.35875,13.8295,12.4765,118.004,140.345,-2.78883,-63.906 
4,47.0368,4,18614.4,-0.0278682,31.0221,13.1356,118.218,0.0181653,-48.898,481.971,-1.20797,-0.412366,1.69416,2.60875,-2.33899,6.58648,175.506,-2.59642,18237.7,13294.2,-1.24944,-0.453839,1.61121,2.56727,-2.38046,-16.0057,166.268,-2.93858,18228.5,0.0118594,1.03192,-0.00029705,14019.9,0.000104897,-0.0147125,8.16952,7.07397,112.684,82.9816,1.41027,13.5052,11.9456,117.835,139.649,-5.15162,-56.667 
5,46.9968,5,18532.8,-0.0409051,29.5995,13.757,117.863,0.0301836,-40.2598,43.3654,-1.64466,-4.25373,-8.67605,-2.48081,-1.69728,2.81312,221.496,-9.58567,18102.1,13295.3,-1.66238,-4.27144,-8.71148,-2.49852,-1.71499,0.538068,217.55,-9.73181,18098.2,0.0155703,1.08493,-0.000991524,13972.2,0.00021597,-0.0109816,7.68722,7.26812,110.978,72.5552,1.25874,13.9835,12.768,117.442,140.191,-6.46463,-67.6362 
6,46.9268,6,19148.5,0.0258984,30.0148,13.7598,117.363,-0.00608649,-118.091,417.854,-2.8961,-2.16872,-4.92815,-1.25152,-2.21061,-34.0342,247.081,-5.84927,18610.7,13467.8,-2.6818,-1.95442,-4.49954,-1.03721,-1.9963,0.630254,294.818,-4.08126,18658.4,0.0203671,1.02483,-0.000403096,14475.2,0.000383628,-0.00814994,9.44323,7.55557,112.597,73.7089,1.24104,14.1363,13.1057,116.862,139.8,-4.26476,-66.0914 
7,47.1168,7,19367.8,-0.00628216,32.0633,13.3267,117.957,-0.0347347,-7.42614,500,-1.12872,-0.999746,-3.18938,-4.84708,-2.68794,55.7109,3.28503,-12.2483,19172.7,13918.3,-1.47952,-1.35054,-3.89097,-5.19787,-3.03873,0.739867,-74.855,-15.1424,19094.6,-0.00518493,0.738548,-0.00146297,14437,-4.50225e-07,-0.0149597,-10.6946,8.27485,115.572,78.9961,1.39263,13.6511,12.555,117.6,139.616,-2.02802,-60.6203 
8,46.9068,8,16469.3,-0.00672322,26.5303,13.5129,117.384,-0.00669415,-2.58136,463.085,-2.07451,-5.31738,-0.496625,0.692305,-3.4496,35.4099,315.144,-11.8582,15840.7,11670.9,-2.29748,-5.54034,-0.942558,0.469338,-3.67257,0.921346,265.478,-13.6977,15791,0.0216423,1.09926,-0.00160047,12266.6,0.000377506,-0.0107755,6.20095,-5.52381,115.15,71.09,1.1591,13.7377,12.3692,116.931,138.937,-1.78086,-67.8475 
9,47.0068,9,19156.7,-0.00662079,32.3017,-13.0489,118.481,-0.0294269,-8.29752,1.84583e-10,-1.94191,-1.60996,4.26295,1.92584,-0.442893,13.7646,252.129,9.0145,18642.4,13729.2,-2.02859,-1.69663,4.0896,1.83917,-0.529565,-1.44303,232.823,8.29946,18623.1,0.0161835,0.941281,0.000820267,14386.4,0.000123233,-0.00332293,14.3086,-0.10263,112.336,75.1058,1.41519,13.3191,12.3645,117.957,139.623,-5.62116,-64.5172 
10,47.0268,10,19340,-0.00899649,32.1561,13.1498,117.454,-0.0352716,-5.80062,500,1.17555,-2.32299,-0.31527,1.81089,-2.81588,15.5374,71.5514,-11.8231,18984.2,13771.7,1.07772,-2.42083,-0.510939,1.71306,-2.91371,0.832737,49.7587,-12.6303,18962.4,0.00344085,1.79922,-0.00122848,14461.2,0.000134836,-0.0137013,-12.3011,-6.92372,113.389,76.9866,1.42323,13.398,12.3927,116.938,139.266,-3.54829,-62.2789 
11,47.1368,11,19971.4,-0.00481712,32.0533,13.7097,117.854,0.0452664,-36.0535,3.04558e-12,2.34669,-1.23911,-1.46328,-1.44743,-1.69841,-9.46692,118.144,-4.64277,19546.3,14358.4,2.4063,-1.1795,-1.34406,-1.38782,-1.6388,0.572484,131.422,-4.15099,19559.5,0.00876341,1.05851,-0.00039109,14996.7,6.43688e-05,-0.012914,10.9978,-9.06385,114.21,78.9393,1.43156,14.0459,12.1917,117.462,139.956,-3.2529,-61.0166 
12,47.0568,12,18240.2,-0.0250417,30.6754,13.0367,117.308,-0.00122658,-3.52918,500,-0.899622,-1.99381,-4.21448,-0.50689,-1.4853,34.0682,98.4937,-5.49775,17904.1,13018.4,-1.11414,-2.20833,-4.64351,-0.721409,-1.69982,0.552959,50.7096,-7.26753,17856.3,0.00372276,1.33476,-0.000750301,13621.5,5.21714e-05,-0.0118095,9.90862,10.7943,113.533,79.2132,1.40478,13.3337,11.9627,116.79,140.177,-3.25738,-60.964 
13,46.8868,13,19834.9,-0.0309803,33.783,-12.8573,117.645,0.0504239,-5.78753,246.164,0.369893,-3.13615,-3.69821,-3.95543,0.421812,54.7823,569.639,-10.1463,18930.8,14149.3,0.0249437,-3.4811,-4.38811,-4.30038,0.0768627,0.636378,492.802,-12.9921,18854,0.0332484,1.04837,-0.00127099,14821.8,6.13664e-05,0.0342995,12.3951,15.4756,123.178,95.722,1.44542,13.0853,12.459,117.17,139.495,6.00886,-43.7733 
14,47.0968,14,17240.8,0.00492582,27.1124,13.7813,118.05,-0.000302625,-13.9781,2.8819e-09,0.412961,0.487525,-0.829143,-1.39729,-2.43409,33.8398,56.1175,-8.28027,16863,12163.5,0.19988,0.274445,-1.2553,-1.61037,-2.64717,0.750859,8.6539,-10.0382,16815.5,0.000676697,-0.97094,-0.00110087,12788.4,0.000230286,-0.0118919,10.3522,10.4744,115.715,78.9769,1.13662,14.1686,13.0015,117.489,139.745,-1.77402,-60.768 
15,46.9168,15,19046.7,-0.0519606,30.1059,13.8491,117.922,0.00965969,-15.251,500,2.36513,0.63241,-1.70267,0.372537,-1.54565,-27.7154,404.242,0.428008,18445.6,13577.6,2.53964,0.806926,-1.35364,0.547054,-1.37114,2.15809,443.116,1.86777,18484.5,0.030578,0.992678,0.000186101,14491.3,9.94056e-05,0.0244282,12.0179,-15.6268,125.13,99.1001,1.26151,14.1466,12.7451,117.374,139.676,7.75546,-40.5758 
16,46.9668,16,19413,0.0399747,32.3068,13.0561,118.297,-0.0275547,-110.635,500,-0.547421,-1.62835,-1.85461,0.0825862,-1.43444,-42.332,213.921,-16.9266,18965.4,13830.2,-0.280868,-1.36179,-1.3215,0.34914,-1.16789,0.650665,273.296,-14.7275,19024.8,0.018551,1.10412,-0.00142805,14732.2,-0.000393612,0.00933236,-8.49795,5161.16,124.528,72.104,1.40389,13.3694,12.4494,117.76,140.215,6.76772,-68.1108 
17,47.0768,17,21951.7,-0.0746786,35.8807,-13.5368,118.858,0.111641,12.5797,500,-3.05592,2.20786,2.98382,-2.80959,-4.52141,-18.6628,156.847,-10.0148,21596.8,15857.2,-2.9384,2.32538,3.21885,-2.69208,-4.4039,1.71687,183.023,-9.04535,21623,0.0110145,1.09468,-0.000771184,16616.5,5.33719e-05,-0.0175607,7.28757,8.08027,111.928,80.727,1.55802,13.854,12.4769,118.361,140.246,-6.43279,-59.5189 
