cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,46.7342,3.9,0,15507.4,-0.0556467,25.4319,-13.4931,114.831,0.0533219,2.32167,300.499,3.01112,3.1425,-0.649054,2.66877,1.04893,71.7554,314.238,-11.9328,14539.7,11174.9,2.5593,2.69068,-1.5527,2.21694,0.597108,1.23846,213.595,-15.6604,14439.1,0.0137634,1.14719,-0.00200191,15519,0.000679308,0.0159054,10.8283,17.4157,122.451,91.711,1.04822,13.5799,12.4775,114.196,134.426,8.25554,-42.7153 
1,46.8392,7,1,16672.1,-0.0610615,27.2474,13.5451,115.19,-0.099214,37.6306,301.184,3.74748,-1.08942,-3.6402,-1.19535,-2.76882,143.774,334.465,-13.778,15588.6,12135.9,2.84217,-1.99472,-5.4508,-2.10065,-3.67412,0.47478,132.809,-21.2467,15386.9,0.00807694,1.38882,-0.00255012,16443,0.0006365,0.0217612,9.22578,16.0371,123.453,91.637,1.10606,13.7835,12.6111,114.548,134.702,8.90448,-43.065 
2,46.7192,3.4,2,14343.8,-0.079196,24.1199,13.2898,115.019,0.00551645,19.6115,64.2651,-3.02152,2.99211,-1.79579,-0.333846,-0.947149,154.254,270.077,-18.6427,13439.3,10438.5,-3.99282,2.02081,-3.73839,-1.30514,-1.91845,0.581554,53.7208,-26.6559,13222.9,0.0038181,7.59523,-0.00372731,14070,0.000591783,0.0159961,9.39264,13.7518,123.31,94.184,0.979933,13.4123,12.5923,114.408,134.371,8.90191,-40.1867 
3,46.9592,9.6,3,14934.1,-0.0278974,24.7347,13.4266,114.924,0.0215675,3.18689,2.59077e-15,0.881277,-0.0673075,-1.43367,-0.905279,-1.47568,137.609,199.071,-5.49589,14183.4,10813.3,0.0147881,-0.933797,-3.16664,-1.77177,-2.34217,0.613804,6.06013,-12.6444,13990.4,0.000408478,-0.377164,-0.00166766,14835.9,0.00110503,-0.0314919,-11.8148,18.7123,93.5371,108,1.00601,13.6687,12.7002,114.207,134.592,-20.6699,-26.5923 
4,46.5442,10,4,15148.9,-0.0967218,25.1123,13.5402,115.152,-0.0211068,131.804,482.246,-2.28105,-1.06787,-0.162649,1.31366,0.207822,135.388,96.4992,-12.7119,14541.7,11159.5,-3.13355,-1.92037,-1.86765,0.46116,-0.644677,0.737139,-93.3949,-19.7451,14351.9,-0.00617709,0.72994,-0.00254078,15119.6,0.00048418,-0.00792702,7.73415,7.83573,113.368,78.366,1.04988,13.6455,12.5232,114.604,134.515,-1.23647,-56.1489 
5,46.7492,4.3,5,16739.8,-0.109455,27.9539,-13.4516,115.484,-0.0909703,61.0411,363.119,4.64826,-2.6586,-9.78696,-1.48974,5.7167,86.2498,320.641,-10.0094,15606.5,12421.6,4.10516,-3.20169,-10.8731,-2.03284,5.17361,-0.592226,199.667,-14.4899,15485.6,0.0120177,1.14547,-0.00172664,16614.4,0.00078733,0.0194688,10.1041,16.1719,123.714,95.4225,1.11486,13.5061,12.687,114.797,134.931,8.91691,-39.509 
6,46.6742,1.9,6,15690.4,-0.0191629,25.7492,13.3453,115.528,-0.00298401,-0.0633705,500,-2.90359,3.24726,-5.25464,0.435796,0.447003,83.894,221.682,-10.0282,14613.9,11186.3,-3.43184,2.719,-6.31116,-0.0924623,-0.0812552,0.123173,104.013,-14.3864,14496.2,0.00672351,1.31935,-0.0018315,15470,-0.000433375,0.0143669,13.1097,-10799.2,120.75,77.6819,1.05557,13.5865,12.2194,114.748,134.151,6.00184,-56.4696 
7,46.6892,2.5,7,18092.7,-0.117837,29.7475,13.6605,115.427,-0.00467104,-12.3536,495.152,-0.218549,2.40695,1.04247,1.46976,0.148591,9.24548,329.755,-3.95113,16931,13230.4,-0.276766,2.34874,0.926041,1.41154,0.0903745,0.79421,316.787,-4.43142,16918,0.0173583,1.02509,-0.000482745,18249.9,-0.000894146,0.0181605,14.2148,9211.8,121.866,105.288,1.19302,13.6234,12.4615,114.502,134.92,7.36334,-29.6313 
8,46.6592,1.5,8,16129.2,-0.0453956,26.7134,13.3079,115.381,-0.0189851,34.2068,280.88,2.74708,4.58219,-0.141892,-2.14674,0.854898,44.2389,339.497,-18.2119,15046.6,11593.8,2.46852,4.30363,-0.699013,-2.4253,0.576338,1.16548,277.448,-20.51,14984.5,0.0171677,1.14859,-0.00252775,16161,0.000620401,0.0189917,12.6647,15.5729,123.933,89.7654,1.09028,13.5089,12.5813,114.82,134.45,9.11298,-44.6845 
9,46.8992,8.4,9,17293.7,-0.0689132,28.5667,13.481,115.39,-0.0254213,31.1252,500,-2.89604,-0.713987,-3.1966,-4.03876,-2.38682,92.5941,351.657,-17.0171,15842.9,12562.3,-3.47908,-1.29703,-4.36268,-4.6218,-2.96986,0.739237,221.785,-21.8272,15713,0.0131408,1.20806,-0.00256545,16877.6,-0.000725397,0.0197693,14.2445,10236.5,120.152,107.451,1.10313,13.5689,12.5286,114.58,134.209,5.57183,-26.7578 
10,46.7792,5.2,10,15526.5,-0.0384545,25.7115,13.4454,114.994,-0.0250031,-4.08416,500,-0.709295,6.09233,-4.34792,1.64481,3.70099,47.2632,291.051,-17.6269,14458.7,11257.1,-1.0069,5.79472,-4.94312,1.3472,3.40338,2.07569,224.76,-20.0821,14392.4,0.0145187,1.18534,-0.00257696,15480.7,-0.00081835,0.0148291,16.2455,6827.36,121.2,107.989,1.02867,13.4933,12.4017,114.295,134.543,6.90487,-26.5534 
11,46.8842,8.1,11,14936.1,-0.066896,24.3487,13.6361,115.185,0.103764,152.483,122.203,-0.167983,-2.92694,-3.95777,5.157,0.874883,-20.2049,271.439,-10.2625,13911.4,11323.5,-0.0407577,-2.79972,-3.70332,5.28423,1.00211,-13.3842,299.778,-9.21293,13939.7,0.0198846,1.05684,-0.00121895,15075.9,0.000713243,0.0139526,10.1727,21.7853,124.035,91.3976,0.974958,13.7375,12.6964,114.503,134.853,9.53127,-43.4555 
12,46.8242,6.5,12,16375.8,-0.0795324,26.1367,13.9545,115.381,-0.0222588,32.1461,111.497,0.563845,0.311472,5.17077,0.540704,2.07643,78.7649,359.869,4.61832,15221.1,11896.3,0.0678833,-0.18449,4.17885,0.0447427,1.58047,0.265251,249.394,0.52664,15110.6,0.0153316,0.996318,6.41974e-05,16266.7,-0.000720451,0.0156574,15.1178,616.332,122.096,108,1.04272,13.9221,12.5373,114.477,134.428,7.61885,-26.4281 
13,46.8692,7.5,13,16427.7,-0.0542608,27.0486,13.4198,115.287,0.0179114,67.1862,499.4,0.102699,1.1247,-1.33032,0.254796,1.76196,14.4024,274.429,-14.1,15390.5,11855.6,0.0120107,1.03401,-1.5117,0.164108,1.67127,2.10367,254.228,-14.8482,15370.3,0.0153643,1.11384,-0.00178271,16546.7,0.000793922,0.015282,10.4263,18.6339,124.909,92.9838,1.09971,13.4393,12.6751,114.595,134.002,10.314,-41.0181 
14,46.9442,9.3,14,15187.8,-0.0144292,24.284,13.8389,115.474,-0.010839,50.5591,500,-1.2655,0.532902,4.74373,2.56732,2.28994,26.0376,262.582,-6.48222,14115.8,10957.8,-1.42945,0.368951,4.41582,2.40337,2.12599,0.43995,226.061,-7.83482,14079.2,0.0149215,1.06457,-0.00102615,15150.1,0.000760224,0.011664,10.7725,18.3787,125.563,95.1731,0.97311,13.9427,12.7694,114.768,134.713,10.7952,-39.5396 
15,46.9292,9,15,15606.4,-0.119176,25.1147,-14.036,115.299,0.0362123,45.5005,2.62954,-0.210953,1.11108,2.3446,-1.6374,0.581376,0.316067,365.754,-1.45575,14427.7,11529,-0.212943,1.10909,2.34062,-1.63939,0.579386,-0.0752752,365.311,-1.47217,14427.3,0.0233302,1.0071,-0.000188005,15658.2,-0.00104052,0.0156678,17.4803,846.607,122.866,107.975,0.980499,13.8539,12.6837,114.443,134.867,8.42216,-26.8913 
16,46.6442,1.5,16,17690.7,0.0230315,29.1802,13.3203,116.054,0.0390039,-35.3345,1.34594e-11,0.341507,-2.64834,-4.76061,0.649607,1.12156,46.3213,5547.42,18.9834,11202.5,12697.9,0.0498345,-2.94002,-5.34396,0.357934,0.829891,0.241595,5482.45,16.5771,11137.5,0.31712,0.994736,0.0027343,17288.2,0.000823346,0.444529,13.2785,11.488,117.217,84.595,0.812715,13.2303,12.7933,114.81,134.108,2.4069,-49.5135 
17,46.4442,10,17,15690,-0.0339533,26.1952,13.3056,115.24,-0.00467604,5.07697,500,-2.72623,2.89899,-0.237504,2.32553,2.01312,-7.37343,34.9928,-6.95072,14844.8,11347,-2.6798,2.94542,-0.144647,2.37196,2.05955,1.03177,45.3348,-6.56769,14855.1,0.00287079,1.33963,-0.00081509,15791.7,0.00124686,-0.0348426,13.5289,16.7743,92.9275,108,1.06801,13.5075,12.6768,114.566,134.33,-21.6385,-26.33 
18,46.8542,7.4,18,18084.7,-0.112056,29.9351,13.5471,115.233,0.00102529,474.832,477.057,2.12444,-0.945172,3.50762,1.54132,3.52442,63.1299,382.334,-7.59149,16815.9,13217.3,1.72693,-1.34268,2.7126,1.1438,3.1269,0.631818,293.788,-10.871,16727.3,0.0162991,1.06924,-0.0011986,18024.8,-0.000858639,0.0191367,-14.3861,10347.4,120.276,104.374,1.17432,13.6324,12.4835,114.464,134.585,5.81204,-30.2116 
19,46.2442,10,19,17131,0.0102295,28.1673,13.5206,115.615,0.0291955,34.6657,8.40891e-12,6.47919,-1.62719,2.38797,-2.16503,-0.745322,-6.14777,29.9931,-21.4218,16247.4,12430.5,6.51791,-1.58848,2.46539,-2.12632,-0.706611,0.459568,38.616,-21.1024,16256,0.00223602,22.8946,-0.00239703,17270,0.000737062,-0.0134749,-9.97577,7.67492,112.342,77.1365,1.18877,13.6331,12.3863,115.163,135.14,-2.82148,-58.0034 
