cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,46.54,0,28562.7,0.0252091,59.2274,10.8294,117.906,0.00590898,-45.929,2.72908e-11,-0.681488,2.3507,-1.86226,1.80609,-1.9006,53.9544,111.737,-12.0694,28364.1,20888.4,-1.02122,2.01096,-2.54174,1.46636,-2.24034,-0.0927587,36.0609,-14.8722,28288.4,0.00127314,3.5937,-0.000969401,28324.4,-0.000603532,-0.0211398,7.91834,11.5433,114.224,80.47,2.76113,11.0716,11.7876,117.666,142.057,-3.4425,-61.5874 
1,46.9311,1,28259.8,-0.110783,60.4267,10.4934,117.974,-0.0499902,283.112,499.586,-3.75135,2.30358,-0.841432,-1.09383,-0.644,52.7291,243.452,-13.0656,27688.6,21102.3,-4.08338,1.97156,-1.50547,-1.42585,-0.976022,0.749886,169.494,-15.8048,27614.6,0.00610039,1.195,-0.00105541,27784.1,-0.000722278,0.0397017,-10.6394,-13.1058,126.176,107.989,2.80732,10.627,11.7592,117.737,142.91,8.43935,-34.9208 
2,47.2161,2,25839.9,-0.0556565,55.4453,10.5594,118.151,0.183187,69.7749,1.05959,-0.374083,2.39274,0.302958,0.114559,2.25743,-15.234,55.8532,-9.88838,25690.6,19475.1,-0.278158,2.48866,0.494807,0.210484,2.35336,0.906094,77.2203,-9.09701,25712,0.00299429,1.2597,-0.000652169,25789.2,-0.000606798,-0.0194231,-8.65224,11.9997,114.454,78.824,2.67468,10.7972,11.3268,117.817,142.549,-3.36275,-63.7249 
3,46.8711,3,28717.4,-0.0621426,61.5682,10.5124,118.097,-0.0820485,215.551,2.93565e-11,4.70266,2.40325,2.7592,-0.0851781,-3.36628,15.9679,641.634,1.84089,27946.6,21645.1,4.60212,2.30271,2.55811,-0.185724,-3.46683,0.559735,619.238,1.01139,27924.2,0.0216946,0.99715,6.67153e-05,28543.4,-0.00101349,0.0666515,9.81829,15.9033,122.286,97.9979,2.80354,10.8352,11.7061,117.794,142.279,4.49239,-44.2815 
4,46.9761,4,25119.7,-0.214353,54.6062,10.4374,117.863,0.136115,61.3926,407.013,1.46015,0.287526,0.920963,-0.464563,3.21437,56.0178,181.267,-11.8017,24698,18825.6,1.10742,-0.0652034,0.215505,-0.817292,2.86164,0.934736,102.696,-14.7117,24619.4,0.00415402,1.33457,-0.00110199,24722.1,-0.000232907,-0.0171558,-7.38538,-9.50725,112.874,78.9729,2.57133,10.6058,11.451,117.523,142.448,-4.64916,-63.475 
5,46.9611,5,27295.3,-0.0645958,57.7036,10.6686,118.138,0.0335819,-35.422,500,-1.5998,-1.86155,1.34911,1.55082,-0.872135,24.5254,145.091,3.96097,27049.2,20079,-1.75423,-2.01598,1.04025,1.39639,-1.02656,1.44076,110.692,2.68692,27014.8,0.00408072,0.959252,0.000183184,27125.5,-0.000644422,0.0146238,0.169023,22.0448,117.57,76.6119,2.74239,10.894,11.5017,117.836,142.222,-0.266319,-65.6105 
6,46.9911,6,29431.3,-0.216698,61.8315,10.7367,118.15,-0.14496,245.578,498.384,-2.25337,1.23004,0.650675,-1.21862,3.14593,22.793,122.539,-8.36529,29167.7,22769.9,-2.39689,1.08651,0.363632,-1.36214,3.00241,0.475677,90.5694,-9.54934,29135.8,0.0030989,1.22626,-0.000604121,29226.3,-0.000648161,-0.0207808,8.97256,9.47063,113.375,79.5681,2.84939,10.9467,11.9086,117.863,142.296,-4.4885,-62.7284 
7,47.1261,7,25060.7,-0.200311,54.7362,10.3601,117.823,0.119147,21.8074,51.553,-4.28368,-2.01582,1.09043,3.10409,1.5837,10.4887,141.761,-4.4295,24736.4,18544.7,-4.34972,-2.08187,0.95834,3.03804,1.51766,2.04445,127.05,-4.97436,24721.7,0.00511292,1.07356,-0.000370795,24848.8,0.000189406,-0.0393964,-9.89234,24.9928,93.744,108,2.58169,10.5419,11.5459,117.547,142.411,-23.8031,-34.4108 
8,46.8561,8,23645.7,-0.125881,50.2772,10.4997,117.952,-0.0583764,155.51,498.491,-1.55587,2.70109,5.52441,4.23247,3.23985,65.9203,2723.48,-0.299649,20685.4,17480.2,-1.97095,2.28601,4.69424,3.81738,2.82477,0.597111,2631.02,-3.72408,20592.9,0.113289,1.00248,-0.000333242,23223.9,-5.78117e-05,0.289491,10.2968,10.9416,119.399,91.76,2.10865,10.6746,11.4606,117.39,142.221,2.00932,-50.4608 
9,46.8411,9,24926.9,-0.176068,54.4218,10.2987,117.963,0.190263,-233.224,342.13,-1.71209,-1.75836,-1.15183,-1.4518,1.98487,-19.345,1776.47,-16.8312,22971.5,19689.8,-1.59028,-1.63655,-0.908205,-1.32999,2.10668,0.729568,1803.6,-15.8263,22998.7,0.0727191,1.0156,-0.00126923,24802.3,-0.000471935,0.210004,9.88071,10.4479,119.512,92.5165,2.47429,10.5102,11.1652,117.593,142.616,1.91875,-50.0996 
10,47.1711,10,25977.2,-0.0177616,55.2547,10.5693,118.116,-0.0387695,-8.87548,500,-3.21752,-4.38203,-3.58422,-0.0601843,0.260425,9.7311,76.6394,-7.71837,25765.3,19022.5,-3.27879,-4.4433,-3.70677,-0.121458,0.199151,0.673446,62.9906,-8.22388,25751.6,0.00244011,1.29613,-0.00058863,25814.6,-0.000520709,-0.0209746,-8.17321,11.5722,113.516,80.8468,2.68407,10.803,11.2969,117.859,143.309,-4.34282,-62.4624 
11,46.8861,11,27853.1,-0.0588342,59.2983,10.5355,117.934,0.0513565,229.837,279.743,0.932289,1.34968,0.495516,-1.59784,0.310572,28.8048,328.501,-6.79202,27259.9,20721.4,0.750913,1.16831,0.132764,-1.77922,0.129196,0.669709,288.099,-8.28837,27219.5,0.0104734,1.05302,-0.000561238,27507.6,-0.00111476,0.0101009,71.2854,12.8571,121.647,96.2843,2.80266,10.8265,11.4741,117.615,142.662,4.03222,-46.3781 
12,47.0811,12,26494.8,-0.100631,55.9515,10.6043,118.123,0.0863958,-70.4902,500,-0.23684,-0.394003,3.42005,-1.35261,1.86117,-10.7136,171.211,-14.4471,26055.5,19513.1,-0.169379,-0.326542,3.55497,-1.28515,1.92863,0.0398545,186.238,-13.8906,26070.5,0.00709296,1.15012,-0.000982454,26256.7,-0.000118407,-0.018083,7.51085,10.5948,111.758,79.274,2.56372,10.7834,11.8564,117.819,142.55,-6.06142,-63.276 
13,46.9011,13,26523.1,-0.185793,55.6341,10.7343,118.047,-0.0605089,202.816,357.803,1.29537,-1.99515,-2.8132,1.00585,0.398376,13.9557,291.568,4.1336,26029.7,19840,1.2075,-2.08303,-2.98895,0.917971,0.310501,-0.133893,271.994,3.40863,26010.2,0.010349,0.97854,0.000241349,26282.2,-0.000914868,0.00872102,72.2736,12.2203,113.007,95.783,2.61741,10.9723,11.5069,117.73,142.646,-4.72229,-46.8632 
14,47.1561,14,28393.2,-0.00246496,60.1983,10.5478,117.915,0.0214401,80.2323,5.28938e-12,-2.8512,0.903964,-2.93458,0.0527433,0.565725,-19.0113,50.5131,-24.2232,28222.4,20726.1,-2.73149,1.02367,-2.69516,0.172453,0.685434,0.239749,77.1784,-23.2356,28249.1,0.00272462,2.11354,-0.00151747,28326.3,-0.000628493,-0.019514,8.81485,12.0984,113.638,82.228,2.86633,10.8543,11.5316,117.687,143.289,-4.04878,-61.0609 
