cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,46.83,0,31951.3,-0.0167233,58.1737,12.955,127.389,-0.0984704,4.30188,500,-0.267456,-2.42663,-1.15721,-2.85263,-2.27197,-38.6801,442.171,8.85715,33410.4,24547.2,-0.0238981,-2.18307,-0.670095,-2.60907,-2.02841,0.910827,488.874,9.75527,33457.1,0.0163333,0.966258,0.000536825,29931.1 
1,46.73,1,33516.7,-0.0352066,59.0553,13.0541,128.108,-0.0665021,134.431,500,-1.28694,-1.68883,-7.92496,-5.92722,-3.59442,2.50116,1769.65,23.9335,33070.1,25386.9,-1.30269,-1.70458,-7.95646,-5.94297,-3.61016,0.612199,1766.63,23.8754,33067,0.0572361,0.976896,0.00132829,30865.6 
2,46.9,2,33085.2,-0.642716,60.319,13.3,128.607,-1.25232,-2042.57,423.557,-3.57733,-4.28858,-4.12789,-1.16609,-1.1531,-20.422,234.23,6.53207,34680.3,109386,-3.44874,-4.15999,-3.87071,-1.0375,-1.02451,0.714159,258.888,7.00626,34704.9,0.00840564,0.954781,0.000371747,30799.2 
3,46.69,3,27256.5,-0.521191,52.8763,12.3147,128.658,-1.17524,-150.12,492.415,-3.65487,-6.15913,-5.89803,-7.29982,-3.5037,-50.9835,19658.9,47.2121,9045.45,26940.6,-3.33384,-5.8381,-5.25597,-6.97879,-3.18267,0.78625,19720.5,48.3959,9107.01,0.711041,0.995724,0.00969431,27734.7 
4,46.85,4,34019.3,-0.619316,61.0884,13.2461,127.846,0.0705939,-159.258,17.5171,-3.17452,1.12223,-3.77669,-1.79799,-5.43662,-29.0541,416.459,13.7533,35204.7,26707.6,-2.99158,1.30517,-3.4108,-1.61504,-5.25368,0.714957,451.539,14.4279,35239.8,0.0143516,0.947044,0.000753627,31462.6 
5,46.68,5,32190.1,-0.544056,63.2271,12.0346,129.097,0.168342,104.701,95.4016,-0.795753,-3.39916,-3.87569,-4.25276,-7.75217,-69.1595,22299.4,53.3661,11278.3,25344.1,-0.360274,-2.96368,-3.00473,-3.81728,-7.31669,0.827934,22382.9,54.972,11361.8,0.691229,0.99572,0.00883394,32381.3 
6,46.86,6,33418.8,0.187932,61.1278,12.6693,127.975,-0.268351,177.174,2.82228e-12,-2.18609,-5.10664,4.47075,-8.16517,-5.3816,4.00552,349.518,17.233,34704.1,26758.6,-2.21131,-5.13186,4.42031,-8.19039,-5.40682,1.26757,344.682,17.14,34699.2,0.011162,0.919944,0.000909098,30880 
7,46.78,7,29868,-0.044712,54.1036,12.9244,127.917,0.0475345,49.5363,500,-4.2319,2.16598,-0.0794734,2.54377,-5.41134,-30.9611,1045.47,16.1007,30188.7,22839.8,-4.03694,2.36093,0.310434,2.73873,-5.21639,1.08077,1082.85,16.8196,30226.1,0.0391177,0.973537,0.00102401,27681.8 
8,46.74,8,31322.3,-0.0984757,54.8533,13.2882,128.797,-0.0864368,105.171,500,-3.49451,-1.58904,-4.94773,-3.07191,-5.24051,-6.86113,1421.44,16.5567,30959.7,24024.1,-3.45131,-1.54584,-4.86132,-3.02871,-5.19731,0.731188,1429.73,16.716,30968,0.0498483,0.97995,0.000993351,28681.6 
9,46.81,9,31589.1,-0.119325,56.3793,13.2276,129.471,0.0716581,45.2747,500,-4.29184,-3.88914,-0.899146,-2.42886,-3.73439,46.642,598.876,8.46931,32430.3,24382.7,-4.58553,-4.18284,-1.48653,-2.72255,-4.02808,0.912585,542.561,7.38632,32374,0.0186886,0.97673,0.000420111,29031.7 
10,46.77,10,32921.3,-0.595626,57.7828,13.5446,128.059,0.435539,-211.323,490.724,-3.95551,-0.557241,-4.25118,-2.97753,-7.45165,18.7532,1042.77,16.182,33160.3,28473.9,-4.07359,-0.675325,-4.48735,-3.09561,-7.56973,0.774523,1020.12,15.7465,33137.6,0.0337999,0.973698,0.000874576,30181.3 
11,46.7,11,32505.3,-0.1386,60.9212,12.3663,128.375,-0.0312295,15.0303,500,-2.07774,0.0542061,0.612561,-1.79078,-7.55435,-24.5929,8857.31,44.5853,24916.4,24540,-1.92289,0.209061,0.922271,-1.63592,-7.39949,1.09385,8887,45.1564,24946.1,0.288169,0.991186,0.00332342,30839.5 
12,46.87,12,33851.3,-0.425968,60.8134,13.1757,128.085,-0.333172,30.8199,7.43201e-06,-5.70985,-2.90907,-7.40797,0.491969,-5.96392,-63.2178,318.922,7.85428,35069,26417.9,-5.31178,-2.511,-6.61184,0.890035,-5.56585,0.65402,395.251,9.32215,35145.3,0.0126185,0.960362,0.000488372,31323.1 
13,46.67,13,30082.8,-0.05921,59.5969,11.7043,127.742,0.0233807,-19.0974,1.14377e-11,-1.19621,-6.09798,-4.46387,-1.17556,-3.97894,-97.0272,5675.3,27.9521,25857.9,22721.8,-0.58526,-5.48702,-3.24197,-0.564607,-3.36798,0.755265,5792.45,30.205,25975,0.202177,0.990957,0.00213751,28650.5 
14,46.72,14,32228.8,-0.0675466,56.7706,13.1829,128.809,-0.0131728,-25.7837,157.122,-4.94306,-3.52429,-10.9095,-3.55125,-7.35425,-32.0102,2094.73,27.4334,31248.8,24374,-4.7415,-3.32273,-10.5064,-3.34969,-7.15269,0.638621,2133.37,28.1766,31287.4,0.0719124,0.977409,0.0016562,29666.3 
15,46.82,15,31413.1,-0.350883,58.7816,12.6867,127.793,0.473686,-253.644,500,-0.338212,0.286257,-5.95559,-3.35944,-5.43699,-86.5152,412.386,8.8997,32543.1,28187.6,0.206552,0.83102,-4.86606,-2.81468,-4.89223,0.578162,516.844,10.9085,32647.5,0.0176719,0.96438,0.000615124,29246.7 
17,46.75,17,34015.4,-0.0516741,57.2553,13.7165,127.623,0.0881719,60.6143,500,-4.33797,-1.34454,-5.30369,-4.33137,-5.5792,-49.73,1594.04,18.4899,33480.5,25739.4,-4.02483,-1.03141,-4.67742,-4.01823,-5.26606,0.754052,1654.08,19.6446,33540.5,0.053067,0.979639,0.00107775,31169.8 
18,46.79,18,31994,-0.0282104,56.1394,13.4025,128.761,-0.222893,133.641,1.02693,-1.16589,2.79019,-1.90954,-7.51004,-4.26207,3.78508,823.954,14.0709,32478.7,25463.1,-1.18972,2.76636,-1.9572,-7.53388,-4.28591,0.839578,819.384,13.983,32474.2,0.0278734,0.971002,0.000792563,29396.7 
19,46.8,19,30171.1,-0.0349136,54.6336,12.9942,128.331,-0.0735344,22.1604,500,-0.248421,-1.12849,-1.74439,-2.61611,-4.38617,-21.7098,655.448,14.6263,31063.3,23163.3,-0.11172,-0.991788,-1.47099,-2.47941,-4.24947,0.841887,681.66,15.1304,31089.5,0.0243099,0.962609,0.000895696,28040.5 
21,46.88,21,33327.9,-0.421609,60.7443,12.9212,128.369,-0.0363776,48.643,500,-1.615,-3.00916,-5.01697,-5.63389,-8.80736,-44.5609,350.307,17.6004,34467.4,25608.4,-1.33441,-2.72857,-4.4558,-5.3533,-8.52677,0.80107,404.11,18.635,34521.2,0.0131278,0.925327,0.000993406,30782.8 
22,46.71,22,32867.6,-0.500646,57.4205,13.5046,128.357,2.34143,394.436,32.3099,-1.43369,0.0939326,-7.10259,-6.22267,-3.34833,27.2192,2020.72,19.5423,31958,55307.6,-1.60508,-0.0774595,-7.44538,-6.39406,-3.51972,0.608996,1987.85,18.9103,31925.1,0.0660811,0.983625,0.00108995,30082 
23,46.84,23,32762.5,-0.618511,59.5253,13.1351,128.668,0.720717,-1149.55,341.915,-5.178,-2.85604,-11.7254,-1.30422,-5.71109,19.9261,419.454,11.1088,33964.7,52423.1,-5.30347,-2.98151,-11.9763,-1.42969,-5.83655,0.564933,395.395,10.6461,33940.7,0.0130652,0.955001,0.000577478,30263.2 
24,46.83,24,33410.2,0.0715849,58.6447,13.3547,129.299,-0.130859,-64.3235,2.72548e-11,-2.38569,-0.912657,-7.31616,-5.23703,-6.80154,14.1105,497.976,8.68945,34605.8,25769.2,-2.47454,-1.00151,-7.49386,-5.32588,-6.89039,0.676796,480.939,8.36181,34588.7,0.0155548,0.970472,0.00044513,30919 
25,46.73,25,33419.9,-0.500429,57.9868,13.9145,129.428,0.679332,355.814,9.16875,-7.20131,-2.12337,-12.5079,-5.33143,-5.39777,10.5646,1886.18,26.4885,32889.4,34134.4,-7.26784,-2.18989,-12.6409,-5.39795,-5.46429,0.616488,1873.42,26.2432,32876.7,0.0608157,0.976072,0.00146827,30804.9 
26,46.9,26,31461.2,-0.30668,58.8186,12.7232,127.53,0.115077,-460.828,500,-1.51343,-1.52862,-3.58537,-3.10595,-4.68394,-45.0166,129.042,12.428,33067.4,26088,-1.22998,-1.24517,-3.01846,-2.82249,-4.40048,0.762636,183.395,13.4732,33121.8,0.00625269,0.886081,0.000748768,29330.6 
27,46.69,27,27644,-0.491441,54.0424,12.1423,128.979,0.468142,-226.738,300.15,-2.63341,0.896662,-11.862,-6.83987,-5.70768,-120.416,21666.6,44.5376,7317.08,24816.8,-1.87519,1.65489,-10.3456,-6.08164,-4.94946,0.520971,21812,47.3336,7462.47,0.768597,0.996217,0.0115493,28379 
28,46.85,28,32991.2,-0.604838,60.9137,12.9033,127.359,0.674815,1737.84,493.66,-6.01687,-1.63778,-4.66024,-5.92279,1.81185,-62.913,276.768,17.6147,34447.8,63762.3,-5.62073,-1.24164,-3.86795,-5.52664,2.20799,0.724681,352.729,19.0755,34523.8,0.011477,0.913543,0.00101679,30733.7 
29,46.68,29,29079.6,-0.13968,57.4051,11.8567,129.167,0.0201291,44.0045,500,-0.339335,-2.71763,-12.3128,-5.82277,-5.40098,-127.863,18843.3,41.4497,11681.7,22185.7,0.465786,-1.91251,-10.7025,-5.01764,-4.59586,0.508218,18997.7,44.4185,11836.1,0.645884,0.995925,0.00686559,29413.5 
30,46.86,30,30769.7,-0.379032,56.6198,12.9856,128.561,-0.0483788,-57.1712,500,-0.917539,-0.9646,-1.57886,-4.63977,-0.772376,-97.5645,312.058,-1.6557,31882.3,24024.5,-0.303201,-0.350262,-0.35018,-4.02543,-0.158038,0.93249,429.857,0.609671,32000.1,0.0150352,0.997524,3.50948e-05,28589.9 
31,46.78,31,34655.4,-0.556836,60.8514,13.4029,125.975,1.09981,-874.115,12.8229,-5.15074,-2.9769,-8.86776,-4.32364,-6.39383,10.989,737.878,12.5088,35369.4,57845.4,-5.21993,-3.0461,-9.00615,-4.39284,-6.46302,0.679816,724.609,12.2536,35356.1,0.0227592,0.971257,0.000638025,31838 
32,46.74,32,34817.4,-0.13604,59.2302,13.7187,129.232,0.0445098,18.8486,500,-1.28708,0.725006,-8.56969,-4.17224,-1.89822,-67.3656,1704.25,24.0809,34671.5,26478.8,-0.862892,1.14919,-7.72132,-3.74806,-1.47404,0.389962,1785.59,25.645,34752.8,0.0551652,0.975482,0.00135749,32368.1 
33,46.81,33,32501.6,-0.0622817,55.1974,13.9452,130.243,0.124786,296.6,500,-5.59671,-4.51345,-7.768,-2.70891,-1.55183,-83.5782,537.918,11.1867,33618.2,26262.4,-5.07044,-3.98718,-6.71546,-2.18264,-1.02556,0.646206,638.83,13.1274,33719.1,0.0210754,0.965287,0.000716645,30311.7 
34,46.77,34,34187.9,-0.0306801,56.8493,14.2856,129.322,0.0521717,-53.5835,1.67422e-11,-1.25419,-0.908356,-5.20694,-11.2746,-5.18401,-67.4993,813.964,13.7095,34988,26528.4,-0.829162,-0.483332,-4.35689,-10.8495,-4.75899,0.795239,895.462,15.2768,35069.5,0.0281976,0.97101,0.000801802,31756.7 
35,46.7,35,31833.9,-0.278304,60.6402,12.379,127.789,-0.311548,235.089,500,-2.23015,-0.533825,-3.39319,-5.87238,-4.83497,-131.068,6836.96,31.7893,26617.3,26820.8,-1.40485,0.291475,-1.74259,-5.04708,-4.00967,0.85372,6995.22,34.8326,26775.6,0.228918,0.991361,0.00239068,30557.7 
36,46.87,36,34779.3,-0.0453041,58.0558,14.0947,128.136,-0.027753,20.2448,2.2124e-11,-0.104581,-2.14229,-3.55727,-5.97582,-4.70607,-86.126,209.428,4.68355,36189.9,26656,0.437732,-1.59998,-2.47264,-5.43351,-4.16376,0.813134,313.416,6.68333,36293.8,0.00971774,0.964025,0.000339099,32252 
37,46.67,37,33414.9,-0.0493137,59.4452,13.1939,128.905,0.297448,-191.012,500,-3.56535,1.29549,-7.03799,-5.09054,-1.53529,-73.0636,5024.09,28.5259,30051.1,27381.5,-3.10529,1.75556,-6.11786,-4.63048,-1.07523,0.535586,5112.3,30.2224,30139.3,0.161603,0.98976,0.00184378,31634.9 
38,46.72,38,35494.4,-0.0549307,60.3153,13.5984,127.239,-0.0461691,44.2613,500,-5.26717,-2.8006,-2.9785,-7.55281,-9.08731,-106.917,2136.6,21.0342,34963.5,26766.4,-4.59394,-2.12737,-1.63204,-6.87959,-8.41408,0.930983,2265.69,23.5167,35092.5,0.0683525,0.98216,0.00123294,33147.1 
