cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,2,0,31451.9,-0.0905,59.1164,11.7302,118.032,0.0895485,-38.2616,123.523,-1.81262,-0.267185,4.09574,-4.27509,0.562644,-7.24496,193.015,2.77037,30520.5,22685.5,-1.767,-0.221565,4.18698,-4.22947,0.608264,3.94279,203.177,3.14674,30530.7,0.00661086,0.973612,0.000189826,30733.8,0.00015221,-0.0199718,8.59933,8.20498,111.572,79.3322,2.59827,12.0213,12.3177,117.648,138.796,-6.07567,-59.4637 
1,3,1,30952.8,-0.107063,60.5312,11.3079,118.26,-0.0773168,116.407,2.46779,-2.53053,0.671972,3.75842,-1.97193,-4.23548,-45.097,253.316,5.17895,29928.8,22575.1,-2.24657,0.955935,4.32635,-1.68797,-3.95151,2.66157,316.569,7.52165,29992,0.0104449,0.96008,0.000461766,30308.6,0.000355022,-0.0155712,-9.22838,6.62288,107.755,79.4338,2.64326,11.5292,12.3168,117.828,138.632,-10.0723,-59.1984 
2,4,2,31352.8,-0.109263,64.2938,10.7852,118.092,0.16738,-59.7851,320.631,0.0259421,-2.32306,-0.600838,-4.92627,-3.91399,-76.6829,205.702,13.564,30346.4,22898.9,0.508794,-1.84021,0.364866,-4.44342,-3.43113,1.04127,313.257,17.5475,30454,0.0101815,0.910723,0.00106029,30767.2,0.000310587,-0.0137174,7.70239,8.61047,112.911,76.9036,2.82758,11.0232,12.2181,117.71,138.883,-4.79983,-61.9791 
3,5,3,33590.7,0.128014,62.3994,11.757,118.3,-0.0667498,-47.5867,8.491e-12,-2.38986,-0.685635,0.172715,-6.66253,-1.66042,-75.2553,379.501,9.01202,32408.1,23985.5,-1.91599,-0.211772,1.12044,-6.18867,-1.18656,1.13366,485.054,12.9214,32513.7,0.0146992,0.955458,0.000731542,32998.7,-0.000111232,0.0531221,-10.5077,13.5034,125.399,102.103,2.68789,12.1357,12.4362,117.826,139.25,7.5732,-37.1473 
4,6,4,31331.8,0.00660449,62.2971,11.126,117.886,0.0063407,-20.646,7.59235e-12,-1.15761,3.89811,2.68338,-1.05939,-3.99247,-126.675,376.233,-4.35978,30402.3,22567.6,-0.359979,4.69575,4.27865,-0.261752,-3.19483,0.170456,553.907,2.22072,30580,0.0177911,0.993033,0.000133756,31133.9,0.000267369,-0.0160991,7.84856,-6.73953,111.44,74.7584,2.74694,11.4095,12.1601,117.505,139.137,-6.06422,-64.3791 
5,7,5,29419.1,-0.0316693,59.0545,11.0122,117.989,-0.0257492,-93.4693,500,-3.01504,3.84154,4.10576,-0.042868,-0.939581,30.6445,422.42,3.79498,28214.1,21248.5,-3.208,3.64858,3.71984,-0.235828,-1.13254,-0.332301,379.439,2.20306,28171.1,0.01329,0.989942,0.000144037,28550.6,0.000590027,-0.000949771,2559.63,-1.31774,101.51,79.9795,2.5423,11.2942,12.2751,117.575,139.071,-16.0651,-59.0919 
6,8,6,29930,-0.105566,59.1032,11.2024,117.968,0.0601342,60.5071,233.312,-3.03497,-5.96667,0.0781031,-4.72183,-0.155631,-159.803,507.673,5.67227,28502.1,21671.9,-2.02873,-4.96044,2.09058,-3.7156,0.850606,1.26928,731.812,13.9737,28726.3,0.0248425,0.967665,0.000895279,29458.1,0.000825289,-0.00539475,0.0421435,0.244811,118.697,57.6363,2.50978,11.4856,12.3267,117.505,138.839,1.19116,-81.2028 
7,9,7,31822,-0.138195,64.8125,-10.9067,117.93,0.0972867,-385.717,0.253154,-4.13349,-3.01808,-0.344072,-1.8372,0.900034,-74.7375,431.396,5.1052,30757.6,24233.3,-3.66289,-2.54748,0.597133,-1.3666,1.37064,1.10646,536.223,8.98767,30862.4,0.0170779,0.971504,0.000536166,31398.6,0.000269612,-0.018929,-5.87019,6.78346,111.734,75.1254,2.79836,11.2473,12.2955,117.558,138.986,-5.82326,-63.861 
8,10,8,30373.4,0.0196137,61.3802,10.8786,118.008,0.0195569,-119.727,1.58429e-10,-1.62473,-2.54417,0.151784,-1.15403,-1.35411,-94.7725,561.6,7.65241,28942.1,21813.1,-1.02797,-1.94742,1.3453,-0.557273,-0.757356,1.45685,694.528,12.5757,29075.1,0.0233301,0.969286,0.00079612,29769.6,-0.000345634,0.0643301,-3.99943,86.2334,124.364,108,2.65272,11.1302,12.0747,117.452,137.985,6.91263,-29.985 
9,2,9,31606.4,-0.113168,64.8333,10.7872,117.992,-0.0331778,68.1106,490.112,-3.70548,-0.919773,-3.91526,-2.25677,-3.98436,-171.323,87.5432,0.0519723,30887.5,22840.4,-2.62671,0.159,-1.75771,-1.178,-2.90558,0.788457,327.84,8.95184,31127.8,0.0104223,0.954395,0.000529479,31455.6,3.65967e-05,-0.0178997,7.56187,10.1677,113.178,79.5325,2.82671,11.0543,12.4239,117.627,138.946,-4.44918,-59.4132 
