cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,46.75,0,14116.7,0.0373937,28.0406,10.7842,116.495,-0.00149842,-12.8913,5.22421,2.82552,5.31703,-1.50432,-2.53508,2.7254,7.8921,20.9772,3.07787,13491.1,9844.63,2.77583,5.26733,-1.60371,-2.58477,2.6757,1.24558,12.4546,2.73001,13482.6,0.000992297,0.722754,0.000372859,12551.2 
1,46.66,1,12606.2,0.025489,25.9323,10.3335,117.427,-0.0103902,5.96003,1.51447e-11,0.359289,-4.3471,-3.28169,1.62955,1.10089,98.7869,4409.27,1.51725,7333.58,8725.4,-0.262746,-4.96914,-4.52576,1.00751,0.478859,0.452834,4302.59,-2.837,7226.9,0.390307,1.00116,-0.000723662,11023.6 
2,46.99,2,13315.4,0.0179368,25.3966,11.1309,116.504,0.372575,-319.21,499.414,-0.740758,0.939267,6.37434,3.23309,-2.84261,-53.9427,-50.3251,-10.4289,12575.3,13074,-0.401095,1.27893,7.05367,3.57276,-2.50295,0.216374,7.92715,-8.05126,12633.6,0.000674241,-1.28634,-0.00117534,11757.1 
3,46.91,3,13386.5,0.0189683,27.2309,10.5991,116.444,-0.0227012,-29.2658,441.496,2.73805,-2.50949,0.208365,2.61434,1.72406,-1.06786,-96.7202,-16.908,12942.9,9417.3,2.74477,-2.50277,0.221813,2.62106,1.73079,0.953939,-95.567,-16.861,12944.1,-0.0080023,0.764086,-0.00240529,11942.4 
4,46.78,4,13240.7,-0.0169995,27.3119,10.6011,116.717,-0.00480631,0.204021,78.1021,3.22416,0.72381,-0.663762,-0.734854,4.34891,-55.9923,-7.39108,-9.12805,12894.9,9425.41,3.57672,1.07638,0.0413744,-0.382286,4.70148,0.99541,53.0744,-6.66007,12955.4,0.00438573,1.28139,-0.00094788,12101.6 
5,46.89,5,14656.6,0.0116955,28.4827,11.1309,116.596,-0.000330149,-26.4014,469.03,2.02633,0.803705,2.55843,-0.0841641,-0.652062,-69.294,-78.2692,-6.644,14164.5,10320.9,2.46266,1.24003,3.43108,0.352162,-0.215736,0.528062,-3.43924,-3.58971,14239.3,-0.000259779,0.353786,-0.000464609,13239.1 
6,46.82,6,14978.8,-0.0286839,29.0297,-11.1536,116.502,-0.0177796,35.5,7.91479e-12,2.5871,-0.948345,8.03474,-1.7286,2.7382,-72.5666,-13.7435,14.6209,14436.3,10560.8,3.04403,-0.491412,8.94861,-1.27167,3.19514,0.333422,64.6205,17.8194,14514.6,0.00476439,0.674504,0.00225642,13563.2 
7,46.67,7,14641.9,-0.000170767,28.9791,10.7719,116.659,0.00290501,-2.05672,480.862,-1.76734,-0.396927,2.59973,-2.05042,2.95614,-39.2925,799.54,0.492473,12944.2,10162,-1.51993,-0.149512,3.09456,-1.80301,3.20355,-0.0951621,841.972,2.22437,12986.7,0.0651703,0.995398,0.000315419,12919.6 
8,46.68,8,14855.7,0.00521533,28.6299,11.1304,116.265,0.0119592,-20.7629,0.819795,0.743953,-1.48783,-1.4255,0.636237,-4.00258,-60.6844,531.677,12.8002,13676.7,10381.6,1.12607,-1.10572,-0.661269,1.01835,-3.62047,0.796096,597.21,15.475,13742.2,0.044643,0.956621,0.00207009,13377.5 
9,46.73,9,18091.1,-0.0110478,33.9451,11.5423,116.504,-0.0275944,12.5692,1.24562e-10,-2.23242,-0.343147,-0.0497775,-2.88526,0.237632,-15.5802,331.392,14.9529,17131.2,12765.8,-2.13432,-0.245042,0.146431,-2.78715,0.335737,1.03126,348.217,15.6396,17148,0.0213684,0.927129,0.00167725,16295.9 
10,46.85,10,14627.4,0.0191065,28.1192,11.2224,116.538,-0.0107041,3.78145,17.8878,4.80597,3.50669,1.24118,1.04682,-0.999378,-37.6116,-87.9266,-4.37961,14068.2,10273.9,5.0428,3.74352,1.71484,1.28365,-0.762548,0.844421,-47.3102,-2.7218,14108.8,-0.00361868,0.90853,-0.000355495,13073.9 
