cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,46.54,10,0,27963.2,-0.272953,45.6186,13.9956,117.794,0.129683,49.7686,26.2658,-3.05521,-1.93944,-4.24742,-3.7271,-2.65804,5.95416,223.924,-13.2048,27500.9,20994,-3.09271,-1.97693,-4.3224,-3.76459,-2.69553,0.727331,215.572,-13.5141,27492.5,0.00778012,1.12323,-0.000906319,27708.1,-0.000476814,-0.017126,10.6408,5.23558,112.238,79.6695,1.94325,14.3585,12.5534,117.239,140.459,-5.00066,-60.7892 
1,47.2461,10,1,24938.8,-0.0410956,42.9746,13.0726,117.742,0.0505366,21.6607,0.000755331,-1.48839,-0.347509,-2.51985,-2.28506,-1.23705,54.3054,401.916,-0.579975,24161.8,18323.8,-1.83034,-0.689456,-3.20374,-2.627,-1.579,0.677352,325.748,-3.40104,24085.6,0.0133441,1.01861,-0.000260184,24411.4,5.73023e-05,-0.0129273,-8.66688,4.8253,107.654,79.8605,1.79822,13.4928,12.5859,117.205,140.185,-9.55119,-60.3247 
2,46.9461,10,2,23116.3,-0.135083,40.7316,12.9527,117.723,-0.134451,53.3267,500,1.3974,-0.293575,-4.20272,-1.81028,-3.73677,27.0043,565.917,15.1076,22343.1,17408.1,1.22736,-0.463614,-4.5428,-1.98032,-3.90681,0.530032,528.041,13.7048,22305.2,0.023126,0.956554,0.00113055,22833.2,-0.000497214,0.0424183,11.0166,17.8244,124.597,102.609,1.70306,13.2837,12.4594,117.158,140.647,7.4389,-38.0375 
3,47.0211,10,3,24142.8,-0.26901,43.7324,12.6891,117.852,0.342272,82.3185,457.416,2.2443,-2.61658,-4.27616,-1.79431,3.00737,16.236,451.264,5.52734,23366.6,18981.8,2.14207,-2.71882,-4.48063,-1.89654,2.90514,-0.106662,428.491,4.68391,23343.8,0.0180248,0.98123,0.00036948,23772.3,7.32922e-05,0.0272253,3.93104,0.034909,107.053,79.513,1.75454,12.9967,12.9304,117.162,139.675,-10.1084,-60.1621 
4,46.8861,3.5,4,25008.3,-0.255284,43.7036,13.092,117.987,0.477384,476.019,482.768,-0.918995,-1.49307,-1.6071,1.95518,-1.16785,15.4083,551.66,33.0193,24017.8,26023.5,-1.01602,-1.59009,-1.80114,1.85815,-1.26487,0.527751,530.048,32.2189,23996.2,0.0216115,0.903854,0.00246723,24526.2,-0.00160834,0.0280061,-10.5275,166.491,122.901,108,1.73056,13.503,12.7197,117.246,139.443,5.65431,-31.4432 
5,46.9761,10,5,26616.3,-0.0291592,53.358,11.1835,118.136,-0.130173,76.7132,500,-1.09011,-0.948534,0.213408,0.273063,-1.20795,-5.89391,404.653,9.6968,25777.7,19750.5,-1.053,-0.911422,0.287633,0.310175,-1.17084,1.11336,412.919,10.003,25785.9,0.015761,0.95933,0.000714086,26198.9,0.000137727,-0.0136104,5.09067,5.90821,104.747,83.2268,2.34451,11.4731,12.0706,117.679,139.615,-12.9312,-56.3884 
6,47.1861,10,6,28779.6,-0.197673,54.1515,12.0193,118.074,-0.695951,625.171,0.0267025,-6.19262,-1.90586,-2.02137,-2.35508,0.81403,7.95006,347.143,-0.679678,28221.6,35351.4,-6.24268,-1.95592,-2.12149,-2.40514,0.763971,0.822636,335.992,-1.09267,28210.4,0.01177,1.00572,-7.1355e-05,28546.4,-0.000214218,-0.0159648,8.22482,-7.91816,111.577,78.5622,2.44021,12.2731,11.9106,117.59,140.124,-6.01232,-61.5613 
7,46.9161,7,7,26526.6,0.0179777,44.1241,13.5887,117.876,-0.163852,73.136,1.17438e-11,0.673093,1.78701,1.4887,2.61078,-0.14329,18.4041,488.525,1.53311,25853.5,19908.7,0.557208,1.67112,1.25693,2.49489,-0.259175,0.780295,462.711,0.577055,25827.7,0.0176,0.997822,4.11556e-05,26290.4,-0.000782194,0.0464353,10.2759,17.426,123.978,101.601,1.88463,14.061,12.3633,117.177,139.34,6.80038,-37.7387 
8,46.8411,1.5,8,23711.2,-0.209011,43.242,12.4589,118.523,-0.0567224,50.1685,5.06467,-3.52425,1.08203,1.38611,1.67343,-1.77053,107.539,7513.53,40.6224,15808.9,17630.6,-4.2014,0.404888,0.0318186,0.996284,-2.44768,1.0061,7362.7,35.036,15658.1,0.319829,0.991741,0.00410492,23020.8,-9.79324e-05,0.652578,12.1116,11.7817,119.433,89.644,1.19252,12.8244,13.0006,117.369,140.374,2.06368,-50.7298 
9,47.2761,10,9,25439.1,-0.0786218,43.9,13.2466,118.146,0.0367183,-58.1001,500,-0.542645,2.32481,-5.03958,-0.264548,0.547957,-4.69909,456.611,13.4944,24742.5,19000,-0.513056,2.3544,-4.9804,-0.234959,0.577546,-0.780961,463.202,13.7385,24749.1,0.018372,0.950657,0.00102152,25212.3,-5.13588e-05,-0.0110245,7.72022,4.93715,109.646,78.2044,1.76759,13.6751,12.9444,117.553,140.431,-7.90692,-62.2267 
