cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,46.4384,10,0,16987.5,-0.0183775,35.4071,10.7291,117.959,-0.0218146,8.65175,500,-1.22808,-2.31212,-4.26102,-0.612752,-0.533893,23.6163,164.947,-5.02043,16625.2,12372.7,-1.37678,-2.46082,-4.55843,-0.761457,-0.682599,0.536749,131.823,-6.24725,16592.1,0.0078823,1.09043,-0.000694071,16723.9,-3.21158e-05,-0.0151885,9.7856,7.22661,109.698,81.6474,1.52965,10.9403,12.5309,117.532,144.14,-7.83444,-62.4931 
1,47.2034,10,1,13698.8,-0.0668295,28.3686,10.7562,117.426,-0.0368214,6.73454,259.339,0.159489,-3.81624,3.29583,-1.10191,2.25539,83.8878,187.596,1.58053,13263.5,9941.32,-0.36873,-4.34446,2.2394,-1.63013,1.72718,1.94221,69.9352,-2.77727,13145.9,0.00529178,1.07469,-0.000389325,13215.8,4.39744e-05,-0.00912099,-6.5403,-0.605998,115.918,82.4368,1.25014,11.008,12.1575,117.023,143.321,-1.10495,-60.8843 
2,46.8734,10,2,15427.7,-0.0505247,31.092,10.9624,117.895,-0.00945851,33.2183,28.4667,3.27664,0.954694,-2.58594,0.374712,2.86933,108.844,375.409,-13.5274,14664.3,11105.8,2.59128,0.269331,-3.95667,-0.310651,2.18397,6.09053,222.744,-19.1817,14511.6,0.0151173,1.17744,-0.00244086,14734.4,0.000335734,-0.00289824,1242.97,4.06067,88.0125,76.31,1.33253,11.2173,12.4265,117.375,143.766,-29.3628,-67.4565 
3,47.0834,10,3,16612.9,-0.0144423,34.2942,-10.7794,117.758,-0.01136,11.8333,500,0.20986,-4.08662,-1.10139,2.86602,-3.14425,59.087,320.013,-9.39959,16030.5,12038.4,-0.162196,-4.45867,-1.8455,2.49396,-3.5163,0.753562,237.137,-12.469,15947.6,0.0146519,1.10134,-0.00144237,16184.8,0.000518715,-0.0223334,-10.0454,30.084,93.6074,108,1.50348,11.0951,12.1777,117.35,144.026,-23.7424,-36.0259 
4,46.7534,2,4,15270.9,-0.0366489,31.7998,10.5618,117.416,0.0123883,-12.4527,304.25,0.12017,-1.73091,3.801,-2.28383,2.54663,27.8747,420.161,-4.84733,14597.9,10938.5,-0.0553494,-1.90643,3.44996,-2.45935,2.37111,-1.46435,381.064,-6.29537,14558.8,0.0255066,1.02977,-0.000797182,14939.8,0.000310265,-0.0150644,5.05124,5.06695,108.804,77.4438,1.41654,10.8834,11.8846,117.023,143.028,-8.21916,-65.5845 
5,46.9034,10,5,19614.1,-0.0119833,39.7265,-11.013,117.518,0.0339505,-59.1248,500,-2.03589,0.700997,-4.67155,-3.47032,-2.08695,6.38165,378.366,11.1658,18957.9,14307.7,-2.07608,0.660813,-4.75192,-3.5105,-2.12713,0.597459,369.415,10.8343,18948.9,0.0191225,0.951181,0.00105214,19318.4,0.000189162,-0.0133381,-7.48909,-6.43885,113.382,77.7096,1.62765,11.2081,13.0677,117.075,144.146,-3.69336,-66.4364 
6,46.8584,10,6,16613.9,-0.0813662,32.9524,11.2315,117.705,0.0319873,-114.711,498.711,3.00732,-3.45337,-1.46721,-0.0229005,-1.46611,64.6987,418.769,13.5945,15956.5,12167.6,2.59993,-3.86076,-2.28199,-0.430291,-1.8735,0.60969,328.023,10.2335,15865.8,0.0202561,0.948231,0.00118676,16193.8,0.000248751,-0.00141942,-31.9627,-0.100874,116.912,80.6743,1.35077,11.5403,12.8398,117.258,144.205,-0.346177,-63.5305 
7,46.9334,10,7,14504.1,-0.0113356,29.9526,10.8386,117.931,-0.0273085,-4.44577,500,-1.53565,-5.23,-1.64944,0.773755,0.138062,66.5488,292.566,-14.774,13952.1,10572.2,-1.95469,-5.64904,-2.48752,0.354715,-0.280978,0.751683,199.224,-18.2311,13858.7,0.0141717,1.19068,-0.00242917,14057.9,0.000196001,-0.0129341,8.84377,4.88933,112.077,77.6255,1.27513,11.0314,12.4826,117.495,143.667,-5.41757,-66.0414 
8,46.7684,2.5,8,19684.8,-0.0479485,38.89,-11.242,117.305,0.0781999,-6.88885,0.0227941,1.1564,-1.80781,-1.14276,0.251903,-0.0742073,49.5006,616.616,-7.32166,18695.5,14249.9,0.844707,-2.1195,-1.76615,-0.0597894,-0.385899,0.493452,547.187,-9.89312,18626.1,0.0285391,1.03267,-0.000979381,19173.3,-9.6284e-05,0.0414741,11.1285,15.1683,121.711,98.4273,1.5671,11.5111,13.0591,116.937,143.293,4.77405,-44.8657 
9,47.0234,10,9,16155.8,-0.111183,33.8343,10.7446,117.193,-0.0540022,171.932,11.9972,-1.80739,-0.616014,1.3049,1.9421,0.809059,13.1196,219.727,-1.78525,15742.8,12136.6,-1.89001,-0.698625,1.13968,1.85949,0.726449,-0.00236332,201.325,-2.46679,15724.4,0.0126415,1.02191,-0.000289067,15925.7,-1.34969e-05,-0.0144852,8.52263,7.53186,113.706,77.4234,1.47961,10.9481,12.2914,116.813,143.563,-3.10678,-66.1398 
