cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,2,0,32819.3,-0.118931,67.9438,10.6908,117.7,-0.103626,166.602,455.422,-3.41387,-0.322979,-0.778818,-3.89238,-0.819965,-20.7428,156.9,-0.050799,32003.2,24207.8,-3.28325,-0.192367,-0.517594,-3.76176,-0.689353,0.938705,185.994,1.02675,32032.3,0.00577293,0.990432,5.90426e-05,32218.3,-0.000187533,-0.0210564,9.05065,9.2238,112.899,77.2246,2.9778,10.9897,12.4237,117.411,139.033,-4.51284,-61.8081 
1,3,1,31781.8,-0.043499,64.7128,10.8848,117.833,-0.527996,-443.457,500,-0.724262,-1.07605,-0.552354,0.115354,1.55478,-72.337,280.193,-3.14399,31020.6,30552.3,-0.268775,-0.62056,0.35862,0.570841,2.01027,0.825097,381.652,0.613779,31122.1,0.0121145,0.997194,3.6328e-05,31503.8,-0.000112722,-0.0195713,8.69278,5.6131,113.201,79.0977,2.83639,11.211,12.3291,117.497,139.837,-4.29558,-60.7397 
2,4,2,34351.9,0.00953238,67.0893,11.3027,117.741,-0.0457596,-37.0315,500,-3.79479,0.361211,0.0125593,0.452597,-3.79004,31.1202,428.799,8.60807,33336.4,24740,-3.99075,0.165255,-0.379351,0.256642,-3.986,0.952188,385.15,6.99144,33292.8,0.0114363,0.969211,0.00038669,33677.9,2.56554,-2.56707,-5187.96,-3671.71,89.6759,62.763,2.88729,11.6719,12.5125,117.338,139.142,-27.6619,-76.3794 
3,5,3,33732,-0.128062,65.9753,11.3259,117.567,0.126906,33.2339,142.658,-1.7983,1.5689,4.95558,-3.64907,0.143556,-12.0134,602.95,-1.25825,32560.3,24462.2,-1.72266,1.64455,5.10687,-3.57343,0.219202,-2.04973,619.8,-0.634182,32577.1,0.0186704,1.00179,-3.58617e-05,33196.9,-0.000788405,0.0525197,-4.30462,95.5881,124.153,108,2.87547,11.6116,12.1318,117.062,139.828,7.09106,-31.8285 
4,6,4,33508.2,0.0092789,67.7694,10.9932,117.776,-0.0693711,-2.51159,500,-3.3871,-0.308146,0.521436,-0.853514,0.272332,14.6403,399.842,-3.02703,32414.8,24257.9,-3.47928,-0.400332,0.337064,-0.9457,0.180146,1.07824,379.307,-3.78757,32394.3,0.0115736,1.01779,-0.000215427,32773.6,-0.000117395,0.0156673,13.756,-8.30388,88,66.1587,2.88687,11.3598,12.5169,117.421,139.64,-29.4208,-73.481 
5,7,5,33450.2,0.0209581,67.1234,10.9974,117.674,-0.0682834,25.0869,6.91215e-11,-4.916,-2.50962,-5.00903,-1.05266,-0.63514,-10.5941,648.917,-2.46558,32220,24086.1,-4.8493,-2.44292,-4.87561,-0.985952,-0.568432,0.644692,663.776,-1.91523,32234.8,0.0201764,1.00508,-0.000109461,32898.6,-0.000533894,0.0630452,-9.92102,15.9443,122.314,96.7909,2.8843,11.351,12.4428,117.274,139.765,5.04062,-42.9744 
6,8,6,33700.1,-0.0168054,67.8399,11.0031,117.779,-0.0721094,49.2521,0.319734,-3.23345,0.325473,-0.267713,-2.53371,0.283994,-34.4899,760.61,16.1738,32396,24415,-3.01628,0.542647,0.166635,-2.31654,0.501167,1.04042,808.986,17.9655,32444.4,0.0243279,0.962591,0.00101899,33253.4,-0.000522431,0.0655502,10.4947,15.03,122.729,96.656,2.84527,11.3429,12.7011,117.422,139.902,5.30697,-43.2455 
7,9,7,32246.9,-0.0842065,66.1064,10.8839,117.727,0.0832321,-34.8185,500,3.65696,1.35534,-4.85135,0.341463,-3.10792,-42.3982,653.889,4.25646,31066.4,23516.4,3.92393,1.62231,-4.31741,0.608433,-2.84095,-3.30154,713.356,6.45897,31125.8,0.022405,0.984402,0.000382112,31839.2,-0.000495945,0.0663756,-9.98432,16.1089,123.09,97.8332,2.82574,11.1739,12.396,117.295,139.873,5.79514,-42.0401 
8,10,8,30396.5,-0.017698,61.1165,11.1084,117.644,0.014429,-4.32132,1.47068e-11,-2.37722,0.462999,0.322726,-1.90298,-1.96752,-43.56,949.247,10.8335,29156.9,22102.7,-2.10293,0.737285,0.871297,-1.6287,-1.69324,1.22831,1010.34,13.0963,29218,0.0334237,0.977819,0.000825001,30228.4,-0.000621687,0.0905204,10.0745,15.464,121.105,93.7862,2.59449,11.4243,12.3831,117.248,140.236,3.85746,-46.4494 
9,2,9,34434.9,-0.115069,66.8243,11.3884,117.698,0.213881,19.9339,370.13,0.0483804,-0.625441,-3.60386,1.59414,-1.38627,-139.447,138.008,4.44684,33734.3,24912.6,0.926442,0.25262,-1.84774,2.4722,-0.508208,2.42647,333.597,11.6908,33929.9,0.00973622,0.942215,0.000634312,34263.5,-0.000143167,-0.0187609,8.05105,12.4124,111.172,77.9055,2.92477,11.7159,12.4285,117.326,140.132,-6.15358,-62.2268 
10,3,10,33619.5,-0.100758,67.5663,11.0063,117.571,-0.0151876,-33.6244,500,-1.85046,-0.639702,-2.54489,-2.84585,-0.55133,-44.6941,364.251,0.057094,32679.6,24225,-1.56903,-0.358276,-1.98203,-2.56443,-0.269903,0.70609,426.939,2.37887,32742.3,0.0128715,0.990343,0.000133819,33169.2,-0.000104711,-0.539295,-0.869564,-0.291615,106.704,77.6298,2.93294,11.3495,12.4227,117.247,139.661,-10.5426,-62.0308 
11,4,11,33195.6,-0.207747,66.9977,11.1141,117.827,0.0379799,258.662,65.9136,-2.77673,2.8241,4.21861,0.552785,3.00573,-20.7579,411.304,4.03165,32241.9,24559.5,-2.64602,2.95481,4.48002,0.683492,3.13644,0.479597,440.419,5.10998,32271,0.0134638,0.9801,0.000291605,32711.4,-0.000674247,0.0538828,10.3219,-12.4247,124.796,102.504,2.89307,11.4089,12.3995,117.46,139.903,7.33559,-37.3997 
12,5,12,35221.9,-0.12404,70.5658,11.0997,117.816,-0.168251,260.064,1.6325e-10,-0.69058,-2.73769,-5.70582,-2.26348,0.166803,-44.8565,403.422,15.8656,34269.6,26922.2,-0.408131,-2.45524,-5.14092,-1.98103,0.449253,0.460897,466.337,18.1958,34332.5,0.013401,0.936082,0.00097534,34798.8,-0.00125415,0.0664192,-3.49698,-95.479,124.385,108,3.00764,11.3926,12.5282,117.307,139.601,7.07802,-31.6006 
13,6,13,32909.4,-0.00307491,63.0782,11.4641,117.786,-0.0432953,8.29998,500,-0.319314,0.651457,1.73156,-0.548455,-2.94017,-9.84319,852.414,3.8572,31441.3,23552,-0.257334,0.713436,1.85552,-0.486475,-2.87819,2.76205,866.221,4.36853,31455.1,0.0268003,0.991252,0.000255769,32321.3,-0.000307151,0.0670587,10.5278,17.0964,122.162,95.7643,2.67523,11.8258,12.5013,117.331,140.467,4.83098,-44.7031 
14,7,14,30059.5,-0.117061,58.4701,11.4415,117.664,0.320636,-41.3707,500,-1.96728,1.55811,1.87445,-1.3876,2.21161,-28.0229,861.988,-7.5702,28688.4,22209.6,-1.79083,1.73457,2.22736,-1.21115,2.38806,0.334721,901.292,-6.11446,28727.7,0.0304193,1.01201,-0.000392231,29629,-0.000245871,0.0716497,10.1904,16.945,121.969,95.1819,2.52623,11.6891,12.1717,117.231,139.355,4.73816,-44.1726 
15,8,15,31012.5,0.00689962,60.3114,11.3462,117.573,0.00972432,-58.3268,6.84913e-11,-2.72426,-3.17475,-1.54205,-2.11373,-0.794486,-27.4202,1029.54,7.44197,29404.6,22294.9,-2.5516,-3.00209,-1.19674,-1.94108,-0.621828,0.871503,1067.99,8.86639,29443,0.0350035,0.98568,0.000554419,30511,-0.000199464,0.0882914,10.0978,15.7746,121.551,93.776,2.54624,11.671,12.4092,117.146,139.498,4.40458,-45.7225 
16,9,16,32264.8,-0.138608,61.5779,11.6366,117.598,0.0709302,40.1828,224.588,3.28119,1.84926,0.134437,-1.49277,-0.589849,57.8733,1108.51,17.8873,30493.4,23419.1,2.91677,1.48485,-0.594388,-1.85718,-0.954262,1.5969,1027.34,14.8809,30412.3,0.0326766,0.975278,0.000900543,31439.6,-0.000400313,0.0900925,10.3756,16.4929,121.431,93.706,2.62586,11.9606,12.2759,117.064,139.108,4.36669,-45.4017 
