cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
75,44.923,0.43,0.01,0.55,3,75,11101.4,-0.0296878,23.2976,11.1225,80.3883,-0.0387864,29.7891,500,0.301845,-1.44346,1.47884,3.47949,0.467471,-57.3524,213.812,-14.8028,12016.4,8473.03,0.662978,-1.08233,2.2011,3.84062,0.828604,0.658795,294.254,-8.84412,12096.8,0.0306234,1.05552,-0.0013486,9608.8 
76,44.783,0.43,0.01,0.55,3,76,8590.39,-0.206236,19.6351,10.6943,80.5755,-0.731984,-385.706,79.5436,-1.60905,-1.50332,0.0201321,2.11249,1.67003,-91.8996,2033.51,14.467,7701.33,16026.4,-1.03039,-0.924656,1.17747,2.69116,2.2487,0.71711,2162.41,24.015,7830.23,0.263976,0.980936,0.00561792,8191.68 
77,44.863,0.43,0.01,0.55,3,77,9560.97,-0.00269889,21.2578,10.6663,80.4929,-0.00554855,16.875,0.0306022,0.247625,-1.27998,1.63304,-0.975858,3.31595,-113.873,2715.68,23.1957,7947.98,7384.28,0.964654,-0.562949,3.0671,-0.258829,4.03298,0.576541,2875.4,35.0267,8107.7,0.315343,0.979127,0.00789539,9118.32 
78,44.813,0.43,0.01,0.55,3,78,9535.61,-0.218932,21.8803,10.6011,80.7349,0.131128,211.712,158.999,-0.868623,-0.0641062,-1.72705,3.19925,-1.29538,-59.5843,4722.97,22.6591,5940.32,8454.63,-0.493436,0.31108,-0.976681,3.57443,-0.920197,1.65321,4806.54,28.8497,6023.89,0.508901,0.989605,0.00874507,9444.94 
79,44.883,0.43,0.01,0.55,3,79,10358.5,-0.0451776,22.6267,10.8553,80.5426,0.214383,-379.996,0.0440733,-3.6448,0.520941,4.89446,1.91085,-0.241404,-38.6148,1099.07,8.42616,10523.7,10647.7,-3.40165,0.764088,5.38076,2.154,0.00174339,-0.0983533,1153.23,12.4381,10577.8,0.124028,0.981475,0.00216138,9298.17 
80,44.793,0.43,0.01,0.55,3,80,10426.5,-0.197641,22.8759,10.8801,80.6154,-0.179356,783.773,57.3255,-0.916118,4.55019,3.18856,2.39486,4.54676,-36.5912,3143.75,6.84464,8371.12,12678.4,-0.685713,4.7806,3.64937,2.62526,4.77717,0.759065,3195.07,10.6463,8422.45,0.330057,0.994203,0.00232309,9680.35 
81,44.763,0.43,0.01,0.55,3,81,10188.1,-0.139056,22.3804,10.8582,80.418,-0.114419,143.94,137.225,0.152212,0.47504,-1.41352,0.345483,-0.511529,-49.7999,862.648,8.16851,10649.4,8446.97,0.465789,0.788616,-0.786369,0.659059,-0.197953,1.84634,932.498,13.3425,10719.2,0.10151,0.975572,0.00228768,9186.28 
82,44.903,0.43,0.01,0.55,3,82,10714.1,-0.196286,22.8575,11.1566,80.5005,0.0355729,-132.135,74.8998,-1.91062,4.07016,2.5303,-2.1337,0.891653,8.51349,305.042,-10.1355,11686.5,8454.53,-1.96423,4.01655,2.42308,-2.1873,0.838046,0.224899,293.101,-11.02,11674.6,0.0315755,1.07043,-0.00174184,9282.54 
83,44.663,0.43,0.01,0.55,3,83,12146.5,-0.239735,25.2135,11.5425,80.474,-0.679451,163.992,210.978,-1.27629,4.05654,4.04529,0.853839,1.87802,-62.237,229.829,-28.0452,13279.1,13101.1,-0.884398,4.44843,4.82907,1.24573,2.26991,0.594494,317.122,-21.579,13366.4,0.0298911,1.13518,-0.0029828,10609.3 
84,44.833,0.43,0.01,0.55,3,84,9074.9,-0.265223,21.2156,10.709,80.698,0.238987,-32.1223,77.9556,-0.365561,-1.23655,-0.455801,-0.409206,1.40837,-113.421,4764.18,36.5964,5569.34,7645.93,0.348623,-0.522361,0.972569,0.304979,2.12255,0.698556,4923.27,48.3804,5728.42,0.527447,0.983094,0.0153195,9334.16 
85,44.723,0.43,0.01,0.55,3,85,10800.4,-0.229116,23.4146,11.1291,80.6477,-0.199478,576.954,320.591,0.129657,-1.03214,-0.170403,0.351467,1.21565,-74.7367,70.462,-11.6659,12092.4,12229.4,0.600254,-0.561542,0.770791,0.822065,1.68625,0.767681,175.288,-3.90103,12197.3,0.0183217,1.04052,-0.000589505,9567.18 
