cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
225,44.923,0.6,0.01,0.38,3,225,9888.33,-0.212326,21.571,11.0735,80.2732,0.219753,-98.1914,167.943,2.89639,-1.08121,-2.45056,-1.64988,0.0205562,-25.4234,54.7911,-11.6785,11076.6,8478.36,3.05647,-0.921121,-2.13039,-1.4898,0.180641,-0.633484,90.4499,-9.03709,11112.3,0.0104604,1.2119,-0.00150034,8646.92 
226,44.783,0.6,0.01,0.38,3,226,8789.74,-0.00431661,19.9443,10.5574,80.2855,-0.0117993,-48.1629,500,0.782306,1.50982,2.58015,0.977623,2.63013,-41.3904,2020.52,13.1737,7912.21,6872.95,1.04293,1.77045,3.1014,1.23825,2.89076,0.691212,2078.57,17.474,7970.27,0.253001,0.985502,0.00402239,8215.68 
227,44.863,0.6,0.01,0.38,3,227,9581.59,-0.00800714,21.4292,10.557,80.3096,-0.000437038,-13.53,500,1.66464,-0.195913,0.485533,-0.155402,0.497927,-61.7085,2799.69,21.0858,7899.94,7364.68,2.05321,0.192649,1.26266,0.23316,0.886489,0.727179,2886.25,27.4971,7986.5,0.319422,0.983601,0.0063023,9035.85 
228,44.813,0.6,0.01,0.38,3,228,8770.73,-0.239677,20.8125,10.4598,80.0919,0.177459,100.768,472.706,2.01829,0.184606,-1.67766,-0.55859,2.37786,-92.3273,4458.65,44.4821,5498.38,7668.79,2.59965,0.765967,-0.514941,0.0227705,2.95922,1.08829,4588.15,54.0745,5627.88,0.514273,0.979792,0.0173917,8921.62 
229,44.883,0.6,0.01,0.38,3,229,9995.25,-0.152361,21.8729,11.0341,80.4502,0.0892746,181.429,499.818,0.0518894,1.6013,3.42152,-2.6867,1.57327,-9.71586,1159.19,7.5877,10014,8383.94,0.113068,1.66247,3.54388,-2.62552,1.63445,0.18124,1172.81,8.59714,10027.7,0.131864,0.987334,0.00157682,8894.12 
230,44.793,0.6,0.01,0.38,3,230,6706.01,-0.213741,16.1154,10.5429,80.7862,0.10789,-113.891,358.137,0.542723,-1.14536,1.38136,-1.48142,-0.142037,-22.8294,2195,22.7342,5759.06,5930.92,0.686474,-1.00161,1.66886,-1.33767,0.00171415,-92.9223,2227.02,25.1061,5791.08,0.333079,0.980653,0.0079228,6686.15 
231,44.763,0.6,0.01,0.38,3,231,10883.3,-0.058225,23.0785,11.1461,80.2327,0.240898,-731.792,499.815,2.99844,-0.00749782,2.54812,2.67595,1.364,-66.4213,1014.8,-25.6371,11031.7,14112.6,3.41668,0.410739,3.38459,3.09419,1.78224,0.720014,1107.96,-18.7362,11124.9,0.114528,1.0305,-0.00311207,9674.13 
232,44.903,0.6,0.01,0.38,3,232,11664.3,-0.0146518,24.1754,11.2423,80.1776,0.0159379,2.10642,500,1.71922,-0.136744,0.899342,1.82185,1.23351,-53.7096,427.595,-22.7719,12405.6,8848.68,2.05741,0.201451,1.57573,2.16005,1.5717,0.791745,502.928,-17.1917,12481,0.0497296,1.06363,-0.00254384,10113.3 
233,44.663,0.6,0.01,0.38,3,233,10833.7,-0.13343,23.1602,11.1443,80.1719,0.120207,-73.2166,2.44304e-09,2.22053,-1.03981,-1.56575,-1.58742,2.16703,-30.3733,200.051,-14.826,11844.5,8688.64,2.41178,-0.848554,-1.18325,-1.39617,2.35828,1.88165,242.653,-11.6703,11887.1,0.0258258,1.0919,-0.00181178,9395.75 
234,44.833,0.6,0.01,0.38,3,234,8661.22,-0.216459,20.1241,10.5751,80.2289,-1.70664,-424.807,291.617,-0.255978,1.14634,-0.377742,0.715027,-0.0062726,-73.6408,4491.68,28.1469,5272.03,30528.6,0.207719,1.61004,0.549651,1.17872,0.457424,0.862709,4594.96,35.7979,5375.32,0.526103,0.98655,0.0121191,8733.96 
235,44.723,0.6,0.01,0.38,3,235,11117.1,-0.173649,23.18,11.2672,80.2484,0.406488,-816.051,228.84,0.679938,-0.537696,2.01818,1.02064,1.25543,-34.8707,207.754,-24.9088,12010.4,19300.5,0.899509,-0.318124,2.45733,1.24021,1.475,0.57293,256.664,-21.2859,12059.3,0.0268973,1.16977,-0.0032621,9542.36 
236,44.703,0.6,0.01,0.38,3,236,11084.9,-0.18707,23.4252,11.1843,80.0259,-0.021193,739.625,436.327,1.30549,-1.18522,0.0284454,-0.320486,0.796022,-63.3784,314.692,-18.9339,12036.3,9039.05,1.70457,-0.786146,0.826599,0.0785907,1.1951,0.726175,403.586,-12.3491,12125.2,0.041436,1.05658,-0.00187965,9739.99 
237,44.823,0.6,0.01,0.38,3,237,8053.76,-0.0391896,18.9175,10.3223,80.659,0.0139366,10.0159,499.862,1.10911,0.301349,1.02512,2.06984,1.24272,-34.8617,4226.65,36.5367,4928.07,6361.31,1.32862,0.520864,1.46415,2.28936,1.46224,0.792767,4275.55,40.1587,4976.97,0.527337,0.983829,0.0146461,8107.82 
238,44.853,0.6,0.01,0.38,3,238,8867,-0.237978,20.5945,10.6626,80.2972,0.201821,-531.246,256.337,0.524517,2.4328,3.03382,-0.188799,2.3151,-74.7005,3437.4,16.4378,6536.18,10638.7,0.994886,2.90316,3.97456,0.28157,2.78547,0.636683,3542.18,24.1989,6640.95,0.40923,0.988186,0.00666768,8655.71 
239,44.683,0.6,0.01,0.38,3,239,11875.8,-0.182776,25.1866,11.1213,80.6651,0.0148948,-577.135,4.51828e-05,4.50282,2.72673,0.670592,0.284224,0.942424,-35.9923,375.844,-24.4289,12790.5,9398.26,4.72945,2.95336,1.12386,0.510858,1.16906,0.892829,426.327,-20.6895,12841,0.0413353,1.09281,-0.00297684,10313.9 
240,44.843,0.6,0.01,0.38,3,240,7409.44,-0.197458,17.7052,10.3549,80.7089,-0.034304,107.486,428.864,0.740243,-1.90472,1.22849,-2.14006,3.05612,-94.0308,3467.43,20.4879,5002.86,6088.23,1.33233,-1.31264,2.41266,-1.54798,3.64821,0.467708,3599.31,30.2573,5134.75,0.476537,0.985502,0.0107383,7553.07 
241,45.003,0.6,0.01,0.38,3,241,11867.7,-0.196469,24.6571,11.3584,80.7748,-0.167217,259.967,475.879,1.3022,0.734752,0.671612,-0.454485,2.43695,-42.7855,181.32,-29.5208,12917.4,10532.1,1.57161,1.00416,1.21043,-0.185076,2.70636,0.808096,241.331,-25.0755,12977.4,0.0235814,1.22225,-0.00357212,10233.9 
242,44.743,0.6,0.01,0.38,3,242,11677.5,-0.0385658,24.4357,11.1299,80.1056,0.0141955,34.3496,500,-0.0602494,-0.732346,-0.812914,3.01773,0.544951,-58.007,283.944,-21.3599,12555.1,8869.32,0.305005,-0.367092,-0.0824049,3.38298,0.910205,1.01986,365.304,-15.3332,12636.5,0.0361853,1.07928,-0.00224024,10095.4 
243,44.803,0.6,0.01,0.38,3,243,8633.15,-0.253695,20.0031,10.8131,80.5669,-0.802755,593.945,90.2141,0.962873,-2.15486,2.99903,1.82564,1.71929,-86.0936,3775.8,25.6555,6062.93,22562.3,1.50498,-1.61275,4.08325,2.36775,2.26139,0.525459,3896.56,34.6003,6183.68,0.450053,0.984698,0.0102022,8657.99 
244,44.983,0.6,0.01,0.38,3,244,10766.8,-0.204565,23.1457,11.1065,80.4527,0.44658,-750.695,327.022,3.17445,0.305953,-1.53405,0.84439,4.54104,-55.9178,315.184,-11.479,11701.8,19281.8,3.52655,0.658052,-0.829856,1.19649,4.89314,1.08787,393.614,-5.66937,11780.2,0.0415891,1.02586,-0.000887323,9464.37 
245,44.623,0.6,0.01,0.38,3,245,10790.3,-0.00697061,22.7472,11.0764,80.1359,-0.0130206,43.2988,1.14085e-10,2.05437,1.37463,0.043367,-0.891822,0.120903,-43.1888,92.1532,-11.0915,11968.9,8220.37,2.32632,1.64658,0.587263,-0.619874,0.392851,0.864471,152.73,-6.60431,12029.5,0.0162212,1.08187,-0.00101236,9415.43 
246,44.773,0.6,0.01,0.38,3,246,9876.39,-0.225786,21.7417,11.0449,80.4317,0.0205562,518.935,71.3935,1.67416,-0.0292532,1.73546,0.230617,0.174796,-56.2643,1476.57,10.6789,9635.6,8164.43,2.02844,0.325028,2.44402,0.584898,0.529077,0.586563,1555.48,16.5246,9714.51,0.172149,0.981748,0.00312367,9035.66 
247,44.643,0.6,0.01,0.38,3,247,11751.2,-0.222503,24.909,11.2563,80.0842,0.227891,-86.8363,291.392,1.26269,1.52794,4.11532,0.325818,1.41377,-84.3058,184.869,-11.9,12814.4,9771.56,1.79354,2.0588,5.17703,0.856669,1.94462,0.562406,303.116,-3.14095,12932.6,0.02954,1.01847,-0.000447594,10261.2 
248,44.963,0.6,0.01,0.38,3,248,10569.3,-0.184845,22.6232,-11.2078,80.5533,-0.177335,-106.956,499.996,-0.183132,0.682823,0.958674,0.256791,0.940895,-73.3109,295.669,-6.25758,11483.9,8871.56,0.278487,1.14444,1.88191,0.71841,1.40251,0.653153,398.495,1.35913,11586.8,0.0427556,0.994067,0.000216033,9320.3 
249,44.943,0.6,0.01,0.38,3,249,9454.11,-0.0653821,20.5076,11.0611,80.508,0.0219502,-63.5013,1.57944e-09,-1.27877,0.354844,0.848324,2.45431,2.60053,-47.9108,169.226,4.58748,10492.1,7429.61,-0.977093,0.656526,1.45169,2.75599,2.90221,0.786181,236.426,9.56523,10559.3,0.0282567,0.93388,0.00166591,8367.07 
