cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
25,44.923,0.37,0.01,0.61,3,25,11260.3,-0.0189192,23.5483,11.1023,80.3198,-0.013852,-41.3272,500,0.557284,-1.23419,3.90237,1.26547,0.243708,-32.9071,122.799,-38.2403,12264,8529.37,0.764491,-1.02698,4.31678,1.47267,0.450915,0.277874,168.955,-34.8214,12310.1,0.0175123,1.56415,-0.00523801,9647.76 
26,44.783,0.37,0.01,0.61,3,26,9993.51,-0.205358,22.1612,-10.8461,80.7261,-0.11914,777.832,311.124,2.0922,0.897265,-0.973674,4.07906,1.97998,-33.6349,2405.61,-4.27311,8753.13,10841.4,2.30399,1.10906,-0.550094,4.29085,2.19177,1.05886,2452.79,-0.778578,8800.3,0.265769,1.00056,-0.000163001,9229.02 
27,44.863,0.37,0.01,0.61,3,27,9476.99,-0.161338,21.2762,10.6667,80.574,-0.296693,307.189,170.199,1.01978,2.39756,5.03256,2.73913,1.1765,-79.2975,2550.85,7.72661,8086.52,10354.8,1.5191,2.89687,6.03119,3.23845,1.67581,0.607381,2662.07,15.9653,8197.75,0.296631,0.989614,0.00357472,8974.33 
28,44.813,0.37,0.01,0.61,3,28,7242.87,-0.221117,17.2651,10.5652,80.5852,0.493253,272.924,495.432,-1.38057,-1.15041,3.92992,1.86963,3.8045,-82.3395,3437.18,38.9004,4883.45,10320.4,-0.862105,-0.631944,4.96686,2.3881,4.32297,0.512282,3552.67,47.4551,4998.94,0.47997,0.977158,0.0171866,7401.85 
29,44.883,0.37,0.01,0.61,3,29,10898.3,-0.2088,23.5992,11.0345,80.4524,0.203477,-148.529,20.6911,0.960041,-0.899262,8.55997,4.64172,2.80966,-79.4969,1272.9,4.12738,10798,9460.88,1.46061,-0.398691,9.56111,5.14229,3.31023,0.498777,1384.4,12.3868,10909.5,0.141487,0.984583,0.00208719,9784.68 
30,44.793,0.37,0.01,0.61,3,30,8287.33,-0.0553196,18.9235,10.5058,80.892,-0.0672416,39.379,499.998,-0.0125429,-0.353605,5.56842,-0.457111,0.490991,-77.0579,2891.78,25.5277,6545.29,6558.02,0.47267,0.131608,6.53884,0.0281018,0.976204,0.197435,2999.86,33.5337,6653.37,0.369306,0.980813,0.009199,8122.95 
31,44.763,0.37,0.01,0.61,3,31,10623.6,-0.00476605,22.8962,10.9667,80.5667,-0.0202544,-10.7763,500,1.83699,-3.27562,1.69949,0.601625,2.72019,-78.368,950.5,-0.71012,10969,8181.13,2.33045,-2.78216,2.68641,1.09509,3.21365,0.589449,1060.42,7.43201,11078.9,0.110562,0.987884,0.0012342,9591.19 
32,44.903,0.37,0.01,0.61,3,32,11927.9,-0.193981,24.9426,11.2695,80.499,0.178834,-123.516,445.427,1.97996,0.950011,4.56878,0.392715,2.354,-49.205,411.396,-28.2986,12724.9,9869.5,2.28979,1.25984,5.18844,0.702546,2.66383,0.571361,480.411,-23.1864,12794,0.0464985,1.09225,-0.00334961,10331.8 
33,44.663,0.37,0.01,0.61,3,33,11279.8,-0.0160413,23.9618,10.9692,80.7692,-0.0211769,30.6007,0.00106149,4.12097,2.13462,5.35403,3.40499,1.73816,-62.1667,287.379,-34.2919,12151.4,8577.45,4.51242,2.52606,6.13692,3.79643,2.1296,0.678719,374.574,-27.833,12238.6,0.0382285,1.14947,-0.00420693,9798.31 
34,44.833,0.37,0.01,0.61,3,34,9786.35,-0.196587,22.0315,10.6605,80.7484,0.109335,7.78246,4.73852,-1.04024,0.963609,1.53865,2.34391,1.4761,-33.4628,4855.31,14.9869,6093.66,7673.42,-0.829533,1.17431,1.96006,2.55462,1.6868,0.700583,4902.24,18.4636,6140.6,0.509033,0.993452,0.00550833,9630.5 
35,44.723,0.37,0.01,0.61,3,35,11327.6,-0.0382085,24.0021,11.1543,80.1045,-0.058306,55.4714,500,2.17856,0.415316,2.33173,1.8252,3.57062,-79.3319,102.452,-31.0332,12561.4,8820.63,2.67809,0.914848,3.33079,2.32473,4.07015,0.749915,213.723,-22.7909,12672.6,0.0214331,1.22943,-0.00332392,9971.65 
36,44.703,0.37,0.01,0.61,3,36,11538.1,-0.227689,24.4753,11.2949,80.1939,-0.320528,5393.47,259.416,2.93413,-0.390448,4.22489,3.65588,2.36765,-24.0444,238.942,-19.7448,12605.3,65276,3.08553,-0.239047,4.52769,3.80728,2.51905,0.669524,272.667,-17.2467,12639,0.0272539,1.12447,-0.00252,10004.7 
37,44.823,0.37,0.01,0.61,3,37,7771.78,-0.250991,18.9665,10.4017,80.4127,-0.0654996,198.678,445.377,-0.494096,0.227024,2.50795,-0.622193,3.01952,-86.7147,4108.15,35.5002,4832.36,6845.85,0.0519231,0.773044,3.59999,-0.0761732,3.56554,0.54513,4229.78,44.5095,4953.99,0.525807,0.981918,0.0162811,8044.34 
38,44.853,0.37,0.01,0.61,3,38,8593.98,-0.0564424,19.6748,-10.7387,81.1173,0.0877401,15.5652,499.999,-0.881817,1.09975,-0.0772194,0.329707,3.39135,-81.279,3044.49,25.9022,6764.88,6922.4,-0.370025,1.61154,0.946365,0.8415,3.90314,0.863489,3158.49,34.3468,6878.88,0.373554,0.981325,0.00911394,8455.23 
39,44.683,0.37,0.01,0.61,3,39,9612.25,-0.0586705,21.0089,10.9995,80.7218,0.0189578,43.0397,3.95959e-13,0.70451,0.821725,2.41153,0.82288,0.595594,-94.4608,253.874,-1.92786,10623.6,7549.18,1.2993,1.41652,3.60112,1.41767,1.19039,0.596514,386.365,7.88625,10756.1,0.0445707,0.965512,0.00134878,8668.59 
40,44.843,0.37,0.01,0.61,3,40,9233.08,-0.234887,21.6965,10.4714,80.5345,0.0181648,150.532,278.685,3.08301,2.05895,1.74108,0.105565,3.52279,-55.231,4381.05,8.48312,5989.3,7484.9,3.43079,2.40672,2.43663,0.45334,3.87056,0.806587,4458.52,14.2214,6066.77,0.488341,0.994449,0.0042996,9129.93 
41,45.003,0.37,0.01,0.61,3,41,11311.6,-0.20522,24.0289,11.1939,80.7167,-0.678843,926.196,422.059,1.6936,1.86353,2.99719,-0.89985,4.31885,-55.3464,215.533,-22.6448,12378.6,29223.7,2.0421,2.21203,3.69419,-0.551349,4.66735,0.693792,293.161,-16.8945,12456.3,0.0296587,1.11216,-0.00250471,9884.49 
42,44.743,0.37,0.01,0.61,3,42,10293.7,-0.198344,22.2281,11.069,80.6305,0.0422524,417.841,436.099,-0.656217,-0.6473,0.384405,-0.779211,4.78264,-74.7684,301.328,-17.1076,11209.2,8584.21,-0.18542,-0.176503,1.326,-0.308414,5.25344,0.775601,406.198,-9.33949,11314.1,0.0445489,1.04192,-0.00152293,9118.02 
43,44.803,0.37,0.01,0.61,3,43,8325.87,-0.224777,19.6375,10.5075,80.6649,0.0781846,171.272,417.843,2.32396,-0.227212,3.3124,-0.833445,0.335861,-53.0822,3407.34,21.3538,6013.7,7152.98,2.6582,0.107033,3.98089,-0.4992,0.670106,0.42448,3481.8,26.8688,6088.16,0.426185,0.986675,0.00806419,8169.68 
