,index,time,pulse_length,B,e_B,A,x0,sigma,C,e_A,e_x0,e_sigma,e_C
0,1,360.0,40,202.1600698274486,0.0006774690922668469,0.559856666841674,44.82612011258736,0.024176275957905145,0.021277369102110543,0.005841028739280218,0.00010580746681594519,0.000254619476236727,0.0013539679958672582
1,3,390.0,40,202.15596962440384,0.0005277157383432041,0.5852794518501987,44.82547973620755,0.024035235602992137,0.019277524904622187,0.004778672484803114,8.241994363706253e-05,0.00019826537209440595,0.0011071271189823156
2,5,420.0,40,202.1623249496779,0.0006765041500500502,0.5786239543492635,44.82647231788935,-0.023623669338095725,0.018378951736660574,0.006148915132530149,0.00010565604756025918,0.0002548679684631791,0.0014171772747372177
3,7,450.0,40,202.15244326234364,0.0007483724336339037,0.5598382062198746,44.82492897695003,0.023882215374950114,0.02234096521545164,0.006515666234149639,0.000116883846916618,0.0002813310899588315,0.0015085782478215784
4,9,480.0,40,202.15884642516957,0.0009392739888482993,0.5551784660936788,44.825929040453566,0.022290447256607327,0.021327003233655297,0.008654073860641933,0.00014669676895417738,0.00035453935726710757,0.0019405333683720969
5,11,500.0,40,202.15569731219205,0.0013345563001507799,0.5646629020232146,44.82543720576482,0.02215377171133827,0.01999367743695498,0.012572635885529496,0.00020843420747764307,0.0005053310000667732,0.0028176800083439205
6,13,530.0,40,202.15488713113425,0.001698291064968771,0.5318341048686493,44.82531066933488,0.022341974224515355,0.0239970629066252,0.014958200013310316,0.0002652436761855435,0.0006416961110644882,0.0033584261363876827
7,15,560.0,40,202.15147749381188,0.0006734678144937334,0.5439275458007409,44.82477813891046,-0.024218004465713573,0.02235123669670894,0.005630822295627682,0.00010518525517008756,0.00025276935051583144,0.0013073752184260916
8,17,590.0,40,202.16211806445256,0.000588935993278028,0.5538850075095586,44.826440006625376,-0.023451765548615708,0.021081161692700804,0.0051576023922434424,9.197977009491363e-05,0.0002218819793667526,0.0011856646459820913
