cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.923,0.34,0.01,0.64,3,0,11399.2,-0.00686817,23.9956,11.0647,80.6067,-0.00140393,-2.50806,500,1.21524,-0.330773,-2.80082,2.76014,2.72049,-50.8441,150.195,-30.3482,12533.3,8643.19,1.5354,-0.0106212,-2.16051,3.08029,3.04064,1.39388,221.508,-25.0657,12604.6,0.0223136,1.24693,-0.0036767,9927.08 
1,44.783,0.34,0.01,0.64,3,1,10798.5,-0.0302897,23.7644,10.7197,80.5913,-0.0279485,-22.1342,499.975,0.0530851,0.327567,3.18739,1.82254,0.265415,-82.2611,2351.53,0.778369,9645.88,8313,0.571061,0.845543,4.22334,2.34051,0.783391,0.518095,2466.91,9.32497,9761.26,0.247109,0.993428,0.00175668,9983.08 
2,44.863,0.34,0.01,0.64,3,2,9666.74,-0.222143,21.1165,11.1367,80.4943,0.25669,39.0614,144.963,0.18073,-0.0280744,-1.5744,2.77899,3.07454,-114.337,2545.72,12.6566,8393.92,7981.88,0.900678,0.691874,-0.134507,3.49894,3.79449,1.01537,2706.09,24.5357,8554.29,0.2912,0.984381,0.00525582,9292.89 
3,44.813,0.34,0.01,0.64,3,3,8454.05,-0.0682571,20.0416,10.1899,80.3335,0.0894843,24.8024,27.1588,-2.33758,-3.52952,1.28576,1.08412,1.54053,-73.908,4181.67,14.0598,5377.32,6720.37,-1.8722,-3.06414,2.21652,1.5495,2.00591,-1.65265,4285.33,21.7385,5480.99,0.50382,0.991201,0.00725311,8505.69 
4,44.883,0.34,0.01,0.64,3,4,10021.1,-0.188361,21.7208,11.0049,80.5055,0.0182578,28.05,416.99,-0.620714,0.0845217,0.459473,3.31033,1.25322,-15.253,1092.1,-3.83532,10106.8,7798.04,-0.52467,0.180566,0.651561,3.40637,1.34926,0.871312,1113.49,-2.25059,10128.2,0.12494,1.00355,-0.000409503,8912.19 
5,44.793,0.34,0.01,0.64,3,5,7541.47,-0.0222986,17.8344,10.2609,80.7493,-0.00410426,9.57712,499.878,1.27938,1.46925,0.162152,-0.462349,2.14802,-83.4709,2520.34,36.4744,6193.62,5958.42,1.80497,1.99484,1.21334,0.0632447,2.67361,0.84344,2637.42,45.1467,6310.7,0.351813,0.970915,0.013007,7496.66 
6,44.763,0.34,0.01,0.64,3,6,9678.68,-0.200281,21.3829,10.8936,80.4943,0.140257,41.1484,453.852,1.10118,1.7674,0.108963,1.38953,2.19662,-104.519,806.62,2.3152,10147.8,7770.73,1.75931,2.42553,1.42523,2.04766,2.85475,0.864425,953.218,13.1744,10294.4,0.107346,0.976385,0.00235191,8879.9 
7,44.903,0.34,0.01,0.64,3,7,10448.1,0.00805008,22.7047,10.8262,80.6078,-0.0159397,8.04429,0.805925,3.45841,0.108808,4.42988,2.63785,-1.11155,-40.4364,300.329,-14.1576,11387.4,8005.99,3.71302,0.363425,4.93912,2.89247,-0.856933,0.553066,357.045,-9.95644,11444.1,0.0389405,1.0513,-0.00160522,9168.98 
8,44.663,0.34,0.01,0.64,3,8,11781,-0.0094943,24.2631,11.1638,80.1433,0.00747425,-30.623,1.16995e-12,1.56707,2.05164,3.33429,1.83944,1.96807,-60.6874,367.951,-26.4894,12508.9,8825.14,1.9492,2.43378,4.09855,2.22157,2.3502,0.686014,453.071,-20.1842,12594.1,0.0446354,1.08455,-0.00296103,10150.5 
9,44.833,0.34,0.01,0.64,3,9,9745.01,-0.0454654,22.2815,10.3781,80.1656,0.0182074,-43.1153,500,2.21362,1.19256,3.05684,0.350617,4.13545,-73.5601,4826.05,28.5577,5897.65,7553.19,2.6768,1.65575,3.98322,0.813806,4.59864,0.709852,4929.23,36.2003,6000.82,0.516157,0.987311,0.0109905,9549.86 
10,44.723,0.34,0.01,0.64,3,10,11383.4,-0.206341,23.9307,11.3103,80.1435,0.315164,-253.922,33.64,1.36697,1.08829,-0.533703,-1.21327,3.68071,-84.8934,60.3497,-15.623,12508.7,11416.1,1.90152,1.62284,0.535399,-0.678721,4.21526,0.929518,179.421,-6.80295,12627.8,0.0181181,1.07107,-0.000993378,9902.84 
11,44.703,0.34,0.01,0.64,3,11,10882.6,-0.0521853,23.0519,11.1254,80.327,0.151462,-135.662,500,-0.127134,-0.658458,0.222202,0.889325,2.78977,-73.3975,245.446,-15.7,11849.5,9017.53,0.33503,-0.196294,1.14653,1.35149,3.25193,0.8053,348.393,-8.07428,11952.4,0.0364742,1.04227,-0.00124596,9551.76 
12,44.823,0.34,0.01,0.64,3,12,8639.04,-0.257504,20.2009,10.7349,80.7626,-0.00934075,68.861,41.8284,0.278307,0.0664446,0.810918,0.673695,-0.490223,-114.856,4472.5,34.7929,5312.02,7080.26,1.00152,0.789659,2.25735,1.39691,0.232991,0.60247,4633.59,46.7259,5473.11,0.523695,0.982659,0.0154832,8847.89 
