cyc,HF AM 1,HF AM 2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ODmean,refmean,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
48,47.3227,0,48,11191.4,-0.0573905,19.769,12.6259,91.466,0.141246,-14.3529,79.8992,-0.55784,-0.770038,-0.222472,1.59895,-0.35806,-31.5948,567.39,23.8697,11306.2,8191.37,-0.358896,-0.571094,0.175415,1.79789,-0.159116,0.801611,607.601,24.6904,11346.4,0.0573617,0.933609,0.00399251,10592.5,0.0114633,2659.08,0.0115708,-0.0250951,-3.34588,-15.2345,104.797,48.7686,-83947.7,5.0747,9.86271,100.064,228.857,4.73352,-180.088 
49,46.2227,3,49,11522.9,-0.0452946,20.1607,12.6697,91.5519,0.0605108,-151.106,489.592,-2.67676,-1.48946,-3.63537,-1.00466,-0.714283,-79.2603,540.125,25.3244,11661.6,8612.79,-2.17768,-0.990376,-2.63721,-0.50558,-0.215202,0.595895,641.001,27.3832,11762.4,0.0583155,0.930441,0.00427014,10992,0.0118029,2625.59,0.0119703,-0.0237645,-5.72828,-14.3725,105.71,44.3579,-100026,5.17955,10.4276,100.078,229.755,5.63224,-185.397 
50,46.2227,0,50,11530.6,-0.0540865,20.5729,12.5972,91.3248,0.0479582,-235.905,0.000213626,-0.889003,-2.52814,1.55953,-0.375953,-1.71862,-33.8461,459.032,18.4366,11894.6,8804.83,-0.675882,-2.31502,1.98577,-0.162833,-1.5055,1.74277,502.109,19.3157,11937.7,0.0456161,0.936925,0.00297176,11007.3,0.0118107,2519.32,0.0119051,-0.0274913,-4.49402,-12.2546,105.463,46.8139,-90634.3,5.10205,9.97003,100.068,229.577,5.39469,-182.764 
51,45.2227,3,51,11881.1,-0.0769493,21.2414,12.5604,91.5219,0.0835771,40.8004,120.911,-1.47681,-2.48238,-2.31387,0.284102,-0.121444,-30.8184,543.462,26.4564,12163,8796.28,-1.28275,-2.28832,-1.92576,0.478157,0.0726109,0.610649,582.685,27.2569,12202.3,0.0514708,0.924333,0.00409795,11320.7,0.0121698,2629.86,0.0123386,-0.0301508,-4.96536,-13.4426,105.739,45.9276,-90728.1,5.08514,9.60701,100.007,228.039,5.73224,-182.111 
52,45.2227,0,52,11717.8,-0.0729942,20.8823,12.5852,91.3932,0.0982572,4.04329,78.5836,-2.03374,0.0948059,-2.63458,-1.97617,-1.58568,-51.0301,505.404,21.5145,11949.5,8568.16,-1.71242,0.416129,-1.99193,-1.65485,-1.26435,0.679105,570.352,22.84,12014.5,0.0511844,0.93451,0.0034897,11143.1,0.0120026,2466.6,0.0121514,-0.0242052,-7.19848,-7.44783,106.957,40.7755,-118710,5.33869,10.8497,100.203,231.177,6.7539,-190.401 
53,47.3227,3,53,11266,-0.00165945,19.4617,12.9913,91.4467,0.0155618,-16.3939,1.99089e-12,-3.15933,-1.06553,-3.08414,-2.00562,-2.42172,-11.6676,1447.08,17.5733,10533,8238.85,-3.08586,-0.992058,-2.9372,-1.93216,-2.34825,0.739968,1461.93,17.8764,10547.8,0.13607,0.97905,0.00311227,10744,0.0115397,2562.85,0.0115221,0.00528245,-1.58632,-17.4478,103.64,56.7784,-163833,5.1076,10.4622,100.027,230.818,3.61319,-174.039 
54,47.3227,3,54,10997.5,-0.0172147,19.009,12.9941,91.3815,0.0305072,-62.1282,500,-1.09354,-2.45007,-1.25178,-1.51949,9.17251e-05,-24.4873,1550.24,25.2322,10179.7,8102.56,-0.939347,-2.29588,-0.943397,-1.3653,0.154282,0.824961,1581.4,25.8682,10210.8,0.149656,0.972171,0.00464513,10566.9,0.0112647,2659.82,0.0113273,-0.0117808,-4.49558,-19.9996,105.3,47.3439,-82437.1,5.1595,9.70089,100.082,228.134,5.21778,-180.79 
55,47.3227,3,55,11555.2,-0.0476232,19.567,13.2571,91.4849,0.0672915,-234.883,0.000211605,-3.77472,-1.43736,-4.19301,-3.43043,-1.08922,-17.7505,1602.96,21.9114,10608.3,8958.9,-3.66295,-1.32559,-3.96947,-3.31866,-0.97745,0.700511,1625.55,22.3725,10630.9,0.148037,0.976481,0.00386171,10980.7,0.011836,2494.26,0.0119396,-0.0241106,-4.56507,-6.49097,105.776,46.615,-163813,5.92715,12.6471,100.082,238.136,5.69455,-191.521 
56,47.3227,3,56,11476.3,-0.100558,19.7145,13.223,91.4513,1.46817,-1582,74.7058,-2.34381,-0.546673,-2.91637,-1.65478,0.0773998,-41.7383,1643.45,25.9615,10597.2,84096.3,-2.08099,-0.283858,-2.39074,-1.39196,0.340215,0.588324,1696.58,27.0456,10650.3,0.153275,0.97286,0.0046561,11068.8,0.0117552,2565.01,0.0118376,-0.0136506,-4.89208,-17.8687,105.373,48.0326,-84026.5,5.09863,9.85021,100.041,228.946,5.33172,-180.913 
57,47.3227,3,57,11653.6,-0.0889025,19.9571,13.1891,91.3666,0.246268,63.2286,0.325441,-2.58704,-2.33726,-2.41698,-2.33654,0.9095,-41.3736,1680.48,23.868,10647.3,9075.41,-2.32652,-2.07675,-1.89594,-2.07602,1.17002,0.736865,1733.14,24.9427,10700,0.155451,0.975433,0.00427575,11149.1,0.0119368,2570.01,0.0120269,-0.015236,-5.14275,-13.68,105.584,49.4215,-90143.4,5.36846,10.3936,100.129,231.346,5.45475,-181.925 
58,47.3227,3,58,10854.3,-0.0860236,19.2184,12.7756,91.4936,0.0909982,-344.93,84.3009,-2.54277,-0.101433,-0.208424,-0.354872,-1.96258,-54.1426,1514.43,17.3327,10100.3,9014.49,-2.20185,0.239489,0.473419,-0.0139505,-1.62165,1.15152,1583.33,18.739,10169.2,0.150333,0.979709,0.00338301,10532.2,0.011118,2573.88,0.0111199,-0.000319457,-3.2565,-15.7188,104.806,55.0967,-82003.5,5.09485,9.95298,100.061,229.321,4.74497,-174.224 
59,47.3227,3,59,10807.5,-0.0591523,18.4394,13.0949,91.3857,0.0260968,-137.657,43.8537,0.528777,-1.21089,-2.36503,-0.903409,-1.65511,-48.1134,1472.39,17.1622,9958.11,7977.34,0.831734,-0.907935,-1.75912,-0.600452,-1.35215,0.535598,1533.63,18.4119,10019.3,0.148167,0.979423,0.0033737,10350.7,0.0110701,2639.17,0.0110997,-0.00717686,-3.69176,-16.7024,104.765,52.1106,-82133.7,5.15249,9.85497,100.094,228.8,4.67072,-176.689 
60,47.3227,3,60,11104.3,-0.100995,18.9471,13.3348,91.4029,0.128765,4.05107,496.141,-1.51922,-0.848981,0.842091,-1.78793,-0.231666,-30.3831,1511.16,24.3104,10276.9,8241.73,-1.32791,-0.657666,1.22472,-1.59662,-0.0403517,1.51076,1549.83,25.0996,10315.6,0.145832,0.97244,0.00446217,10627.5,0.0113741,2519.8,0.0113677,0.00170195,-2.74644,-17.5878,104.219,54.5639,-82009.8,5.07194,9.99235,100.041,229.473,4.17731,-174.909 
61,47.3227,3,61,10952.5,-0.0675439,18.327,13.399,91.3962,-0.0234291,34.551,9.29867,-3.40836,-0.0479132,-0.920104,-3.33272,0.613261,-22.8224,1565.14,20.8624,9953.83,8020.3,-3.26465,0.0957934,-0.632691,-3.18901,0.756967,0.898503,1594.19,21.4552,9982.88,0.153596,0.97699,0.00394344,10379.1,0.0112187,2651.21,0.0112208,-0.000760929,-3.64595,-16.7686,104.607,52.0288,-82126.8,5.10366,10.0774,100.092,229.941,4.51535,-177.912 
62,47.3227,3,62,10862.5,-0.0966875,18.2341,13.5413,91.3754,0.0141051,41.7367,27.4002,-2.29739,-1.59553,-0.926384,-0.986592,-0.632452,-8.52331,1568.97,22.4165,9906.86,8057.04,-2.24372,-1.54187,-0.819046,-0.932923,-0.578783,0.866089,1579.81,22.6379,9917.71,0.15327,0.975537,0.00418713,10307.4,0.0111264,2508.57,0.0111272,-0.00275447,-3.52303,-16.9481,104.684,51.5924,-82137.7,5.13511,10.1359,100.092,229.932,4.59135,-178.339 
63,47.3227,3,63,11476.3,-0.0719601,19.5432,13.173,91.3514,-0.00924451,-43.1085,334.907,-2.16549,0.523886,2.2586,-0.689729,-1.31584,-14.0373,1545.25,18.6484,10546.1,8393.6,-2.0771,0.612275,2.43538,-0.60134,-1.22745,3.83764,1563.11,19.013,10563.9,0.143941,0.979157,0.00330447,10859.4,0.0117552,2631.97,0.0117987,-0.00926309,-3.40615,-16.2865,104.824,52.0461,-82374,5.30568,10.4444,100.261,231.257,4.56267,-179.211 
64,47.3227,3,64,10674,-0.0648686,18.6389,12.834,91.4284,-0.0202583,62.446,473.8,-0.729224,-1.40552,-3.62092,0.562399,-0.332873,-30.286,1364.6,21.8673,9948.24,7828.32,-0.538521,-1.21481,-3.23952,0.753101,-0.14217,0.260708,1403.15,22.6539,9986.78,0.137678,0.972522,0.00416122,10191.5,0.0109334,2566.03,0.0109313,0.00545049,-0.938669,-19.0663,103.449,60.0128,-81904.3,5.27489,10.298,100.197,228.498,3.25137,-168.485 
65,47.3227,3,65,11454.2,-0.0643048,19.2964,13.2716,91.2752,0.240426,-579.082,462.87,-1.13806,-1.49683,-0.965984,-1.27715,-1.41437,-35.1707,1628.83,23.2607,10432,12869,-0.916601,-1.27537,-0.523063,-1.05569,-1.19291,0.894621,1673.59,24.1742,10476.8,0.153637,0.975345,0.00423251,10893.1,0.0117326,2531.48,0.0117807,-0.00869582,-3.57581,-18.3004,104.8,51.3374,-82021.4,5.09347,9.88332,100.032,228.878,4.76804,-177.54 
66,47.3227,3,66,10783.1,-0.0899936,18.8451,12.9705,91.4137,0.0265765,9.20231,446.722,-2.67829,-2.49545,-4.25508,-2.73297,0.974195,-19.0104,1475.09,22.113,10048.2,7964.97,-2.55858,-2.37574,-4.01567,-2.61327,1.0939,0.616436,1499.29,22.6068,10072.4,0.144677,0.974291,0.00411745,10363,0.0110451,2564.18,0.0110479,-0.000699435,-2.26423,-18.1251,104.149,55.1309,-82008.9,5.07153,9.62212,100.026,228.022,4.12353,-172.891 
67,47.3227,3,67,11594.3,-0.0286472,19.9014,13.1357,91.3114,0.0885398,17.3938,500,-3.01625,-2.46389,-1.746,-0.613307,-0.501123,-11.5918,1665.59,22.9045,10688.9,8560.17,-2.94326,-2.3909,-1.60002,-0.540316,-0.428132,0.797533,1680.34,23.2056,10703.7,0.151388,0.976403,0.00397779,11099.6,0.011876,2522.63,0.0119753,-0.0220264,-6.18034,-13.1501,106.181,44.0125,-86455.9,5.22419,10.4813,100.124,230.225,6.05688,-186.212 
68,47.3227,3,68,11244.7,-0.110013,19.3477,13.2691,91.0525,0.147666,34.8642,437.078,-1.69095,-3.66166,-5.90105,0.144647,-2.01802,-18.3377,1552.49,20.7841,10452.3,8524.93,-1.57548,-3.5462,-5.67012,0.260115,-1.90255,0.543992,1575.83,21.2604,10475.6,0.145986,0.976934,0.00372465,10794.4,0.011518,2499.03,0.0116102,-0.0164438,-4.36593,-18.1795,105.405,47.4936,-84043.9,5.19373,10.0345,100.076,229.413,5.32893,-181.92 
69,47.3227,3,69,12377.8,-0.0898686,20.9018,13.3506,91.167,-0.265938,-127.038,353.048,-2.95323,-2.97455,-3.39587,-0.362309,0.394215,-59.5243,1673.61,22.1519,11414.3,10183.8,-2.57842,-2.59974,-2.64625,0.0124995,0.769024,0.624267,1749.37,23.698,11490.1,0.147494,0.976843,0.00378492,11860.6,0.0126786,2627.19,0.0126868,-0.0127858,-8.55501,0.939918,107.769,40.8868,-81920.5,5.34524,10.3329,100.227,231.194,7.5411,-190.307 
70,47.3227,3,70,11820.3,-0.0673067,20.0904,13.2576,91.261,0.121756,-36.2509,499.535,-2.40162,-2.30097,-3.19395,-1.67373,-1.02925,-21.6698,1660.27,22.9959,10912,8814.23,-2.26517,-2.16452,-2.92106,-1.53728,-0.8928,0.701349,1687.85,23.5587,10939.6,0.149174,0.976156,0.00395135,11314.7,0.0121075,2600.86,0.0148687,-0.0268055,52.2033,-26.9392,119.383,21.8418,-4.9901e+06,19.147,15.0384,109.248,252.462,10.1353,-230.62 
71,47.3227,3,71,10495.8,-0.0969919,18.3212,13.0441,91.3365,0.0745664,-13.3762,84.501,-1.72612,-0.90704,-2.30371,-0.317969,-0.671428,-28.8783,1591.02,23.0114,9627.34,7812.16,-1.54428,-0.725201,-1.94003,-0.13613,-0.489589,0.598772,1627.77,23.7615,9664.09,0.160654,0.975091,0.00450884,10132.2,0.0107508,2642.27,0.0107979,-0.00624948,-4.68821,-19.0459,105.411,48.8856,-82415.2,5.16777,9.86034,100.075,229.134,5.33614,-180.249 
72,47.3227,3,72,12138.4,-0.0918756,20.4804,13.3827,91.2445,0.0751598,-71.0071,494.724,-1.52102,-1.03297,-0.655507,-0.691784,-1.12275,-6.10247,1713.96,21.3989,11134.1,9096.05,-1.4826,-0.994542,-0.578656,-0.653358,-1.08432,0.879283,1721.73,21.5574,11141.8,0.149371,0.978558,0.00355148,11526.5,0.0124334,2599.83,0.0190087,-0.0256006,101.087,-56.2137,118.126,14.8583,-5.14174e+06,21.79,13.3112,103.683,244.006,14.4431,-229.148 
73,47.3227,3,73,11506.7,-0.110854,20.0842,13.0707,91.1147,0.0920095,-759.405,109.31,-2.84991,-1.82646,-2.23716,-0.958693,-2.05353,-112.937,1630.06,23.5213,10738.4,10820.3,-2.13878,-1.11533,-0.814894,-0.247559,-1.34239,0.855999,1773.79,26.4547,10882.1,0.156281,0.974564,0.00445824,11350.1,0.0117863,2526.24,0.0118193,-0.00745646,-3.72223,-17.8903,104.868,51.6503,-82141.3,5.09092,10.0035,100.033,229.508,4.83518,-177.858 
74,47.3227,3,74,11400.4,-0.0274856,19.8172,12.9176,91.1787,0.00770889,-19.8984,500,-1.11706,-1.86926,-1.89494,-0.468464,-0.900354,-26.9396,1518.36,22.6339,10616.2,8338.34,-0.947426,-1.69963,-1.55568,-0.298832,-0.730722,0.702677,1552.64,23.3336,10650.5,0.142118,0.974374,0.00401956,10925,0.0116774,2522.49,0.000810018,0.795437,13.1128,12.4654,91.0168,121.416,40895.3,4.89725,10.5389,99.7957,232.661,-8.77883,-111.246 
75,47.3227,3,75,10525.1,-0.00789024,17.8636,13.3093,90.9419,0.0100763,-2.98097,500,-1.11586,-0.125341,-0.165267,-3.21603,-2.31942,-44.2812,1490.14,23.7953,9738.69,7740.6,-0.83703,0.153486,0.392386,-2.93721,-2.04059,1.07447,1546.49,24.9455,9795.04,0.152122,0.972547,0.00466947,10166.1,0.0107809,2491.37,0.000795865,0.71857,-13.3737,-12.4376,90.7147,121.223,-3.19895e+06,7.59159,12.34,100.134,242.017,-9.41931,-120.794 
76,47.3227,3,76,11822.1,-0.0528445,20.0848,13.2813,91.256,-0.0172465,77.3929,500,-0.164954,-2.01295,-2.01115,-1.47114,-2.24958,-33.7294,1641.91,23.836,10896.9,8727.09,0.047431,-1.80056,-1.58638,-1.25876,-2.03719,0.760924,1684.84,24.7121,10939.8,0.148945,0.974975,0.00414392,11311.9,0.0121094,2565.23,0.0119342,0.02616,-4.75461,-20.812,104.064,67.3437,-217864,5.80628,10.6819,100.319,231.559,3.74555,-164.215 
77,47.3227,3,77,11085.8,-0.0745755,19.063,13.0754,91.3406,-0.00464245,37.3476,17.6595,-1.9859,0.0450429,-0.171123,-1.15662,-1.08977,-9.31003,1590.35,20.696,10119.4,8119.76,-1.92728,0.103666,-0.0538777,-1.098,-1.03115,0.986553,1602.2,20.9378,10131.2,0.152334,0.977642,0.00379257,10517.7,0.0113551,2548.36,0.0114755,-0.0176056,-10.0968,-4.50006,108.422,37.3415,-158466,5.5276,11.7852,100.343,235.298,8.07864,-197.957 
78,47.3227,3,78,10478.4,-0.080392,17.691,13.3809,91.3701,0.146305,-34.4666,59.7635,-2.11872,-2.47638,-1.47977,-2.05861,-1.75172,5.1586,1543.36,19.3998,9505.83,7870.24,-2.1512,-2.50886,-1.54474,-2.09109,-1.7842,0.846754,1536.79,19.2658,9499.26,0.155292,0.978532,0.00372214,9896.14,0.010733,2670.97,0.0108235,-0.0129461,-5.16893,-16.0958,105.644,47.1848,-86990.8,5.237,10.2347,100.032,230.682,5.61129,-183.498 
79,47.3227,3,79,11815.3,-0.0834787,20.4231,13.0299,91.0854,0.297899,-19.8355,460.319,-3.75851,-3.54105,-4.50993,-2.04623,-1.86624,-15.4231,1516.5,24.2214,10990.3,8855.13,-3.6614,-3.44393,-4.3157,-1.94912,-1.76913,0.714934,1536.13,24.622,11009.9,0.136851,0.972715,0.0041027,11224.8,0.0121024,2483.91,0.0121051,0.00811669,-1.37921,-17.527,103.551,62.0143,-163831,5.22007,11.0085,99.9945,230.042,3.55639,-168.028 
80,47.3227,3,80,11089.9,-0.0241597,19.0435,13.0677,91.0074,-0.0225009,13.3391,500,-1.00742,0.452937,1.11463,-1.17516,-0.290085,-15.9106,1558.5,18.3555,10183.6,8110.84,-0.907239,0.553122,1.315,-1.07497,-0.1899,5.32577,1578.75,18.7688,10203.9,0.149529,0.979619,0.00337689,10558.2,0.0113594,2542.09,0.0114392,-0.0117694,-4.46761,-18.0254,105.452,47.9815,-84022.7,5.12991,10.0361,100.049,229.512,5.40285,-181.531 
81,47.3227,3,81,11758.2,-0.0870637,19.9399,13.304,91.0393,0.230846,-21.7317,308.879,-3.61993,-0.785708,-0.195496,-2.68984,-3.34829,-11.2557,1623.6,29.0165,10725,8799.03,-3.54905,-0.714834,-0.053747,-2.61896,-3.27741,0.994738,1637.92,29.3088,10739.3,0.147713,0.969636,0.00500216,11088.6,0.0120439,2543.48,0.0121013,-0.0113426,-3.78293,-15.8929,104.963,51.1523,-82144.6,5.19442,9.74001,100.121,228.637,4.84158,-177.485 
82,47.3227,3,82,10711.3,-0.0355026,18.1768,13.2409,91.0861,0.0197783,5.20234,2.89016e-09,-0.482169,-0.455965,2.14813,-4.05449,-1.29676,-40.487,1575.09,23.6302,9762.99,7838.18,-0.227234,-0.20103,2.658,-3.79955,-1.04182,2.01775,1626.62,24.6818,9814.52,0.158488,0.974133,0.00461122,10263.4,0.0109716,2686.24,0.011247,-0.0197831,-10.1238,-15.2135,107.45,40.5841,-2.45578e+06,5.34349,13.0994,100.144,243.107,7.30591,-202.523 
83,47.3227,3,83,12146.6,-0.010336,20.4887,13.274,90.9965,-0.0210953,11.6042,500,-1.63094,-1.01216,-3.31703,-1.40832,-2.93597,5.08042,1648.36,22.6698,11124,8861.42,-1.66293,-1.04415,-3.38101,-1.44031,-2.96796,0.677887,1641.89,22.5378,11117.6,0.143706,0.976542,0.00372047,11425.3,0.0124417,2564.2,0.0124874,-0.0102301,-3.08556,-18.6006,104.873,52.3015,-82137.5,5.13255,9.89829,100.06,229.117,4.81358,-176.815 
84,47.3227,3,84,11988.5,-0.00922378,19.983,13.3655,90.8577,0.0125792,-1.61837,0.000289377,-2.12379,-0.146244,-0.581154,-3.12788,-1.01183,-25.9495,1556.73,24.8906,11059,8695.13,-1.96039,0.017153,-0.254359,-2.96448,-0.848434,0.957681,1589.76,25.5647,11092,0.140058,0.972629,0.00422771,11350.7,0.0122798,2590.37,0.0123119,-0.00747651,-2.66512,-18.9282,104.417,52.8503,-82013.3,5.12847,9.934,100.021,229.089,4.39576,-176.239 
85,47.3227,3,85,10554.1,-0.0207102,17.9396,13.298,91.0545,0.00864022,18.3211,500,-1.23806,-2.99732,-1.68321,-2.9066,0.244948,-43.8829,1395.92,23.3134,9770.38,7771.12,-0.961739,-2.72101,-1.13057,-2.63028,0.521267,0.836678,1451.77,24.4532,9826.23,0.143756,0.971368,0.00456328,10098.9,0.0108106,2542.05,0.0108099,9.93961e-05,-1.51416,-18.1168,103.756,56.5377,-163829,5.12712,10.4948,100.042,230.255,3.71399,-173.717 
86,47.3227,3,86,11227.5,-0.101519,19.4867,-13.1058,90.9053,0.162054,38.4434,22.7699,-0.615072,-1.30669,0.564599,-3.12673,-1.13269,10.2047,1527.38,21.9696,10356.9,8516.6,-0.679328,-1.37094,0.436086,-3.19099,-1.19695,1.07266,1514.39,21.7045,10343.9,0.142638,0.975532,0.0038504,10617,0.0115003,2450.02,0.0115229,-0.00629754,-2.01643,-17.31,104.2,53.439,-163910,5.22115,10.9262,100.102,231.736,4.09828,-178.297 
87,47.3227,3,87,11383,-0.089442,19.5531,13.1572,90.9977,0.145133,80.8256,484.974,-1.58883,-1.70269,-0.392899,-0.928311,-2.43754,-20.0756,1639.77,19.5156,10387.5,8756.67,-1.46242,-1.57628,-0.140077,-0.8019,-2.31113,0.977737,1665.32,20.037,10413,0.153787,0.979378,0.00353211,10828.8,0.0116596,2491.46,0.0117082,-0.00842518,-3.82394,-17.8836,105.008,50.3592,-82403.8,5.20148,10.0577,100.075,229.757,4.93337,-179.398 
88,47.3227,3,88,10434.9,-0.0948063,18.0608,13.1452,90.8919,-0.0271133,41.7755,350.044,-2.15391,-0.354595,-3.41284,-1.81428,-0.917815,-45.6961,1484.33,16.3017,9621.55,7765.46,-1.86617,-0.0668594,-2.83737,-1.52654,-0.630079,0.590391,1542.49,17.4886,9679.7,0.153319,0.980545,0.00331714,10060.6,0.0106885,2644.6,0.0107401,-0.0115526,-4.23843,-15.726,105.44,50.7025,-82910.4,5.39011,10.761,100.103,232.679,5.33643,-181.977 
89,47.3227,3,89,11388,-0.0947553,19.3144,13.3636,91.1042,0.270254,-118.708,15.8396,-2.61009,-0.247611,-5.88283,-2.00534,-1.53403,-44.3607,1589.64,28.6222,10437.2,9446.72,-2.33076,0.0317168,-5.32418,-1.72601,-1.2547,0.497905,1646.1,29.7744,10493.7,0.151288,0.969317,0.00519955,10880.5,0.0116648,2529.18,0.0117011,-0.00790787,-2.97295,-18.8836,104.596,51.9387,-82127,5.21338,10.2657,100,230.512,4.59527,-178.573 
90,47.3227,3,90,12350.4,-0.0871671,21.1499,13.1515,91.051,0.150843,33.7356,6.50656,-3.12886,-0.82646,-1.08635,-2.06741,-1.42549,-58.5011,1501.87,26.3161,11502.2,9220.5,-2.76049,-0.458094,-0.349618,-1.69904,-1.05713,0.944719,1576.32,27.8356,11576.6,0.133998,0.970024,0.00440975,11763.8,0.0126505,2617.95,0.0126568,-0.00116315,-0.913023,-20.0013,103.695,59.1067,-163822,5.11496,10.9946,100.039,231.841,3.65615,-172.734 
91,47.3227,3,91,12442.2,-0.0980881,20.9224,13.449,90.9551,0.149519,-95.5273,313.333,-2.48902,-3.5895,-2.69175,-2.14509,-0.943617,-40.5768,1625.03,24.2566,11515.3,9625.01,-2.23352,-3.334,-2.18075,-1.88959,-0.688116,0.788809,1676.67,25.3105,11566.9,0.141425,0.974262,0.00401468,11855.6,0.0127445,2494.16,0.0127864,-0.00943116,-1.68165,-17.7088,103.862,51.592,-164611,5.18929,11.1012,100.036,230.371,3.8262,-178.779 
92,47.3227,3,92,11523.2,-0.113872,19.7199,13.3477,90.6262,-0.375916,107.475,414.121,-3.70557,-1.97387,-1.99046,-4.01915,-3.24291,-29.9995,1612.59,23.8286,10691.8,9883.74,-3.51667,-1.78497,-1.61266,-3.83026,-3.05401,0.883128,1650.77,24.6078,10729.9,0.14881,0.974576,0.00420687,11093.1,0.0118032,2503.09,0.0117802,0.0029047,-2.72674,-18.9125,104.508,55.8622,-82128.8,5.11797,9.86431,100.059,228.926,4.44861,-173.064 
93,47.3227,3,93,10961.2,-0.0951765,18.7761,13.2555,90.9021,-0.0473015,34.4536,493.608,-2.4044,-4.29855,-4.06752,-1.484,-1.37308,-63.8645,1443.27,20.356,10197.7,8155.12,-2.00226,-3.89641,-3.26325,-1.08186,-0.970937,0.709021,1524.55,22.0148,10279,0.144233,0.975352,0.00392979,10570,0.0112275,2401.95,0.000789334,0.767725,13.3203,12.2172,90.7178,121.777,-81900.2,6.09804,11.9764,100.303,235.215,-9.58524,-113.437 
94,47.3227,0,94,12233.3,-0.0176477,21.6696,12.6456,90.8373,0.00722089,-5.65156,500,-2.7816,-3.23197,-1.47441,-0.628882,0.97278,-62.6061,501.456,22.8162,12503.8,8921.74,-2.38738,-2.83775,-0.685987,-0.234669,1.36699,0.856452,581.136,24.4423,12583.5,0.0498632,0.931442,0.00356537,11654.6,0.0125306,2499.29,0.0126503,-0.0338697,-4.14995,-12.9073,105.45,48.3465,-86026.2,5.11526,9.85207,100.084,229.136,5.36651,-180.789 
95,46.2227,3,95,12239.1,-0.0849112,21.1544,13.0224,90.7179,0.120837,-140.581,4.84844,-2.68667,-0.632553,-2.66416,-1.66331,1.18166,-87.3736,595.18,26.1114,12357.8,9520.83,-2.1365,-0.0823847,-1.56382,-1.11314,1.73183,0.505748,706.382,28.3808,12469,0.0604827,0.934308,0.00417534,11679.1,0.0125365,2390.07,0.0126399,-0.0295956,-3.30145,-14.2198,104.963,51.2038,-82383.8,5.14711,9.89494,100.008,229.161,4.95554,-177.957 
96,46.2227,0,96,11900.6,-0.0844096,21.0662,12.7251,90.8147,0.0228811,55.8167,47.924,-2.21466,-0.708352,-0.284265,-0.897711,-1.64337,-67.1976,534.022,26.4257,12147.4,8768.16,-1.79154,-0.285227,0.561985,-0.474586,-1.22025,1.17509,619.546,28.1711,12232.9,0.05442,0.926292,0.00422425,11384.5,0.0121898,2475.12,0.012373,-0.0202133,-8.12738,-12.0327,106.843,42.7464,-339755,5.409,12.3326,100.226,237.747,6.61723,-195.001 
97,45.2227,3,97,11280.3,-0.0817291,20.2434,12.5618,90.9362,0.237012,-154.608,394.34,0.0930229,-1.18121,-2.38813,-2.96961,-2.08653,-38.5749,470.14,22.1158,11544.8,9470.98,0.335919,-0.938317,-1.90234,-2.72671,-1.84363,0.731121,519.235,23.1178,11593.9,0.0484278,0.927717,0.00365965,10721.8,0.0115544,2343.15,0.0116665,-0.0326057,-3.07195,-14.7642,104.999,50.8405,-82874.9,5.16271,9.82571,100.103,228.954,4.89582,-178.113 
98,45.2227,0,98,11172.7,-0.0910312,19.8339,12.7565,90.6954,0.13102,10.7486,248.898,-1.52376,0.403174,-1.57137,-2.81933,-4.13867,-64.573,546.317,20.9335,11391.7,8282.21,-1.11716,0.809773,-0.758175,-2.41273,-3.73207,0.894849,628.5,22.6107,11473.9,0.0585985,0.940771,0.00361696,10725.5,0.0114442,2454.61,0.0115564,-0.0284501,-3.75497,-13.6524,105.26,51.2165,-82863.9,5.20091,10.1027,99.9671,230.02,5.29295,-178.804 
99,47.3227,3,99,12046.9,-0.0094683,20.701,13.1984,90.8479,0.0116724,-5.15278,1.68217e-11,-2.18813,-0.399996,-1.61921,-2.96918,-0.10779,-14.8846,1513.54,27.2014,11338.4,8896.14,-2.0944,-0.306272,-1.43176,-2.87546,-0.0140661,0.787003,1532.48,27.588,11357.3,0.132948,0.969458,0.00445471,11526.9,0.0123396,2369.31,0.0123464,0.000667097,-1.14021,-18.3652,103.062,60.0337,-163826,5.51094,10.5228,100.199,230.921,2.86286,-170.888 
