cyc,field,2,3,4,5,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
41,203,3.798,44.9571,2.021,43.4808,41,27097.6,-0.69803,59.3583,11.2496,120.709,1.10109,-21.1155,386.059,-7.31116,-4.99377,-14.3331,-3.11648,-0.515858,0.640938,13202.9,52.6367,16148.6,22494.6,-7.3152,-4.9978,-14.3411,-3.12052,-0.519893,0.52661,13202,52.6034,16147.7,0.545933,0.993075,0.0059651,24182.5,-0.00295175,1.46528,11.2969,9.98799,120.951,86.5494,1.61832,11.4274,11.2328,119.752,135.966,1.19932,-49.4164 
42,203.1,3.853,44.9727,2.02,43.5097,42,29628.1,-0.0468949,63.061,11.2433,120.784,-0.0155492,-30.4948,500,-8.515,-4.11554,-7.03113,-3.96002,-0.37539,19.127,14109.3,65.1985,17678.5,23096.1,-8.63544,-4.23598,-7.27201,-4.08046,-0.495827,0.705822,14082.5,64.2049,17651.7,0.539856,0.992085,0.00665574,26085.6,-0.00292204,1.54235,11.3754,10.0384,121.108,87.1873,1.71521,11.5672,11.4686,119.814,136.762,1.29413,-49.575 
43,201.5,2.98,44.7229,2.031,43.0476,43,23284.9,-0.606213,44.9324,13.025,120.869,0.603392,10.5513,8.99637e-11,-6.08339,-5.46863,-7.77163,-1.97929,-2.97631,75.4903,11410.5,85.8255,13932,19258.8,-6.55874,-5.94398,-8.72232,-2.45463,-3.45165,0.678515,11304.6,81.9039,13826.1,0.54595,0.98748,0.0107946,20706.4,-0.00255396,0.924473,13.1933,11.7127,121.571,87.3918,1.03737,13.1306,13.0648,119.426,137.287,2.14465,-49.8954 
44,201.4,2.926,44.7073,2.031,43.0186,44,25313.6,-0.71527,49.8697,12.6522,120.565,0.514897,-168.861,367.558,-9.6052,-7.79376,-11.3692,-4.15917,0.314564,62.5136,12171.6,78.2359,15182,23370.3,-9.99883,-8.18739,-12.1564,-4.5528,-0.0790672,0.652421,12083.9,74.9885,15094.3,0.540714,0.989257,0.00906857,22348,-0.00241075,1.02164,12.7383,11.5496,121.079,86.7085,1.15305,12.7738,13.1295,119.346,136.899,1.73259,-50.191 
45,201.3,2.871,44.6916,2.032,42.9897,45,26321.4,-0.108158,51.5163,12.2573,120.829,-2.30788,-146.867,499.947,-4.36831,-1.67393,-8.01969,-2.10073,0.0140672,29.6562,12787.3,73.9205,15348.3,31589.8,-4.55505,-1.86066,-8.39316,-2.28746,-0.17267,0.513976,12745.7,72.3799,15306.7,0.550469,0.99016,0.00863543,23154.3,-0.00217176,1.13691,12.5569,11.0444,121.348,86.2706,1.22926,12.6078,12.5854,119.525,136.192,1.82208,-49.9217 
46,201.2,2.817,44.676,2.033,42.9608,46,30203.9,-0.158977,58.0808,12.4534,120.841,0.342544,-342.677,499.998,-6.33262,-4.02176,-7.32485,-0.609057,-2.05141,59.4295,14660.5,97.3927,17349.7,27367,-6.70683,-4.39598,-8.07327,-0.983269,-2.42562,0.642538,14577.1,94.3054,17266.3,0.553879,0.988805,0.00996101,26318.2,-0.00217679,1.26963,12.7299,11.2553,121.378,86.7004,1.34437,12.6034,12.8933,119.54,136.672,1.83762,-49.9717 
47,201.1,2.762,44.6603,2.033,42.9318,47,27865.7,-0.00432006,55.1154,12.1195,120.726,-0.0421761,-21.8089,500,-8.49039,-3.68776,-11.0978,-5.64072,-1.14501,88.2016,13281.4,73.0917,16616.4,21774.6,-9.04577,-4.24314,-12.2085,-6.1961,-1.70039,0.634409,13157.7,68.5098,16492.6,0.539853,0.99097,0.00759392,24372.7,-0.00249414,1.22643,12.3247,10.927,121.335,87.0397,1.40216,12.3179,12.214,119.458,136.831,1.87725,-49.7917 
48,201,2.708,44.6446,2.034,42.9029,48,27073.5,-0.0796758,54.4303,11.896,120.587,0.0130763,57.4179,499.995,-6.88554,-6.64845,-9.82482,-1.5727,-3.28711,74.4653,13338.9,81.6737,15761.4,21102.8,-7.35443,-7.11734,-10.7626,-2.04158,-3.75599,0.653177,13234.5,77.8054,15656.9,0.554179,0.989817,0.00907109,23881.2,-0.00229078,1.27062,12.0665,10.692,121.23,86.791,1.38593,12.0151,11.9903,119.351,136.494,1.87931,-49.7033 
49,200.9,2.653,44.629,2.035,42.8739,49,23944.7,-0.363756,50.5949,11.5741,120.577,2.59882,-2998.95,441.726,-8.19545,-6.70775,-7.98309,-3.25233,-1.3059,56.21,11935.3,56.889,14204.3,272774,-8.54939,-7.06169,-8.69097,-3.60627,-1.65984,0.70607,11856.5,53.969,14125.5,0.552446,0.992097,0.00698893,21461.8,-0.00251719,1.19948,11.6818,10.5167,121.234,86.5882,1.31474,11.8058,11.6632,119.363,136.169,1.87109,-49.5805 
50,200.8,2.599,44.6133,2.035,42.845,50,28987,-0.646873,59.665,11.7824,120.415,-0.0565525,1180.04,75.8144,-2.97085,-7.13186,-8.07879,-6.29006,-3.61333,57.616,13564.5,82.1957,17528.2,25057.3,-3.33364,-7.49465,-8.80438,-6.65285,-3.97612,0.709058,13483.7,79.2027,17447.4,0.531945,0.989825,0.0082929,25348,-0.00233894,1.34076,11.7686,10.5519,121.159,87.143,1.59966,11.7564,11.7628,119.183,136.931,1.97559,-49.7884 
51,202.8,3.689,44.926,2.022,43.4231,51,26015.8,-0.0667202,57.8048,10.8506,120.352,0.0516768,-26.7102,1.11074e-12,-3.59615,-2.5081,-8.9571,-2.80739,1.87541,31.7451,12932.9,52.5298,15314.2,20463,-3.79604,-2.70799,-9.35688,-3.00728,1.67552,0.455763,12888.4,50.8807,15269.7,0.553821,0.993139,0.00610069,23271.8,-0.00277091,1.50069,10.9878,9.70557,120.638,86.8648,1.58063,11.2233,11.1195,119.466,136.282,1.17182,-49.4175 
52,202.9,3.744,44.9416,2.021,43.452,52,30236,-0.0802007,63.8707,11.2497,120.691,0.192267,-175.211,4.04912e-13,-8.08443,-1.72897,-4.67292,-2.29603,-2.65302,81.1372,14700,68.5026,17548.9,24487.1,-8.59533,-2.23987,-5.69472,-2.80692,-3.16392,0.74691,14586.2,64.2877,17435.1,0.551628,0.992346,0.0067465,26442,-0.00259121,1.56809,11.3447,10.2253,121.088,86.9037,1.67379,11.5765,11.5922,119.742,136.371,1.34586,-49.4675 
53,203,3.798,44.9571,2.021,43.4808,53,26500,-0.041302,58.8708,10.8193,120.648,0.140819,-194.205,10.0729,-7.73731,-5.11388,-4.02533,1.60527,1.33401,40.9334,13147.5,63.7118,15463.1,21624.8,-7.99506,-5.37163,-4.54082,1.34752,1.07626,0.706736,13090,61.5854,15405.6,0.555466,0.991834,0.00731014,23565.9,-0.00272129,1.50545,11.0213,9.87857,120.948,86.6294,1.58233,11.1315,11.2773,119.872,135.976,1.07659,-49.3471 
54,203.1,3.853,44.9727,2.02,43.5097,54,25878.6,-0.0326481,57.0562,10.8822,120.55,0.0537711,-3.05991,2.00772e-09,-7.80411,-2.63417,-8.28018,-6.40018,-1.1226,34.8885,12554.7,55.4234,15491.6,20217.7,-8.0238,-2.85386,-8.71954,-6.61987,-1.34228,0.683608,12505.8,53.611,15442.7,0.543569,0.992554,0.00635443,23006.8,-0.00273854,1.42391,11.1049,9.8884,120.85,87.4093,1.59396,11.1927,11.1433,119.724,136.863,1.1261,-49.4532 
55,202.15,3.335,44.8246,2.026,43.2354,55,23438,-0.0227576,47.9046,-11.7459,120.841,-0.029056,2.24228,1.27566,-7.08757,-5.17775,-4.76813,-2.67809,-0.348996,64.4841,11140.2,63.5433,14304.6,18319.2,-7.49361,-5.58379,-5.58021,-3.08413,-0.755035,0.751955,11049.7,60.1935,14214.2,0.533407,0.990557,0.00774048,20715.4,-0.00246183,1.06685,11.9359,10.8595,121.23,86.8333,1.22908,12.1056,12.3081,119.82,136.493,1.40931,-49.6597 
56,202,3.253,44.8011,2.027,43.1921,56,21383.9,-0.356535,44.1662,12.0318,120.691,0.57307,-269.455,500,-5.35175,-2.79589,-9.73303,-1.32883,-1.48764,47.4092,10113.2,44.416,13342.5,22325.5,-5.65027,-3.09441,-10.3301,-1.62736,-1.78616,0.540646,10046.7,41.9532,13276,0.526712,0.992745,0.00578749,19074.4,-0.00249805,0.941627,12.1339,10.9709,121.084,86.5848,1.13087,12.3206,12.3013,119.682,136.258,1.40127,-49.6728 
57,202.3,3.417,44.848,2.025,43.2788,57,25460.3,-0.632166,53.7338,11.6263,120.464,0.642043,35.2583,183.015,-5.30544,-2.75184,-8.80108,-3.78614,-2.14979,56.5097,11953,54.9474,15630.3,21073.8,-5.66127,-3.10767,-9.51274,-4.14196,-2.50561,0.618411,11873.8,52.0118,15551,0.528934,0.992393,0.00612336,22448.5,-0.00237122,1.20821,11.6618,10.4247,120.625,86.7636,1.41089,11.8099,11.8864,119.536,136.393,1.08874,-49.6296 
58,202.25,3.389,44.8402,2.026,43.2643,58,22528.3,0.0114362,48.0336,-11.2399,120.695,0.00889606,-39.962,2.44111e-12,-5.28177,0.804248,-2.19361,-3.87933,0.555021,25.6101,11165.9,61.268,13307.2,17586.9,-5.44303,0.642988,-2.51613,-4.04059,0.393761,0.770489,11130,59.9376,13271.2,0.552234,0.990664,0.00825095,20154.4,-0.00233371,1.16173,11.4634,10.4206,120.933,86.5314,1.24598,11.6237,11.7181,119.739,135.937,1.19318,-49.4059 
59,201.9,3.199,44.7855,2.028,43.1632,59,17709.3,0.0218803,36.6973,-11.8735,120.602,-0.0236133,0.0404238,1.81335e-12,-7.07712,-2.92386,-14.8535,-3.6764,-2.80325,27.3273,8550.62,52.8534,11276.8,14184.4,-7.24919,-3.09594,-15.1976,-3.84848,-2.97532,0.530453,8512.29,51.4338,11238.4,0.526932,0.989537,0.00836008,16154.4,-0.00243195,0.750413,12.4653,11.3703,120.959,86.7375,0.927441,12.2705,12.6917,119.672,136.629,1.28756,-49.8914 
60,202.2,3.362,44.8324,2.026,43.2499,60,24091.2,-0.061599,49.8148,11.642,120.399,0.00772301,256.981,500,-1.49963,-4.45586,-10.9073,-4.49262,-2.35046,25.8228,11571.2,43.1301,14601.1,18943.8,-1.66223,-4.61846,-11.2325,-4.65522,-2.51306,0.544901,11535,41.7887,14564.8,0.538036,0.9937,0.00525748,21439.1,-0.00249042,1.15566,11.9317,10.3824,120.598,86.5798,1.32293,11.9425,11.8141,119.396,136.281,1.20232,-49.7009 
61,201.85,3.171,44.7777,2.028,43.1487,61,17680.9,-0.619275,36.4807,12.5493,120.424,0.174852,358.955,348.687,-8.02226,0.998354,-8.07945,-2.89856,-0.154675,23.3427,8225.87,49.8285,11513.7,16946.3,-8.16924,0.851371,-8.37342,-3.04554,-0.301658,0.560185,8193.13,48.6159,11481,0.512064,0.989723,0.00773995,16000.2,-0.00234082,0.700779,12.5996,11.4885,120.662,87.031,0.912166,12.6844,12.7691,119.305,137.122,1.35689,-50.0914 
62,201.95,3.226,44.7933,2.028,43.1776,62,17011.3,-0.593885,36.0243,12.1268,120.403,0.925895,-2217.64,362.572,-5.17388,-3.99576,-7.50951,-1.10996,-3.5344,52.6039,7961.12,49.7213,11165.7,81063.1,-5.50511,-4.32699,-8.17198,-1.44119,-3.86563,0.649436,7887.33,46.9886,11091.9,0.511173,0.989682,0.00774325,15429.9,-0.00231046,0.736852,12.1169,10.9906,120.732,87.1177,0.950406,12.2627,12.2205,119.242,136.62,1.49002,-49.5024 
63,202.1,3.308,44.8167,2.027,43.221,63,22294.3,-0.240515,46.6176,11.7577,120.644,0.353367,-158.672,500,-10.299,-2.44168,-9.89688,-2.18981,0.558139,34.874,11049.9,46.5344,13518.9,19668.2,-10.5186,-2.66127,-10.3361,-2.4094,0.338547,0.59604,11000.9,44.7228,13469.9,0.545668,0.992936,0.00607896,20160.5,-0.00261273,1.06478,11.9867,10.7128,120.82,87.3784,1.20297,12.0163,11.9516,119.7,137.088,1.11946,-49.7097 
64,202.35,3.444,44.8558,2.025,43.2932,64,25076.4,-0.638847,53.0205,11.6397,120.398,0.655506,93.2195,107.246,-9.34265,-4.4035,0.144296,-5.89377,-1.24938,79.4362,11998.7,55.3123,15203.5,22079.2,-9.84284,-4.90369,-0.856081,-6.39396,-1.74957,0.963949,11887.3,51.1857,15092.1,0.536675,0.992521,0.0062088,22150,-0.00259704,1.21806,11.738,10.4109,120.636,87.0793,1.39924,11.8057,11.7754,119.471,136.433,1.1645,-49.3539 
65,202.05,3.28,44.8089,2.027,43.2065,65,22359.2,-0.391707,45.5414,-12.1714,120.525,0.00755768,270.983,498.039,-8.07034,-4.24799,-11.5451,-3.21149,0.683452,37.9168,10320.2,60.1283,14181,18111,-8.30909,-4.48674,-12.0226,-3.45024,0.4447,0.567905,10267,58.1586,14127.9,0.516605,0.990184,0.00752612,19873.9,-0.00242477,0.956474,12.3509,10.7714,120.877,86.5403,1.18761,12.3208,12.3311,119.465,136.178,1.41206,-49.6373 
66,202.4,3.471,44.8636,2.025,43.3076,66,24197.7,-0.0857223,52.1791,11.2489,120.7,0.0344568,-97.3453,500,-2.94847,-7.864,-7.94136,-5.31325,-1.00335,-3.72151,11702.7,49.6217,14818.1,19216.6,-2.92503,-7.84057,-7.89449,-5.28982,-0.979918,0.683332,11707.9,49.8151,14823.3,0.537362,0.992609,0.00615249,21787.7,-0.002767,1.2489,11.4471,10.182,121.001,86.8577,1.40149,11.5403,11.7101,119.727,136.361,1.27347,-49.5033 
67,201.8,3.144,44.7699,2.029,43.1343,67,16330,-0.094665,33.3072,12.3044,120.433,0.0621219,-29.9748,500,-2.72431,-4.2913,-0.180064,-3.60267,-2.25351,40.0351,7440.19,49.381,10947.3,13401.7,-2.9764,-4.54339,-0.684245,-3.85476,-2.5056,0.953019,7384.04,47.3012,10891.2,0.499258,0.988914,0.00793691,14790,-0.00227916,0.62634,12.7637,11.479,120.835,86.641,0.865683,12.5235,12.9135,119.22,136.509,1.61463,-49.8681 
68,202.15,3.335,44.8246,2.026,43.2354,68,23004.1,-0.141554,48.1308,11.6203,120.544,0.0172556,35.2109,500,-4.4698,-4.05011,-8.51346,-5.18547,-1.43022,10.0875,10762.4,48.2321,14368.9,18226.6,-4.53332,-4.11362,-8.6405,-5.24899,-1.49374,0.640431,10748.2,47.7081,14354.8,0.524062,0.992292,0.006085,20509.5,-0.00250648,1.08621,11.6756,10.4888,120.809,86.7302,1.28596,12.0159,11.888,119.515,136.6,1.29361,-49.8702 
69,202,3.253,44.8011,2.027,43.1921,69,19926.8,-0.188209,41.1432,12.0902,120.503,-0.030582,-55.1064,12.0252,-4.25247,-3.96948,-4.89319,0.726353,-2.24487,33.2604,9093.25,62.448,12852.5,16247.8,-4.46191,-4.17891,-5.31205,0.516921,-2.45431,0.665704,9046.6,60.7202,12805.8,0.509537,0.98839,0.0086589,17754.6,-0.00231028,0.840128,12.2258,10.9527,120.939,86.8244,1.0853,12.2608,12.3083,119.472,136.473,1.46625,-49.6482 
70,202.3,3.417,44.848,2.025,43.2788,70,24554.9,-0.0565533,51.9768,11.4488,120.657,0.0545211,-50.942,500,-6.70182,-1.63252,-4.4114,-7.50913,-0.916155,32.8118,12157.2,71.202,14676.5,19462,-6.90843,-1.83913,-4.82462,-7.71574,-1.12276,0.784718,12111.2,69.4975,14630.4,0.549015,0.990058,0.00867447,22059.9,-0.00263738,1.23456,11.6793,10.4216,120.958,87.229,1.35366,11.7532,11.7707,119.622,136.973,1.33511,-49.7436 
71,202.25,3.389,44.8402,2.026,43.2643,71,26115.8,-0.609448,54.3716,11.7044,120.933,0.43684,701.075,83.3445,-3.08015,-3.94064,-10.1649,-1.40785,-0.0654713,32.2885,12621.4,65.6089,15489.3,30686.2,-3.28346,-4.14395,-10.5715,-1.61116,-0.268784,0.468204,12576.2,63.9315,15444,0.54494,0.991182,0.00756782,23078.1,-0.00247283,1.25822,11.811,10.5189,121.17,86.5936,1.38343,11.916,12.0147,119.979,136.298,1.19053,-49.7044 
72,201.9,3.199,44.7855,2.028,43.1632,72,17772.9,-0.0365277,36.5903,-12.1571,120.873,0.0124369,-15.5528,500,-3.04615,-5.13892,-3.59589,-2.44902,0.159553,27.2851,8522.72,45.6427,11512.7,14487,-3.21796,-5.31073,-3.9395,-2.62083,-0.0122544,0.739128,8484.45,44.2253,11474.4,0.520933,0.990961,0.00704989,16287,-0.00256268,0.752892,12.5969,11.1553,121.214,86.7017,0.943436,12.5416,12.4735,119.66,136.645,1.55396,-49.9429 
73,202.2,3.362,44.8324,2.026,43.2499,73,23903.1,-0.0601049,50.199,11.4398,120.735,0.0603116,-64.6587,5.60773e-07,-5.66886,-2.79436,-5.36923,-0.90211,0.658038,-10.0933,11449.7,55.0787,14449,18821.3,-5.6053,-2.73081,-5.24212,-0.838555,0.721593,0.617229,11463.9,55.6031,14463.1,0.53824,0.991583,0.00703212,21298.8,-0.00232314,1.16883,11.7069,10.3442,120.885,87.0398,1.30872,11.8304,11.8612,119.778,136.811,1.10684,-49.7714 
74,201.85,3.171,44.7777,2.028,43.1487,74,17585.4,-0.0971656,35.7957,12.2912,120.419,0.121193,0.841168,500,-5.99765,-4.46362,-0.887064,-3.98614,-4.16178,46.6476,8334.02,51.0429,11385.5,14325.8,-6.29137,-4.75734,-1.47452,-4.27986,-4.45551,0.930639,8268.59,48.6196,11320.1,0.517879,0.989815,0.00784971,15966.3,-0.00238673,0.705154,12.8185,11.3831,120.688,87.4622,0.897392,12.5859,12.905,119.315,137.13,1.37217,-49.6678 
75,201.95,3.226,44.7933,2.028,43.1776,75,20530.1,-0.672527,42.0151,-12.4291,120.42,-1.15118,-2267.16,490.202,-5.54297,-4.48702,-13.3399,-4.7084,-3.94754,8.28651,9617.28,52.3624,13072.3,101961,-5.59515,-4.5392,-13.4442,-4.76058,-3.99971,0.58427,9605.66,51.9319,13060.6,0.519593,0.990628,0.00727134,18486.9,-0.00251653,0.863407,12.4913,11.0313,120.816,86.529,1.05093,12.6185,12.6356,119.246,136.239,1.57059,-49.7097 
76,202.1,3.308,44.8167,2.027,43.221,76,19149.1,-0.621258,41.3993,11.749,120.522,-0.682262,1628.03,266.599,-6.96951,-2.57791,-7.00522,-2.99167,-2.27533,-34.5497,8989.12,45.2609,12313.6,51992.2,-6.75196,-2.36036,-6.57012,-2.77412,-2.05778,0.67973,9037.58,47.0557,12362.1,0.518097,0.990971,0.00696307,17443.8,-0.00248753,0.884125,11.7747,10.66,120.806,86.8693,1.10257,12.0305,11.9293,119.41,136.722,1.39592,-49.8523 
77,202.35,3.444,44.8558,2.025,43.2932,77,23446.3,-0.631508,50.5971,11.481,120.519,-0.0437658,-82.2952,333.858,-5.90582,-5.55304,-9.24602,-4.31764,-5.1441,-12.6479,11235.1,54.0893,14339.7,19027.6,-5.82617,-5.4734,-9.08674,-4.238,-5.06446,0.693934,11252.9,54.7463,14357.4,0.535445,0.991558,0.00697513,21015.9,-0.00255702,1.16909,11.5367,10.3517,120.805,86.3473,1.34699,11.7262,11.5998,119.527,135.845,1.27864,-49.4977 
78,202.05,3.28,44.8089,2.027,43.2065,78,20203.1,-0.0162828,42.1337,11.7113,120.95,-0.00878974,13.2062,8.21223e-12,-7.7152,-3.4327,-4.73514,-3.63805,-7.12419,40.1994,9420.08,49.0449,12866,16066.9,-7.96833,-3.68582,-5.24139,-3.89117,-7.37732,0.813898,9363.7,46.9566,12809.6,0.518069,0.991301,0.00670736,18074.2,-0.00238131,0.890492,12.0125,10.8437,121.38,87.2709,1.13543,12.1251,11.96,119.881,137.023,1.49937,-49.7524 
79,202.4,3.471,44.8636,2.025,43.3076,79,25760.7,-0.435903,54.5977,11.4922,120.749,-0.164378,331.283,500,-8.34162,-3.94664,-15.0373,-7.53904,-1.78263,13.1507,12416.5,49.8632,15670.1,22198.2,-8.42443,-4.02945,-15.2029,-7.62185,-1.86543,0.590704,12398,49.18,15651.6,0.538083,0.993106,0.0057549,23041.1,-0.0027978,1.27949,11.7116,10.2507,121.044,87.2326,1.45758,11.7212,11.7612,119.846,137.072,1.19813,-49.8395 
80,201.8,3.144,44.7699,2.029,43.1343,80,15943.6,-0.0439486,32.5945,12.2934,120.692,0.0307038,26.8842,500,-4.57515,-2.40893,-10.532,-5.28405,2.14349,-2.31998,7626.33,47.8323,10402.3,13070.9,-4.56054,-2.39432,-10.5028,-5.26944,2.15809,0.489388,7629.58,47.9528,10405.5,0.518831,0.989121,0.00841771,14705.3,-0.00248572,0.658136,12.7491,11.4503,121.271,86.7687,0.814063,12.7724,12.8709,119.525,136.496,1.74638,-49.7268 
81,201.7,3.089,44.7542,2.029,43.1054,81,15902.1,-0.0209109,33.1142,12.2401,120.57,-0.682037,-1120.1,1.13816e-11,-3.58537,-4.45594,-5.87615,-3.04096,-0.693481,9.20374,7658.41,53.7348,10512.1,38063.6,-3.64332,-4.51389,-5.99205,-3.09892,-0.751435,0.667101,7645.5,53.2567,10499.1,0.517115,0.987957,0.00925754,14784.9,-0.00255138,0.648086,12.8386,11.4639,121.281,86.1415,0.832736,12.615,12.8433,119.25,136.093,2.03138,-49.9512 
82,201.6,3.035,44.7386,2.03,43.0765,82,21034.4,-0.691546,40.4799,13.1118,120.556,-0.613264,1132.96,98.9524,-4.34337,-0.453901,-1.84404,-2.22761,1.65189,55.0194,9967.64,82.1042,12961.2,39896.2,-4.68981,-0.800344,-2.53692,-2.57405,1.30544,0.727086,9890.47,79.2461,12884,0.530275,0.986172,0.0112034,18651.6,-0.00222649,0.759336,13.5997,12.022,121.05,87.4904,0.938185,13.1407,13.3466,119.225,137.266,1.82497,-49.7755 
83,202.5,3.526,44.8792,2.024,43.3365,83,25052.6,-0.161626,53.547,11.2988,120.482,0.000715286,187.886,0.146916,-4.52075,-2.6492,-7.53049,-2.06493,-0.482931,35.0837,11798.7,63.3019,15241.2,19699.6,-4.74167,-2.87011,-7.97231,-2.28585,-0.703844,0.570776,11749.4,61.4794,15192,0.53213,0.990926,0.00739951,22080,-0.00237947,1.26341,11.368,10.1272,120.81,86.607,1.42889,11.7025,11.638,119.434,136.205,1.37652,-49.5976 
84,202.6,3.58,44.8948,2.023,43.3654,84,27684.4,-0.0276581,58.4833,11.3121,120.722,-0.000229758,-9.68484,2.97501e-11,-9.16622,-5.74292,-6.02408,-8.08839,0.215407,42.0932,13408.2,64.9579,16346.9,21536.3,-9.43127,-6.00797,-6.55418,-8.35344,-0.0496429,0.784377,13349.2,62.7712,16287.8,0.54654,0.991838,0.00704919,24424.9,-0.00257663,1.39159,11.6176,10.2908,120.893,86.5258,1.51634,11.6937,11.7686,119.818,136.116,1.07561,-49.5898 
86,201.5,2.98,44.7229,2.031,43.0476,86,21428.3,-0.0542718,41.2209,12.6659,120.914,0.0715049,-15.617,500,-7.00877,-0.774205,-3.57164,-6.45693,-1.39179,104.656,10381.4,75.9865,12941.4,17032.5,-7.66776,-1.43319,-4.88961,-7.11592,-2.05077,0.788852,10234.6,70.5498,12794.6,0.540515,0.988081,0.0100553,18934.9,-0.00227615,0.84127,13.0942,11.7604,121.582,86.538,0.969696,12.8877,13.1755,119.443,136.281,2.13844,-49.7435 
87,201.4,2.926,44.7073,2.031,43.0186,87,23773,-0.115043,45.6513,12.6233,120.819,0.00282417,45.9419,500,1.13455,-0.211688,-8.42097,-5.79368,-0.791619,43.884,12024.2,89.5052,13648,18763.7,0.858229,-0.488014,-8.97362,-6.07001,-1.06795,0.429934,11962.6,87.2256,13586.4,0.564237,0.987401,0.0116882,21201.4,-0.00223504,1.01477,12.9685,11.3507,121.27,87.0984,1.06648,12.7989,12.6737,119.341,136.801,1.92926,-49.7027 
88,201.3,2.871,44.6916,2.032,42.9897,88,26887.3,-0.0762254,51.4106,12.547,120.861,-0.00210157,4.82324,499.998,-9.3283,-3.06452,-11.0611,-5.31789,-4.85281,50.0935,12839.7,85.097,15871.1,20998.8,-9.64373,-3.37994,-11.6919,-5.63332,-5.16824,0.670809,12769.4,82.4948,15800.8,0.543056,0.988821,0.00952586,23514,-0.0022396,1.11181,12.6977,11.2788,121.473,86.6793,1.23316,12.8267,12.731,119.558,136.661,1.91458,-49.9814 
89,201.2,2.817,44.676,2.033,42.9608,89,28315.7,-0.649913,54.5929,12.6153,120.449,0.673141,-191.392,73.997,-8.99301,-6.51298,-12.0044,-4.36732,-3.68198,88.7497,13452,91.2941,16640.1,26613.5,-9.55185,-7.07182,-13.1221,-4.92615,-4.24081,0.662781,13327.5,86.6837,16515.6,0.542692,0.988746,0.00957586,24558.1,-0.00209088,1.17375,12.6044,11.2086,121.084,86.7415,1.32325,12.597,12.6112,119.068,136.552,2.01668,-49.8109 
90,201.1,2.762,44.6603,2.033,42.9318,90,25898.9,-0.130801,52.1375,11.9851,120.853,-0.10068,28.0505,499.922,-8.69998,-3.57385,-10.8823,-5.53919,-3.54759,63.2434,12680.6,72.3363,15395.5,20433.6,-9.09821,-3.97208,-11.6787,-5.93742,-3.94582,0.662779,12591.9,69.0509,15306.8,0.547462,0.990495,0.0082415,23000.5,-0.00249467,1.20152,12.1478,10.7639,121.404,86.4455,1.32181,12.2385,12.0493,119.594,136.284,1.80958,-49.8386 
91,201,2.708,44.6446,2.034,42.9029,91,26775.9,-0.122788,53.9295,11.9476,120.414,-0.0764138,136.029,499.97,-0.678169,-5.43064,-6.89315,-1.00303,-1.94414,79.7965,13263,86.729,15464.6,21313.4,-1.18063,-5.93309,-7.89806,-1.50549,-2.4466,0.58352,13151.1,82.5838,15352.7,0.557465,0.98913,0.00981167,23590.9,-0.00214134,1.25005,12.087,10.7725,121,86.9539,1.32372,12.0533,12.2282,119.037,136.727,1.96239,-49.7729 
92,200.9,2.653,44.629,2.035,42.8739,92,27328.6,-0.316915,55.4157,11.7977,120.628,0.48242,-121.537,500,-6.19433,-0.513485,-9.44331,-2.45608,-6.59012,28.6801,13027.6,52.1504,16170,23191.2,-6.37492,-0.694076,-9.80449,-2.63667,-6.77071,0.626934,12987.3,50.6605,16129.8,0.542142,0.99322,0.0057524,23955.6,-0.00225078,1.27462,11.9749,10.5992,121.296,86.9687,1.45775,11.8828,11.7989,119.403,136.575,1.89289,-49.6062 
93,200.8,2.599,44.6133,2.035,42.845,93,26733.2,-0.104809,54.9597,11.579,120.755,0.0633261,-49.8682,500,-6.5133,-5.57595,-11.2016,-4.56762,-0.285142,43.444,13506.1,60.6445,15012.4,20818.9,-6.78685,-5.84951,-11.7487,-4.84118,-0.558698,0.605548,13445.1,58.3877,14951.4,0.569416,0.992458,0.00714232,23612.1,-0.00212794,1.38407,11.6275,10.3447,121.359,86.7788,1.39107,11.7625,11.6535,119.455,136.283,1.90454,-49.5041 
94,202.8,3.689,44.926,2.022,43.4231,94,27637.6,-0.123093,58.9636,11.1083,120.66,0.00183401,-169.064,500,-7.85424,-6.01105,-3.85378,-5.40199,-5.46896,52.1984,13243,61.496,16395.1,21332.1,-8.18292,-6.33973,-4.51114,-5.73067,-5.79764,0.852394,13169.8,58.7844,16321.9,0.542666,0.992249,0.00659075,24268.7,-0.00249407,1.42276,11.3623,10.1455,121.001,86.9142,1.62114,11.3635,11.3624,119.733,136.306,1.26815,-49.3915 
