cyc,field,wiggle time,wait time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
174,202.074,0.07,0.51,43.2125,174,16308.1,0.0223459,35.9654,-11.8394,121.377,-0.00346616,1.0707,1.31172,-6.20464,-4.34569,-2.25451,-5.42761,-7.24184,160.372,10277.6,44.9572,8640.29,13861.7,-7.21446,-5.35551,-4.27415,-6.43743,-8.25166,0.864456,10052.6,36.6261,8415.36,0.581418,0.993664,0.00795363,17289.8,-0.00274299,0.95362,12.0658,10.9503,121.324,91.9975,0.747289,11.9903,12.4934,120.56,143.167,0.7638,-51.1694 
175,202.03,0.19,0.39,43.2027,175,16088.4,-0.0369396,35.0389,12.0494,121.27,-0.00883588,12.5279,7.2449e-12,-1.09295,-7.07613,-5.01052,-4.13046,-0.944903,211.542,10171.6,36.3716,8663.29,13747.6,-2.42497,-8.40815,-7.67456,-5.46248,-2.27692,0.707603,9874.9,25.3824,8366.58,0.578489,0.995522,0.00555749,17070.2,-0.00292022,0.944213,12.2546,10.8101,121.153,91.4511,0.750405,12.304,12.198,120.332,142.433,0.820644,-50.982 
176,202.092,0.36,0.22,43.2165,176,18366.7,-0.198257,39.2422,12.1665,121.358,-0.130856,-67.1855,5.48909e-06,-11.2926,-3.33614,-9.63072,-2.73186,-1.8798,184.9,11505.4,42.3309,9589.52,15828.5,-12.4569,-4.50041,-11.9593,-3.89613,-3.04406,0.666471,11246.1,32.7256,9330.18,0.583605,0.994933,0.00641971,19270.1,-0.00287265,1.05237,12.277,10.9262,121.291,92.1778,0.822142,12.1699,12.3735,120.418,143.406,0.872918,-51.2285 
177,202.052,0.06,0.52,43.2077,177,13888,-0.0468165,31.299,11.9307,121.488,0.0322676,21.0322,499.992,-6.69094,-2.8537,-14.2335,-0.464612,-7.33346,184.687,9162.47,31.514,7495.81,12178.1,-7.85387,-4.01663,-16.5594,-1.62754,-8.49639,0.570486,8903.43,21.9199,7236.77,0.588577,0.99571,0.0055487,15127.1,-0.00293084,0.837755,12.1586,11.0556,121.284,92.308,0.647122,12.1482,12.5013,120.429,143.358,0.854914,-51.0501 
178,202.127,0.14,0.44,43.2243,178,17836.8,-0.381626,39.0858,11.9929,121.359,0.0967372,-13.2878,2.94345e-05,-1.33369,-4.41796,-7.19839,-4.30761,-6.71841,139.781,11148.1,36.156,9436.34,15301.3,-2.21386,-5.29813,-8.95872,-5.18777,-7.59858,0.693793,10952,28.8947,9240.28,0.579513,0.995404,0.00572733,18898.6,-0.00288806,1.02492,12.0793,10.9947,121.258,92.244,0.800124,12.1718,12.5857,120.476,143.398,0.781314,-51.1543 
179,202.139,0.11,0.47,43.2268,179,17108.7,0.0303337,37.2322,11.7876,121.346,-0.0529502,-6.10566,0.0207525,-4.83005,-6.59848,-14.9996,-7.44685,-1.51695,187.25,10784.3,39.2805,8866.25,14297.5,-6.00912,-7.77755,-17.3578,-8.62591,-2.69601,0.591258,10521.7,29.5532,8603.61,0.587122,0.995109,0.0062878,17920.8,-0.00270194,1.00792,12.0751,10.8917,121.222,91.5262,0.767137,12.103,12.3452,120.446,142.438,0.775087,-50.9118 
180,202.015,0.4,0.18,43.1994,180,14971.5,-0.0197102,33.383,-11.8465,121.358,0.00585785,0.877975,500,-2.6504,-0.0365608,-9.49008,-1.39119,-5.59989,142.706,9665.89,33.0483,8085.49,12874,-3.54898,-0.935145,-11.2873,-2.28978,-6.49847,0.540414,9465.73,25.635,7885.33,0.58261,0.995283,0.00595299,16247.1,-0.00280909,0.908845,12.0576,10.7668,121.352,92.0408,0.684733,12.128,12.5823,120.6,143.043,0.751768,-51.0022 
181,202.07,0.17,0.41,43.2117,181,17790.9,-0.0569034,38.5617,11.9065,121.107,0.00982091,17.7699,454.189,-12.5702,-0.147672,-5.78614,-7.95515,-6.55926,218.712,11260.1,34.7026,9155.84,14952,-13.9474,-1.52484,-8.54049,-9.33232,-7.93644,0.793116,10953.3,23.3409,8849.07,0.590045,0.996285,0.00483536,18563.5,-0.00282074,1.05295,12.0836,10.9239,121.087,91.9819,0.800371,12.1246,12.1804,120.25,143.028,0.836805,-51.046 
182,202.095,0.08,0.5,43.2172,182,17420.9,-0.402709,38.1016,11.9826,121.447,-0.263751,809.235,0.000148541,-6.25421,-3.86993,-9.49998,-7.65955,-6.23821,206.369,10561.2,46.5852,9493.68,21810.5,-7.55366,-5.16938,-12.0989,-8.959,-7.53766,0.707181,10271.8,35.8647,9204.22,0.564774,0.993927,0.00712671,18187.4,-0.00273567,0.957712,12.1224,11.1821,121.362,92.2576,0.786318,12.0468,12.8428,120.481,143.305,0.881623,-51.0471 
183,202.127,0.34,0.24,43.2243,183,16292.6,-0.762133,36.1005,12.1972,121.734,-0.269277,325.431,31.8398,-4.04001,-3.38566,-17.3088,-5.43528,-2.06246,142.598,10399.4,41.8503,8434.74,17186.8,-4.93791,-4.28356,-19.1046,-6.33318,-2.96036,0.492164,10199.4,34.4426,8234.74,0.590199,0.994125,0.00764588,17281.3,-0.00274092,0.98132,12.022,10.872,121.607,92.2657,0.720202,12.1738,12.4844,120.78,143.374,0.826446,-51.1087 
184,200,0.45,0.13,40,184,19372.4,-0.818596,43.2404,11.8782,121.418,0.288334,-2318.77,7.42792,-9.52342,-4.6277,-5.42313,-10.4819,-3.50484,126.316,11801.8,46.192,10241.6,38484.5,-10.3188,-5.42308,-7.01388,-11.2773,-4.30021,0.817029,11624.7,39.6301,10064.5,0.573205,0.994069,0.00720128,20280.1,-0.0028482,1.13972,11.8394,10.6885,121.35,92.122,0.919707,11.8471,12.1814,120.488,142.876,0.862243,-50.754 
185,200,0.45,0.13,40,185,19919.2,-0.77683,44.097,11.8097,121.24,-0.0516923,-716.593,4.1705,-4.76096,-6.14047,-5.73641,-5.16637,-5.21929,146.909,12355.2,49.7928,10207.5,18158.6,-5.686,-7.06551,-7.5865,-6.09142,-6.14433,0.767098,12149.2,42.1612,10001.5,0.585491,0.993964,0.00770557,20750.4,-0.00264465,1.21249,11.6673,10.6318,121.297,92.3846,0.929302,11.6167,12.0816,120.363,143.269,0.933558,-50.8846 
186,200,0.45,0.13,40,186,19941.9,0.0729801,43.5994,11.5129,121.519,-0.00618389,-11.1092,0.00152797,-2.42516,-7.73589,-5.52276,0.398219,3.46589,192.884,12585.3,43.7328,10041,16342.5,-3.63969,-8.95042,-7.95183,-0.816317,2.25135,0.583824,12314.7,33.7129,9770.41,0.594418,0.995232,0.00631606,20717.3,-0.0028227,1.27773,11.6524,10.3749,121.528,91.7874,0.909025,11.8563,11.9795,120.485,142.586,1.04296,-50.7987 
187,200,0.45,0.13,40,187,20131.6,-0.0622671,44.3364,11.5262,121.203,-0.103852,-318.018,0.000197664,-2.80838,-7.35409,-3.82244,-5.97513,-5.54932,166.84,12379.1,20.5061,10503.8,17710.9,-3.85892,-8.40464,-5.92354,-7.02568,-6.59987,0.813799,12145.1,11.8391,10269.8,0.578968,0.998297,0.00211909,20977.1,-0.00277675,1.21209,11.7284,10.5917,121.228,91.762,0.944997,11.7768,12.1029,120.401,142.425,0.827174,-50.6626 
188,200,0.45,0.13,40,188,19414.4,-0.756055,43.409,11.6899,121.305,0.976325,-349.419,27.3909,-5.044,-3.51139,-8.2527,-4.55047,-3.27343,137.473,12047.8,40.4745,9859.14,27624.5,-5.90963,-4.37702,-9.98396,-5.4161,-4.13907,0.665257,11855,33.333,9666.32,0.587812,0.995104,0.00631215,20168,-0.00267831,1.20367,11.7402,10.4797,121.369,92.2753,0.908828,11.6741,11.9718,120.411,143.061,0.958687,-50.7859 
189,200,0.45,0.13,40,189,21115.3,0.0231305,45.6977,-11.5274,121.195,-0.116299,91.6433,500,-10.8187,-6.50913,-9.4291,-0.871861,-6.55039,141.36,13122.5,48.3846,10616.8,17495.3,-11.7088,-7.39924,-11.2093,-1.76197,-7.4405,0.716362,12924.3,41.0413,10418.6,0.590574,0.994474,0.00720421,21884.2,-0.00267886,1.27597,11.762,10.6672,121.165,92.5663,0.961694,11.6928,12.0828,120.318,143.484,0.847234,-50.9178 
190,200,0.45,0.13,40,190,20385.8,-0.761524,44.7536,11.824,121.271,-0.609054,954.093,0.287253,-5.57422,-10.5387,-5.21572,-5.02192,-6.71796,157.227,12549.6,37.2562,10340.2,36142.7,-6.56423,-11.5287,-7.19575,-6.01193,-7.70797,0.815534,12329.1,29.0886,10119.7,0.586206,0.995888,0.00526716,21032,-0.00264851,1.24124,11.7984,10.4623,121.301,91.4427,0.956428,11.6919,11.928,120.246,142.108,1.05504,-50.6652 
191,200,0.45,0.13,40,191,19160.5,-0.0651975,42.1801,11.4934,121.214,-0.009083,-29.4024,500,-8.08202,-4.71064,-12.3382,-4.04276,-0.591202,133.13,12142.5,39.075,9564.89,15790.3,-8.9203,-5.54892,-14.0148,-4.88104,-1.42949,0.597213,11955.7,32.1591,9378.17,0.597161,0.995315,0.0062772,20021,-0.00266926,1.19968,11.6252,10.6412,121.197,91.9214,0.874008,11.7209,12.052,120.348,142.804,0.849545,-50.8828 
192,202.015,0.2,0.38,43.1994,192,17099.4,-0.146146,36.2129,12.2624,121.426,0.0334273,53.6311,496.167,-10.5704,-4.64514,-9.87839,-4.27223,-5.77266,109.22,10835.8,35.3766,8887.34,14513.9,-11.2582,-5.33287,-11.2538,-4.95996,-6.46039,0.713389,10682.6,29.7028,8734.14,0.587151,0.995158,0.00622558,18194,-0.00281654,0.95593,12.3668,11.3295,121.296,92.3945,0.732701,12.2124,12.821,120.558,143.521,0.737911,-51.1268 
193,202.033,0.05,0.53,43.2034,193,15053.2,-0.0145282,33.5607,11.8258,121.526,0.00704811,17.412,500,-13.2378,-3.7569,-15.6398,-9.16476,-4.59323,172.864,9781.47,34.3197,7994.96,12923.8,-14.3263,-4.84538,-17.8168,-10.2532,-5.68171,0.663348,9539.01,25.3398,7752.5,0.588604,0.995373,0.00598506,16206.2,-0.00287454,0.897479,12.1775,10.9884,121.362,91.6608,0.690112,12.0294,12.563,120.428,142.637,0.933782,-50.9763 
194,202.005,0.21,0.37,43.1974,194,14609.9,-0.109242,33.237,-11.9465,121.241,0.0666099,-13.7161,500,-10.2649,-1.47767,-8.31049,-5.00621,-7.36094,222.237,9489.5,34.7889,8004.13,12955.6,-11.6643,-2.87703,-11.1092,-6.40558,-8.76031,0.727824,9177.79,23.2441,7692.42,0.58112,0.995587,0.00553547,15793.3,-0.00300455,0.879634,12.2311,10.9063,121.177,91.3985,0.680253,12.1391,12.5241,120.275,142.216,0.902785,-50.8177 
195,202.03,0.39,0.19,43.2027,195,13871.4,-0.0746482,31.5896,11.7646,121.132,0.011331,79.9044,500,-6.85805,-7.76321,-4.48174,-7.41026,-1.62977,178.429,9142.94,22.658,7422.62,12127.6,-7.98157,-8.88673,-6.72878,-8.53379,-2.75329,0.807111,8892.68,13.389,7172.35,0.590448,0.997372,0.00342696,15060.9,-0.0028745,0.872139,12.0558,10.7553,121.143,91.9238,0.648913,12.1937,12.2359,120.196,142.777,0.94696,-50.8533 
196,202.049,0.18,0.4,43.207,196,15201.7,-0.750193,33.9396,12.2358,120.895,0.023343,-88.8291,133.12,-4.25008,-4.7379,-3.93439,-5.47957,-8.70507,179.739,9427.74,20.8802,8357.92,13586.1,-5.38185,-5.86967,-6.19792,-6.61133,-9.83684,0.817158,9175.63,11.5431,8105.82,0.568269,0.997803,0.00261638,16146.6,-0.00272622,0.895702,12.0846,10.6915,120.858,91.9377,0.726377,12.2063,12.2282,120.084,142.723,0.77351,-50.7852 
197,202.138,0.33,0.25,43.2266,197,15720.6,-0.804862,35.1195,12.3223,121.309,0.00742416,877.799,12.2927,-8.32144,-3.43748,-1.68127,-1.86521,-6.78692,136.547,10229.8,29.9781,8205.36,14299.7,-9.18124,-4.29727,-3.40086,-2.72501,-7.64672,0.875203,10038.3,22.8848,8013.84,0.592922,0.996026,0.0052329,16930.2,-0.00283705,0.949357,12.1252,10.9208,121.258,91.6103,0.6966,12.2191,12.4925,120.342,142.513,0.915911,-50.9027 
198,202.141,0.12,0.46,43.2274,198,17904.2,-0.010214,38.631,11.8987,121.437,-0.0357607,18.5832,500,-6.141,-7.11325,-12.8012,-4.12018,-2.46002,182.865,11353.4,37.7663,9180.31,14985,-7.29245,-8.2647,-15.1041,-5.27163,-3.61148,0.618047,11096.9,28.2669,8923.82,0.59116,0.995562,0.00580115,18771.4,-0.00281536,1.05446,12.0898,10.9036,121.376,92.0368,0.776018,12.2217,12.6001,120.581,143.098,0.795082,-51.0608 
199,202.006,0.23,0.35,43.1976,199,14403.5,-0.113963,31.8624,11.9642,121.656,0.109521,324.123,0.00118907,-4.47298,-4.38024,-6.37547,-3.59997,-5.55387,182.521,9297.84,37.7592,7652.32,13565.2,-5.62226,-5.52952,-8.67404,-4.74926,-6.70316,0.722681,9041.84,28.2776,7396.31,0.587031,0.994557,0.0069935,15402.7,-0.00260167,0.859045,12.0715,10.9393,121.555,91.8566,0.649601,12.1908,12.526,120.811,142.896,0.743221,-51.039 
200,202.095,0.28,0.3,43.2172,200,16347,-0.702433,35.923,12.1019,121.308,0.0848885,-73.3366,10.2204,-5.88393,-6.95739,-9.52931,-0.084865,1.56982,96.111,10362.1,32.0989,8263.07,14354.8,-6.48912,-7.56258,-10.7397,-0.69005,0.964638,0.561946,10227.3,27.1061,8128.27,0.594002,0.995383,0.00610554,17217.6,-0.00242432,0.965142,12.059,10.9064,121.174,92.0345,0.727255,11.9269,12.3422,120.606,143.274,0.567825,-51.2395 
201,202.006,0.03,0.55,43.1976,201,17164.6,-0.0531274,37.0036,12.0051,121.317,0.0381629,11.6429,500,-6.42938,0.00876018,-7.12759,-1.56054,0.0917951,193.862,11027.3,36.5337,8716.51,14475.7,-7.65008,-1.21194,-9.56898,-2.78123,-1.1289,0.571688,10755.4,26.463,8444.6,0.596933,0.995713,0.0057395,18017.7,-0.00272666,1.01265,12.2321,10.9741,121.055,91.7081,0.725947,12.3259,12.5474,120.535,142.867,0.519526,-51.1586 
202,202.141,0.32,0.26,43.2274,202,14677.9,-0.0470028,32.6158,-11.7646,121.07,0.426886,-479.804,0.00186638,-2.60801,-3.48188,-7.94559,-0.913395,-6.23767,124.94,9253.75,18.4546,7978.47,19158.7,-3.39473,-4.2686,-9.51902,-1.70011,-7.02439,0.632567,9078.51,11.9642,7803.23,0.574979,0.997699,0.00281642,15789.3,-0.00268382,0.877476,12.0462,10.7588,121.036,91.568,0.705929,12.0483,12.1591,120.243,142.281,0.792757,-50.7128 
203,202.074,0.27,0.31,43.2125,203,17008.5,-0.764837,36.8146,12.3865,121.397,-0.993352,830.258,497.107,-1.47557,-5.52342,-16.3864,-5.4565,2.44135,137.401,10336,34.7102,9280.69,41692.5,-2.34075,-6.3886,-18.1167,-6.32167,1.57618,0.426533,10143.3,27.5725,9087.98,0.564804,0.995266,0.00555779,17958.9,-0.00277594,0.950701,12.3098,10.8853,121.239,91.667,0.781274,12.3279,12.4166,120.435,142.64,0.804946,-50.9729 
204,202.003,0.02,0.56,43.1967,204,14088.8,-0.227311,31.4822,11.9279,121.424,0.0677334,-21.2331,4.27485e-05,-7.42325,-7.09524,-11.3362,-3.69427,-5.85688,153.423,9154.44,33.0853,7403.02,12271.1,-8.38931,-8.0613,-13.2683,-4.66033,-6.82294,0.677971,8939.25,25.1152,7187.83,0.591189,0.995107,0.0063954,15120.8,-0.0025525,0.859496,12.0668,10.7901,121.358,91.8362,0.637585,12.15,12.4168,120.62,142.83,0.738885,-50.9941 
205,202.139,0.31,0.27,43.2268,205,15369.4,-0.846399,34.8799,12.3231,121.272,-0.52075,819.186,27.8458,-6.51151,-9.96477,-5.55971,-5.87555,-2.57676,209.076,9605.32,36.341,8657.61,27879.3,-7.82801,-11.2813,-8.19271,-7.19204,-3.89326,0.786578,9312.07,25.4799,8364.36,0.564182,0.995234,0.0055802,16505.4,-0.00296368,0.898029,12.1406,10.7762,121.077,91.8577,0.741188,12.2211,12.3657,120.386,142.877,0.691364,-51.0197 
206,202.033,0.25,0.33,43.2034,206,15319.8,-0.753042,33.8402,12.357,121.177,-0.226245,1048.7,2.27169,-5.91492,-2.03907,-9.76696,-3.48348,-4.75364,211.177,9680.89,28.5083,8183.44,21336.4,-7.24465,-3.3688,-12.4264,-4.81321,-6.08336,0.633833,9384.7,17.5381,7887.24,0.580459,0.99674,0.0040794,16167.7,-0.00266033,0.895048,12.1281,10.9145,121.109,92.4054,0.690366,12.2956,12.5111,120.24,143.518,0.868669,-51.1124 
207,202.07,0.37,0.21,43.2117,207,15604.6,-0.0952147,34.2944,11.7203,121.16,-0.0068339,71.6159,0.126995,-9.77429,-3.54091,-9.80005,-7.06404,-4.32171,128.922,9774.83,31.2647,8314.08,13100.4,-10.5861,-4.3527,-11.4236,-7.87583,-5.1335,0.709852,9594,24.5674,8133.26,0.578349,0.995539,0.0055335,16588.6,-0.00260675,0.931561,11.9309,10.7848,121.159,92.4503,0.728192,11.9998,12.3092,120.277,143.484,0.881528,-51.0341 
208,202.129,0.3,0.28,43.2247,208,15049.3,-0.70063,33.9603,11.9771,121.472,0.652225,646.062,170.697,-5.64342,-8.66692,-12.1847,2.14736,0.428451,293.049,9700.28,28.4589,7888.6,26958.2,-7.48867,-10.5122,-15.8752,0.302105,-1.4168,0.546303,9289.25,13.2356,7477.57,0.590921,0.997513,0.00325,15720,-0.00264064,0.950813,11.8588,10.4599,121.243,91.5563,0.719581,11.9858,11.9599,120.483,142.274,0.759267,-50.718 
209,202.017,0.04,0.54,43.1999,209,13274.7,-0.752186,30.3539,12.074,120.991,0.606242,223.273,16.1143,-9.54555,1.45597,-8.56246,-8.10326,-4.67041,226.678,8403.59,28.2265,7367.2,16336.9,-10.9729,0.0286415,-11.4171,-9.53059,-6.09774,0.699468,8085.65,16.451,7049.27,0.571504,0.996452,0.00428056,14148,-0.00255152,0.813412,11.7828,10.7074,120.782,91.653,0.660624,12.0978,11.9474,119.996,142.493,0.785715,-50.8396 
210,202.017,0.24,0.34,43.1999,210,15073.7,-0.108579,33.6128,12.0136,121.465,0.0301067,110.799,499.898,-7.95595,-9.65228,-15.4944,-4.07746,-7.15094,178.165,9931.92,24.9775,8133.17,13254,-9.07781,-10.7741,-17.7381,-5.19932,-8.2728,0.652617,9682.03,15.7222,7883.28,0.588157,0.997166,0.00366039,16461.6,-0.00315905,0.911719,12.3215,10.9205,121.366,91.7343,0.705075,12.1611,12.3519,120.579,142.567,0.786848,-50.8324 
211,202.138,0.13,0.45,43.2266,211,16018.5,-0.762266,35.4818,12.2426,121.258,0.0966727,-247.054,498.444,-7.17317,-6.8205,-13.5205,-1.57939,-5.23015,181.994,9979.89,35.518,8619.96,14918.2,-8.31913,-7.96646,-15.8124,-2.72535,-6.37611,0.616199,9724.63,26.0638,8364.7,0.5748,0.995332,0.00570711,16918.3,-0.00266087,0.944975,12.1025,10.7051,121.104,91.603,0.745574,12.1706,12.2129,120.357,142.245,0.746481,-50.6417 
212,202.049,0.38,0.2,43.207,212,14597.7,-0.409537,33.0395,12.0215,121.28,0.160884,-136.71,500,-4.4793,-4.90187,-11.4493,-5.52284,-1.69882,189.147,9221,20.8246,8255.09,13645.6,-5.67031,-6.09288,-13.8314,-6.71385,-2.88982,0.607044,8955.7,10.9988,7989.8,0.565852,0.997855,0.00252943,15826.9,-0.00292745,0.86397,12.1093,10.7828,121.199,92.0187,0.724824,12.0802,12.1892,120.255,143.166,0.943876,-51.1472 
213,202.129,0.1,0.48,43.2247,213,14814.1,-0.764451,33.898,12.0502,121.371,-0.716094,-2001.58,322.738,-9.7848,-1.92532,-9.99314,-4.52542,-5.79337,209.914,9427.6,43.1247,8140.68,59956.5,-11.1066,-3.24709,-12.6367,-5.8472,-7.11515,0.683709,9133.18,32.2201,7846.26,0.575102,0.993864,0.00750768,15881,-0.00293157,0.893275,11.9656,10.8449,121.243,91.9047,0.726808,12.0667,12.1242,120.518,142.751,0.725581,-50.8462 
214,202.092,0.16,0.42,43.2165,214,15298.1,-0.822081,35.3327,12.0433,121.397,0.0654602,173.203,405.775,-4.52106,-7.42864,-7.81876,-3.37434,-3.31814,175.653,9916.45,39.7651,8272.91,14221.2,-5.6271,-8.53468,-10.0308,-4.48038,-4.42418,0.696928,9670.08,30.6402,8026.54,0.583487,0.994486,0.00698288,16572.9,-0.00302214,0.944811,12.0096,10.7353,121.216,91.853,0.741206,11.9684,12.1322,120.477,142.772,0.738382,-50.9191 
215,202.111,0.15,0.43,43.2208,215,16186.3,-0.789242,36.4409,12.1043,121.408,-1.7738,523.615,435.511,-5.42452,-3.58227,-9.53498,-0.955969,-3.82001,223.497,10473.3,29.4269,8410.78,44594.1,-6.83182,-4.98957,-12.3496,-2.36327,-5.22731,0.611178,10159.8,17.8167,8097.31,0.593326,0.996941,0.00403687,17123.5,-0.00289595,0.998187,12.0371,10.746,121.397,91.8611,0.726401,12.0797,12.4738,120.36,142.735,1.03694,-50.8743 
216,202.003,0.22,0.36,43.1967,216,15603.9,-0.170085,33.9342,12.0173,121.128,0.137196,30.6083,498.759,-5.64139,-5.46657,-6.17459,-1.7377,-2.19688,219.336,9630.13,33.8183,8476.84,13411.9,-7.02249,-6.84767,-8.93679,-3.1188,-3.57798,0.697096,9322.49,22.4242,8169.2,0.570253,0.995808,0.00503108,16348,-0.00254598,0.861324,12.3805,11.1054,121.058,92.15,0.710081,12.1581,12.5272,120.164,143.063,0.893829,-50.9134 
217,202.005,0.01,0.57,43.1974,217,14735.5,-0.0231618,32.041,12.0194,121.362,0.00885443,28.7111,500,-4.94951,-3.46507,-11.1094,-8.02811,-3.70345,191.817,9371.71,45.4784,7908.9,12545,-6.15733,-4.67289,-13.525,-9.23593,-4.91128,0.648723,9102.67,35.5139,7639.86,0.580789,0.993219,0.00849033,15672.9,-0.0026433,0.863336,12.1828,10.9933,121.1,91.9692,0.659959,12.2945,12.5287,120.457,142.76,0.643326,-50.7904 
218,202.114,0.29,0.29,43.2214,218,15111.9,-0.0229166,34.1832,11.7401,121.26,0.000303207,-0.705183,500,-8.51005,-4.74696,-10.1181,-2.69718,-2.3218,250.167,9673.32,30.0073,8375.81,13064.1,-10.0853,-6.32219,-13.2685,-4.27242,-3.89703,0.649402,9322.44,17.0116,8024.93,0.574612,0.996817,0.00388979,16223.9,-0.00301889,0.918961,12.0432,10.713,121.053,92.0854,0.744192,12.0966,12.0579,120.332,142.834,0.721104,-50.7484 
219,202.111,0.35,0.23,43.2208,219,14712.8,-0.011398,32.8052,11.7447,121.153,0.00128845,-7.2257,500,-6.36903,-3.94226,-13.5149,-3.04213,-4.76586,224.011,9460.46,37.5718,7874.3,12542.7,-7.77957,-5.35279,-16.336,-4.45267,-6.17639,0.592593,9146.27,25.9349,7560.1,0.584502,0.995062,0.00627965,15648,-0.00273917,0.918317,11.967,10.6468,120.994,92.0877,0.690772,11.949,12.2768,120.233,143.224,0.761232,-51.1363 
220,202.052,0.26,0.32,43.2077,220,15413.1,-0.0136511,34.2272,11.8081,121.397,0.0023683,-13.2589,3.62964e-11,-4.56181,-2.49983,-3.86775,0.0667032,1.05975,248.556,9840.99,31.9748,8263.43,13157.8,-6.1269,-4.06492,-6.99794,-1.49839,-0.505337,0.635401,9492.37,19.0628,7914.8,0.582386,0.996498,0.0044171,16299.1,-0.00289215,0.912067,12.0974,10.9925,121.333,91.8012,0.717309,12.1089,12.4059,120.307,142.791,1.02608,-50.99 
221,202.114,0.09,0.49,43.2214,221,14592.2,-0.644487,34.3624,11.7976,121.164,0.254707,219.238,3.08224,-12.3486,-5.4485,-5.10306,-5.85197,-0.821569,224.313,9239.66,23.2727,8160.56,15014.8,-13.7611,-6.86094,-7.92793,-7.26441,-2.23401,0.791635,8925.04,11.6201,7845.94,0.56947,0.997727,0.0027208,15672.6,-0.00305763,0.896153,11.8209,10.7626,120.931,91.9887,0.745573,11.7925,12.2003,120.391,142.869,0.539537,-50.8801 
222,202.074,0.07,0.51,43.2125,222,15099.3,-0.771021,34.283,12.1172,121.445,-0.129086,884.01,458.046,-6.35453,-8.19513,-11.2554,-6.33417,-3.23626,207.402,9971.82,33.2244,7872.9,17237.9,-7.66049,-9.50108,-13.8673,-7.64013,-4.54222,0.679081,9680.92,22.4502,7582,0.597534,0.995958,0.00542487,16201.4,-0.00279799,0.942154,12.1261,10.7168,121.33,91.4737,0.686399,11.9313,12.3879,120.554,142.434,0.776619,-50.9605 
223,202.03,0.19,0.39,43.2027,223,16583.4,-0.0237378,36.2047,11.8183,121.389,0.0199304,-12.6491,500,-6.0669,-2.85074,-8.84719,-5.63522,0.614089,131.35,10493.7,26.1022,8673.47,13937,-6.89398,-3.67781,-10.5013,-6.4623,-0.212987,0.621552,10309.5,19.2789,8489.24,0.585425,0.996738,0.00416595,17610.2,-0.0027914,0.982385,12.2101,10.7917,121.231,91.91,0.749091,12.1598,12.3548,120.459,142.923,0.771529,-51.0131 
224,202.092,0.36,0.22,43.2165,224,14186.6,0.0132709,31.7626,11.684,121.255,-0.0043861,26.1327,500,-5.96804,-1.63653,-8.63958,-1.31006,-2.17508,125.331,9339.02,24.9163,7410.55,12084.8,-6.75722,-2.42571,-10.2179,-2.09924,-2.96426,0.582334,9163.23,18.4056,7234.76,0.59559,0.996497,0.00466455,15385.1,-0.00272038,0.87393,12.0677,10.8829,121.174,92.2407,0.654243,11.9802,12.3567,120.338,143.12,0.835947,-50.879 
225,202.052,0.06,0.52,43.2077,225,15040.7,-0.00216809,33.5956,11.8295,121.142,-0.0147946,-21.2823,500,-4.64456,-5.01728,-4.63519,-7.10609,-2.37644,219.769,9316.9,23.9861,8506.91,12947.5,-6.02838,-6.40111,-7.40284,-8.48992,-3.76027,0.769256,9008.65,12.5695,8198.67,0.560954,0.997564,0.00281621,16059.5,-0.00295575,0.859412,12.1978,10.9574,121.185,91.7412,0.73812,12.1715,12.2992,120.197,142.646,0.987979,-50.9043 
226,202.127,0.14,0.44,43.2243,226,15837,-0.822181,36.7038,11.9127,121.415,-2.18307,-2753.91,425.727,-10.7061,-4.55746,-5.6454,-4.21455,1.31358,195.445,10041.1,35.9036,8610.74,209944,-11.9368,-5.78813,-8.10673,-5.44521,0.0829161,0.740118,9766.98,25.7506,8336.61,0.576684,0.995407,0.00565782,16936.5,-0.00291631,0.962526,11.7577,10.8971,121.322,91.789,0.7577,11.8157,12.4262,120.562,142.672,0.760753,-50.8828 
227,202.139,0.11,0.47,43.2268,227,15500.6,-0.156392,35.4367,-11.5747,121.342,-0.174905,245.884,0.00191432,-4.24176,-2.92017,-9.84405,-0.455698,-1.04529,175.889,9992.39,19.0249,8154.01,14752.4,-5.34929,-4.02769,-12.0591,-1.56322,-2.15281,0.520553,9745.69,9.88782,7907.31,0.589007,0.998228,0.0022982,16546,-0.00279567,0.994485,11.7932,10.5151,121.361,92.1842,0.740856,11.8633,11.9981,120.592,143.311,0.769243,-51.1268 
228,202.015,0.4,0.18,43.1994,228,16463.6,-0.0749628,35.8568,12.0216,121.504,-0.00262215,-19.8687,500,-7.15092,-4.55311,-12.6022,-7.05287,-5.79727,124.23,10617.8,31.7723,8532.24,14034,-7.93316,-5.33536,-14.1667,-7.83511,-6.57951,0.661488,10443.6,25.3189,8358,0.592327,0.995775,0.00554932,17631.5,-0.00286291,0.952896,12.2401,11.1757,121.308,92.0932,0.718405,12.284,12.5964,120.683,143.181,0.625624,-51.0881 
