cyc,time (ms),#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
0,199.99,300.01,0,6494.07,0,5,101,125,0,5,135,-13.2569,-10.0562,-18.8572,-14.503,-17.1471,393.959,-39.847,22543.1,-69.1862,16439.4,-14.7791,-11.5783,-21.9015,-16.0252,-18.6692,0.735978,-62.8699,20816.4,-92.2092,0.362319,-0.00172882,1.00241,-173.521,542.498,587.405,0.841132,32390.4,8.46747e-07,0.666675,111.618,86.4291,24.8174,25.5855,0.969979,559.857,606.176,0.687993 
1,0.49,499.51,1,914.721,0,5,101,125,0,5,135,-11.558,-6.68018,-19.2941,-9.58626,-10.8957,414.009,-41.0297,17503.8,-90.5021,16439.4,-13.1577,-8.27983,-22.4934,-11.1859,-12.4954,0.667317,-65.2244,15689.2,-114.697,0.321523,-0.00238125,1.00398,-202.861,472.72,558.076,0.706818,25880.1,7.85725e-07,0.653699,111.35,86.4369,23.3987,25.1787,0.929302,497.677,587.057,0.687929 
2,399.99,100.01,2,2811.48,0,5,101,125,0,5,135,-12.8322,-10.4684,-21.3403,-13.4625,-12.2294,418.897,-41.6591,19204.8,-79.6829,16439.4,-14.4508,-12.0869,-24.5774,-15.0811,-13.8479,0.692952,-66.1394,17368.8,-104.163,0.346035,-0.00218071,1.00327,-191.135,523.543,582.904,0.796001,28226.3,8.08785e-07,0.683033,111.052,85.8991,24.4461,25.5519,0.956723,543.232,604.589,0.708582 
3,10.01,489.99,3,1092.65,0,5,101,125,0,5,135,-11.905,-9.07037,-13.2797,-10.5562,-12.781,453.246,-56.0226,15408.2,-66.4659,16439.4,-13.6562,-10.8216,-16.7822,-12.3075,-14.5322,0.753564,-82.5103,13421.6,-92.9536,0.425191,-0.00352528,1.00377,-194.055,432.641,514.632,505.49,20921,7.31941e-07,0.644669,111.349,87.0793,23.7157,25.0954,0.945022,511.254,583.175,0.746005 
4,299.99,200.01,4,2903.02,0,5,101,125,0,5,135,-6.9112,-10.2799,-13.1632,-7.20863,-8.78726,357.653,-25.2898,15798.1,-53.3348,16439.4,-8.2931,-11.6618,-15.927,-8.59052,-10.1692,0.708519,-46.191,14230.5,-74.236,0.341462,-0.00185826,1.00284,-135.274,428.758,526.053,476.979,20909.3,7.31805e-07,0.648971,111.408,86.007,23.7117,25.0441,0.946797,511.082,580.796,0.744496 
5,499.99,0.01,5,3742.95,0,5,101,125,0,5,135,-7.46523,-11.5328,-14.1167,-8.60184,-6.85664,365.802,-51.0465,16445.9,-43.3536,16439.4,-8.87861,-12.9462,-16.9435,-10.0152,-8.27002,0.703025,-72.4239,14842.6,-64.731,0.482501,-0.00279607,1.00237,-150.101,517.895,583.536,0.736694,23793.8,7.64017e-07,0.719534,111.385,86.5683,24.4344,25.679,0.951533,542.712,610.618,0.75347 
6,0.01,499.99,6,3692.48,0,5,101,125,0,5,135,-11.0673,-12.8361,-19.1282,-8.38918,-8.2669,400.691,-51.7473,16818.8,-54.5173,16439.4,-12.6155,-14.3843,-22.2245,-9.93737,-9.81509,0.677797,-75.1637,15062.6,-77.9337,0.445588,-0.00285964,1.00282,-168.684,500.064,572.277,1.01489,24383,7.70272e-07,0.6945,111.193,87.0645,23.6745,25.0879,0.94366,509.479,582.83,0.70744 
7,249.99,250.01,7,5022.8,0,5,101,125,0,5,135,-3.5094,-7.61053,-17.3805,-9.00604,-4.7451,395.847,-30.7486,18195.6,-46.6389,16439.4,-5.03887,-9.14001,-20.4394,-10.5355,-6.27457,0.602565,-53.8819,16460.6,-69.7722,0.391559,-0.00187401,1.00231,-137.609,543.371,609.929,26.721,25915.3,7.86081e-07,0.732353,110.661,86.4226,24.5137,25.6649,0.955145,546.241,609.947,0.734295 
8,149.99,350.01,8,2377.13,0,5,101,125,0,5,135,-8.33893,-9.32599,-14.4758,-10.1327,-8.49124,346.088,-33.7919,15787.9,-51.6566,16439.4,-9.67614,-10.6632,-17.1503,-11.4699,-9.82845,0.708269,-54.0173,14271,-71.882,0.38508,-0.00216761,1.00274,-140.276,417.982,466.747,546.904,20452.8,7.26439e-07,0.608024,111.263,87.007,23.6676,24.6858,0.958751,509.181,564.296,0.737888 
9,449.99,50.01,9,3539.7,0,5,101,125,0,5,135,-6.66718,-10.5753,-15.0885,-9.70833,-11.4325,375.47,-47.8542,16935.3,-46.0711,16439.4,-8.11792,-12.0261,-17.99,-11.1591,-12.8832,0.710662,-69.7966,15289.6,-68.0136,0.460969,-0.00261538,1.00242,-151.413,531.71,606.456,0.94501,24635.9,7.72926e-07,0.734682,111.285,86.6758,24.4625,25.8809,0.945196,543.961,620.256,0.751504 
