cyc,dummy,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
240,240,240,21793.4,0,5,101,125,0,5,135,-4.535,-2.34678,-8.94889,-7.57293,-3.28967,-73.6043,-1.05547,27985,7.51196,16439.4,-4.25061,-2.06238,-8.38011,-7.28853,-3.00528,0.66462,3.24596,28307.6,11.8134,0.186314,6.55199e-05,0.999774,17.422,435.498,521.311,0.649677,37152.9,8.86365e-07,0.537562,109.633,86.2306,22.5922,24.487,0.922621,463.962,555.242,0.572624 
241,241,241,21144.7,0,5,101,125,0,5,135,-7.05961,-6.73407,-6.64326,-4.73881,-3.27332,-123.777,5.16705,27021,-4.5539,16439.4,-6.58136,-6.25582,-5.68676,-4.26056,-2.79507,0.777684,12.4006,27563.5,2.67964,0.794087,0.000257015,0.999947,15.6161,421.89,495.439,0.527769,35893.9,8.76238e-07,0.521762,109.65,85.9679,22.7369,24.415,0.931266,469.923,551.983,0.581238 
242,242,242,20994.2,0,5,101,125,0,5,135,-8.38169,-3.79219,-6.88266,-8.70648,-3.8061,-82.4824,-8.8035,27103.7,6.33067,16439.4,-8.063,-3.4735,-6.24527,-8.38779,-3.48741,0.789416,-3.98322,27465.2,11.1509,-0.423842,-8.28801e-05,0.99978,9.3979,416.632,491.065,0.510143,35946.6,8.76666e-07,0.515955,109.645,85.2955,22.69,24.4075,0.92963,467.986,551.645,0.579578 
243,243,243,19547.3,0,5,101,125,0,5,135,-4.82859,-4.07976,-10.0693,-6.47659,-3.33272,-138.997,2.57179,25463.4,-20.8575,16439.4,-4.29154,-3.5427,-8.99517,-5.93953,-2.79567,0.64814,10.6947,26072.6,-12.7345,-2.3317,0.00023434,1.00027,-4.58668,434.938,499.968,564.313,32756.3,8.49924e-07,0.548662,109.583,85.4693,22.6829,23.9617,0.946629,467.695,531.679,0.586713 
244,244,244,20926.5,0,5,101,125,0,5,135,-4.99637,-1.18677,-9.48933,-4.6655,-8.20521,-145.343,5.8852,26485.3,-12.4776,16439.4,-4.4348,-0.625194,-8.36618,-4.10393,-7.64364,0.667662,14.379,27122.4,-3.98374,1.49804,0.000302853,1.00008,9.59855,399.717,468.027,0.470883,35177.4,8.70368e-07,0.496945,109.624,86.0833,22.5013,24.1253,0.932687,460.238,538.961,0.572225 
245,245,245,17020.9,0,5,101,125,0,5,135,-8.98748,-2.24716,-7.119,-6.98657,-1.44107,-102.328,9.84341,22851.4,21.6406,16439.4,-8.5921,-1.85178,-6.32825,-6.59119,-1.0457,0.740741,15.8235,23299.9,27.6207,0.323137,0.00038792,0.999357,48.9683,417.38,490.178,0.590137,29928.7,8.24729e-07,0.548443,109.921,85.7468,22.3205,23.9579,0.931655,452.87,531.508,0.594882 
246,246,246,20828.8,0,5,101,125,0,5,135,-7.59247,-5.40505,-7.77577,-2.10774,-6.81136,-69.1389,9.18973,26776.7,-4.87622,16439.4,-7.32533,-5.13792,-7.24149,-1.8406,-6.54423,0.7422,13.2302,27079.8,-0.835739,1.08202,0.000279102,1.00002,12.2273,424.159,489.247,0.541556,35279.5,8.7121e-07,0.522884,109.209,85.7107,22.7156,24.1739,0.939675,469.044,541.134,0.578278 
247,247,247,19917.9,0,5,101,125,0,5,135,-7.79577,-3.68135,-4.96546,-3.34129,-5.40352,-75.2199,-1.38614,25978.2,-6.42952,16439.4,-7.50514,-3.39072,-4.38419,-3.05066,-5.11288,0.81299,3.00971,26307.9,-2.03367,5.28666,6.53691e-05,1.00004,0.569303,420.122,497.162,0.5502,34381.2,8.63751e-07,0.529112,109.479,85.6817,22.5583,24.3078,0.928026,462.571,547.148,0.582442 
248,248,248,19380.4,0,5,101,125,0,5,135,-4.90903,-0.095992,-11.0652,-5.13698,-3.93936,-72.1552,6.88153,25389.6,0.378561,16439.4,-4.63024,0.182801,-10.5077,-4.85819,-3.66057,0.552368,11.0983,25705.8,4.59531,0.668062,0.000246649,0.999903,16.6127,414.996,499.544,0.579147,33668.8,8.57744e-07,0.530825,109.27,86.1375,22.2945,24.2376,0.919829,451.814,543.992,0.577987 
249,249,249,18888.8,0,5,101,125,0,5,135,-3.54546,-8.80767,-5.64595,-5.51034,-3.50055,-117.483,12.6326,24768.3,7.15961,16439.4,-3.09153,-8.35374,-4.73808,-5.05641,-3.04662,0.804908,19.4983,25283.3,14.0253,0.536719,0.000440488,0.999699,36.3287,413.745,494.632,0.620826,32520.3,8.47878e-07,0.533549,109.495,85.4013,22.11,23.9484,0.923233,444.367,531.088,0.572956 
250,250,250,22451.5,0,5,101,125,0,5,135,-6.40137,-2.98636,-6.56743,-4.52021,-9.53889,-176.987,13.0043,28408.6,-17.1355,16439.4,-5.71753,-2.30252,-5.19975,-3.83636,-8.85505,0.799324,23.3474,29184.4,-6.79235,1.53636,0.000456932,1.00013,15.1966,416.443,486.922,0.479187,36995.2,8.8511e-07,0.508757,109.785,85.8049,22.911,24.5352,0.933799,477.148,557.434,0.582674 
251,251,251,22163.1,0,5,101,125,0,5,135,-3.37152,-3.77377,-3.76164,-3.90669,-4.31468,-100.921,3.63515,27923.2,-3.86128,16439.4,-2.98158,-3.38383,-2.98176,-3.51675,-3.92474,0.822394,9.533,28365.5,2.03657,0.79595,0.000192007,0.999961,11.9769,420.068,471.803,0.454183,36593.2,8.81892e-07,0.504806,109.603,85.9753,23.2043,24.3671,0.952281,489.443,549.817,0.588227 
252,252,252,19255.7,0,5,101,125,0,5,135,-4.82967,-6.28693,-9.32692,-6.73018,-1.69619,-124.804,6.30751,24815.8,7.34787,16439.4,-4.34745,-5.80472,-8.36248,-6.24797,-1.21397,0.678076,13.601,25362.8,14.6414,0.43634,0.00030634,0.999687,31.1707,439.877,522.252,0.7727,32881.2,8.51003e-07,0.563216,109.448,86.0784,22.4343,24.2198,0.926278,457.498,543.193,0.585789 
253,253,253,18800.6,0,5,101,125,0,5,135,-7.61729,-4.09231,-9.38236,-5.56969,-5.725,-61.0844,-8.73181,24552.6,7.9004,16439.4,-7.38127,-3.85629,-8.91032,-5.33367,-5.48898,0.712297,-5.16203,24820.4,11.4702,-0.600084,-0.000118857,0.999749,8.60218,421.093,497.468,0.555287,32330,8.46221e-07,0.540864,109.851,85.0861,22.5687,24.2913,0.929084,462.997,546.406,0.594379 
254,254,254,23117.9,0,5,101,125,0,5,135,-5.75212,-0.490595,-6.00736,-2.98463,-9.66337,-90.1814,3.88202,28667.4,2.41329,16439.4,-5.40367,-0.142152,-5.31048,-2.63619,-9.31493,0.76716,9.15222,29062.7,7.6835,0.49815,0.000179918,0.999857,18.3724,422.529,504.194,0.52502,37530.7,8.89359e-07,0.518979,109.769,85.7952,22.771,24.6435,0.924015,471.334,562.365,0.578891 
255,255,255,20559.5,0,5,101,125,0,5,135,-5.90411,-3.74127,-4.9784,-7.80094,-5.08223,-51.8043,-2.00305,26145.4,0.69729,16439.4,-5.70395,-3.54111,-4.57808,-7.60078,-4.88207,0.825968,1.0244,26372.5,3.72473,0.186455,2.21957e-05,0.999923,5.49408,399.133,478.13,0.476043,34011.4,8.60643e-07,0.507585,109.947,85.5687,22.4427,24.3376,0.922143,457.844,548.488,0.582263 
256,256,256,20164,0,5,101,125,0,5,135,-0.173999,-4.09446,-4.14747,-3.13844,-7.34434,-27.9225,0.576076,25771,-0.129842,16439.4,-0.0661118,-3.98658,-3.9317,-3.03055,-7.23645,0.784581,2.20786,25893.4,1.50195,0.550562,4.87219e-05,0.999969,4.0102,416.141,486.816,0.495341,33834.1,8.59146e-07,0.523885,109.624,85.6076,22.779,24.399,0.933605,471.667,551.259,0.593511 
257,257,257,19156.7,0,5,101,125,0,5,135,-5.22673,-3.66631,-3.22187,-4.19769,-7.33254,-101.212,6.65079,24865.3,6.84688,16439.4,-4.83567,-3.27525,-2.43975,-3.80663,-6.94147,0.885451,12.5656,25308.9,12.7617,0.450709,0.000283628,0.999726,27.8797,424.32,481.218,0.516229,32893.9,8.51113e-07,0.530921,109.4,85.7635,22.8665,24.1182,0.948102,475.296,538.642,0.594491 
258,258,258,21409.9,0,5,101,125,0,5,135,-4.75058,-3.97483,-3.84623,-6.17556,-5.52494,-85.6859,8.57634,27180.9,10.5807,16439.4,-4.41951,-3.64375,-3.18409,-5.84448,-5.19387,0.857124,13.5838,27556.5,15.5882,0.420686,0.000281603,0.999693,32.2897,424.73,488.079,0.584133,35601.1,8.73849e-07,0.521033,109.349,85.4864,22.5344,23.9328,0.941571,461.591,530.394,0.566229 
259,259,259,20313.9,0,5,101,125,0,5,135,-4.44803,-1.01291,-14.3381,-8.4704,-6.55177,-69.2493,3.23375,25916,6.58542,16439.4,-4.18047,-0.745347,-13.803,-8.20283,-6.2842,0.584446,7.28068,26219.5,10.6324,0.363317,0.00015865,0.99978,20.0395,412.466,478.245,0.489759,34474.1,8.64529e-07,0.513736,109.65,85.5966,22.7171,24.2252,0.937745,469.105,543.435,0.584023 
260,260,260,21784.4,0,5,101,125,0,5,135,-6.74071,-0.587781,-5.04845,-3.39418,-6.33615,-53.8469,-2.12663,27536,1.65716,16439.4,-6.53265,-0.379728,-4.63234,-3.18613,-6.1281,0.777921,1.02018,27772,4.80397,0.15036,2.09905e-05,0.999906,6.78495,410.042,499.076,0.505454,36362.8,8.80037e-07,0.514039,109.396,85.4097,22.5415,24.6353,0.915007,461.882,561.991,0.578934 
261,261,261,18941.1,0,5,101,125,0,5,135,-1.73753,-2.21467,-8.86919,-5.27019,-6.44699,-107.935,-0.534444,24492.2,6.2928,16439.4,-1.32049,-1.79763,-8.03511,-4.85315,-6.02995,0.63537,5.77328,24965.3,12.6005,0.276314,0.000132127,0.999726,20.8939,405.162,483.296,0.494237,32419,8.46997e-07,0.522443,109.515,85.9752,22.4818,24.3375,0.923753,459.441,548.485,0.592673 
262,262,262,22496,0,5,101,125,0,5,135,-7.44542,-4.65969,-8.65663,-6.90932,-3.90009,-80.7131,3.92547,28096.7,-9.96683,16439.4,-7.13356,-4.34783,-8.03291,-6.59746,-3.58823,0.729532,8.64234,28450.4,-5.24996,3.68954,0.000173552,1.0001,2.34239,420.455,496.944,0.503253,37304.8,8.87572e-07,0.515003,109.55,85.5851,22.8404,24.5971,0.928579,474.212,560.249,0.580729 
263,263,263,22891.5,0,5,101,125,0,5,135,-1.76592,-3.41184,-9.25152,-5.77352,-6.11317,-77.7758,2.78407,28558,-5.12052,16439.4,-1.46541,-3.11133,-8.6505,-5.47301,-5.81266,0.647104,7.32929,28898.9,-0.575309,1.10399,0.000144904,1.00001,6.63892,415.59,492.623,0.476581,37539.3,8.89427e-07,0.508721,109.458,85.4955,22.9019,24.7091,0.92686,476.77,565.363,0.583725 
264,264,264,19932.6,0,5,101,125,0,5,135,-3.06488,-3.06443,-5.66733,-6.91101,-1.77591,-75.9895,4.66201,25778.4,-2.54413,16439.4,-2.77127,-2.77082,-5.08012,-6.6174,-1.48231,0.728654,9.10284,26111.5,1.89669,0.799977,0.000199169,0.999961,11.3789,407.866,483.832,0.513646,33840.1,8.59196e-07,0.517028,109.862,85.8649,22.4235,24.2016,0.92653,457.06,542.377,0.579489 
265,265,265,22823.2,0,5,101,125,0,5,135,-2.69125,-3.49876,-6.6758,-4.70551,-3.14906,-51.8069,7.35766,28382,8.44057,16439.4,-2.49108,-3.29859,-6.27545,-4.50534,-2.94889,0.678501,10.3853,28609,11.4682,0.430084,0.000207389,0.999782,24.147,436.122,512.669,0.59112,37736.4,8.90982e-07,0.530706,109.568,85.0101,22.8083,24.4961,0.931097,472.88,555.658,0.575322 
266,266,266,20032.7,0,5,101,125,0,5,135,-8.33053,2.04581,-5.57916,-4.16472,-5.00849,-101.785,10.8551,25821.3,1.5558,16439.4,-7.93725,2.43908,-4.7926,-3.77144,-4.61521,0.743401,16.8034,26267.4,7.50409,0.651085,0.000365413,0.999845,25.8083,406.447,482.182,0.477037,34328.2,8.63307e-07,0.512793,109.6,85.4486,22.6294,24.4324,0.926202,465.49,552.771,0.587574 
267,267,267,20264,0,5,101,125,0,5,135,-4.14264,-5.28982,-6.33097,-1.3541,-3.81469,-98.1713,4.76764,26401.6,-2.47382,16439.4,-3.76333,-4.9105,-5.57234,-0.974786,-3.43537,0.701316,10.5048,26831.9,3.26331,0.728449,0.000223666,0.999934,14.4207,407.574,478.953,0.46735,34864.5,8.6778e-07,0.509144,109.668,85.7132,22.7426,24.4436,0.93041,470.161,553.279,0.587741 
268,268,268,19107.8,0,5,101,125,0,5,135,-2.72631,-5.01413,-5.25452,-5.12609,-5.56478,-77.9574,-3.09203,25354.6,-4.25269,16439.4,-2.4251,-4.71292,-4.6521,-4.82488,-5.26357,0.787367,1.4638,25696.3,0.303144,0.800953,3.25506e-05,0.999994,1.82758,397.67,479.469,0.498219,33707.9,8.58076e-07,0.508881,109.603,85.1725,22.2462,24.1931,0.919525,449.859,541.997,0.575454 
269,269,269,19821.5,0,5,101,125,0,5,135,-10.9077,0.331023,-13.648,-7.7014,-4.46508,-63.1298,12.74,25698.3,6.95523,16439.4,-10.6638,0.574944,-13.1601,-7.45747,-4.22116,0.623217,16.4293,25975,10.6445,0.562595,0.000361301,0.999778,29.2028,417.201,494.427,0.594143,34410.8,8.63999e-07,0.525667,109.884,86.4059,22.2928,24.0493,0.926962,451.744,535.569,0.5693 
270,270,270,18603.9,0,5,101,125,0,5,135,-3.90369,-6.84379,-12.8353,-2.35154,-5.23699,8.33955,-5.46877,24793.5,-0.256363,16439.4,-3.93591,-6.87601,-12.8997,-2.38377,-5.26921,0.588717,-5.95614,24756.9,-0.743727,0.869686,-0.000137496,1.00002,-6.84861,438.849,519.271,0.911544,32965.1,8.51726e-07,0.560473,109.629,85.7908,22.2451,23.9755,0.927827,449.816,532.289,0.574501 
271,271,271,18266.4,0,5,101,125,0,5,135,-7.59392,-5.73267,-10.561,-3.06643,-5.00733,-46.4376,9.16945,24720.2,-1.09462,16439.4,-7.41449,-5.55324,-10.2022,-2.88701,-4.8279,0.669671,11.8833,24923.7,1.61919,0.859469,0.000272374,0.999965,13.8263,432.039,515.917,0.636457,32659.1,8.49083e-07,0.556034,109.589,85.4414,22.5368,24.4016,0.923576,461.688,551.379,0.594223 
272,272,272,19879.8,0,5,101,125,0,5,135,-8.06488,-0.26791,-7.93478,-5.17515,-5.04933,-124.595,9.05846,25957,-13.9896,16439.4,-7.58347,0.213499,-6.97196,-4.69374,-4.56792,0.704623,16.3398,26503.1,-6.70828,1.97106,0.000352175,1.00014,8.28982,430.447,500.356,0.672954,34560,8.65246e-07,0.536364,109.755,86.2685,22.3903,23.9213,0.935996,455.706,529.887,0.56793 
273,273,273,17780,0,5,101,125,0,5,135,-3.79883,-3.67656,-7.99536,-5.03722,-3.90624,-83.8034,2.96235,24102.1,-0.959541,16439.4,-3.47503,-3.35276,-7.34776,-4.71342,-3.58244,0.673017,7.85982,24469.4,3.93793,0.624522,0.000183515,0.999913,12.5853,414.058,487.324,0.635178,31564.5,8.39488e-07,0.535088,109.644,85.2799,22.0645,23.7236,0.930067,442.542,521.161,0.572069 
274,274,274,18443.7,0,5,101,125,0,5,135,-7.73471,-6.41828,-7.70433,-2.90783,-4.30096,-83.5853,-1.65073,24400.9,-4.40532,16439.4,-7.41175,-6.09532,-7.05842,-2.58487,-3.978,0.739814,3.234,24767.2,0.479409,0.848977,7.46092e-05,0.999989,3.80929,431.106,498.293,0.663409,32612.4,8.48678e-07,0.546124,109.896,85.6203,22.4382,23.8955,0.939016,457.66,528.743,0.57963 
275,275,275,19799.6,0,5,101,125,0,5,135,-4.28594,-1.50109,-11.109,-1.37555,-5.23519,-66.984,13.9111,25791.3,-8.2286,16439.4,-4.02713,-1.24228,-10.5914,-1.11674,-4.97638,0.517563,17.8257,26084.9,-4.31405,1.40928,0.000390345,1.00009,12.6488,408.037,465.258,0.476244,33985.9,8.60429e-07,0.506386,109.399,86.1972,22.6894,24.0068,0.94512,467.961,533.682,0.580806 
276,276,276,20291.6,0,5,101,125,0,5,135,-7.93038,0.494516,-2.64182,-3.38284,-4.48954,-84.0837,11.0204,25691,5.48117,16439.4,-7.6055,0.819399,-1.99206,-3.05795,-4.16466,0.875502,15.9342,26059.5,10.395,0.560901,0.00034928,0.999784,28.4082,416.729,474.327,0.504117,34213.4,8.62344e-07,0.515567,109.551,85.1184,22.7227,24.0301,0.945596,469.339,534.715,0.58093 
277,277,277,18714.9,0,5,101,125,0,5,135,-6.01999,-7.32416,-2.31597,-3.61154,-7.3393,-95.1098,-3.31445,24339.3,-8.65973,16439.4,-5.6525,-6.95668,-1.581,-3.24405,-6.97181,0.935221,2.24376,24756.1,-3.10151,-1.51805,5.17885e-05,1.00007,-1.47805,435.813,504.663,0.57277,32364.3,8.4652e-07,0.554005,109.362,85.8915,22.8717,24.3852,0.937936,475.514,550.635,0.604473 
278,278,278,20458.8,0,5,101,125,0,5,135,-8.21596,-0.558323,-9.27382,-4.24334,-5.49357,-72.7933,-10.9237,25986.8,12.5148,16439.4,-7.9347,-0.277064,-8.7113,-3.96208,-5.21231,0.666201,-6.66968,26305.8,16.7688,-0.495779,-0.000144903,0.999654,13.4529,418.947,487.4,0.535096,34449.5,8.64323e-07,0.522813,109.442,85.9777,22.6067,24.166,0.935475,464.557,540.781,0.579901 
279,279,279,22583.5,0,5,101,125,0,5,135,-0.487114,-2.28688,-6.46551,-4.68487,-7.01053,-93.473,2.22115,27976.9,-10.1362,16439.4,-0.125953,-1.92572,-5.74318,-4.32371,-6.64937,0.693989,7.68371,28386.6,-4.67362,3.70234,0.000154651,1.00009,2.07537,433.886,486.949,0.532213,37016.3,8.85278e-07,0.519218,110.068,85.796,23.0312,24.1777,0.952581,482.169,541.305,0.577086 
280,280,280,22717.8,0,5,101,125,0,5,135,-7.17988,-3.27538,-7.64923,-6.28466,-4.60736,-63.7461,-0.059056,28545.9,-4.83288,16439.4,-6.93358,-3.02908,-7.15663,-6.03835,-4.36105,0.739936,3.66626,28825.3,-1.10756,1.56866,7.26742e-05,1.00002,2.3372,433.756,508.705,0.552187,37831.9,8.91733e-07,0.52677,109.531,85.7653,22.9139,24.5927,0.931738,477.269,560.045,0.579774 
281,281,281,22973.8,0,5,101,125,0,5,135,-3.88159,-0.566522,-9.04295,-3.58704,-6.49102,-123.002,5.17194,28669.4,0.991605,16439.4,-3.40634,-0.0912675,-8.09244,-3.11179,-6.01576,0.609393,12.3602,29208.5,8.17983,0.557368,0.000241753,0.999848,22.176,433.447,501.32,0.596519,37624.5,8.901e-07,0.523705,109.793,85.5146,22.7179,24.2035,0.938619,469.14,542.463,0.566758 
282,282,282,20617.2,0,5,101,125,0,5,135,-6.80542,-2.42409,-9.49946,-3.9346,-5.17318,-48.3797,9.60668,26478.3,3.94431,16439.4,-6.61849,-2.23716,-9.1256,-3.74767,-4.98625,0.658411,12.434,26690.3,6.77162,0.604768,0.000266136,0.999862,20.5599,440.208,510.267,0.655639,35033.9,8.69183e-07,0.545276,109.96,85.3213,22.6881,24.2051,0.93733,467.911,542.532,0.579673 
283,283,283,22143.2,0,5,101,125,0,5,135,-3.37788,0.30104,-5.72356,-6.61173,-5.86957,-47.3599,2.08105,27899.1,6.7209,16439.4,-3.19489,0.484029,-5.35758,-6.42874,-5.68658,0.73456,4.84876,28106.7,9.48861,0.298659,9.85689e-05,0.999817,16.2351,423.689,490.864,0.504851,37025.9,8.85354e-07,0.515094,109.656,85.7245,22.9177,24.4363,0.937854,477.427,552.948,0.580335 
284,284,284,21867.2,0,5,101,125,0,5,135,-4.3565,-3.55886,-7.42183,-4.28735,-2.11813,-146.126,-0.134487,27551.7,-2.17916,16439.4,-3.7919,-2.99426,-6.29262,-3.72275,-1.55353,0.657173,8.4051,28192.2,6.36042,0.524087,0.000170334,0.999878,16.0376,433.546,490.973,0.519064,35998.3,8.77086e-07,0.526022,109.747,85.6306,23.0961,24.3563,0.94826,484.891,549.333,0.588434 
285,285,285,21400.5,0,5,101,125,0,5,135,-7.60943,-5.11679,-6.41159,-5.26889,-4.5359,-79.296,-8.08072,26930.4,-15.383,16439.4,-7.30304,-4.81041,-5.79882,-4.9625,-4.22951,0.786055,-3.44666,27278,-10.7489,0.210864,-7.22071e-05,1.00021,-16.3454,414.379,476.91,0.498453,35203.9,8.70587e-07,0.510628,110.011,85.5183,22.7139,24.1408,0.940891,468.972,539.653,0.577855 
286,286,286,20655,0,5,101,125,0,5,135,-1.29615,-1.32943,-10.131,-6.18132,-7.76432,-91.299,12.6182,26546.4,-6.06687,16439.4,-0.943387,-0.976669,-9.42553,-5.82855,-7.41155,0.616626,17.9537,26946.6,-0.731354,1.05139,0.000380582,1.00001,17.0761,404.951,466.358,0.475417,34836,8.67544e-07,0.500922,109.038,86.1854,22.6106,24.0421,0.940461,464.719,535.249,0.574886 
287,287,287,21908.1,0,5,101,125,0,5,135,-7.83925,-6.9075,-10.0662,-7.63211,-6.65289,-30.9791,-3.2746,27800.5,-4.64391,16439.4,-7.71955,-6.7878,-9.82683,-7.51241,-6.53319,0.743958,-1.46418,27936.3,-2.83349,0.301001,-2.99503e-05,1.00006,-4.86437,420.168,475.135,0.479058,36869.3,8.84104e-07,0.505378,109.833,85.6578,23.0014,24.2356,0.949076,480.921,543.9,0.578486 
288,288,288,20014.1,0,5,101,125,0,5,135,-4.91102,-2.65861,-4.20564,-5.72522,-5.3677,-108.817,12.4022,25544.7,5.05988,16439.4,-4.49057,-2.23816,-3.36474,-5.30477,-4.94725,0.83462,18.7615,26021.7,11.4191,0.577909,0.000411828,0.999762,32.4645,426.523,501.196,0.562197,34185.2,8.62107e-07,0.536307,109.261,85.5761,22.6688,24.3552,0.930759,467.113,549.281,0.587553 
289,289,289,20387.5,0,5,101,125,0,5,135,-3.10837,-4.11637,-5.96551,-5.20928,-4.97674,-63.4715,7.06856,26315.3,-2.4691,16439.4,-2.86313,-3.87113,-5.47503,-4.96404,-4.7315,0.750054,10.7778,26593.5,1.24018,0.878672,0.000231535,0.999975,12.266,432.351,492.162,0.589618,34948.7,8.68478e-07,0.531145,109.29,85.4573,22.71,24.0086,0.945909,468.812,533.76,0.575988 
290,290,290,21993,0,5,101,125,0,5,135,-6.03128,-3.75803,-4.9827,-5.96158,-5.60882,-102.461,4.67083,27628,-12.2237,16439.4,-5.63539,-3.36215,-4.19092,-5.56569,-5.21293,0.825138,10.6586,28077.1,-6.2359,3.35647,0.000216878,1.00012,3.17555,423.267,484.03,0.508357,36624.9,8.82146e-07,0.513101,109.796,85.5903,22.8814,24.2447,0.943767,475.916,544.312,0.576964 
291,291,291,19094.9,0,5,101,125,0,5,135,-7.61869,-4.11483,-7.63807,-5.44176,-4.31373,-50.8995,5.55258,24816.8,1.53279,16439.4,-7.42203,-3.91816,-7.24474,-5.2451,-4.11706,0.740769,8.52714,25039.9,4.50735,0.61188,0.000194557,0.999902,13.936,413.348,471.568,0.530145,33078.7,8.52703e-07,0.517764,109.486,85.7661,22.4858,23.7946,0.944999,459.603,524.285,0.575676 
292,292,292,23830.5,0,5,101,125,0,5,135,-7.26449,-6.18528,-4.01938,-5.37865,-4.38858,-136.526,11.3933,29424.5,16.7622,16439.4,-6.73699,-5.65777,-2.96436,-4.85114,-3.86108,0.876851,19.3718,30022.9,24.7407,0.394854,0.00036857,0.999553,49.0607,437.166,502.617,0.553977,39014.7,9.00931e-07,0.520296,109.576,85.949,22.9976,24.4286,0.941419,480.761,552.6,0.572109 
293,293,293,19768.5,0,5,101,125,0,5,135,-8.979,-7.7685,-10.6416,-2.73232,-6.34357,-49.9745,4.44968,25289.5,-7.61849,16439.4,-8.78591,-7.57541,-10.2555,-2.53923,-6.15048,0.709531,7.37019,25508.6,-4.69798,4.25379,0.000165075,1.0001,1.73262,424.731,492.394,0.538156,33650,8.57584e-07,0.533257,110.081,85.5193,22.7482,24.2714,0.937246,470.393,545.508,0.590683 
294,294,294,19469,0,5,101,125,0,5,135,-5.62695,-1.25287,-10.9807,-5.91589,-6.9166,-92.3195,9.71325,25164.3,-8.49723,16439.4,-5.27025,-0.896166,-10.2673,-5.55919,-6.5599,0.640411,15.1084,25568.9,-3.10207,1.32694,0.000337537,1.00007,11.3859,443.815,509.91,0.716416,33814.5,8.5898e-07,0.553815,109.691,85.5716,22.6366,24.0445,0.941449,465.789,535.356,0.581344 
295,295,295,21161.9,0,5,101,125,0,5,135,-4.71488,-4.28441,-3.72229,-2.01306,-3.91981,-73.2213,6.11823,26474.4,-6.17859,16439.4,-4.43197,-4.0015,-3.15647,-1.73014,-3.6369,0.813854,10.3973,26795.4,-1.89954,1.28079,0.00022168,1.00004,8.11783,400.68,468.966,0.456336,35348.3,8.71776e-07,0.497238,110.011,86.0173,22.6527,24.2577,0.933834,466.449,544.893,0.578299 
296,296,296,21002.3,0,5,101,125,0,5,135,-4.40013,-4.6748,-9.25022,-8.52485,-4.04895,-85.8971,2.08342,26792.7,-2.66146,16439.4,-4.06824,-4.34291,-8.58644,-8.19296,-3.71706,0.70297,7.10324,27169.1,2.35837,0.715095,0.000149375,0.999953,9.93328,435.915,508.309,0.563659,36175.1,8.7852e-07,0.535813,109.785,86.0756,22.9206,24.5133,0.935028,477.547,556.435,0.586764 
297,297,297,21135,0,5,101,125,0,5,135,-5.16014,-5.11498,-9.28663,-4.47691,-5.5296,-98.5425,13.7511,26816.1,13.8595,16439.4,-4.77939,-4.73424,-8.52513,-4.09616,-5.14885,0.687538,19.5099,27248,19.6183,0.453172,0.000408982,0.999609,43.0519,397.316,466.96,0.440413,35136.1,8.70028e-07,0.495079,109.681,86.0768,22.6874,24.3809,0.930542,467.882,550.442,0.583299 
298,298,298,19894.3,0,5,101,125,0,5,135,-1.27045,-1.59114,-9.59376,-3.42138,-4.02404,-31.7671,-1.2442,25678.1,-8.49977,16439.4,-1.14771,-1.46839,-9.34827,-3.29864,-3.90129,0.512204,0.612273,25817.3,-6.64331,-0.0831927,1.35516e-05,1.00014,-7.35969,421.402,491.22,0.565609,34047.1,8.60944e-07,0.528459,109.619,85.955,22.5211,24.0888,0.934918,461.045,537.333,0.578121 
299,299,299,21260.5,0,5,101,125,0,5,135,-4.19828,-4.14228,-7.19875,-2.96161,-6.99761,-39.922,0.198486,26777.4,13.9549,16439.4,-4.04403,-3.98803,-6.89025,-2.80736,-6.84336,0.719601,2.53153,26952.4,16.288,0.114668,5.36691e-05,0.999672,22.0771,421.641,495.124,0.513544,35447.6,8.72591e-07,0.523621,109.862,85.3572,22.8107,24.4896,0.931444,472.981,555.363,0.587353 
300,300,300,21410.3,0,5,101,125,0,5,135,-6.6324,-4.07444,-5.6416,-7.02212,-5.54029,-64.1172,13.7684,26850.4,16.3255,16439.4,-6.38466,-3.8267,-5.14613,-6.77438,-5.29255,0.812352,17.5154,27131.5,20.0725,0.421018,0.000368763,0.999599,41.6024,417.874,503.822,0.556672,35641.3,8.74177e-07,0.524883,109.781,86.0349,22.47,24.4502,0.919014,458.958,553.574,0.5766 
301,301,301,17282.6,0,5,101,125,0,5,135,-9.33145,-3.14274,-9.02894,-6.13604,-7.16755,-41.8591,10.2114,23369.2,-7.11931,16439.4,-9.16972,-2.981,-8.70547,-5.9743,-7.00581,0.742718,12.6577,23552.7,-4.67307,1.79542,0.000307002,1.00011,7.05,428.752,488.904,0.688361,31053.9,8.34938e-07,0.548354,109.85,86.0229,22.3108,23.6036,0.945228,452.476,515.904,0.578666 
