cyc,freq,Vpp,time,wait time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot_kHz
132,50,0.7,0.1,10.9,132,30475.9,0,5,101,125,0,5,135,5.50029,-8.21191,-11.1387,6.71958,-0.399646,-138.406,24.312,31113.9,9.7648,16439.4,6.03506,-7.67714,-10.0692,7.25435,0.135128,-1.32987,32.4005,31720.5,17.8533,0.601967,0.000583338,0.999695,53.8244,6.86096e-30,10.3545,1.10924e-29,16.7406,33.4811 
133,50,0.7,1,10,133,31450.1,0,5,101,125,0,5,135,-1.36276,-1.1921,-6.33835,2.29673,-2.04236,-110.543,1.14592,31892,25.558,16439.4,-0.935641,-0.764987,-5.48412,2.72384,-1.61524,0.0974344,7.60607,32376.5,32.0181,0.16525,0.000134225,0.999463,46.0278,6.93205e-30,10.4618,1.12101e-29,16.9182,33.8365 
134,50,0.7,3,8,134,31431,0,5,101,125,0,5,135,-1.55029,-0.376049,-5.82955,-2.55245,1.80711,-122.558,25.4867,32035.8,30.2312,16439.4,-1.07675,0.0974908,-4.88248,-2.07892,2.28065,0.137371,32.6489,32573,37.3934,0.421162,0.000572433,0.999377,77.5211,7.04922e-30,10.6386,1.13778e-29,17.1712,34.3425 
135,50,0.7,10,1,135,33176.6,0,5,101,125,0,5,135,2.57033,-3.66634,-22.9324,-1.95247,-2.17944,-189.326,28.1568,33496.1,22.5542,16439.4,3.30185,-2.93482,-21.4694,-1.22095,-1.44792,0.0968333,39.221,34325.9,33.6184,0.492955,0.000652492,0.999469,79.563,7.70909e-30,11.6345,1.23692e-29,18.6675,37.335 
136,50,0.7,8,3,136,32479.5,0,5,101,125,0,5,135,-0.00195843,-5.11809,-0.87481,0.643636,-3.12818,-61.7465,23.1431,32992,22.9535,16439.4,0.236618,-4.87952,-0.397658,0.882212,-2.8896,0.943578,26.7516,33262.6,26.562,0.45631,0.000459362,0.999567,58.6259,7.79062e-30,11.7575,1.25229e-29,18.8994,37.7988 
137,50,0.7,2,9,137,28570.8,0,5,101,125,0,5,135,-5.25083,0.259664,-1.88721,-1.4221,4.54445,-106.552,24.9478,29279.9,18.9161,16439.4,-4.83913,0.671361,-1.06382,-1.01041,4.95615,0.172672,31.1747,29746.9,25.1431,0.508175,0.000598497,0.999541,61.3464,7.39286e-30,11.1572,1.18557e-29,17.8926,35.7851 
138,50,0.7,6,5,138,28998.3,0,5,101,125,0,5,135,6.9335,6.15085,-15.4332,-6.1602,4.13492,-149.033,34.9718,29714.6,12.1032,16439.4,7.50933,6.72668,-14.2815,-5.58437,4.71075,-14.5384,43.6812,30367.8,20.8127,0.636229,0.00082127,0.999628,68.6564,7.75033e-30,11.6967,1.24376e-29,18.7708,37.5415 
139,50,0.7,4,7,139,30085.7,0,5,101,125,0,5,135,13.6836,1.28027,-13.7603,-3.78102,6.46007,-140.766,27.2837,30816.1,7.71142,16439.4,14.2275,1.82416,-12.6725,-3.23713,7.00396,2.77337,35.51,31433.1,15.9378,0.649946,0.000645129,0.999725,54.6354,7.43916e-30,11.2271,1.19769e-29,18.0754,36.1508 
140,50,0.7,5,6,140,32470.7,0,5,101,125,0,5,135,0.988684,-9.81315,-11.6734,2.41633,2.63204,-130.426,12.1415,33071.6,26.1616,16439.4,1.49262,-9.30921,-10.6655,2.92027,3.13598,0.141667,19.7636,33643.3,33.7837,0.327732,0.00033557,0.999455,60.304,7.29117e-30,11.0038,1.1814e-29,17.8296,35.6592 
141,50,0.7,9,2,141,29602.9,0,5,101,125,0,5,135,-0.634101,0.555985,-1.59763,-2.3401,1.64411,-255.779,30.8115,30371.2,3.21816,16439.4,0.354179,1.54426,0.37893,-1.35182,2.63239,0.893497,45.7592,31492.3,18.1659,0.677329,0.000829614,0.999687,67.5583,7.87676e-30,11.8875,1.24902e-29,18.8501,37.7002 
142,50,0.7,7,4,142,30466.2,0,5,101,125,0,5,135,-0.700375,-6.13118,-16.4287,3.88412,8.93196,-250.487,14.8148,31073,18.9844,16439.4,0.267458,-5.16335,-14.493,4.85195,9.8998,-2.12542,29.4533,32170.9,33.6229,0.421963,0.000522884,0.999433,69.8008,7.72664e-30,11.661,1.2289e-29,18.5464,37.0928 
143,50,0.7,0.1,10.9,143,29679.4,0,5,101,125,0,5,135,-8.54852,-11.34,-3.42313,7.37394,4.12393,-144.408,21.3531,30307.8,1.8149,16439.4,-7.99056,-10.7821,-2.3072,7.93191,4.68189,0.727475,29.7923,30940.7,10.2541,0.707702,0.000549916,0.99982,42.0972,7.17626e-30,10.8303,1.14839e-29,17.3313,34.6627 
144,50,0.7,1,10,144,31311.9,0,5,101,125,0,5,135,2.40215,1.24734,-7.94015,2.20038,-3.63054,-112.328,17.7944,31925.4,1.04734,16439.4,2.83617,1.68136,-7.07213,2.63439,-3.19652,-1.26908,24.3589,32417.7,7.61179,0.727282,0.000429191,0.999873,33.493,6.9184e-30,10.4412,1.12647e-29,17.0006,34.0011 
145,50,0.7,3,8,145,32005.4,0,5,101,125,0,5,135,-13.533,-7.07594,2.31938,6.39436,0.544556,-240.218,15.618,32495.9,14.1341,16439.4,-12.6049,-6.14778,4.1757,7.32252,1.47271,1.72222,29.6564,33548.7,28.1724,0.4673,0.000504876,0.999544,63.4633,6.60726e-30,9.97161,1.07059e-29,16.1572,32.3144 
146,50,0.7,10,1,146,29540.4,0,5,101,125,0,5,135,-1.39513,-1.86768,-3.09629,-1.69978,-1.06376,-160.167,40.3471,30220.1,-1.44299,16439.4,-0.776279,-1.24882,-1.85859,-1.08092,-0.444909,0.656423,49.7073,30922.1,7.91718,0.839538,0.000917727,0.999861,59.2079,8.03868e-30,12.1319,1.28607e-29,19.4093,38.8185 
147,50,0.7,8,3,147,30504.1,0,5,101,125,0,5,135,-12.6535,-7.70589,6.86965,5.7405,-6.60722,-207.86,8.93415,30993.9,15.4926,16439.4,-11.8504,-6.90276,8.47591,6.54363,-5.80409,1.88867,21.0815,31905,27.64,0.388603,0.000377434,0.99953,54.2494,7.3227e-30,11.0513,1.17734e-29,17.7683,35.5366 
148,50,0.7,2,9,148,31702.8,0,5,101,125,0,5,135,-13.2652,-8.86942,2.39662,0.0196062,-1.22087,-189.625,24.0241,32150.9,31.0039,16439.4,-12.5326,-8.13675,3.86197,0.752278,-0.488199,1.23345,35.1058,32982,42.0856,0.410073,0.000607854,0.999308,85.6084,7.37852e-30,11.1356,1.18584e-29,17.8966,35.7932 
149,50,0.7,6,5,149,32354.1,0,5,101,125,0,5,135,14.7755,4.20804,-14.409,-2.73056,5.75699,-124.088,29.0361,32940.9,7.50781,16439.4,15.255,4.68749,-13.4501,-2.25111,6.23645,2.28368,36.2878,33484.8,14.7595,0.672006,0.000618879,0.999761,53.9992,7.66451e-30,11.5672,1.22573e-29,18.4986,36.9971 
150,50,0.7,4,7,150,32003.1,0,5,101,125,0,5,135,-0.916659,0.98883,2.65379,-2.4415,2.56747,-119.893,14.4854,32473.4,14.6625,16439.4,-0.453417,1.45207,3.58027,-1.97826,3.03071,0.364228,21.4919,32998.9,21.669,0.452511,0.000372028,0.999644,47.4947,7.12484e-30,10.7527,1.15029e-29,17.3601,34.7202 
151,50,0.7,5,6,151,33272.3,0,5,101,125,0,5,135,-8.25486,-4.62467,-3.32149,1.82919,2.27408,-100.806,10.8354,33753,10.2851,16439.4,-7.86537,-4.23517,-2.5425,2.21869,2.66358,0.739519,16.7265,34194.9,16.1762,0.462852,0.000279438,0.999743,36.1379,7.43966e-30,11.2279,1.20071e-29,18.121,36.242 
152,50,0.7,9,2,152,34781.5,0,5,101,125,0,5,135,-1.93709,1.6453,-7.27982,-7.55751,-1.58453,-199.423,25.2589,35161.6,6.67312,16439.4,-1.16656,2.41583,-5.73876,-6.78698,-0.813995,0.525349,36.9132,36035.7,18.3274,0.626645,0.000585001,0.999724,58.9061,7.61058e-30,11.4858,1.22447e-29,18.4796,36.9592 
153,50,0.7,7,4,153,33822.9,0,5,101,125,0,5,135,-7.06741,-6.20963,-8.60059,3.12982,-4.05237,-161.176,32.7097,34434.3,9.38911,16439.4,-6.44465,-5.58688,-7.35508,3.75258,-3.42961,0.614183,42.1288,35140.8,18.8083,0.651154,0.000684593,0.99971,64.6987,7.46981e-30,11.2734,1.20951e-29,18.2538,36.5076 
154,50,0.7,0.1,10.9,154,29664.5,0,5,101,125,0,5,135,3.84214,3.36093,-7.68606,-2.25411,-1.19434,-296.25,26.3875,30330,3.83837,16439.4,4.98679,4.50559,-5.39676,-1.10946,-0.0496865,2.83784,43.7004,31628.5,21.1512,0.632588,0.000788908,0.999637,69.0819,6.81069e-30,10.2786,1.10554e-29,16.6847,33.3695 
155,50,0.7,1,10,155,32883.4,0,5,101,125,0,5,135,-11.0032,-0.549927,6.1489,0.470974,-7.02158,-201.935,32.6407,33584.7,-3.72516,16439.4,-10.223,0.230308,7.70937,1.25121,-6.24135,2.05993,44.4417,34469.8,8.0759,0.820976,0.000736197,0.999873,54.1328,6.81529e-30,10.2856,1.11633e-29,16.8475,33.6951 
156,50,0.7,3,8,156,31952.6,0,5,101,125,0,5,135,9.45078,6.30324,-11.3916,-2.03779,-4.34335,-146.915,28.436,32372.2,19.5546,16439.4,10.0184,6.87089,-10.2563,-1.47014,-3.7757,8.39355,37.0217,33016.1,28.1403,0.522978,0.000640344,0.999538,70.79,7.32646e-30,11.057,1.18189e-29,17.837,35.6739 
157,50,0.7,10,1,157,33640.1,0,5,101,125,0,5,135,10.7983,10.256,-4.47663,-9.48378,-4.96892,-288.382,25.3093,34335.8,18.0473,16439.4,11.9125,11.3702,-2.24813,-8.36953,-3.85467,1.25517,42.1623,35599.8,34.9004,0.501677,0.000676309,0.999468,84.0428,7.36198e-30,11.1106,1.18821e-29,17.9324,35.8648 
158,50,0.7,8,3,158,33543,0,5,101,125,0,5,135,4.95547,-0.325797,-4.2396,1.1304,-0.561256,-169.436,22.8128,34092.5,22.1422,16439.4,5.61013,0.328869,-2.93027,1.78507,0.0934104,1.59958,32.7146,34835.2,32.044,0.459685,0.000536355,0.999501,71.1674,7.42513e-30,11.2059,1.20246e-29,18.1473,36.2947 
159,50,0.7,2,9,159,31903.9,0,5,101,125,0,5,135,0.786833,2.75096,-1.64897,-2.2729,0.631743,-232.793,14.4528,32364.5,26.1734,16439.4,1.6863,3.65042,0.149962,-1.37343,1.53121,0.973432,28.0572,33384.8,39.7778,0.370194,0.000480009,0.999354,75.7906,7.06314e-30,10.6596,1.1421e-29,17.2364,34.4728 
160,50,0.7,6,5,160,33300.5,0,5,101,125,0,5,135,-4.88657,-8.26348,-2.01886,8.00436,-0.388464,-211.68,30.216,33748.3,35.591,16439.4,-4.06868,-7.4456,-0.383083,8.82225,0.429425,0.855204,42.5865,34676.1,47.9616,0.425268,0.000701292,0.99925,100.14,7.63638e-30,11.5247,1.23313e-29,18.6103,37.2206 
161,50,0.7,4,7,161,31048.4,0,5,101,125,0,5,135,2.5075,-6.00596,-12.5752,2.60853,6.13261,-133.392,20.9854,31719.3,8.10169,16439.4,3.0229,-5.49056,-11.5444,3.12393,6.64802,-1.72265,28.7808,32303.9,15.8971,0.601387,0.000508849,0.999733,47.8574,7.42206e-30,11.2013,1.18867e-29,17.9392,35.8784 
162,50,0.7,5,6,162,31357.2,0,5,101,125,0,5,135,-9.32736,-9.34994,-1.24746,3.13267,1.19973,-142.551,8.14762,31773.6,16.1377,16439.4,-8.77657,-8.79915,-0.145883,3.68346,1.75052,0.988128,16.4783,32398.4,24.4684,0.359471,0.000290552,0.99959,45.8404,7.13859e-30,10.7735,1.15718e-29,17.4641,34.9282 
163,50,0.7,9,2,163,33065.6,0,5,101,125,0,5,135,2.31075,-1.10887,2.94279,1.98891,-5.31494,-128.235,20.104,33278.2,11.6456,16439.4,2.80622,-0.613391,3.93374,2.48438,-4.81947,-0.0375193,27.5981,33840.3,19.1396,0.545787,0.000465805,0.999693,50.5656,7.62847e-30,11.5128,1.23077e-29,18.5747,37.1494 
164,50,0.7,7,4,164,33655.1,0,5,101,125,0,5,135,7.90654,-1.24726,-16.0008,-3.25466,4.99528,-79.9192,17.0268,34098.2,29.3564,16439.4,8.21533,-0.938471,-15.3832,-2.94587,5.30407,-1.6762,21.6973,34448.5,34.0269,0.346992,0.000359783,0.999464,62.5295,7.48536e-30,11.2968,1.2095e-29,18.2537,36.5073 
165,50,0.7,0.1,10.9,165,32625.6,0,5,101,125,0,5,135,-9.52409,-0.764862,15.9391,-2.19944,-6.12389,-146.256,4.67971,33059,4.84597,16439.4,-8.95898,-0.199759,17.0693,-1.63434,-5.55879,-22.7929,13.2269,33700.1,13.3932,0.45145,0.000224229,0.999784,29.2987,6.79555e-30,10.2558,1.10437e-29,16.667,33.334 
166,50,0.7,1,10,166,32491.3,0,5,101,125,0,5,135,10.5067,9.48005,-4.07292,-6.98841,-2.45735,-122.406,2.6948,33064.1,-2.32516,16439.4,10.9797,9.953,-3.12701,-6.51546,-1.9844,1.33603,9.84821,33600.6,4.82825,0.629596,0.000167455,0.999922,15.6421,6.95526e-30,10.4968,1.12473e-29,16.9743,33.9486 
167,50,0.7,3,8,167,30898.4,0,5,101,125,0,5,135,3.68036,-4.497,3.28828,3.5442,-0.921319,-150.081,-5.739,31398.2,21.4217,16439.4,4.26025,-3.91712,4.44805,4.12408,-0.341435,0.481206,3.03174,32056,30.1925,0.0772168,5.40406e-05,0.999489,39.2627,6.95049e-30,10.4896,1.12596e-29,16.9928,33.9857 
168,50,0.7,10,1,168,30360.7,0,5,101,125,0,5,135,-10.0071,-8.82734,7.92307,5.29636,-0.963434,-135.659,25.3889,30947.5,38.3862,16439.4,-9.48291,-8.30318,8.97139,5.82052,-0.439275,3.61293,33.3168,31542.1,46.3141,0.374794,0.000603217,0.999204,88.8938,7.40717e-30,11.1788,1.19557e-29,18.0435,36.087 
169,50,0.7,8,3,169,31383.6,0,5,101,125,0,5,135,4.62718,7.18328,-5.86785,-5.45055,-5.62014,-61.05,13.4205,31782.2,18.5981,16439.4,4.86307,7.41916,-5.39608,-5.21467,-5.38425,-0.453384,16.9882,32049.8,22.1659,0.389752,0.000302798,0.999625,43.5873,7.5985e-30,11.4676,1.22667e-29,18.5128,37.0257 
170,50,0.7,2,9,170,30639.8,0,5,101,125,0,5,135,2.52503,8.19097,5.93692,-8.67146,-9.21424,-150.37,9.48628,31160.5,16.9693,16439.4,3.10603,8.77197,7.09892,-8.09045,-8.63324,-2.15056,18.2739,31819.6,25.757,0.371555,0.000328062,0.999561,49.1823,6.99654e-30,10.5591,1.14277e-29,17.2465,34.4931 
171,50,0.7,6,5,171,32192.3,0,5,101,125,0,5,135,2.10184,-2.18316,-1.30257,0.666296,-4.61239,-86.4696,18.8995,32564.9,19.2131,16439.4,2.43594,-1.84906,-0.634369,1.0004,-4.27829,0.809234,23.9528,32943.9,24.2664,0.451323,0.000415302,0.9996,53.0725,7.28212e-30,10.9901,1.1822e-29,17.8416,35.6832 
172,50,0.7,4,7,172,31848.5,0,5,101,125,0,5,135,-8.38423,-6.17415,10.6663,1.05142,0.309189,-98.2037,-2.63227,32215.1,19.5065,16439.4,-8.00479,-5.79471,11.4251,1.43086,0.688629,45.8284,3.10675,32645.5,25.2455,0.0930128,5.43778e-05,0.99958,33.4013,7.32132e-30,11.0493,1.18498e-29,17.8837,35.7673 
