cyc,freq,amplitude,time,wait time,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
27,30,1.8,10,0.01,27,7.95678e-07,7.09607e-07,9.7972e-30,14.7858,1.12129,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.17486,-2.3892e-29,2.67615e-14,31896,52390.1,3.29965,48.788,2.97779,44.0291,-0.866984,0.0066,1.12361,6.683e-06 
28,30,1.8,10,0.01,28,8.0319e-07,7.18765e-07,9.92363e-30,14.9766,1.11746,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.16495,-2.40076e-29,-8.17151e-13,33146.9,52040.9,3.28779,49.2401,2.96538,44.4115,-0.857298,0.0066,1.08682,6.683e-06 
29,30,1.8,0.01,10,29,6.89432e-07,7.2397e-07,9.99549e-30,15.0851,0.952294,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.70581,-1.6237e-29,-3.51515e-13,33872.1,52831.5,2.77524,41.8648,2.45456,37.0272,-0.410573,0.0066,1.1374,6.683e-06 
30,30,1.8,0.01,10,30,7.40915e-07,7.15704e-07,9.88137e-30,14.9129,1.03522,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.9446,-1.98922e-29,-4.60045e-13,32725.2,52597,3.03313,45.2326,2.70525,40.3431,-0.642414,0.0066,1.10217,6.683e-06 
31,30,1.8,10,0.01,31,7.81778e-07,7.06461e-07,9.75375e-30,14.7203,1.10661,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.13675,-2.30633e-29,-1.74904e-13,31473.6,52103.8,3.25426,47.9037,2.93043,43.1368,-0.82975,0.0066,1.04581,6.683e-06 
32,30,1.8,0.01,10,32,7.0465e-07,7.09334e-07,9.79342e-30,14.7801,0.993396,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.82639,-1.77685e-29,-4.34505e-13,31859.1,49053.7,2.90318,42.9095,2.57732,38.0932,-0.52751,0.0066,1.15261,6.683e-06 
33,30,1.8,0.01,10,33,6.69608e-07,7.28996e-07,1.00649e-29,15.1898,0.918534,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.60324,-1.48219e-29,-2.5002e-13,34582.6,53922.1,2.67,40.5568,2.35595,35.7864,-0.311329,0.0066,1.14439,6.683e-06 
34,30,1.8,0.01,10,34,7.03149e-07,7.48514e-07,1.03344e-29,15.5965,0.939392,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.667,-1.61833e-29,-5.72777e-13,37435.4,56779.3,2.73504,42.6571,2.41663,37.6911,-0.372999,0.0066,1.23555,6.683e-06 
35,30,1.8,10,0.01,35,7.93025e-07,7.40652e-07,1.02258e-29,15.4327,1.07071,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.04157,-2.23529e-29,-1.18729e-12,36268.1,55770,3.14316,48.5075,2.81613,43.4605,-0.736865,0.0066,1.08628,6.683e-06 
36,30,1.8,10,0.01,36,8.17428e-07,7.28151e-07,1.00532e-29,15.1722,1.12261,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.17825,-2.45833e-29,-1.42685e-12,34462.5,50427.6,3.30371,50.1246,2.98205,45.2443,-0.870299,0.0066,1.17511,6.683e-06 
37,30,1.8,0.01,10,37,6.8181e-07,7.60143e-07,1.04949e-29,15.8388,0.896949,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.53587,-1.44577e-29,-4.84062e-13,39207.3,60476.2,2.60271,41.2239,2.29396,36.3336,-0.246204,0.0066,1.15179,6.683e-06 
38,30,1.8,10,0.01,38,7.8133e-07,7.35445e-07,1.01539e-29,15.3242,1.06239,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.01909,-2.17808e-29,-2.76055e-13,35508.6,56494.3,3.11738,47.7713,2.78994,42.7536,-0.714957,0.0066,1.12108,6.683e-06 
39,30,1.8,0.01,10,39,7.03302e-07,7.50349e-07,1.03597e-29,15.6348,0.937299,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.66066,-1.61252e-29,-1.82055e-13,37711.3,58441.3,2.72851,42.6596,2.41051,37.6877,-0.366863,0.0066,1.19874,6.683e-06 
40,40,1.35,0.01,10,40,6.72722e-07,7.40491e-07,1.02236e-29,15.4293,0.908482,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.57205,-1.46011e-29,1.35955e-13,36244.4,57168.6,2.63863,40.7124,2.32697,35.9037,-0.28119,0.0066,1.18419,6.683e-06 
41,40,1.35,10,0.01,41,7.85259e-07,7.30276e-07,1.00826e-29,15.2165,1.07529,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.05386,-2.22674e-29,-8.00332e-13,34765.1,52682.1,3.15734,48.0437,2.83059,43.0716,-0.748856,0.0066,1.19445,6.683e-06 
42,40,1.35,10,0.01,42,7.82768e-07,7.06701e-07,9.75707e-30,14.7253,1.10764,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.13942,-2.31214e-29,-1.31952e-12,31505.6,47547.7,3.25743,47.9666,2.93373,43.1999,-0.832363,0.0066,1.09995,6.683e-06 
43,40,1.35,10,0.01,43,7.69533e-07,7.11036e-07,9.81693e-30,14.8156,1.08227,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.07252,-2.20196e-29,-4.56944e-13,32089.1,49228.2,3.17894,47.0979,2.85269,42.2643,-0.767061,0.0066,1.17841,6.683e-06 
44,40,1.35,10,0.01,44,7.55707e-07,7.34349e-07,1.01388e-29,15.3014,1.02909,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.92752,-2.01112e-29,-1.20265e-12,35349.9,52579.7,3.01407,46.1194,2.68629,41.1039,-0.625798,0.0066,1.15336,6.683e-06 
45,40,1.35,0.01,10,45,6.94187e-07,7.40496e-07,1.02237e-29,15.4295,0.937462,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.66115,-1.5921e-29,-4.08268e-13,36245.2,55395.9,2.72902,42.1073,2.41098,37.2002,-0.367341,0.0066,1.21142,6.683e-06 
46,40,1.35,0.01,10,46,7.02414e-07,7.077e-07,9.77086e-30,14.7461,0.992532,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.8239,-1.7688e-29,-1.26814e-13,31639.4,49527.1,2.90049,42.7709,2.57471,37.9669,-0.525092,0.0066,1.17848,6.683e-06 
47,40,1.35,10,0.01,47,7.63294e-07,7.18855e-07,9.92488e-30,14.9785,1.06182,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.01754,-2.12617e-29,-6.75589e-13,33159.4,52173.1,3.11561,46.6672,2.78814,41.7623,-0.713447,0.0066,1.1014,6.683e-06 
48,40,1.35,10,0.01,48,8.10064e-07,7.18919e-07,9.92575e-30,14.9799,1.12678,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.18899,-2.4482e-29,-6.67087e-13,33168.1,52776.2,3.3166,49.6822,2.99558,44.8734,-0.880796,0.0066,1.10791,6.683e-06 
49,40,1.35,0.01,10,49,7.06407e-07,6.98301e-07,9.6411e-30,14.5503,1.01161,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.8784,-1.832e-29,4.17924e-13,30395.6,49820.1,2.95979,43.0657,2.63265,38.3058,-0.57803,0.0066,1.15879,6.683e-06 
50,40,1.35,0.01,10,50,7.09597e-07,7.11231e-07,9.81962e-30,14.8197,0.997703,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.83877,-1.80145e-29,-3.93333e-13,32115.5,49802,2.91657,43.2227,2.59035,38.3882,-0.539526,0.0066,1.15422,6.683e-06 
51,40,1.35,10,0.01,51,7.75909e-07,7.47435e-07,1.03195e-29,15.574,1.0381,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.95256,-2.0917e-29,-9.48533e-13,37273.6,56637.8,3.04204,47.3768,2.71415,42.2702,-0.650159,0.0066,1.14877,6.683e-06 
52,40,1.35,0.01,10,52,7.18575e-07,7.18353e-07,9.91795e-30,14.9681,1.00031,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.84623,-1.83164e-29,2.25769e-13,33090,53351.8,2.92467,43.7767,2.59825,38.8909,-0.546774,0.0066,1.17001,6.683e-06 
53,40,1.35,0.01,10,53,7.01924e-07,7.2499e-07,1.00096e-29,15.1064,0.968185,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.75297,-1.69882e-29,-7.20713e-13,34015.6,50576.8,2.82474,42.6715,2.50167,37.7911,-0.456275,0.0066,1.19395,6.683e-06 
54,40,1.35,0.01,10,54,7.25831e-07,7.29328e-07,1.00695e-29,15.1967,0.995206,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.8316,-1.83548e-29,-7.28392e-13,34629.8,52550.9,2.90881,44.2044,2.58279,39.2501,-0.532564,0.0066,1.19669,6.683e-06 
55,40,1.35,10,0.01,55,8.02718e-07,7.31354e-07,1.00974e-29,15.239,1.09758,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.11307,-2.34185e-29,-5.08895e-13,34919.2,55497.1,3.22632,49.1658,2.90147,44.2153,-0.806625,0.0066,1.14556,6.683e-06 
56,40,1.35,10,0.01,56,8.07934e-07,7.31552e-07,1.01002e-29,15.2431,1.10441,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.13099,-2.37706e-29,-7.26202e-13,34947.6,54953.9,3.24745,49.5012,2.92336,44.561,-0.824126,0.0066,1.12839,6.683e-06 
57,40,1.35,0.01,10,57,7.31266e-07,7.49784e-07,1.03519e-29,15.623,0.975302,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.77387,-1.79093e-29,-9.7115e-13,37626.2,56633,2.84689,44.4769,2.52291,39.4154,-0.476539,0.0066,1.22143,6.683e-06 
58,40,1.35,10,0.01,58,7.8565e-07,7.32355e-07,1.01113e-29,15.2598,1.07277,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.0471,-2.22051e-29,-5.58408e-13,35062.8,54274.1,3.14954,48.0614,2.82262,43.0728,-0.742262,0.0066,1.18976,6.683e-06 
59,40,1.35,0.01,10,59,6.89316e-07,7.20865e-07,9.95263e-30,15.0204,0.956234,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.71757,-1.63462e-29,-1.17315e-13,33438.3,52030.6,2.78752,41.8697,2.4662,37.0433,-0.421965,0.0066,1.18665,6.683e-06 
60,60,1.15,0.01,10,60,6.88073e-07,7.33685e-07,1.01296e-29,15.2875,0.937831,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.66227,-1.57914e-29,4.36267e-14,35254.2,56465.1,2.73017,41.7376,2.41206,36.8745,-0.368423,0.0066,1.1502,6.683e-06 
61,60,1.15,10,0.01,61,7.90719e-07,6.8587e-07,9.46946e-30,14.2912,1.15287,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.25532,-2.46214e-29,-4.82779e-13,28800.9,46333.9,3.39716,48.5495,3.08085,44.0291,-0.945675,0.0066,1.06884,6.683e-06 
62,60,1.15,10,0.01,62,8.18053e-07,7.33179e-07,1.01226e-29,15.277,1.11576,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.16055,-2.44023e-29,-9.63915e-13,35181.2,55036.4,3.28255,50.1475,2.95991,45.2184,-0.853005,0.0066,1.11157,6.683e-06 
63,60,1.15,10,0.01,63,8.0889e-07,7.19748e-07,9.93721e-30,14.9971,1.12385,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.18145,-2.43623e-29,-8.63945e-13,33283.1,51615.7,3.30755,49.6038,2.98608,44.7826,-0.87343,0.0066,1.13418,6.683e-06 
64,60,1.15,10,0.01,64,8.06122e-07,7.20817e-07,9.95196e-30,15.0194,1.11835,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.16724,-2.41208e-29,-6.90796e-13,33431.5,53996.3,3.29054,49.4219,2.96825,44.5814,-0.859543,0.0066,1.06131,6.683e-06 
65,60,1.15,0.01,10,65,6.99987e-07,7.55862e-07,1.04358e-29,15.7496,0.926078,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.62645,-1.57186e-29,-4.21525e-13,38548.6,59951.4,2.69352,42.422,2.3778,37.4495,-0.333768,0.0066,1.1894,6.683e-06 
66,60,1.15,0.01,10,66,7.17702e-07,7.0396e-07,9.71922e-30,14.6682,1.01952,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.90073,-1.88343e-29,-4.44097e-13,31140.5,48181,2.98437,43.7753,2.65687,38.9715,-0.599743,0.0066,1.18487,6.683e-06 
67,60,1.15,10,0.01,67,7.95015e-07,7.18943e-07,9.92609e-30,14.9804,1.10581,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.13465,-2.34307e-29,-1.07261e-12,33171.5,50831.7,3.25178,48.7129,2.92786,43.8603,-0.827703,0.0066,1.12876,6.683e-06 
68,60,1.15,10,0.01,68,7.71073e-07,7.55229e-07,1.04271e-29,15.7364,1.02098,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.90483,-2.02785e-29,-5.07385e-13,38451.9,61229.7,2.9889,47.0346,2.66135,41.8801,-0.603727,0.0066,1.09915,6.683e-06 
69,60,1.15,0.01,10,69,7.10435e-07,7.2598e-07,1.00232e-29,15.127,0.978587,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.78347,-1.74933e-29,-2.11309e-13,34155.1,54839.5,2.85711,43.2195,2.53275,38.3129,-0.485852,0.0066,1.11539,6.683e-06 
70,60,1.15,0.01,10,70,6.85306e-07,7.39662e-07,1.02122e-29,15.4121,0.926512,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.62778,-1.54015e-29,-5.55211e-13,36122.9,55814,2.69488,41.5337,2.37906,36.6663,-0.335055,0.0066,1.16038,6.683e-06 
71,60,1.15,10,0.01,71,7.78643e-07,7.27864e-07,1.00493e-29,15.1663,1.06976,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.03901,-2.19201e-29,-1.30207e-12,34421.8,52131.5,3.14022,47.6254,2.81313,42.6647,-0.734374,0.0066,1.10905,6.683e-06 
72,60,1.15,0.01,10,72,7.20691e-07,7.33941e-07,1.01332e-29,15.2929,0.981946,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.79325,-1.78433e-29,-9.25069e-13,35291.2,53296.2,2.86757,43.8533,2.54283,38.8871,-0.495347,0.0066,1.21736,6.683e-06 
73,60,1.15,0.01,10,73,7.0627e-07,7.38021e-07,1.01895e-29,15.3779,0.956978,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.71978,-1.67698e-29,-2.20323e-13,35883,55257.7,2.78984,42.9018,2.4684,37.9587,-0.42411,0.0066,1.21608,6.683e-06 
74,60,1.15,0.01,10,74,7.02407e-07,6.94454e-07,9.58798e-30,14.4701,1.01145,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.87796,-1.8212e-29,-3.6818e-13,29895.9,47051.4,2.95931,42.8215,2.63218,38.0879,-0.577603,0.0066,1.11981,6.683e-06 
75,60,1.15,10,0.01,75,8.01552e-07,7.22116e-07,9.9699e-30,15.0465,1.11,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.14559,-2.37445e-29,-9.28375e-13,33612.7,51334.1,3.26475,49.123,2.94134,44.2568,-0.83839,0.0066,1.18866,6.683e-06 
76,60,1.15,10,0.01,76,8.43958e-07,7.2497e-07,1.00093e-29,15.1059,1.16413,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.28351,-2.66078e-29,-8.34053e-13,34012.8,53744.8,3.43188,51.8419,3.11798,47.1001,-0.973278,0.0066,1.10228,6.683e-06 
77,60,1.15,0.01,10,77,7.33077e-07,7.13851e-07,9.85578e-30,14.8743,1.02693,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.92151,-1.94481e-29,-6.09439e-13,32471.6,49455.8,3.00739,44.7327,2.67966,39.8579,-0.619951,0.0066,1.22161,6.683e-06 
78,60,1.15,10,0.01,78,7.78332e-07,7.45767e-07,1.02964e-29,15.5393,1.04367,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.96794,-2.11475e-29,-9.11685e-13,37024.6,56330.5,3.05932,47.5396,2.73144,42.4446,-0.665129,0.0066,1.18837,6.683e-06 
79,60,1.15,0.01,10,79,7.01945e-07,7.27509e-07,1.00444e-29,15.1588,0.964861,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.74316,-1.68937e-29,1.53478e-13,34371.3,55888.5,2.81439,42.6628,2.49178,37.7725,-0.446767,0.0066,1.14629,6.683e-06 
80,80,0.95,0.01,10,80,7.2094e-07,7.11578e-07,9.8244e-30,14.8269,1.01316,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.88278,-1.87406e-29,-4.59266e-13,32162.4,49304.1,2.9646,43.9558,2.63739,39.1042,-0.58229,0.0066,1.21353,6.683e-06 
81,80,0.95,10,0.01,81,7.61741e-07,7.51916e-07,1.03813e-29,15.6674,1.01307,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-1.88253,-1.97985e-29,-1.11103e-13,37948,59924.6,2.96432,46.4432,2.63711,41.3167,-0.582043,0.0066,1.17427,6.683e-06 
82,80,0.95,10,0.01,82,7.96566e-07,7.30857e-07,1.00906e-29,15.2286,1.08991,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.09281,-2.30163e-29,-5.01778e-13,34848,55214.8,3.20258,48.7708,2.87697,43.8123,-0.786857,0.0066,1.1425,6.683e-06 
83,80,0.95,10,0.01,83,7.90544e-07,7.21965e-07,9.96782e-30,15.0433,1.09499,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.10624,-2.29889e-29,-6.34427e-13,33591.6,52630.8,3.21831,48.4141,2.89319,43.5232,-0.799964,0.0066,1.12376,6.683e-06 
84,80,0.95,10,0.01,84,7.98979e-07,7.33179e-07,1.01226e-29,15.277,1.08975,1062.49,2846.28,2770.88,5.18941,21.1472,20.3169,-2.09239,-2.30814e-29,-1.50119e-12,35181.3,54213.3,3.20209,48.9182,2.87646,43.9437,-0.786443,0.0066,1.06472,6.683e-06 
