cyc,delaytime,precharge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
105,11.07,10.1,44.723,105,34818.9,-0.0495915,67.775,11.7999,115.267,0.0225864,-27.272,500,2.5937,4.96871,3.24567,-0.401149,-0.250529,26.2969,152.338,30.3616,36023.2,26054.2,2.42811,4.80312,2.9145,-0.566734,-0.416113,0.681923,115.454,28.9955,35986.3,0.00319802,0.694686,0.00148205,36101.8 
106,11.07,10.1,44.783,106,32882.8,-0.0360658,66.1195,11.327,114.958,-0.0508418,77.2997,4.65756e-11,5.07755,1.86797,1.50473,-0.498528,1.369,38.8183,2168.57,60.1332,31862.2,24508.2,4.83312,1.62354,1.01588,-0.742956,1.12457,0.870657,2114.12,58.1167,31807.8,0.0623232,0.954101,0.00335446,33921.9 
107,11.07,10.1,44.923,107,33881.5,-0.522378,67.343,11.8082,115.034,1.21018,47.3186,29.3299,3.75692,5.13542,0.911838,-0.437601,3.77883,102.886,106.504,37.9292,35251.2,27750.4,3.10908,4.48757,-0.383856,-1.08545,3.13098,1.04146,-37.8042,32.5845,35106.9,-0.00107799,-1.96707,0.00170683,35069.1 
108,11.07,10.1,44.773,108,33433.7,-0.444984,67.3441,11.5332,115.087,0.396699,-418.413,495.417,3.68795,2.90168,3.908,0.447194,1.06668,-33.6729,1305.03,48.0157,33396.7,30687.2,3.89998,3.11371,4.33205,0.659224,1.27871,0.673881,1352.25,49.7649,33443.9,0.0388622,0.939494,0.00273358,34796.2 
109,11.07,10.1,44.833,109,32452.8,-0.0211823,66.6641,11.0781,114.934,-0.044271,-17.6863,495.615,4.47126,0.00829498,3.99202,-0.207868,-1.36995,87.3258,4982.18,85.0907,28719.3,24066.5,3.92139,-0.541573,2.89229,-0.757735,-1.91982,0.195369,4859.7,80.5543,28596.8,0.145254,0.97181,0.00516224,33456.5 
110,11.07,10.1,44.913,110,33007.9,-0.0908638,66.1609,11.46,115.125,-0.0300775,99.8754,0.00584102,1.13346,2.06552,3.12356,-1.70084,0.380029,-2.48124,307.106,39.0114,34128,24779.8,1.14908,2.08114,3.15481,-1.68521,0.395653,0.38086,310.586,39.1403,34131.5,0.00901763,0.819312,0.00210798,34442 
111,11.07,10.1,44.813,111,35342,-0.209128,71.279,11.3545,114.726,0.0599223,-240.222,2.94463e-07,3.1402,2.72429,-2.2491,0.446508,2.80534,73.5546,4300.47,71.1131,32303,26815.3,2.67705,2.26114,-3.17541,-0.0166456,2.34218,1.7767,4197.31,67.2921,32199.8,0.11532,0.972709,0.00383492,36397.1 
112,11.07,10.1,44.863,112,34346.4,-0.168296,68.8706,11.4078,115.085,0.053773,371.644,500,2.85622,2.29254,1.52707,-3.22032,2.21573,80.0904,3484.02,65.1893,32083.2,26226.4,2.35191,1.78824,0.518453,-3.72463,1.71142,0.804017,3371.69,61.0288,31970.9,0.0954002,0.969297,0.00350405,35342.5 
113,11.07,10.1,44.803,113,34733.9,-0.0571625,69.3733,11.4137,114.637,0.0224558,-30.0342,499.699,1.73273,0.117446,2.79615,1.04747,-1.39358,79.6597,3912.08,76.0076,32105.3,25798,1.23113,-0.38415,1.79296,0.545872,-1.89518,-0.389204,3800.35,71.8695,31993.6,0.106173,0.967965,0.004121,35794 
114,11.07,10.1,44.903,114,33114.9,-0.439096,65.9097,11.669,114.564,0.961175,-741.589,406.419,7.3771,4.14177,2.18911,-3.74696,1.96861,35.2648,600.654,44.2982,33847.3,48240.6,7.15504,3.91972,1.74501,-3.96902,1.74656,0.835335,551.191,42.4663,33797.9,0.0160468,0.881191,0.00230922,34349.1 
115,11.07,10.1,44.733,115,34513.1,-0.00973257,67.745,11.7228,114.863,-0.0885521,65.9892,5.83383e-07,6.10496,-0.957979,1.84092,0.396902,1.5109,23.7911,163.915,37.822,35729.3,26042.7,5.95516,-1.10779,1.54131,0.247096,1.36109,0.807261,130.545,36.5861,35695.9,0.00364383,0.67094,0.00188448,35826.4 
116,11.07,10.1,44.843,116,35604.7,-0.0986058,72.3545,11.3301,114.811,-0.0668883,5.77591,0.00815108,3.17395,-2.12038,3.52443,-2.18135,1.81008,98.1334,4796.97,58.5954,32213.4,26699.2,2.55603,-2.7383,2.28859,-2.79927,1.19216,-3.5845,4659.33,53.4976,32075.8,0.126836,0.980303,0.00306294,36735.1 
117,11.07,10.1,44.793,117,35026,-0.0593046,69.156,11.552,115.043,0.0982775,-62.2207,500,4.30079,2.50664,2.60056,-1.21216,-0.00128456,49.4626,3142.3,58.2734,33078.4,26205.7,3.98934,2.19519,1.97765,-1.52361,-0.312737,0.687369,3072.92,55.704,33009,0.0851652,0.969253,0.00309899,36081.9 
118,11.07,10.1,44.743,118,33997.8,-0.0318076,67.5663,11.6004,114.907,-0.0439102,-72.3452,500,2.5853,1.04704,3.49067,1.88512,1.96283,2.38659,185.958,39.6891,35251.3,25618.5,2.57028,1.03201,3.46062,1.87009,1.9478,0.681952,182.611,39.5652,35248,0.00515405,0.725078,0.00206346,35430.6 
119,11.07,10.1,44.853,119,36347.6,-0.495069,73.1984,11.5526,114.76,1.68474,-1305.51,24.0404,4.34728,4.30527,0.045748,-1.18579,1.58159,94.6968,3912.89,79.0152,33847,99127.4,3.751,3.70899,-1.14681,-1.78207,0.985308,1.20789,3780.07,74.0959,33714.2,0.100817,0.966835,0.00403219,37494.3 
120,11.07,10.1,44.763,120,34876.3,-0.0419024,67.8451,11.7692,114.544,5.32889e-05,-10.1715,500,4.42074,1.53134,3.34365,0.129667,2.14569,86.5565,780.033,52.5457,35390.5,25993.3,3.87572,0.986317,2.25361,-0.415356,1.60067,0.728512,658.629,48.0493,35269.1,0.0183321,0.886785,0.00250333,35927.7 
121,11.07,10.1,44.893,121,33767.5,-0.263809,66.5919,11.7117,114.824,0.0849387,-1662.29,500,2.25413,3.23915,1.35115,-0.377825,0.174949,66.3122,1170.9,45.0485,33922.2,29984.9,1.83658,2.8216,0.516053,-0.795375,-0.242602,0.875237,1077.89,41.6037,33829.2,0.0308789,0.936729,0.00226033,34907.1 
122,11.07,10.1,44.873,122,35870.7,-0.522929,71.7592,11.6845,114.918,1.53629,-961.716,493.979,3.1415,2.19943,2.75824,-0.0970205,1.43501,103.398,2567.78,61.3586,34745.5,75391.7,2.49043,1.54836,1.4561,-0.748091,0.783943,0.736726,2422.76,55.9872,34600.5,0.0654388,0.961131,0.00297186,37023.2 
123,11.07,10.1,44.823,123,34029.5,-0.422267,69.445,11.3335,115.109,13.895,-12271.9,247.129,-1.28126,2.38174,0.969613,-4.17805,0.889054,73.1193,4658.03,73.0631,30602.3,5.57657e+06,-1.74167,1.92133,0.0487878,-4.63846,0.428642,1.01225,4555.47,69.2647,30499.7,0.129952,0.974081,0.00416599,35055.2 
124,11.07,10.1,44.883,124,34887.3,-0.475396,69.8778,11.6162,114.913,0.504712,17.6398,87.8466,2.99703,3.5019,4.11907,-0.724791,-0.448096,-31.5225,1799.35,51.3476,34426.8,26713.9,3.19552,3.70039,4.51604,-0.526302,-0.249607,0.575402,1843.56,52.9851,34471,0.0507664,0.952113,0.00282349,36314.6 
125,11.07,10.1,44.753,125,33369.7,-0.0370253,66.2145,11.583,114.98,-0.000863266,-55.2639,6.6392e-11,2.64497,3.31424,3.41106,-1.90204,3.33872,66.1089,355.314,47.6159,34401.2,24968.8,2.2287,2.89797,2.57852,-2.31831,2.92245,0.689684,262.59,44.1816,34308.5,0.00759566,0.772533,0.0023666,34571.1 
