cyc,time (ms),#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
0,199.99,300.01,0,4747.84,0,5,101,125,0,5,135,-11.9203,-11.8631,-14.8232,-8.25721,-12.7603,360.892,-45.41,20937.7,-42.5503,16439.4,-13.3147,-13.2575,-17.612,-9.65162,-14.1547,0.740964,-66.5005,19355.9,-63.6408,0.465463,-0.0019671,1.00179,-142.87,550.863,636.455,0.925691,30543.2,8.30335e-07,0.713103,111.37,85.7385,24.9151,26.5317,0.939071,564.275,651.84,0.730403 
1,0.49,499.51,1,2592.64,0,5,101,125,0,5,135,-9.6483,-12.5993,-17.7687,-8.71028,-4.84013,409.356,-29.4638,19882.4,-62.6123,16439.4,-11.23,-14.181,-20.9321,-10.292,-6.4218,0.668044,-53.3866,18088.2,-86.5351,0.339547,-0.0016894,1.0026,-157.229,503.773,568.065,0.623842,29453.8,8.20343e-07,0.65211,111.302,85.9035,24.3924,25.6649,0.950418,540.847,609.947,0.700145 
2,399.99,100.01,2,4030.73,0,5,101,125,0,5,135,-8.27343,-10.5667,-14.2728,-16.2956,-5.50954,506.841,-24.9868,21158.2,-62.4506,16439.4,-10.2318,-12.525,-18.1895,-18.2539,-7.46787,0.727164,-54.6066,18936.7,-92.0704,0.330766,-0.00165051,1.00265,-165.091,656.006,750.835,453.514,32680.5,8.49268e-07,0.826383,111.808,85.4555,26.261,27.835,0.943452,626.883,717.454,0.78967 
3,10.01,489.99,3,4685,0,5,101,125,0,5,135,-10.5244,-6.48391,-22.3817,-14.8814,-12.6194,460.709,-50.9041,21269.6,-75.3795,16439.4,-12.3045,-8.26399,-25.9419,-16.6615,-14.3995,0.665574,-77.8279,19250.4,-102.303,0.387991,-0.0023156,1.00289,-200.592,507.201,569.884,0.692075,30520.9,8.30133e-07,0.647643,111.667,86.6303,24.2697,25.4861,0.95227,535.418,601.479,0.683611 
4,299.99,200.01,4,5497.73,0,5,101,125,0,5,135,-12.9141,-9.75364,-22.378,-9.79494,-7.34801,433.536,-33.7462,21688.2,-38.5209,16439.4,-14.5892,-11.4287,-25.7282,-11.47,-9.02311,0.643847,-59.0821,19788,-63.8568,0.435355,-0.00170906,1.00175,-135.71,564.61,679.829,0.780226,31326.4,8.37372e-07,0.73987,111.778,85.4301,25.4238,27.6329,0.920056,587.551,707.073,0.769727 
5,499.99,0.01,5,2710.9,0,5,101,125,0,5,135,-11.2199,-10.6343,-25.149,-8.51294,-9.43892,411.339,-24.3463,19475.6,-76.8704,16439.4,-12.8092,-12.2236,-28.3277,-10.1023,-11.0283,0.619717,-48.3849,17672.7,-100.909,0.285498,-0.00156692,1.00311,-169.476,645.39,771.608,346896,29506.1,8.20828e-07,0.85972,111.86,84.9504,26.6452,28.866,0.923065,645.362,771.589,0.859691 
6,0.01,499.99,6,1854.34,0,5,101,125,0,5,135,-17.3104,-7.8949,-19.4796,-11.0323,-8.48647,458.786,-37.6703,18072.3,-67.0064,16439.4,-19.0831,-9.66756,-23.0249,-12.805,-10.2591,0.692344,-64.4818,16061.4,-93.8179,0.364174,-0.00229939,1.00318,-177.063,478.434,619.251,337.839,26410.3,7.91054e-07,0.688079,111.708,85.8968,24.0711,25.5477,0.942204,526.695,604.388,0.713233 
7,249.99,250.01,7,2130.21,0,5,101,125,0,5,135,-13.7402,-8.31519,-15.1231,-9.20526,-9.41879,465.42,-16.3795,19122.9,-78.9127,16439.4,-15.5385,-10.1135,-18.7197,-11.0035,-11.2171,0.718891,-43.5787,17083,-106.112,0.254976,-0.00145984,1.00338,-170.913,574.194,673.949,0.902327,28728.8,8.13556e-07,0.764638,111.917,85.5153,25.4649,27.334,0.931618,589.452,691.862,0.784959 
8,149.99,350.01,8,5735.16,0,5,101,125,0,5,135,-14.5718,-8.95398,-20.2923,-10.109,-7.59911,426.322,-13.9668,21622.8,-79.9094,16439.4,-16.219,-10.6012,-23.5867,-11.7562,-9.24634,0.669697,-38.8811,19754.2,-104.824,0.236116,-0.00112598,1.00289,-164.669,591.213,670.986,1.36642e+08,31049.4,8.34897e-07,0.75439,111.711,86.2304,25.5029,26.9186,0.947409,591.216,670.993,0.754395 
9,449.99,50.01,9,3728.73,0,5,101,125,0,5,135,-10.1172,-9.48416,-20.3639,-4.27353,-11.7044,439.331,-35.0923,20495.4,-68.2381,16439.4,-11.8147,-11.1817,-23.7589,-5.97101,-13.4019,0.640715,-60.7668,18569.8,-93.9126,0.350318,-0.00187342,1.00275,-173.462,640.729,717.307,1.1955,30520,8.30125e-07,0.816669,112.082,85.4344,26.7074,27.996,0.953972,648.38,725.78,0.82637 
10,349.99,150.01,10,4136.88,0,5,101,125,0,5,135,-7.12014,-13.5209,-18.2602,-7.58644,-9.53459,484.557,-39.5594,21594.7,-56.9258,16439.4,-8.99237,-15.3932,-22.0047,-9.45867,-11.4068,0.672821,-67.877,19470.9,-85.2433,0.39888,-0.00199602,1.00238,-170.169,597.906,674.286,0.60787,32027.8,8.43576e-07,0.752687,111.965,85.3274,26.6655,28.0492,0.95067,646.347,728.539,0.813458 
11,49.99,450.01,11,3844.23,0,5,101,125,0,5,135,-7.45458,-10.2083,-33.0104,-10.7218,-15.4458,481.349,-48.9547,20841.6,-51.006,16439.4,-9.31442,-12.0681,-36.73,-12.5816,-17.3056,0.582613,-77.0847,18731.8,-79.136,0.448042,-0.00235707,1.0023,-172.048,521.173,591.208,0.658584,30310.1,8.28217e-07,0.67022,111.28,86.6889,24.7019,26.0672,0.947624,554.66,629.219,0.713297 
