cyc,dummy,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
21,21,21,10904.9,0,5,101,125,0,5,135,-3.74273,-10.4484,-16.4119,-6.11412,-9.80303,248.545,-36.0357,22082.7,-43.8452,16439.4,-4.70306,-11.4087,-18.3326,-7.07445,-10.7634,0.649353,-50.5607,20993.3,-58.3702,0.419226,-0.00137813,1.00151,-120.605,341.614,382.871,0.373583,30694.7,8.31706e-07,0.434835,111.044,85.7911,21.7279,22.8393,0.951335,429.141,483.036,0.54742 
22,22,22,12666.9,0,5,101,125,0,5,135,-3.17884,-6.67646,-14.7709,-4.23224,-2.4496,244.122,-29.3278,23489,-35.0042,16439.4,-4.12207,-7.6197,-16.6574,-5.17548,-3.39284,0.549405,-43.5942,22419.1,-49.2707,0.424403,-0.00111239,1.00119,-102.719,373.216,411.536,0.420042,32934.6,8.51464e-07,0.460276,111.118,85.6625,22.1299,23.0692,0.959284,445.169,492.807,0.550092 
23,23,23,12790,0,5,101,125,0,5,135,-5.74515,-3.36601,-8.74271,-5.55721,-4.51421,217.14,-48.7949,23872.4,-42.8862,16439.4,-6.58414,-4.205,-10.4207,-6.3962,-5.3532,0.683831,-61.4845,22920.7,-55.5759,0.47969,-0.0015352,1.00132,-128.176,378.396,416.101,0.403103,32961.2,8.51693e-07,0.465897,111.404,85.4395,22.4924,23.4005,0.961191,459.872,507.065,0.56698 
24,24,24,14133,0,5,101,125,0,5,135,-7.75037,-6.27893,-14.8501,-7.63148,-1.05313,241.413,-33.5806,24640.1,-36.7103,16439.4,-8.68315,-7.21171,-16.7156,-8.56425,-1.9859,0.612711,-47.6888,23582,-50.8185,0.438836,-0.00115691,1.00117,-108.671,366.502,408.112,0.367317,34146.9,8.61785e-07,0.448775,111.546,85.1386,22.6073,23.6818,0.954629,464.583,519.326,0.569971 
25,25,25,16426.1,0,5,101,125,0,5,135,-3.04323,-5.51925,-16.8174,-3.65952,-1.90208,217.681,-27.4707,26856.6,-35.7956,16439.4,-3.88431,-6.36033,-18.4996,-4.50059,-2.74315,0.485951,-40.192,25902.5,-48.5169,0.408404,-0.000887452,1.00102,-98.4122,405.054,445.04,0.406707,36823,8.83734e-07,0.480434,111.463,85.6103,23.2489,24.1773,0.961598,491.326,541.29,0.58355 
26,26,26,14082.1,0,5,101,125,0,5,135,-1.03135,-2.62497,-8.00834,-4.33867,-11.2285,176.569,-43.3568,25250.8,-61.6131,16439.4,-1.71358,-3.3072,-9.3728,-5.0209,-11.9107,0.70079,-53.6755,24476.9,-71.9318,0.383414,-0.00125466,1.0016,-139.994,382.721,431.043,0.432246,34681.7,8.66261e-07,0.46887,111.247,86.1959,22.3075,23.5046,0.94907,452.343,511.586,0.555322 
27,27,27,14757.9,0,5,101,125,0,5,135,-4.94311,-6.79495,-17.0715,-5.94743,-6.91324,181.527,-1.81928,25398.5,-56.7224,16439.4,-5.64449,-7.49633,-18.4743,-6.64881,-7.61462,0.597322,-12.4277,24602.9,-67.3308,0.133309,-0.00028873,1.00149,-93.2246,376.339,419.961,0.429782,34782.1,8.67096e-07,0.458486,111.304,86.2482,22.1387,23.2265,0.953165,445.521,499.549,0.544072 
