cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
82,40,1.5,10,0.01,82,1.06375e-06,8.29999e-07,1.14594e-29,17.2944,1.28163,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.56368,-3.76521e-29,-1.12122e-12,27782.9,42490.3,3.79334,65.6035,3.51763,60.8353,-1.24823,0.0066,1.11404,6.683e-06 
83,40,1.5,10,0.01,83,1.11666e-06,8.35776e-07,1.15391e-29,17.4148,1.33607,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.68546,-4.14022e-29,-1.5541e-12,28367,42292.7,3.96022,68.9663,3.71009,64.6104,-1.3681,0.0066,1.14003,6.683e-06 
84,40,1.5,10,0.01,84,1.14992e-06,8.39419e-07,1.15894e-29,17.4907,1.3699,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.75881,-4.38001e-29,-1.33454e-12,28739.6,43992,4.06376,71.0779,3.83196,67.0236,-1.44039,0.0066,1.11715,6.683e-06 
85,40,1.5,0.01,10,85,1.05712e-06,8.33311e-07,1.15051e-29,17.3634,1.26858,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.53376,-3.69805e-29,-1.22178e-12,28116.8,42125,3.75327,65.1695,3.47216,60.2885,-1.2188,0.0066,1.16035,6.683e-06 
86,40,1.5,0.01,10,86,1.02557e-06,8.34307e-07,1.15189e-29,17.3842,1.22925,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.44184,-3.45753e-29,-5.75191e-13,28217.7,43111.5,3.63241,63.1464,3.33676,58.0068,-1.12851,0.0066,1.16856,6.683e-06 
87,40,1.5,10,0.01,87,1.08321e-06,8.35259e-07,1.1532e-29,17.404,1.29686,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.59821,-3.88571e-29,-1.1826e-12,28314.5,42784.5,3.84003,66.8319,3.57098,62.1494,-1.28219,0.0066,1.14548,6.683e-06 
88,40,1.5,10,0.01,88,1.05402e-06,8.13537e-07,1.12321e-29,16.9514,1.2956,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.59538,-3.77688e-29,-1.32613e-12,26162.4,39094.8,3.83619,65.0287,3.56658,60.4584,-1.27941,0.0066,1.13631,6.683e-06 
89,40,1.5,0.01,10,89,1.00607e-06,8.2122e-07,1.13382e-29,17.1115,1.2251,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.43199,-3.37812e-29,-9.65523e-13,26910.6,40670.8,3.61965,61.9375,3.32262,56.8549,-1.11884,0.0066,1.15484,6.683e-06 
90,40,1.5,0.01,10,90,1.02172e-06,8.38652e-07,1.15788e-29,17.4747,1.21828,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.41574,-3.40772e-29,-7.37981e-13,28660.9,44019,3.5987,62.8861,3.29946,57.6571,-1.10289,0.0066,1.15402,6.683e-06 
91,40,1.5,10,0.01,91,1.08312e-06,8.38455e-07,1.15761e-29,17.4706,1.2918,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.58679,-3.86831e-29,-8.32107e-13,28640.7,44002.5,3.82454,66.8169,3.55324,62.0771,-1.27096,0.0066,1.12902,6.683e-06 
92,40,1.5,0.01,10,92,1.00543e-06,8.30659e-07,1.14685e-29,17.3081,1.2104,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.39683,-3.32715e-29,-1.11745e-12,27849.2,42030,3.57443,61.8668,3.27274,56.6451,-1.08434,0.0066,1.15447,6.683e-06 
93,40,1.5,0.01,10,93,1.01763e-06,8.19363e-07,1.13125e-29,17.0728,1.24198,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.4719,-3.473e-29,-8.86808e-13,26728.4,40348.5,3.67156,62.6838,3.38033,57.7117,-1.15802,0.0066,1.15724,6.683e-06 
94,40,1.5,0.01,10,94,1.00121e-06,8.47274e-07,1.16979e-29,17.6543,1.18168,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.32698,-3.21662e-29,-1.52954e-12,29554,43235.6,3.48599,61.5429,3.17628,56.0752,-1.01585,0.0066,1.17581,6.683e-06 
95,40,1.5,10,0.01,95,1.09389e-06,8.52734e-07,1.17733e-29,17.7681,1.28281,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.56635,-3.87592e-29,-1.87611e-12,30129,44827.3,3.79694,67.4644,3.52173,62.5745,-1.25086,0.0066,1.12178,6.683e-06 
96,40,1.5,10,0.01,96,1.0481e-06,8.24158e-07,1.13787e-29,17.1727,1.27173,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.541,-3.67698e-29,-9.69596e-13,27200.5,41758.1,3.76293,64.6196,3.4831,59.8141,-1.22592,0.0066,1.12951,6.683e-06 
97,40,1.5,0.01,10,97,1.02655e-06,8.27175e-07,1.14204e-29,17.2356,1.24103,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.46966,-3.50026e-29,-9.8578e-13,27500.3,41742.5,3.66864,63.231,3.37707,58.2056,-1.15582,0.0066,1.13657,6.683e-06 
98,40,1.5,10,0.01,98,1.03762e-06,8.6099e-07,1.18873e-29,17.9401,1.20515,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.38418,-3.41557e-29,-1.75091e-12,31012.7,45710,3.55828,63.8361,3.25502,58.3956,-1.07193,0.0066,1.159,6.683e-06 
99,40,1.5,0.01,10,99,1.05919e-06,8.72295e-07,1.20433e-29,18.1757,1.21426,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.40609,-3.5186e-29,-1.17215e-12,32250.3,48803.8,3.5863,65.1836,3.2858,59.7217,-1.09343,0.0066,1.14873,6.683e-06 
100,30,1.8,0.01,10,100,9.75419e-07,8.1711e-07,1.12814e-29,17.0258,1.19374,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.35651,-3.17354e-29,-1.21531e-12,26508.6,39793.6,3.52315,59.9846,3.21664,54.766,-1.04479,0.0066,1.12456,6.683e-06 
101,30,1.8,10,0.01,101,1.08318e-06,8.26936e-07,1.14171e-29,17.2306,1.30987,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.62744,-3.92932e-29,-1.33491e-12,27476.5,41148.6,3.87994,66.8536,3.61689,62.3211,-1.31096,0.0066,1.15724,6.683e-06 
102,30,1.8,10,0.01,102,1.09318e-06,8.55104e-07,1.1806e-29,17.8175,1.27842,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.55635,-3.85831e-29,-1.49206e-12,30380.9,45975,3.78349,67.4122,3.50643,62.4757,-1.24102,0.0066,1.11959,6.683e-06 
103,30,1.8,10,0.01,103,1.02478e-06,8.33784e-07,1.15116e-29,17.3733,1.22907,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.44143,-3.4543e-29,-1.16178e-12,28164.7,42889.6,3.63188,63.0977,3.33617,57.9602,-1.12811,0.0066,1.10372,6.683e-06 
104,30,1.8,10,0.01,104,1.08396e-06,8.54666e-07,1.17999e-29,17.8084,1.26829,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.53308,-3.79093e-29,-1.11581e-12,30334.3,46493.3,3.75237,66.8235,3.47114,61.8153,-1.21814,0.0066,1.13024,6.683e-06 
105,30,1.8,0.01,10,105,1.0447e-06,8.30746e-07,1.14697e-29,17.3099,1.25754,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.50823,-3.61777e-29,-8.2716e-13,27857.9,42880.3,3.71937,64.3821,3.43391,59.4409,-1.19372,0.0066,1.135,6.683e-06 
106,30,1.8,0.01,10,106,1.02307e-06,8.70987e-07,1.20253e-29,18.1485,1.17461,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.30953,-3.26221e-29,-1.15289e-12,32105.6,48524.7,3.46419,62.8697,3.15273,57.2171,-0.99876,0.0066,1.15816,6.683e-06 
107,30,1.8,10,0.01,107,1.0915e-06,8.33953e-07,1.1514e-29,17.3768,1.30883,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.6251,-3.95597e-29,-1.53016e-12,28181.8,41727.1,3.87673,67.3651,3.61319,62.7857,-1.30866,0.0066,1.15947,6.683e-06 
108,30,1.8,10,0.01,108,1.08448e-06,8.4098e-07,1.1611e-29,17.5232,1.28955,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.58168,-3.86553e-29,-9.50297e-13,28900.3,44575.7,3.81762,66.8969,3.54533,62.1255,-1.26593,0.0066,1.12763,6.683e-06 
109,30,1.8,0.01,10,109,1.02412e-06,8.3567e-07,1.15377e-29,17.4126,1.22551,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.43296,-3.44009e-29,-1.06327e-12,28356.3,43518.3,3.62091,63.0494,3.32402,57.8796,-1.1198,0.0066,1.11869,6.683e-06 
110,30,1.8,0.01,10,110,1.0465e-06,8.52771e-07,1.17738e-29,17.7689,1.22717,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.43692,-3.52097e-29,-1.253e-12,30133,45789.8,3.62603,64.4306,3.32969,59.1648,-1.12368,0.0066,1.13619,6.683e-06 
111,30,1.8,10,0.01,111,1.02662e-06,8.4443e-07,1.16586e-29,17.5951,1.21576,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.4097,-3.41553e-29,-8.96825e-13,29257.4,44287,3.59093,63.1827,3.2909,57.9036,-1.09696,0.0066,1.13053,6.683e-06 
112,30,1.8,0.01,10,112,1.10039e-06,8.43923e-07,1.16516e-29,17.5845,1.3039,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.61406,-3.97143e-29,-1.37309e-12,29204.7,44254,3.86164,67.905,3.5958,63.2304,-1.2978,0.0066,1.12648,6.683e-06 
113,30,1.8,0.01,10,113,1.08867e-06,8.45323e-07,1.1671e-29,17.6137,1.28787,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.57787,-3.87471e-29,-1.22636e-12,29350.3,44525.2,3.81247,67.1516,3.53944,62.3427,-1.26218,0.0066,1.15418,6.683e-06 
114,30,1.8,0.01,10,114,1.10565e-06,8.42612e-07,1.16335e-29,17.5572,1.31217,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.63258,-4.01868e-29,-1.5561e-12,29068.8,43435.1,3.887,68.2447,3.62504,63.6455,-1.31602,0.0066,1.1541,6.683e-06 
115,30,1.8,10,0.01,115,1.11063e-06,8.62602e-07,1.19095e-29,17.9737,1.28754,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.57712,-3.95175e-29,-1.09728e-12,31187.2,47684.3,3.81146,68.5061,3.53829,63.5963,-1.26145,0.0066,1.14869,6.683e-06 
116,30,1.8,10,0.01,116,1.13768e-06,8.11346e-07,1.12018e-29,16.9057,1.40221,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.82729,-4.44094e-29,-1.00526e-12,25951.5,39851.8,4.16254,70.3707,3.94997,66.7771,-1.50794,0.0066,1.12113,6.683e-06 
117,30,1.8,0.01,10,117,9.93506e-07,8.18554e-07,1.13014e-29,17.0559,1.21373,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.40484,-3.29868e-29,-5.62427e-13,26649.4,41041.8,3.58469,61.1402,3.28403,56.0121,-1.0922,0.0066,1.13761,6.683e-06 
118,30,1.8,10,0.01,118,1.11175e-06,8.5981e-07,1.1871e-29,17.9156,1.29301,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.58953,-3.97475e-29,-1.77793e-12,30885.4,45159.7,3.82824,68.5852,3.55748,63.7343,-1.27365,0.0066,1.17025,6.683e-06 
119,30,1.8,0.01,10,119,1.05308e-06,8.52049e-07,1.17638e-29,17.7538,1.23594,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.45768,-3.57332e-29,-1.30573e-12,30056.5,44903.3,3.653,64.8548,3.35964,59.6465,-1.14406,0.0066,1.1639,6.683e-06 
120,20,1.8,0.01,10,120,1.09882e-06,8.64997e-07,1.19426e-29,18.0236,1.27032,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.53775,-3.84999e-29,-1.20629e-12,31447.7,47732.7,3.7586,67.7436,3.47819,62.6897,-1.22274,0.0066,1.14591,6.683e-06 
121,20,1.8,10,0.01,121,1.02734e-06,8.61673e-07,1.18967e-29,17.9544,1.19227,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.3529,-3.33736e-29,-6.817e-13,31086.6,47626.4,3.5186,63.1743,3.21168,57.6638,-1.04126,0.0066,1.15451,6.683e-06 
122,20,1.8,10,0.01,122,1.01529e-06,8.47525e-07,1.17014e-29,17.6596,1.19794,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.36672,-3.31757e-29,-8.25044e-13,29580.3,45602.1,3.53609,62.4459,3.23075,57.0537,-1.05481,0.0066,1.12095,6.683e-06 
123,20,1.8,10,0.01,123,9.80853e-07,8.02265e-07,1.10765e-29,16.7165,1.2226,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.42605,-3.2854e-29,-9.38855e-13,25089.9,37906,3.61199,60.3798,3.31414,55.4009,-1.11302,0.0066,1.11301,6.683e-06 
124,20,1.8,10,0.01,124,1.01354e-06,8.43023e-07,1.16392e-29,17.5658,1.20227,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.37721,-3.32654e-29,-5.58603e-13,29111.4,45113.7,3.54941,62.3481,3.24531,57.0063,-1.0651,0.0066,1.13756,6.683e-06 
125,20,1.8,0.01,10,125,1.04883e-06,8.56028e-07,1.18187e-29,17.8367,1.22523,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.43231,-3.52215e-29,-9.3187e-13,30479.5,46189.8,3.62007,64.5702,3.32308,59.2729,-1.11915,0.0066,1.16505,6.683e-06 
126,20,1.8,0.01,10,126,1.03543e-06,8.47533e-07,1.17015e-29,17.6597,1.2217,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.4239,-3.46513e-29,-1.13197e-12,29581.1,44494.6,3.60921,63.7377,3.31107,58.4726,-1.1109,0.0066,1.16198,6.683e-06 
127,20,1.8,10,0.01,127,1.14645e-06,8.18439e-07,1.12998e-29,17.0535,1.40078,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.82428,-4.47041e-29,-1.56502e-12,26638.1,40138.7,4.15815,70.9111,3.94469,67.2709,-1.50497,0.0066,1.10819,6.683e-06 
128,20,1.8,10,0.01,128,1.0548e-06,8.3983e-07,1.15951e-29,17.4992,1.25597,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.50458,-3.64746e-29,-9.87358e-13,28781.9,43586.2,3.71455,65.0018,3.42849,59.996,-1.19014,0.0066,1.15572,6.683e-06 
129,20,1.8,0.01,10,129,1.03657e-06,8.26304e-07,1.14084e-29,17.2174,1.25446,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.50108,-3.57938e-29,-8.94914e-13,27413.5,41735.8,3.70991,63.8751,3.42328,58.9401,-1.18669,0.0066,1.1425,6.683e-06 
130,20,1.8,0.01,10,130,1.03423e-06,8.32468e-07,1.14935e-29,17.3458,1.24237,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.47281,-3.53096e-29,-8.82742e-13,28031.6,42692.3,3.67276,63.707,3.38167,58.6578,-1.15892,0.0066,1.15037,6.683e-06 
131,20,1.8,10,0.01,131,1.03763e-06,8.05897e-07,1.11266e-29,16.7922,1.28754,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.57713,-3.69201e-29,-1.07789e-12,25432.1,38483.7,3.81147,64.003,3.53831,59.4159,-1.26146,0.0066,1.154,6.683e-06 
132,20,1.8,0.01,10,132,1.02592e-06,8.50217e-07,1.17385e-29,17.7157,1.20666,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.38781,-3.38219e-29,-1.10901e-12,29863,45018.7,3.56291,63.1194,3.2601,57.7548,-1.0755,0.0066,1.15497,6.683e-06 
133,20,1.8,0.01,10,133,9.81577e-07,8.31435e-07,1.14792e-29,17.3243,1.18058,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.32427,-3.14989e-29,-1.43765e-12,27927.4,41576.9,3.48261,60.3338,3.17262,54.9635,-1.0132,0.0066,1.12643,6.683e-06 
134,20,1.8,0.01,10,134,1.07657e-06,8.53535e-07,1.17843e-29,17.7848,1.26131,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.51698,-3.74117e-29,-1.3761e-12,30214,45248.5,3.73096,66.3543,3.44697,61.3036,-1.20232,0.0066,1.16265,6.683e-06 
135,20,1.8,10,0.01,135,1.05508e-06,8.55787e-07,1.18154e-29,17.8317,1.23288,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.45044,-3.56954e-29,-1.39245e-12,30453.8,45897.6,3.64357,64.9712,3.34916,59.7212,-1.13695,0.0066,1.12374,6.683e-06 
136,20,1.8,10,0.01,136,1.07236e-06,8.43272e-07,1.16426e-29,17.571,1.27167,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.54087,-3.7619e-29,-1.95079e-12,29137.2,42915.2,3.76276,66.1152,3.4829,61.1979,-1.2258,0.0066,1.12246,6.683e-06 
137,20,1.8,0.01,10,137,1.00566e-06,8.22567e-07,1.13568e-29,17.1395,1.22259,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.42603,-3.36847e-29,-1.22369e-12,27043.2,40626.6,3.61195,61.9072,3.3141,56.8022,-1.11299,0.0066,1.12474,6.683e-06 
138,20,1.8,10,0.01,138,9.72818e-07,8.47736e-07,1.17043e-29,17.664,1.14755,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.2419,-3.01114e-29,-4.62111e-13,29602.4,44861.7,3.38073,59.7172,3.06336,54.1112,-0.932543,0.0066,1.17319,6.683e-06 
139,20,1.8,0.01,10,139,1.03675e-06,8.43875e-07,1.1651e-29,17.5835,1.22856,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.44021,-3.4929e-29,-5.83947e-13,29199.8,44721.1,3.6303,63.8335,3.33442,58.6308,-1.12691,0.0066,1.17339,6.683e-06 
140,140,0.75,0.01,10,140,1.01058e-06,8.42481e-07,1.16317e-29,17.5545,1.19953,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.37057,-3.30755e-29,-7.06232e-13,29055.3,44556.9,3.54097,62.1599,3.23608,56.8077,-1.05858,0.0066,1.13293,6.683e-06 
141,140,0.75,10,0.01,141,1.05321e-06,8.13076e-07,1.12257e-29,16.9418,1.29534,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.5948,-3.77314e-29,-3.23911e-13,26117.9,40937.1,3.8354,64.9784,3.56567,60.4088,-1.27884,0.0066,1.13037,6.683e-06 
142,140,0.75,10,0.01,142,1.05014e-06,8.47512e-07,1.17012e-29,17.6593,1.23908,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.46508,-3.57404e-29,-7.49264e-13,29578.9,45553.4,3.66265,64.6798,3.37039,59.5187,-1.15133,0.0066,1.15512,6.683e-06 
143,140,0.75,10,0.01,143,1.04163e-06,8.46232e-07,1.16835e-29,17.6326,1.2309,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.44577,-3.51733e-29,-1.78157e-13,29445.1,46373.9,3.63751,64.1389,3.34242,58.9357,-1.13237,0.0066,1.12894,6.683e-06 
144,140,0.75,10,0.01,144,1.01528e-06,8.14369e-07,1.12436e-29,16.9687,1.2467,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.48297,-3.48049e-29,-6.42368e-13,26242.7,39965.7,3.68608,62.5481,3.39656,57.6353,-1.1689,0.0066,1.14187,6.683e-06 
145,140,0.75,0.01,10,145,1.05464e-06,8.43513e-07,1.1646e-29,17.576,1.25029,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.49136,-3.62764e-29,-1.55191e-12,29162.2,43030.5,3.69711,64.9803,3.40891,59.915,-1.17714,0.0066,1.17912,6.683e-06 
146,140,0.75,0.01,10,146,1.00807e-06,8.61116e-07,1.1889e-29,17.9428,1.17065,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.29974,-3.20077e-29,-1.49506e-12,31026.3,45749.4,3.45201,61.9386,3.1396,56.3332,-0.989174,0.0066,1.16725,6.683e-06 
147,140,0.75,10,0.01,147,1.01885e-06,8.45964e-07,1.16798e-29,17.627,1.20436,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.38228,-3.35109e-29,-1.04892e-12,29417.1,44638.4,3.55586,62.6793,3.25237,57.3296,-1.07007,0.0066,1.12582,6.683e-06 
148,140,0.75,10,0.01,148,1.01317e-06,8.02722e-07,1.10828e-29,16.726,1.26217,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.51897,-3.52363e-29,-9.08185e-13,25132.8,37786.2,3.73359,62.4482,3.44994,57.7038,-1.20427,0.0066,1.15068,6.683e-06 
149,140,0.75,0.01,10,149,9.17103e-07,8.05131e-07,1.1116e-29,16.7762,1.13907,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.22042,-2.81149e-29,-2.00305e-13,25359.7,39671.7,3.35457,56.277,3.03562,50.9263,-0.911527,0.0066,1.13585,6.683e-06 
150,140,0.75,0.01,10,150,1.05179e-06,8.25245e-07,1.13937e-29,17.1953,1.27451,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.54739,-3.6992e-29,-1.56495e-12,27308.2,40245.7,3.77149,64.852,3.4928,60.0598,-1.23221,0.0066,1.15174,6.683e-06 
151,140,0.75,10,0.01,151,1.05529e-06,8.447e-07,1.16624e-29,17.6007,1.2493,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.48905,-3.6265e-29,-6.59677e-13,29285.5,45273.4,3.69407,65.0182,3.4055,59.9393,-1.17487,0.0066,1.13595,6.683e-06 
152,140,0.75,0.01,10,152,9.89109e-07,8.34714e-07,1.15245e-29,17.3926,1.18497,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.33505,-3.18877e-29,-7.99964e-13,28259.1,43175.7,3.49612,60.8067,3.18726,55.4348,-1.02376,0.0066,1.14074,6.683e-06 
153,140,0.75,0.01,10,153,9.77104e-07,8.43994e-07,1.16526e-29,17.586,1.15771,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.26748,-3.05892e-29,-8.72541e-13,29212.1,44347.8,3.4121,60.0052,3.0968,54.4603,-0.957579,0.0066,1.13333,6.683e-06 
154,140,0.75,0.01,10,154,1.00198e-06,8.26922e-07,1.14169e-29,17.2303,1.2117,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.39996,-3.32006e-29,-2.88562e-13,27475,43081.5,3.57844,61.6574,3.27714,56.4661,-1.08741,0.0066,1.13009,6.683e-06 
155,140,0.75,10,0.01,155,1.04126e-06,8.6139e-07,1.18928e-29,17.9485,1.20882,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.39303,-3.44027e-29,-6.18698e-13,31055.9,48329.9,3.56957,64.0683,3.26741,58.6449,-1.08061,0.0066,1.13282,6.683e-06 
156,140,0.75,10,0.01,156,1.10033e-06,8.5194e-07,1.17623e-29,17.7516,1.29156,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.58623,-3.92892e-29,-5.05451e-13,30045,47099.9,3.82378,67.8781,3.55237,63.0602,-1.27041,0.0066,1.15519,6.683e-06 
157,140,0.75,0.01,10,157,1.01678e-06,8.22133e-07,1.13508e-29,17.1305,1.23676,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.4596,-3.45284e-29,-1.40249e-12,27000.5,40150.7,3.65551,62.6207,3.36243,57.6001,-1.14595,0.0066,1.13852,6.683e-06 
158,140,0.75,10,0.01,158,1.02829e-06,8.35832e-07,1.15399e-29,17.4159,1.23026,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.44424,-3.47009e-29,-1.08227e-12,28372.7,43169.1,3.63552,63.3159,3.34021,58.1728,-1.13086,0.0066,1.1191,6.683e-06 
159,140,0.75,0.01,10,159,1.05473e-06,8.47499e-07,1.1701e-29,17.659,1.24452,1301.28,3485.97,3393.63,6.32201,25.9163,24.8936,-2.47786,-3.60831e-29,-1.22268e-12,29577.6,44902.1,3.67938,64.9743,3.38907,59.8476,-1.16388,0.0066,1.13737,6.683e-06 
