cyc,time (ms),#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
0,199.99,0.01,0,10549.3,0,5,101,125,0,5,135,-5.57657,-6.06096,-16.2572,-11.0909,-5.50997,303.344,-16.1442,23357.5,-18.3993,16439.4,-6.74863,-7.23302,-18.6013,-12.263,-6.68203,0.639006,-33.8717,22027.9,-36.1267,0.438618,-0.000879441,1.00089,-77.2237,547.323,648.702,0.60962,31726.1,8.40919e-07,0.708583,110.947,85.5997,25.4882,27.498,0.926909,590.531,700.189,0.764672 
1,149.99,50.01,1,10224.9,0,5,101,125,0,5,135,-13.053,-4.48269,-20.6446,-13.3607,-10.1027,273.871,-52.3834,22709.8,-42.7459,16439.4,-14.1112,-5.54087,-22.761,-14.4188,-11.1609,0.665244,-68.3884,21509.4,-58.7508,0.492395,-0.00182014,1.00148,-138.889,562.123,617.956,0.721322,31187.5,8.36133e-07,0.704887,110.838,86.7354,25.4753,26.4627,0.962688,589.936,648.456,0.73972 
2,174.99,25.01,2,13357.4,0,5,101,125,0,5,135,-10.4721,-6.10324,-9.03395,-8.18524,-13.0747,280.182,-30.7757,25694.9,-27.541,16439.4,-11.5547,-7.18581,-11.1991,-9.26781,-14.1573,0.79014,-47.1495,24466.9,-43.9148,0.472216,-0.0011024,1.00098,-99.8473,551.711,620.062,0.639388,34898.7,8.68063e-07,0.673786,110.362,85.9895,25.4727,26.7559,0.95204,589.814,662.905,0.72033 
3,0.01,199.99,3,10464.2,0,5,101,125,0,5,135,-10.5592,-9.15988,-16.8354,-14.6219,-14.0379,370.324,-38.4411,23826.6,-60.912,16439.4,-11.9901,-10.5907,-19.6971,-16.0527,-15.4687,0.733099,-60.0829,22203.5,-82.5537,0.37753,-0.00154869,1.00202,-159.147,451.6,494.335,0.526235,32240.6,8.4544e-07,0.558863,110.433,86.6726,23.5165,24.3822,0.964491,502.7,550.503,0.622231 
4,124.99,75.01,4,15527.1,0,5,101,125,0,5,135,-6.30667,-7.44029,-20.8047,-10.7801,-12.1091,336.303,-17.2341,27159,-43.0175,16439.4,-7.60608,-8.73969,-23.4035,-12.0795,-13.4085,0.641255,-36.8877,25685,-62.6711,0.329081,-0.000821335,1.00133,-112.093,538.87,611.026,0.650122,35580.4,8.7368e-07,0.65678,110.773,86.4651,25.1324,26.509,0.948069,574.159,650.728,0.699622 
5,0.49,199.51,5,10002.1,0,5,101,125,0,5,135,-5.80414,-10.2099,-18.198,-13.8584,-14.6102,320.836,-34.3776,23370.9,-58.8232,16439.4,-7.04379,-11.4495,-20.6773,-15.0981,-15.8498,0.705109,-53.1273,21964.7,-77.5729,0.363351,-0.00138406,1.00192,-146.215,456.323,524.611,0.547269,31984.6,8.43197e-07,0.580264,111.052,86.4666,23.5343,25.0047,0.941193,503.462,578.97,0.640298 
6,49.99,150.01,6,13855,0,5,101,125,0,5,135,-10.0642,-9.37713,-18.2867,-9.87818,-4.7966,325.732,-31.0746,25972.2,-54.5105,16439.4,-11.3227,-10.6357,-20.8038,-11.1367,-6.05517,0.653005,-50.1104,24544.5,-73.5463,0.362159,-0.001168,1.00163,-138.366,479.627,525.465,0.468809,34557,8.65222e-07,0.580225,111.011,86.3547,24.6854,25.5836,0.96489,553.916,606.087,0.669672 
7,99.99,100.01,7,12795.5,0,5,101,125,0,5,135,-7.01663,-9.32721,-17.4489,-11.1977,-10.0665,316.658,-30.9314,24798.8,-34.9427,16439.4,-8.24014,-10.5507,-19.8959,-12.4212,-11.29,0.681145,-49.4369,23410.9,-53.4482,0.435281,-0.00120814,1.00124,-113.575,513.239,571.221,0.517517,33206,8.53795e-07,0.634174,110.598,86.3879,25.1509,26.3014,0.956258,575.008,640.576,0.710835 
8,74.99,125.01,8,10379.9,0,5,101,125,0,5,135,-3.91799,-9.39363,-11.5129,-4.62401,-7.19307,301.796,-33.3982,23289.2,-34.9406,16439.4,-5.08407,-10.5597,-13.845,-5.79009,-8.35915,0.682731,-51.0351,21966.4,-52.5776,0.447173,-0.00132938,1.0013,-114.128,510.973,586.584,0.583361,31833.2,8.41864e-07,0.650312,110.615,85.9374,24.727,26.2658,0.941413,555.787,638.844,0.707799 
9,199.99,0.01,9,11035.7,0,5,101,125,0,5,135,-7.48444,-10.1617,-11.0409,-8.86756,-2.22931,293.5,-16.3064,23840.4,-56.7618,16439.4,-8.61846,-11.2957,-13.3089,-10.0016,-3.36334,0.714328,-33.4586,22554,-73.914,0.273902,-0.000848426,1.00178,-122.155,590.07,676.917,0.87189,32640,8.48917e-07,0.744482,110.262,86.1247,25.8439,27.423,0.942415,607.129,696.375,0.765944 
