cyc,freq (kHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
53,170,53,18016.7,0,5,101,125,0,5,135,-5.14867,-5.62354,-11.7131,-6.43917,-9.18615,-170.621,7.1001,25918.6,-12.7806,16439.4,-4.48942,-4.9643,-10.3946,-5.77993,-8.5269,0.695665,17.0712,26666.4,-2.80951,1.24609,0.000365681,1.00006,13.6998,564.123,631.219,0.740352,33698.8,8.57999e-07,0.695489,109.617,85.0708,25.4859,26.7073,0.954267,590.424,660.498,0.727831 
54,20,54,20756.8,0,5,101,125,0,5,135,-0.514357,-2.3617,-3.51393,-3.23948,-8.39882,-99.7742,-9.74035,28831.4,-13.9663,16439.4,-0.128849,-1.97619,-2.74291,-2.85398,-8.01331,0.825462,-3.90955,29268.7,-8.13546,0.285951,-7.63339e-05,1.00015,-13.6721,501.546,557.076,0.824871,37105.9,8.85991e-07,0.5966,109.842,85.6592,23.882,24.9328,0.957856,518.451,575.645,0.616598 
55,120,55,19686.5,0,5,101,125,0,5,135,-9.85686,-5.92367,-10.6091,-7.77685,-4.76006,-117.077,3.52958,27657.1,-5.02943,16439.4,-9.40449,-5.47131,-9.70437,-7.32448,-4.3077,0.732015,10.3716,28170.3,1.81255,0.826642,0.000210341,0.999965,12.5466,567.076,640.134,0.711931,36184.1,8.78593e-07,0.685754,109.978,85.3977,25.6255,26.963,0.950394,596.911,673.207,0.721509 
56,40,56,18101.9,0,5,101,125,0,5,135,-4.9729,-1.29168,-8.63511,-6.95471,-7.21418,-131.128,13.7557,26403.3,-23.4456,16439.4,-4.46624,-0.785022,-7.6218,-6.44806,-6.70753,0.707177,21.4189,26978,-15.7824,8.63673,0.000453473,1.00032,2.47998,497.468,546.539,0.51917,34212.7,8.62338e-07,0.604666,109.544,85.5017,24.7684,25.7028,0.963648,557.65,611.747,0.677313 
58,60,58,20019.2,0,5,101,125,0,5,135,-8.19255,-3.93517,-10.8145,-4.66228,-6.3051,-130.917,-2.18615,27956.5,-16.3877,16439.4,-7.68671,-3.42933,-9.80286,-4.15644,-5.79926,0.682494,5.46465,28530.3,-8.73686,-1.08867,0.000109439,1.00017,-5.01958,522.982,593.683,0.617199,36171.2,8.78488e-07,0.634286,109.489,85.3184,24.8896,26.2598,0.947823,563.122,638.551,0.682595 
59,140,59,18093.1,0,5,101,125,0,5,135,-5.99212,-6.16087,-8.32197,-7.36866,-5.91533,-170.255,10.4996,25749.7,-24.6645,16439.4,-5.33429,-5.50303,-7.0063,-6.71083,-5.25749,0.764983,20.4493,26495.9,-14.7148,7.32547,0.000440829,1.0003,2.79153,590.774,661.227,3.4203,33641.4,8.57511e-07,0.728863,109.783,85.0472,25.4999,26.7287,0.954029,591.076,661.557,0.729231 
60,130,60,17780.1,0,5,101,125,0,5,135,-8.40787,-5.63196,-9.64553,-10.8147,-6.99761,-98.3059,0.963997,25700.2,-2.19597,16439.4,-8.02803,-5.25212,-8.88586,-10.4348,-6.61777,0.773427,6.70899,26131.1,3.54903,0.611698,0.000146689,0.999926,10.9678,589.165,645.208,0.804569,33618.1,8.57313e-07,0.719166,110.064,84.874,25.9252,26.8707,0.964814,610.957,668.606,0.745506 
61,50,61,18895.4,0,5,101,125,0,5,135,-6.86074,-7.20258,-10.8694,-3.10382,-11.4135,-125.111,8.91995,26767.3,-9.57458,16439.4,-6.37734,-6.71918,-9.90259,-2.62041,-10.9301,0.729065,16.2314,27315.6,-2.2631,1.20093,0.000339438,1.00004,13.5157,559.122,620.894,4.86533,35080.1,8.69565e-07,0.67758,109.677,85.7353,24.8033,25.8965,0.957788,559.223,621.003,0.6777 
62,30,62,20423.5,0,5,101,125,0,5,135,-5.35536,-5.61536,-11.3337,-7.09996,-11.3629,-174.929,2.8819,27712.7,-17.4747,16439.4,-4.67947,-4.93946,-9.98196,-6.42407,-10.687,0.7281,13.1048,28479.4,-7.25183,2.97662,0.000262873,1.00014,4.40256,512.56,569.938,0.831379,35715.7,8.74786e-07,0.617852,109.855,85.5509,24.1367,25.2119,0.957353,529.567,588.605,0.638221 
63,90,63,22325.3,0,5,101,125,0,5,135,-7.14951,-0.87766,-5.6283,-5.80593,-8.81112,-140.341,12.231,29405.9,11.9188,16439.4,-6.60726,-0.335409,-4.54379,-5.26368,-8.26887,0.818386,20.4326,30021,20.1204,0.458365,0.000388769,0.999636,44.577,537.917,603.064,0.533304,37954.5,8.92695e-07,0.638024,109.996,85.0451,25.6838,26.9132,0.95432,599.629,670.721,0.71041 
64,10,64,18670.6,0,5,101,125,0,5,135,-4.44501,-0.879435,-9.40191,-3.16612,-7.19257,-107.87,1.99297,26857.5,-24.7371,16439.4,-4.02822,-0.462648,-8.56834,-2.74933,-6.77578,0.620607,8.29687,27330.3,-18.4332,-0.600225,0.000173443,1.00037,-13.8229,436.334,492.861,0.610206,34657.2,8.66057e-07,0.535458,109.349,86.2149,22.7396,23.9355,0.950039,470.037,530.514,0.576592 
65,100,65,19795.8,0,5,101,125,0,5,135,-4.21767,-3.60011,-9.65575,-4.19102,-7.15346,-100.99,15.7404,28219.3,-18.3618,16439.4,-3.82747,-3.20991,-8.87534,-3.80082,-6.76326,0.664788,21.6423,28661.9,-12.4599,3.23484,0.000431294,1.00024,6.69038,560.446,623.494,0.655564,36563.2,8.81651e-07,0.670481,110.079,85.0987,25.6277,26.7783,0.957031,597.013,664.016,0.714142 
66,70,66,19501,0,5,101,125,0,5,135,-6.0989,-4.27724,-5.30957,-5.58631,-6.68724,-119.758,12.3489,27468.4,-20.4877,16439.4,-5.63617,-3.81452,-4.38412,-5.12359,-6.22452,0.825909,19.3476,27993.3,-13.489,6.12117,0.000394786,1.00026,3.16076,570.131,627.92,1.08707,35483.9,8.72889e-07,0.685458,109.831,84.9101,25.2391,26.2385,0.96191,579.047,637.517,0.696056 
67,200,67,19199,0,5,101,125,0,5,135,-6.51164,-4.36797,-5.82909,-7.57464,-8.23416,-165.632,16.7489,26943.3,-4.46682,16439.4,-5.87167,-3.728,-4.54916,-6.93467,-7.59419,0.84137,26.4284,27669.3,5.21269,0.808613,0.000545503,0.999898,32.6836,592.868,641.226,0.803462,35389.5,8.72114e-07,0.706986,109.676,84.9325,26.0106,26.7925,0.970818,614.989,664.72,0.733128 
68,80,68,18805.8,0,5,101,125,0,5,135,-5.48843,-7.05093,-3.73754,-9.31251,-9.46167,-156.48,18.669,26645.2,-23.2007,16439.4,-4.88383,-6.44632,-2.52833,-8.70791,-8.85706,0.91954,27.8137,27331,-14.056,2.54088,0.000581182,1.00028,10.9465,543.808,603.781,0.609122,34733,8.66687e-07,0.66115,109.852,85.6044,25.4137,26.5244,0.958123,587.084,651.485,0.713576 
69,150,69,20716.8,0,5,101,125,0,5,135,-5.57796,-5.74894,-15.0794,-7.57438,-8.27906,-102.914,12.5591,28754.6,-16.5729,16439.4,-5.18032,-5.3513,-14.2841,-7.17674,-7.88143,0.641768,18.5733,29205.7,-10.5586,3.14645,0.000363268,1.0002,5.90295,607.769,671.924,1.17847,37836.6,8.9177e-07,0.7166,110.078,84.9717,26.0149,27.0989,0.959999,615.19,680.009,0.725286 
70,110,70,19659.3,0,5,101,125,0,5,135,-10.1414,-5.30375,-13.5785,-12.059,-7.33912,-131.53,-3.02455,27594.6,-23.4596,16439.4,-9.63315,-4.79554,-12.5621,-11.5508,-6.83091,0.723134,4.66204,28171.1,-15.773,-0.326802,9.45567e-05,1.0003,-14.2656,592.214,661.52,0.878689,36248,8.7911e-07,0.71198,109.732,85.204,25.8888,27.1027,0.955211,609.241,680.201,0.732268 
71,180,71,15976.7,0,5,101,125,0,5,135,-0.932411,-2.18054,-10.0413,-11.8261,-9.8751,-157.644,4.90718,23665,3.88248,16439.4,-0.323308,-1.57144,-8.8231,-11.217,-9.266,0.717216,14.1199,24356,13.0952,0.47328,0.000331164,0.999708,29.8341,553.867,572.566,0.539747,30779.4,8.3247e-07,0.676468,109.797,85.0011,26.0069,26.1824,0.993296,614.813,634.793,0.750445 
72,190,72,19241.3,0,5,101,125,0,5,135,-3.42812,-2.96607,-12.2284,-11.7972,-14.2365,-123.589,22.3989,26989.1,0.649111,16439.4,-2.9506,-2.48855,-11.2734,-11.3197,-13.7589,0.730245,29.6214,27530.8,7.87165,0.758213,0.000614444,0.999845,39.0674,591.689,637.318,0.727472,35137.1,8.70036e-07,0.70581,109.954,85.0855,26.1325,26.861,0.972881,620.766,668.122,0.740209 
73,170,73,14237.3,0,5,101,125,0,5,135,-4.78721,-6.80095,-10.9576,-9.09957,-3.56165,-152.666,9.02658,22372.6,-26.5965,16439.4,-4.19734,-6.21108,-9.77788,-8.5097,-2.97178,0.691236,17.9483,23041.8,-17.6747,-5.50342,0.000444915,1.00042,-3.26131,546.862,608.664,0.582464,29057.1,8.16644e-07,0.706472,109.851,85.2596,25.598,26.7473,0.957033,595.633,662.479,0.769206 
74,20,74,18272,0,5,101,125,0,5,135,-2.45094,-5.60553,-13.4299,-4.92367,-11.6408,-123.862,7.50253,26094.7,-32.8911,16439.4,-1.97236,-5.12695,-12.4727,-4.44509,-11.1622,0.645453,14.741,26637.6,-25.6525,-0.918902,0.000316124,1.00052,-16.042,458.543,508.708,0.591425,33548.4,8.5672e-07,0.563749,109.737,85.985,23.394,24.3929,0.95905,497.478,550.983,0.611107 
75,120,75,16186.7,0,5,101,125,0,5,135,-8.54118,-3.73777,-3.93062,-5.23738,-11.5952,-193.322,4.28459,24157.2,-12.0415,16439.4,-7.79422,-2.99081,-2.43671,-4.49042,-10.8483,0.914682,15.5823,25004.5,-0.743767,1.06076,0.000355976,1.00002,14.6898,570.129,626.749,0.74173,31777.3,8.41371e-07,0.71047,110.071,85.3002,25.6159,26.5997,0.963016,596.466,655.188,0.743 
76,40,76,17384.1,0,5,101,125,0,5,135,-7.45533,-1.6438,-4.51673,-9.31408,-1.30874,-127.871,-5.4367,25421.2,-23.3803,16439.4,-6.96127,-1.14973,-3.52859,-8.82001,-0.814671,0.834138,2.03608,25981.6,-15.9075,-0.119398,4.47787e-05,1.00033,-17.0529,522.085,573.426,0.689136,33098,8.52869e-07,0.641545,109.672,85.3173,24.6336,25.5666,0.963504,551.595,605.284,0.677497 
77,160,77,15605.8,0,5,101,125,0,5,135,-7.03868,-4.24411,-14.8612,-4.2932,-5.73252,-68.1404,16.9404,23729.7,-17.493,16439.4,-6.7754,-3.98083,-14.3346,-4.02991,-5.46924,0.585585,20.9225,24028.3,-13.5109,4.44263,0.00049732,1.00031,4.70948,575.413,641.478,242.017,30919.7,8.33733e-07,0.728708,110.059,85.1871,25.8164,26.4967,0.974324,605.838,650.125,0.752748 
78,60,78,18673.2,0,5,101,125,0,5,135,-6.72007,-3.6644,-10.2736,-4.57161,-12.2484,-104.124,19.7397,26661.2,-8.87845,16439.4,-6.31776,-3.26208,-9.469,-4.16929,-11.8461,0.729953,25.8247,27117.6,-2.79342,1.14916,0.000543889,1.00006,22.4726,515.117,577.893,0.519385,34362.3,8.63593e-07,0.631782,110.048,85.4176,25.2007,26.4276,0.953574,577.284,646.738,0.707538 
79,140,79,17243.9,0,5,101,125,0,5,135,-9.93105,-4.76584,-10.202,-5.77931,-12.5903,-205.163,-2.11761,25183.1,-32.9254,16439.4,-9.13834,-3.97313,-8.61655,-4.9866,-11.7976,0.776265,9.87214,26082.3,-20.9357,-0.647325,0.000216238,1.00044,-15.2507,591.741,647.382,1.18364,33055.6,8.52505e-07,0.726021,109.386,85.6082,25.6677,26.5974,0.965045,598.879,655.074,0.734713 
80,130,80,17227.5,0,5,101,125,0,5,135,-6.67921,-6.39498,-8.74422,-5.61063,-8.37423,-183.962,4.29322,25031.7,-5.16762,16439.4,-5.96842,-5.68419,-7.32264,-4.89984,-7.66343,0.767819,15.0439,25838,5.5831,0.691877,0.000332599,0.999883,21.7437,599.632,646.249,1.15056,32820.8,8.50481e-07,0.731943,109.85,85.3511,25.8511,26.5886,0.97226,607.466,654.642,0.741478 
81,50,81,15918.7,0,5,101,125,0,5,135,-5.10122,-7.90509,-10.6083,0.408218,-10.5415,-70.4906,4.97623,23816.1,-6.59871,16439.4,-4.82886,-7.63273,-10.0636,0.68058,-10.2692,0.686627,9.0957,24125.1,-2.47924,1.48608,0.000215395,1.00006,6.12061,535.172,608.86,3.41151e+09,31047.1,8.34876e-07,0.683728,109.527,85.3702,24.2641,25.642,0.946262,535.173,608.86,0.683728 
82,30,82,19996.3,0,5,101,125,0,5,135,-6.83999,-5.50997,-12.2922,-5.31408,-12.1555,-14.9383,2.06599,28067.6,-11.6072,16439.4,-6.78227,-5.45225,-12.1768,-5.25636,-12.0978,0.708448,2.93898,28133.1,-10.7342,-0.29561,5.96918e-05,1.00021,-9.94208,504.472,567.38,0.680559,36076.9,8.77724e-07,0.609533,110.06,85.9681,24.2306,25.4538,0.951943,533.694,599.953,0.644684 
83,90,83,18191.4,0,5,101,125,0,5,135,-7.81927,-3.75329,-13.1687,-5.44606,-9.16615,-40.587,7.81311,26360,-19.8345,16439.4,-7.66245,-3.59647,-12.8551,-5.28924,-9.00933,0.665341,10.185,26537.9,-17.4626,-0.94567,0.000219262,1.00036,-10.7702,563.81,644.072,3.48046e+06,34398.8,8.63899e-07,0.697542,109.935,85.3132,24.905,26.3732,0.94433,563.817,644.076,0.697549 
84,10,84,18564.2,0,5,101,125,0,5,135,-5.94399,-8.41224,-13.1574,-3.47255,-8.96953,-32.0978,-1.23283,26883.4,-19.4892,16439.4,-5.81997,-8.28822,-12.9093,-3.34853,-8.84551,0.670777,0.642968,27024.1,-17.6134,-0.0313747,1.35954e-05,1.00035,-20.4932,406.472,471.512,0.506965,34183.8,8.62095e-07,0.507816,109.643,86.3248,22.4391,23.9341,0.937536,457.695,530.453,0.571553 
85,100,85,18296.6,0,5,101,125,0,5,135,-3.70143,-6.60718,-13.2765,-8.39538,-4.51546,-58.9278,2.0265,26237.8,-17.1524,16439.4,-3.47375,-6.37949,-12.8211,-8.16769,-4.28777,0.635036,5.47024,26496.1,-13.7087,-0.498192,0.00011796,1.00028,-10.9802,567.567,635.084,0.855289,34047.7,8.6095e-07,0.697343,109.814,84.7841,25.3704,26.5857,0.954287,585.085,654.497,0.718763 
86,70,86,17798.4,0,5,101,125,0,5,135,-5.5098,-3.34488,-11.9185,-8.47079,-11.2075,-39.67,-0.45437,26012.6,-17.3271,16439.4,-5.35652,-3.1916,-11.6119,-8.31751,-11.0543,0.706264,1.86394,26186.5,-15.0088,-0.115438,4.06723e-05,1.00031,-16.1467,565.459,632.892,1.51399,34128.2,8.61627e-07,0.694299,109.363,85.1904,25.0122,26.2174,0.954029,568.68,636.491,0.69825 
87,200,87,17883.1,0,5,101,125,0,5,135,-4.13778,-6.73828,-14.3252,-9.77626,-11.4339,-64.5188,6.55057,25661.8,-7.02408,16439.4,-3.88849,-6.48899,-13.8266,-9.52697,-11.1846,0.692165,10.321,25944.6,-3.2536,1.60846,0.000227269,1.00007,6.41673,582.154,657.208,347.038,33441.7,8.55811e-07,0.722757,110.181,84.8203,25.6342,26.8703,0.954,597.319,668.586,0.738421 
88,80,88,20633.5,0,5,101,125,0,5,135,-5.45431,-3.03251,-6.56534,-8.18582,-9.24524,-86.8604,14.7136,28500,-5.60463,16439.4,-5.1187,-2.6969,-5.89412,-7.85021,-8.90963,0.806557,19.7898,28880.7,-0.528508,1.03311,0.000391403,1.00001,19.1556,585.169,651.981,1.02969e+06,37360.7,8.88015e-07,0.695565,109.88,84.9596,25.3722,26.5346,0.956195,585.171,651.984,0.695568 
89,150,89,18534.6,0,5,101,125,0,5,135,-6.14909,-7.37201,-12.2757,-7.30502,-13.4746,-91.4463,9.57297,26364.3,-11.4328,16439.4,-5.79576,-7.01868,-11.569,-6.95169,-13.1212,0.739767,14.9171,26765.1,-6.08871,1.96003,0.000318374,1.00012,7.61063,605.32,654.045,4.24014e+07,34183.2,8.6209e-07,0.729867,109.836,84.948,25.8054,26.5765,0.970985,605.323,654.047,0.72987 
90,110,90,17246.5,0,5,101,125,0,5,135,-2.08479,-5.30476,-14.0197,-5.15587,-10.0648,-31.0448,6.70776,24588.6,-1.61862,16439.4,-1.96484,-5.18481,-13.7798,-5.03592,-9.94486,0.616271,8.52202,24724.6,0.195638,0.97319,0.00019692,0.999996,8.75679,590.958,651.838,2.15888,32434.8,8.47134e-07,0.732649,110,85.1324,25.5229,26.5579,0.961028,592.14,653.13,0.734108 
92,190,92,17876.2,0,5,101,125,0,5,135,-4.89743,-2.28798,-11.5893,-6.6183,-7.77447,-53.0771,19.2357,25425.4,3.28128,16439.4,-4.69235,-2.0829,-11.1791,-6.41322,-7.56939,0.649963,22.3376,25658.1,6.38311,0.744652,0.000497231,0.999865,29.9973,574.375,646.277,0.744085,32843.2,8.50675e-07,0.716215,109.96,84.9498,25.7062,27.0169,0.951486,600.677,675.902,0.749029 
93,170,93,17708.3,0,5,101,125,0,5,135,-5.52781,-4.3507,-11.7839,-7.7501,-13.549,-98.67,13.524,25180.3,-2.97102,16439.4,-5.14657,-3.96946,-11.0214,-7.36886,-13.1677,0.729031,19.2903,25612.7,2.79525,0.851872,0.000430188,0.999941,22.6446,570.283,668.217,807.291,32553.3,8.48165e-07,0.727819,109.524,85.173,25.5346,26.3824,0.967867,592.685,644.524,0.728704 
94,20,94,17062.1,0,5,101,125,0,5,135,-7.42959,-3.92523,-10.4957,-5.94937,-6.33204,-26.9314,11.0977,24713.7,-44.0637,16439.4,-7.32553,-3.82117,-10.2876,-5.84532,-6.22798,0.692977,12.6716,24831.7,-42.4898,-0.330712,0.000291515,1.00093,-38.3162,468.492,521.108,0.707118,31876.6,8.42247e-07,0.586645,109.535,86.0749,23.2778,24.3246,0.956966,492.549,547.902,0.616789 
95,120,95,17512,0,5,101,125,0,5,135,-7.26732,-8.07662,-14.2531,-6.63511,-11.3206,-78.7464,8.47497,25197,-13.2721,16439.4,-6.96306,-7.77236,-13.6446,-6.33085,-11.0163,0.701609,13.0769,25542.1,-8.67018,4.89278,0.000292471,1.00018,2.6727,557.498,624.15,0.667012,32501.2,8.47712e-07,0.695853,109.792,85.2027,25.5167,26.7455,0.954057,591.855,662.39,0.738612 
96,40,96,20622.9,0,5,101,125,0,5,135,-9.27248,-2.26167,-12.8558,-9.28429,-11.4462,-98.0774,6.05954,28233.1,-5.11498,16439.4,-8.89352,-1.88272,-12.0979,-8.90534,-11.0672,0.717646,11.7912,28663,0.616658,0.940948,0.000235015,0.999988,12.5312,487.909,552.438,0.513895,36279,8.7936e-07,0.590397,109.494,85.67,24.5526,25.872,0.949004,547.977,619.83,0.662751 
97,160,97,18778.8,0,5,101,125,0,5,135,-4.53216,-6.71443,-8.10959,-8.29088,-11.1248,-102.426,11.6852,26198,-16.1505,16439.4,-4.1364,-6.31868,-7.31808,-7.89513,-10.729,0.798939,17.671,26647,-10.1648,3.22861,0.0003788,1.00021,5.47324,602.733,662.443,1.56109,34417.1,8.64052e-07,0.731301,109.764,85.5366,25.8185,26.8166,0.96278,605.935,665.915,0.735161 
98,60,98,18512.7,0,5,101,125,0,5,135,-9.71059,-8.82211,-10.2567,-10.0889,-10.4564,-138.431,5.77192,26113.5,-12.054,16439.4,-9.17572,-8.28724,-9.18697,-9.55402,-9.92158,0.800827,13.8618,26720.3,-3.96412,1.52246,0.000296355,1.00008,9.10488,558.432,618.397,1.036e+09,33961.5,8.60222e-07,0.683138,110.004,85.1399,24.7858,25.842,0.959127,558.432,618.394,0.683136 
99,140,99,18867.2,0,5,101,125,0,5,135,-5.30326,-4.24381,-7.52263,-11.9476,-7.46059,-101.986,3.50316,26165.7,-2.47424,16439.4,-4.90921,-3.84975,-6.73452,-11.5536,-7.06654,0.802585,9.46323,26612.7,3.48583,0.693469,0.000203154,0.999929,13.6462,585.224,643.576,0.80844,34111.6,8.61488e-07,0.71238,109.848,85.3503,25.832,26.831,0.962767,606.569,666.63,0.73813 
100,130,100,17251.4,0,5,101,125,0,5,135,-7.50088,-6.9736,-6.11518,-6.95163,-6.98748,-58.4255,5.99368,25127.4,-4.23366,16439.4,-7.27513,-6.74785,-5.66369,-6.72589,-6.76173,0.829275,9.40806,25383.5,-0.819273,1.11669,0.000211748,1.00002,8.42493,594.685,645.874,0.988486,33109.9,8.52971e-07,0.726579,109.956,84.9597,25.8365,26.676,0.968527,606.78,658.953,0.741325 
101,50,101,19385.4,0,5,101,125,0,5,135,-12.7952,-7.78862,-8.02389,-7.45234,-7.72609,-163.799,4.13968,26649.8,6.68598,16439.4,-12.1623,-7.15573,-6.75811,-6.81945,-7.09321,0.831,13.7121,27367.8,16.2584,0.412739,0.000286222,0.999678,33.2222,546.452,586.794,0.784329,34611.6,8.65677e-07,0.654129,109.852,85.4237,24.9993,25.6546,0.974459,568.097,609.455,0.679714 
102,30,102,18687.5,0,5,101,125,0,5,135,-0.345918,-6.48473,-6.5177,-8.5839,-5.89747,-95.7847,-7.55447,26153.5,-15.5683,16439.4,0.0241747,-6.11464,-5.77752,-8.21381,-5.52738,0.774397,-1.95681,26573.3,-9.97067,0.140559,-4.20806e-05,1.0002,-13.9216,499.544,556.93,0.709277,33666.6,8.57725e-07,0.614949,110.082,86.0325,24.0403,25.1436,0.956119,525.347,585.422,0.646561 
103,90,103,17347.7,0,5,101,125,0,5,135,-4.1981,-5.92215,-15.374,-10.9665,-7.71122,-103.635,4.34884,24631.3,-5.91049,16439.4,-3.79767,-5.52173,-14.5731,-10.5661,-7.3108,0.651105,10.4053,25085.5,0.145927,0.983449,0.000236968,0.999997,10.5804,542.515,596.638,0.614401,31791.3,8.41495e-07,0.676099,109.91,85.5986,25.3702,26.3437,0.963044,585.076,642.638,0.728682 
104,10,104,15144.3,0,5,101,125,0,5,135,-6.87331,-5.11681,-5.3499,-12.0148,-7.95482,-19.6583,1.68241,23297.9,-31.8632,16439.4,-6.79736,-5.04085,-5.19799,-11.9388,-7.87887,0.858957,2.83124,23384.1,-30.7144,-0.0832081,6.91813e-05,1.00071,-34.026,411.658,457.803,0.488428,29969.3,8.25101e-07,0.526139,109.902,85.9758,22.7059,23.6973,0.958165,468.644,520.007,0.598299 
105,100,105,19249.4,0,5,101,125,0,5,135,-2.89257,-5.88529,-3.58793,-7.72019,-10.5325,-82.7891,17.2473,26769.7,-17.9672,16439.4,-2.57269,-5.56541,-2.94817,-7.40031,-10.2126,0.897273,22.0855,27132.6,-13.129,3.48863,0.000464916,1.00026,6.3307,582.695,643.98,88.4666,34936.6,8.68377e-07,0.705421,109.839,85.6201,25.3799,26.4306,0.960246,585.524,646.884,0.708724 
106,70,106,17058.3,0,5,101,125,0,5,135,0.636194,-4.05279,-8.49994,-6.5491,-9.58713,-40.0787,8.20891,24941.4,-19.0688,16439.4,0.79105,-3.89794,-8.19023,-6.39424,-9.43227,0.698041,10.5511,25117,-16.7266,-1.10822,0.000239987,1.00036,-9.52081,548.43,644.656,965.891,32215.9,8.45224e-07,0.703482,109.829,85.5252,24.9465,25.9973,0.95958,565.697,625.847,0.70397 
107,200,107,15417,0,5,101,125,0,5,135,-0.869452,-8.14802,-6.87931,-5.00393,-11.9189,-116.753,0.668052,23185.8,3.89663,16439.4,-0.418343,-7.69691,-5.9771,-4.55282,-11.4678,0.801511,7.49107,23697.6,10.7196,0.368028,0.000180602,0.999754,20.3546,594.546,642.282,990924,30524,8.30161e-07,0.744377,109.828,85.1816,25.5748,26.3366,0.971074,594.552,642.291,0.744386 
108,80,108,16939.9,0,5,101,125,0,5,135,-10.7597,-8.3139,-1.93852,-4.67422,-5.67423,-13.2139,-0.53991,24859.9,-2.37387,16439.4,-10.7087,-8.26284,-1.83641,-4.62317,-5.62317,0.940865,0.232311,24917.9,-1.60165,-0.137489,5.32744e-06,1.00003,-1.68967,556.752,611.87,0.615464,32636.8,8.4889e-07,0.687558,109.931,84.619,25.6917,26.6672,0.963422,600.002,658.515,0.740471 
109,150,109,17818.8,0,5,101,125,0,5,135,-6.85516,-2.21603,-0.899574,-9.28137,-5.11745,-107.361,2.19615,26302.5,-28.1874,16439.4,-6.44033,-1.80121,-0.0699327,-8.86655,-4.70263,0.996804,8.47031,26773,-21.9132,-0.475178,0.000180753,1.00044,-17.8255,596.282,666.275,1.37473,34933.1,8.68349e-07,0.725869,110.116,84.5474,25.711,26.9256,0.95489,600.901,671.341,0.73144 
110,110,110,18037.5,0,5,101,125,0,5,135,-3.98512,-1.53826,-6.69632,-10.0437,-6.34186,-90.4862,-4.30908,25852.4,-5.9846,16439.4,-3.6355,-1.18864,-5.99707,-9.69409,-5.99224,0.77376,0.978935,26249,-0.696586,6.84418,2.13105e-05,1.00001,0.143032,580.296,663.272,936.797,34028.1,8.60784e-07,0.720736,109.574,85.3024,25.4812,26.6846,0.9549,590.206,659.379,0.724728 
111,180,111,17624.9,0,5,101,125,0,5,135,-8.01416,-2.84294,-8.88626,-3.84704,-10.39,-115.059,-1.81201,25377.8,-20.1263,16439.4,-7.56959,-2.39837,-7.99713,-3.40248,-9.94546,0.744607,4.91203,25882.1,-13.4023,-0.439724,0.000108437,1.00028,-11.1707,580.303,620.818,0.687413,33198.8,8.53734e-07,0.703051,110.036,85.2368,25.9922,26.6237,0.976279,614.116,656.371,0.743665 
112,190,112,15755.4,0,5,101,125,0,5,135,-0.90263,-7.53121,-4.28332,-4.17306,-9.24024,-103.115,22.2235,23710.1,-26.7128,16439.4,-0.504214,-7.1328,-3.48648,-3.77465,-8.84182,0.853139,28.2495,24162.1,-20.6867,8.24704,0.00066765,1.00046,3.42541,568.656,634.718,0.642655,31149.5,8.35793e-07,0.718814,109.698,85.4314,25.859,27.0667,0.95538,607.837,678.394,0.768309 
113,170,113,18504.3,0,5,101,125,0,5,135,-7.39323,-1.81007,-13.2571,-5.57986,-7.11817,-129.19,8.38756,26088,-2.53298,16439.4,-6.89407,-1.3109,-12.2588,-5.0807,-6.619,0.61886,15.9374,26654.2,5.01689,0.725824,0.000341559,0.999898,21.9577,574.709,649.766,158.456,33598.5,8.57146e-07,0.712931,110.542,84.9452,25.6779,26.7412,0.960235,599.354,662.179,0.734978 
114,20,114,16155.3,0,5,101,125,0,5,135,-7.09237,-5.0828,-10.9783,-10.3528,-5.23981,-98.031,3.72966,24226.4,-33.7292,16439.4,-6.7136,-4.70403,-10.2208,-9.97407,-4.86104,0.719776,9.45859,24656.1,-28.0002,-0.391795,0.000219164,1.00062,-24.1417,447.736,500.015,0.568166,31395.7,8.3799e-07,0.56463,109.704,86.1407,23.2086,24.2834,0.955742,489.626,546.047,0.617034 
115,120,115,18927.1,0,5,101,125,0,5,135,-3.21234,-5.2097,-7.90905,-5.9002,-10.5881,-119.109,17.1933,26649.6,-17.6978,16439.4,-2.75212,-4.74948,-6.98863,-5.43999,-10.1279,0.767496,24.154,27171.6,-10.7371,2.1433,0.000507709,1.00021,11.2695,591.988,648.363,0.946103,35190.3,8.70475e-07,0.71172,109.825,85.4148,25.8138,26.7616,0.964583,605.714,663.187,0.728107 
116,40,116,19216,0,5,101,125,0,5,135,-5.08299,-3.89437,-6.97742,-5.2062,-4.15065,-194.919,20.8831,27205.9,-3.68953,16439.4,-4.32986,-3.14124,-5.47116,-4.45307,-3.39752,0.736873,32.2741,28060.3,7.70155,0.77739,0.00065681,0.999851,41.516,537.845,613.553,277.3,34965.6,8.68618e-07,0.661342,110.001,85.3489,24.3484,25.7071,0.947145,538.897,611.955,0.661126 
