cyc,amplitude,wiggle time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot,meanEtot_kHz
118,1.1,6.5,118,12844.3,0,5,101,125,0,5,135,-0.209169,-0.489534,-3.20161,0.730667,3.27198,-115.174,32.8542,15326.4,-41.401,16439.4,0.235841,-0.044524,-2.31159,1.17568,3.71699,1.83379,39.585,15831.2,-34.6702,-19.6037,0.00142678,1.00119,-2.01926,5.31793e-30,8.02576,8.6384e-30,13.037,1.72768e-29,26.074 
119,1.25,6.5,119,11139.2,0,5,101,125,0,5,135,-0.788492,0.0931495,-0.254993,0.308975,-0.388855,-85.8659,27.8423,13954.6,-35.7023,16439.4,-0.456723,0.424918,0.408545,0.640743,-0.0570861,0.574609,32.8603,14330.9,-30.6843,-8.2964,0.00130855,1.00116,-3.9608,5.12679e-30,7.7373,8.41631e-30,12.7018,1.68326e-29,25.4036 
120,1.7,6.5,120,13509.5,0,5,101,125,0,5,135,-2.51638,-1.22647,-3.70974,-0.980024,1.80065,-71.5055,37.3672,16059,-23.2604,16439.4,-2.2401,-0.950189,-3.15718,-0.703741,2.07693,0.3653,41.5459,16372.5,-19.0817,2.22791,0.00144793,1.00063,18.6479,5.85645e-30,8.83849,9.34778e-30,14.1076,1.86956e-29,28.2152 
121,0.05,6.5,121,14923.9,0,5,101,125,0,5,135,-1.25179,-2.82455,-2.20111,-0.91844,-1.41868,-32.0656,30.8362,17212.7,-25.149,16439.4,-1.1279,-2.70066,-1.95332,-0.794545,-1.29479,0.75184,32.7101,17353.2,-23.2751,6.84312,0.00107596,1.00073,4.78,5.21503e-30,7.87047,8.39588e-30,12.671,1.67918e-29,25.3419 
122,0.95,6.5,122,11701.4,0,5,101,125,0,5,135,-3.07263,-1.26886,-4.46827,-0.735036,-0.0142718,-43.7879,26.6884,14064.9,-26.2236,16439.4,-2.90344,-1.09967,-4.1299,-0.565848,0.154916,0.516629,29.2473,14256.8,-23.6646,34.4169,0.00117089,1.0009,0.849796,5.318e-30,8.02587,8.52542e-30,12.8665,1.70508e-29,25.7329 
123,1.4,6.5,123,13437.7,0,5,101,125,0,5,135,-3.21032,-1.84194,-4.43591,0.0697643,0.333328,-109.187,22.4601,15623.4,-29.07,16439.4,-2.78845,-1.42006,-3.59216,0.49164,0.755204,0.451899,28.8409,16102,-22.6891,17.8696,0.00102246,1.00077,1.61397,5.95308e-30,8.98433,9.37079e-30,14.1423,1.87416e-29,28.2846 
124,0.5,6.5,124,9578.26,0,5,101,125,0,5,135,-0.114794,2.91225,-0.241144,1.9735,0.372504,-104.767,19.3413,11884.7,-26.4151,16439.4,0.290004,3.31705,0.568452,2.37829,0.777301,0.92246,25.4639,12343.9,-20.2925,22.8816,0.00117739,1.00089,1.11285,5.58973e-30,8.43597,8.71028e-30,13.1455,1.74206e-29,26.2909 
125,0.35,6.5,125,12283.7,0,5,101,125,0,5,135,0.753845,2.20383,-1.58913,-1.51995,-1.96813,-86.8034,21.8666,14740.8,-31.7002,16439.4,1.08924,2.53922,-0.918345,-1.18456,-1.63274,-7.56773,26.9394,15121.3,-26.6274,-5.37338,0.001017,1.00096,-5.01349,4.63371e-30,6.99315,7.62753e-30,11.5114,1.52551e-29,23.0228 
126,0.8,6.5,126,13856.8,0,5,101,125,0,5,135,0.82468,1.69821,-0.51829,-0.782237,-0.642718,-84.7819,19.7448,16173.7,-22.061,16439.4,1.15226,2.0258,0.136871,-0.454657,-0.315138,0.946222,24.6995,16545.3,-17.1064,5.9205,0.000852327,1.00056,4.17186,5.47711e-30,8.26599,8.82368e-30,13.3166,1.76474e-29,26.6332 
127,0.65,6.5,127,13934.7,0,5,101,125,0,5,135,-0.401321,1.11335,-0.296561,0.656071,0.7232,-48.1278,26.9411,16297.4,-34.3488,16439.4,-0.215364,1.29931,0.0753513,0.842028,0.909156,0.97411,29.7537,16508.3,-31.5363,-3.67791,0.00102885,1.00104,-8.08984,5.0729e-30,7.65598,8.22374e-30,12.4112,1.64475e-29,24.8224 
128,0.2,6.5,128,12176.9,0,5,101,125,0,5,135,-3.02096,-1.69259,-4.65794,-0.635647,0.134848,-44.8612,27.7551,14569.2,-34.4392,16439.4,-2.84762,-1.51926,-4.31127,-0.462312,0.308183,0.511874,30.3768,14765.8,-31.8175,-3.89236,0.00117418,1.00117,-7.80423,4.73949e-30,7.1528,7.74748e-30,11.6924,1.5495e-29,23.3848 
129,1.55,6.5,129,14096.5,0,5,101,125,0,5,135,0.214761,2.03967,-2.29331,1.18631,-2.98862,-14.7859,21.7922,16219.7,-31.6441,16439.4,0.271891,2.0968,-2.17905,1.24344,-2.93149,-0.454243,22.6563,16284.5,-30.7801,-1.58661,0.000794388,1.00103,-14.2797,6.07721e-30,9.17167,9.51194e-30,14.3553,1.90239e-29,28.7107 
130,1.1,6.5,130,13290.4,0,5,101,125,0,5,135,0.360975,0.0167995,-1.67037,-2.52783,-2.59498,-17.2423,29.4846,15449.7,-36.0994,16439.4,0.427596,0.0834204,-1.53713,-2.46121,-2.52836,0.744479,30.4922,15525.3,-35.0918,-2.62459,0.00112105,1.00123,-11.6179,5.8754e-30,8.86709,9.26324e-30,13.98,1.85265e-29,27.96 
131,1.25,6.5,131,13330.4,0,5,101,125,0,5,135,1.39323,1.86415,-0.673914,0.564334,-0.623906,-83.2594,32.227,15684.4,-41.3276,16439.4,1.71493,2.18585,-0.0305182,0.886032,-0.302208,1.00685,37.0927,16049.3,-36.4619,-5.56809,0.00131893,1.00123,-6.66164,5.92043e-30,8.93505,9.3562e-30,14.1203,1.87124e-29,28.2406 
132,1.7,6.5,132,14988.1,0,5,101,125,0,5,135,0.780518,1.17134,-2.71607,-1.23997,-1.46852,-91.4368,37.9302,17490.2,-30.0742,16439.4,1.13381,1.52464,-2.00949,-0.88668,-1.11523,-0.485268,43.2737,17890.9,-24.7306,3.1826,0.00138024,1.00075,13.597,5.81328e-30,8.77335,9.30264e-30,14.0395,1.86053e-29,28.0789 
133,0.05,6.5,133,12973,0,5,101,125,0,5,135,1.67256,-0.411316,-3.59807,-0.841182,-0.0422966,-118.735,16.2591,15590.7,-43.9557,16439.4,2.13133,0.0474511,-2.68054,-0.382415,0.41647,-4.73124,23.1979,16111.2,-37.0168,-1.09309,0.000822104,1.00125,-21.2223,4.4431e-30,6.70548,7.43117e-30,11.215,1.48623e-29,22.4301 
134,0.95,6.5,134,11869.6,0,5,101,125,0,5,135,-0.152812,0.598635,-0.630163,3.50098,0.31657,-13.5582,25.693,14010.5,-33.5702,16439.4,-0.100426,0.651021,-0.52539,3.55337,0.368956,1.13309,26.4854,14070,-32.7778,-2.06143,0.0010745,1.00127,-12.848,5.94848e-30,8.97739,9.25254e-30,13.9638,1.85051e-29,27.9277 
135,1.4,6.5,135,13602.2,0,5,101,125,0,5,135,-0.253954,0.854789,-3.0674,0.469261,-0.124673,-42.6511,27.9941,15874.2,-30.2089,16439.4,-0.0891585,1.01958,-2.73781,0.634056,0.040122,-1.41599,30.4866,16061.1,-27.7164,-10.994,0.00108349,1.00094,-2.77301,5.82067e-30,8.7845,9.26417e-30,13.9814,1.85283e-29,27.9628 
136,0.5,6.5,136,12087.8,0,5,101,125,0,5,135,-0.370605,-3.34851,0.00500315,-1.13494,-0.327077,-48.2187,22.4895,14407.3,-28.1755,16439.4,-0.184298,-3.1622,0.377618,-0.948631,-0.14077,1.09305,25.3074,14618.6,-25.3576,-4.94119,0.000988265,1.00094,-5.12172,5.35343e-30,8.07935,8.53662e-30,12.8834,1.70732e-29,25.7668 
137,0.35,6.5,137,13426.4,0,5,101,125,0,5,135,-2.54348,0.573345,-5.2213,0.903381,-0.589931,-69.9004,29.8181,15629.4,-26.6641,16439.4,-2.2734,0.843426,-4.68114,1.17346,-0.31985,0.109626,33.903,15935.8,-22.5791,4.97978,0.00121423,1.00077,6.80814,5.39869e-30,8.14764,8.61961e-30,13.0086,1.72392e-29,26.0173 
138,0.8,6.5,138,12608.9,0,5,101,125,0,5,135,-1.44913,-0.584313,-2.51717,-2.03218,1.48404,-92.0188,31.5139,15108.4,-20.5481,16439.4,-1.09358,-0.22877,-1.80608,-1.67663,1.83958,0.390967,36.8915,15511.7,-15.1705,1.97419,0.00135718,1.00053,18.6869,5.39733e-30,8.14559,8.70133e-30,13.132,1.74027e-29,26.2639 
139,0.65,6.5,139,11855.1,0,5,101,125,0,5,135,-0.340022,0.60356,-1.20001,0.151628,-3.42637,-130.263,31.1444,14363.8,-29.1841,16439.4,0.163291,1.10687,-0.193385,0.65494,-2.92306,0.837675,38.757,14934.8,-21.5715,3.01114,0.00148071,1.00078,12.8712,4.97778e-30,7.51241,8.19713e-30,12.371,1.63943e-29,24.742 
140,0.2,6.5,140,13950,0,5,101,125,0,5,135,-1.56592,-0.930904,3.55129,-1.18133,0.545385,-56.1725,25.5267,16409.1,-23.7511,16439.4,-1.34888,-0.713864,3.98537,-0.964287,0.762424,-1.31604,28.8095,16655.3,-20.4684,6.78287,0.000987453,1.00067,4.24739,4.90561e-30,7.4035,8.03005e-30,12.1189,1.60601e-29,24.2377 
141,1.55,6.5,141,13030.6,0,5,101,125,0,5,135,-0.0271979,-1.51275,-2.19758,-1.05097,-0.106701,-99.2373,20.9972,15366.6,-28.5623,16439.4,0.356235,-1.12931,-1.43071,-0.667533,0.276733,0.448579,26.7967,15801.5,-22.7629,-51.6503,0.000968107,1.00078,-0.51881,5.43005e-30,8.19497,8.8473e-30,13.3523,1.76946e-29,26.7045 
142,1.1,6.5,142,12943.2,0,5,101,125,0,5,135,-2.72408,-0.628343,2.9257,-0.401683,-0.383738,-136.646,21.5479,15468.3,-23.3194,16439.4,-2.1961,-0.100369,3.98165,0.126291,0.144237,-1.03591,29.5335,16067.2,-15.3338,2.65279,0.00104925,1.00052,11.133,5.09987e-30,7.69667,8.38723e-30,12.6579,1.67745e-29,25.3159 
143,1.25,6.5,143,11187.5,0,5,101,125,0,5,135,1.23601,-0.423502,0.476331,3.21604,0.589406,-63.2671,19.0729,13718.3,-36.0034,16439.4,1.48046,-0.17905,0.965234,3.4605,0.833857,0.852883,22.7702,13995.6,-32.3061,-1.4234,0.000928825,1.00125,-15.9971,5.48054e-30,8.27117,8.80542e-30,13.2891,1.76108e-29,26.5781 
