cyc,amplitude,wiggle time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot,meanEtot_kHz
165,1.55,8.5,165,14178.7,0,5,101,125,0,5,135,-1.51014,0.768227,-2.163,-3.5267,-0.46303,-109.639,28.8562,16518.5,-31.6969,16439.4,-1.08652,1.19185,-1.31575,-3.10307,-0.0394051,0.69773,35.2635,16999,-25.2896,7.17317,0.00118399,1.00081,4.91602,5.75741e-30,8.68902,9.32174e-30,14.0683,1.86435e-29,28.1366 
166,1.1,8.5,166,12848,0,5,101,125,0,5,135,0.370788,-0.456123,-2.87064,-1.26343,0.443748,-72.675,22.8696,15298,-32.4994,16439.4,0.65159,-0.175321,-2.30904,-0.982624,0.72455,-0.104358,27.1167,15616.6,-28.2523,-3.99591,0.000991247,1.00098,-6.7861,5.62092e-30,8.48304,9.01052e-30,13.5986,1.8021e-29,27.1972 
167,1.25,8.5,167,8906.71,0,5,101,125,0,5,135,-0.407215,-1.24818,-2.3713,-1.15808,-1.44387,-89.6822,26.8373,11302.7,-28.8257,16439.4,-0.0607013,-0.90167,-1.67827,-0.811566,-1.09736,0.631114,32.0783,11695.8,-23.5847,8.49373,0.00156482,1.0011,3.77671,5.67316e-30,8.56188,9.00504e-30,13.5903,1.80101e-29,27.1806 
168,1.7,8.5,168,12078.4,0,5,101,125,0,5,135,0.720003,0.01014,-3.19972,0.22648,-0.565509,-178.817,37.3488,14569.9,-36.5648,16439.4,1.41092,0.701054,-1.81789,0.917394,0.125404,2.35981,47.7989,15353.7,-26.1148,2.90374,0.0017758,1.00092,16.4611,5.67862e-30,8.57012,9.24995e-30,13.9599,1.84999e-29,27.9199 
169,0.05,8.5,169,14087.8,0,5,101,125,0,5,135,2.05841,-1.06569,-0.581116,1.34597,-3.95214,-168.507,33.9882,16591,-31.0854,16439.4,2.70949,-0.41461,0.721038,1.99705,-3.30106,0.578809,43.8358,17329.6,-21.2379,2.38883,0.00144336,1.00067,18.3503,4.50109e-30,6.793,7.49017e-30,11.3041,1.49803e-29,22.6082 
170,0.95,8.5,170,11998.6,0,5,101,125,0,5,135,-2.59041,-0.360277,-0.494829,1.39887,0.93366,-121.244,22.4007,14385.7,-32.429,16439.4,-2.12194,0.108187,0.442098,1.86733,1.40212,0.739604,29.4862,14917.1,-25.3435,-31.8443,0.00112825,1.00092,-0.92595,4.83571e-30,7.29801,8.11942e-30,12.2538,1.62388e-29,24.5075 
171,1.4,8.5,171,11893.2,0,5,101,125,0,5,135,-1.67934,-0.747469,-1.85152,1.06538,-0.10634,-98.8456,33.7939,14526.1,-35.0587,16439.4,-1.29742,-0.36555,-1.08768,1.4473,0.27558,-0.0582892,39.5704,14959.4,-29.2822,8.92877,0.00150926,1.00106,4.43179,5.53255e-30,8.34967,9.0097e-30,13.5974,1.80194e-29,27.1947 
172,0.5,8.5,172,11786.3,0,5,101,125,0,5,135,1.28744,0.644032,-0.465847,-1.124,-2.92043,-93.4556,23.9811,14306.5,-44.6919,16439.4,1.64854,1.00513,0.25634,-0.762911,-2.55934,1.62182,29.4427,14716.2,-39.2303,-1.66968,0.00114195,1.00145,-17.6337,4.68066e-30,7.064,7.72032e-30,11.6514,1.54406e-29,23.3029 
173,0.35,8.5,173,11046.5,0,5,101,125,0,5,135,0.163244,-1.53964,-1.7968,-2.38015,-0.681825,-89.1243,24.3056,13417.3,-29.1036,16439.4,0.507603,-1.19528,-1.10809,-2.03579,-0.337467,0.73421,29.5141,13807.9,-23.8952,35.1446,0.00121992,1.00094,0.839788,4.85962e-30,7.33408,7.99591e-30,12.0673,1.59918e-29,24.1347 
174,0.8,8.5,174,14366.2,0,5,101,125,0,5,135,0.17132,-0.00523838,-2.32741,-2.18371,2.46614,-66.3542,19.2694,16914.5,-29.0429,16439.4,0.4277,0.251141,-1.81465,-1.92733,2.72252,-4.32735,23.1472,17205.3,-25.1651,-3.28283,0.00076818,1.00079,-7.05098,4.43747e-30,6.69699,7.57867e-30,11.4377,1.51573e-29,22.8753 
175,0.65,8.5,175,10551.2,0,5,101,125,0,5,135,0.266931,-0.520077,-2.09801,0.628264,-1.17851,-115.189,19.2534,12985.1,-21.2568,16439.4,0.711999,-0.0750088,-1.20787,1.07333,-0.733444,-4.22896,25.9851,13490,-14.5251,3.03744,0.00109951,1.00058,8.55493,4.96376e-30,7.49126,8.27654e-30,12.4909,1.65531e-29,24.9818 
176,0.2,8.5,176,11456,0,5,101,125,0,5,135,0.511926,-0.29369,0.499705,0.985573,-2.08028,-164.896,34.8944,13826.2,-16.8233,16439.4,1.14905,0.343436,1.77396,1.6227,-1.44315,0.485212,44.5309,14548.9,-7.18673,1.24018,0.00174596,1.00027,35.9068,5.21604e-30,7.87199,8.50288e-30,12.8325,1.70058e-29,25.6649 
177,1.55,8.5,177,11959,0,5,101,125,0,5,135,-1.82322,-2.58573,-6.16731,-2.95765,-1.35131,-91.5384,32.3611,14490.7,-35.9451,16439.4,-1.46953,-2.23204,-5.45994,-2.60396,-0.997627,0.572209,37.7106,14891.9,-30.5956,37.8691,0.00144493,1.00112,0.995813,5.48861e-30,8.28335,8.959e-30,13.5208,1.7918e-29,27.0417 
178,1.1,8.5,178,11902.6,0,5,101,125,0,5,135,-2.305,-1.5375,-1.6753,0.353662,-0.598737,-105.706,17.6073,14246.6,-29.8244,16439.4,-1.89657,-1.12907,-0.85844,0.762089,-0.190309,0.740833,23.7847,14709.9,-23.6469,-5.18011,0.000923102,1.00087,-4.59155,5.46951e-30,8.25453,8.77427e-30,13.242,1.75485e-29,26.4841 
179,1.25,8.5,179,11839.6,0,5,101,125,0,5,135,0.142742,0.759243,0.00699774,1.02379,1.39575,-201.464,22.5753,14206.2,-25.254,16439.4,0.921159,1.53766,1.56383,1.80221,2.17417,0.804497,34.3489,15089.3,-13.4805,1.89018,0.0012991,1.00049,18.1723,5.45999e-30,8.24017,8.90958e-30,13.4463,1.78192e-29,26.8925 
180,1.7,8.5,180,16000.7,0,5,101,125,0,5,135,0.908217,-1.40965,-2.74103,-1.88568,-3.232,-136.421,37.8566,18374,-27.0865,16439.4,1.43532,-0.882547,-1.68682,-1.35858,-2.7049,0.675457,45.8291,18971.9,-19.1141,2.00195,0.00137846,1.00055,22.8922,5.91065e-30,8.9203,9.64957e-30,14.563,1.92991e-29,29.1261 
181,0.05,8.5,181,15180.8,0,5,101,125,0,5,135,-2.36358,-0.224017,-2.51531,-1.07345,-1.83204,-146.683,25.5856,17545.5,-36.5504,16439.4,-1.79682,0.342736,-1.38181,-0.506695,-1.26528,0.70012,34.1577,18188.4,-27.9783,58.5104,0.00107199,1.00084,0.583789,4.86237e-30,7.33824,7.97447e-30,12.035,1.59489e-29,24.07 
182,0.95,8.5,182,15198.6,0,5,101,125,0,5,135,0.192135,-1.32046,-1.3387,0.67896,-2.53505,-91.8475,31.5447,17539.6,-29.3722,16439.4,0.547015,-0.965581,-0.628939,1.03384,-2.18017,0.713316,36.9123,17942.2,-24.0046,4.55329,0.00117422,1.00073,8.10674,5.30385e-30,8.00452,8.6635e-30,13.0749,1.7327e-29,26.1497 
183,1.4,8.5,183,13590.4,0,5,101,125,0,5,135,-2.4135,-0.892369,-3.23783,-0.25082,0.345315,-126.557,27.4833,16127.9,-29.539,16439.4,-1.92451,-0.403378,-2.25984,0.238172,0.834307,0.357132,34.8793,16682.6,-22.1429,4.19839,0.0011933,1.00072,8.30779,5.25648e-30,7.93303,8.69195e-30,13.1178,1.73839e-29,26.2356 
184,0.5,8.5,184,13349.2,0,5,101,125,0,5,135,0.142777,-1.15312,-3.37502,-0.152555,-0.239493,-99.766,23.6009,15746.3,-21.7402,16439.4,0.528254,-0.767639,-2.60406,0.232921,0.145983,-0.0566107,29.4313,16183.6,-15.9099,2.84651,0.00103811,1.00053,10.3394,5.05293e-30,7.62583,8.24257e-30,12.4396,1.64851e-29,24.8792 
185,0.35,8.5,185,13385.3,0,5,101,125,0,5,135,-2.68443,-0.66442,-1.36474,-0.452452,-0.645524,-160.477,20.4227,15905.4,-37.4794,16439.4,-2.06438,-0.0443706,-0.12464,0.167597,-0.0254746,0.9404,29.801,16608.7,-28.1012,-7.60134,0.00102426,1.00092,-3.92049,4.89928e-30,7.39395,8.06751e-30,12.1754,1.6135e-29,24.3508 
186,0.8,8.5,186,14304.3,0,5,101,125,0,5,135,-0.517461,-0.370511,0.759416,-3.09984,-1.68182,-93.8843,30.0381,16661.7,-34.1611,16439.4,-0.15471,-0.00776106,1.48492,-2.73709,-1.31907,1.54319,35.5247,17073.2,-28.6745,31.8517,0.00118757,1.00091,1.11532,5.55869e-30,8.38912,8.92153e-30,13.4643,1.78431e-29,26.9286 
187,0.65,8.5,187,12104.2,0,5,101,125,0,5,135,-2.40698,-2.03836,-1.23454,-0.0625568,0.973225,-105.27,13.4312,14476.2,-27.0134,16439.4,-2.00023,-1.63162,-0.42105,0.344186,1.37997,0.819195,19.5832,14937.6,-20.8614,-3.59289,0.000748583,1.00076,-5.45053,5.21724e-30,7.8738,8.44574e-30,12.7462,1.68915e-29,25.4925 
188,0.2,8.5,188,13140.9,0,5,101,125,0,5,135,-1.69925,-0.753219,-0.811074,-1.96789,-2.81548,-47.6018,24.5795,15761.2,-37.5611,16439.4,-1.51533,-0.569295,-0.443226,-1.78397,-2.63156,0.936166,27.3613,15969.9,-34.7792,-1.90356,0.000978075,1.00118,-14.3737,4.04783e-30,6.10894,7.03827e-30,10.6221,1.40765e-29,21.2442 
189,1.55,8.5,189,8907.3,0,5,101,125,0,5,135,-1.49505,-1.48057,-1.95796,0.309599,-3.70763,-101.874,28.8423,11380.9,-32.6689,16439.4,-1.10143,-1.08695,-1.17072,0.703219,-3.31401,0.803896,34.7958,11827.4,-26.7154,12.7116,0.0016783,1.00123,2.73733,5.68065e-30,8.57318,9.20801e-30,13.8966,1.8416e-29,27.7933 
190,1.1,8.5,190,11504.1,0,5,101,125,0,5,135,-0.7401,0.872702,-4.72673,-1.49447,-2.32615,-178.958,17.2561,13846.5,-27.3568,16439.4,-0.0486432,1.56416,-3.34382,-0.803018,-1.63469,0.216172,27.7144,14630.9,-16.8985,3.727,0.00108125,1.00063,7.43611,5.07942e-30,7.6658,8.38175e-30,12.6497,1.67635e-29,25.2993 
191,1.25,8.5,191,12663.1,0,5,101,125,0,5,135,0.96975,-0.98172,-1.17489,-2.1311,0.0632879,-171.818,25.1882,15212.1,-27.9027,16439.4,1.63362,-0.317849,0.152853,-1.46723,0.72716,0.790198,35.2293,15965.2,-17.8617,2.55372,0.00125934,1.00061,13.7952,5.31933e-30,8.02788,8.74717e-30,13.2011,1.74943e-29,26.4023 
192,1.7,8.5,192,11847.6,0,5,101,125,0,5,135,0.688979,1.28731,-3.56654,-1.09731,-0.827133,-153.538,42.6503,14322.8,-25.8634,16439.4,1.28222,1.88055,-2.38006,-0.504069,-0.233893,54.1914,51.623,14995.8,-16.8906,1.64644,0.00196329,1.00061,31.3542,5.71143e-30,8.61963,9.29861e-30,14.0334,1.85972e-29,28.0667 
193,0.05,8.5,193,12322.6,0,5,101,125,0,5,135,0.221621,-1.40996,-0.0902084,-2.37325,1.14659,-172.601,14.8134,14818.1,-35.3528,16439.4,0.888516,-0.743067,1.24358,-1.70635,1.81349,0.168823,24.9002,15574.6,-25.266,-4.59491,0.000912747,1.00088,-5.41907,4.96531e-30,7.4936,8.0448e-30,12.1411,1.60896e-29,24.2823 
194,0.95,8.5,194,10636,0,5,101,125,0,5,135,1.80255,0.708171,-0.479379,-0.0491126,-1.52809,-129.113,27.1019,13170.6,-30.698,16439.4,2.30142,1.20704,0.518357,0.449755,-1.02923,0.849636,34.6472,13736.5,-23.1526,5.04757,0.00143922,1.00092,6.86414,5.45402e-30,8.23116,8.94651e-30,13.502,1.7893e-29,27.004 
195,1.4,8.5,195,10885.6,0,5,101,125,0,5,135,-1.28012,1.846,1.55755,-0.0438893,-0.693489,-150.88,22.1549,13305.7,-32.8099,16439.4,-0.697148,2.42897,2.72348,0.539081,-0.110519,0.44235,30.9723,13967,-23.9925,14.1988,0.00126556,1.00093,2.18133,5.96205e-30,8.99787,9.43807e-30,14.2438,1.88761e-29,28.4877 
196,0.5,8.5,196,12184.4,0,5,101,125,0,5,135,0.609902,1.21724,-4.83143,-2.35772,-3.30173,-123.09,25.8825,14603.4,-33.4184,16439.4,1.0855,1.69283,-3.88024,-1.88213,-2.82613,0.332164,33.0759,15142.9,-26.225,20.5968,0.00124659,1.00094,1.60588,4.98014e-30,7.51598,8.08992e-30,12.2092,1.61798e-29,24.4185 
197,0.35,8.5,197,14858.2,0,5,101,125,0,5,135,1.31413,-0.463321,-3.69922,0.403725,0.662152,-99.325,19.4512,17391.7,-25.8118,16439.4,1.6979,-0.0795491,-2.93168,0.787497,1.04592,6.63684,25.2557,17827,-20.0073,20.2533,0.000808893,1.00061,1.247,4.93357e-30,7.4457,8.15025e-30,12.3003,1.63005e-29,24.6006 
198,0.8,8.5,198,13081.1,0,5,101,125,0,5,135,-1.89261,-0.703339,-1.35371,-0.0840557,2.03443,-153.318,34.136,15486.7,-27.0942,16439.4,-1.30022,-0.110948,-0.168926,0.508336,2.62682,1.10863,43.0959,16158.7,-18.1342,2.01998,0.00152171,1.00061,21.3348,5.12873e-30,7.74023,8.52616e-30,12.8676,1.70523e-29,25.7352 
199,0.65,8.5,199,14473.2,0,5,101,125,0,5,135,0.0728406,-1.35988,1.28196,2.66606,2.84172,-101.231,40.1358,16803,-13.1111,16439.4,0.463977,-0.968748,2.06423,3.05719,3.23286,0.737024,46.0517,17246.7,-7.19514,1.23075,0.00152349,1.00023,37.4175,4.96089e-30,7.48693,8.17644e-30,12.3398,1.63529e-29,24.6796 
200,0.2,8.5,200,12345.3,0,5,101,125,0,5,135,-2.91855,-1.65154,-1.41309,1.19117,1.10548,-93.9448,27.784,14773.1,-34.5114,16439.4,-2.55557,-1.28856,-0.687125,1.55415,1.46847,0.544537,33.2741,15184.9,-29.0213,-21.4481,0.00125059,1.00104,-1.55138,4.89643e-30,7.38964,8.01999e-30,12.1037,1.604e-29,24.2074 
201,1.55,8.5,201,12628.8,0,5,101,125,0,5,135,-0.771315,0.747619,-0.116415,-1.21562,0.270706,-167.535,29.3335,15138.9,-40.4622,16439.4,-0.123994,1.39494,1.17823,-0.568295,0.918027,0.57904,39.1242,15873.2,-30.6715,16.8756,0.00140647,1.00105,2.31839,5.75824e-30,8.69028,9.34032e-30,14.0963,1.86806e-29,28.1926 
202,1.1,8.5,202,14186,0,5,101,125,0,5,135,0.912083,-0.177565,-1.42733,1.04066,1.09314,-146.59,28.5216,16596.4,-30.8928,16439.4,1.47848,0.388828,-0.294548,1.60705,1.65953,1.06087,37.0883,17238.9,-22.3261,3.60188,0.00122788,1.0007,10.2969,5.09839e-30,7.69444,8.51995e-30,12.8582,1.70399e-29,25.7165 
203,1.25,8.5,203,14131.8,0,5,101,125,0,5,135,-0.0434513,-0.871446,1.95805,-0.542572,-3.37462,-123.725,33.846,16761.5,-35.8173,16439.4,0.434596,-0.393399,2.91414,-0.0645246,-2.89657,507.797,41.0765,17303.8,-28.5869,6.06539,0.00135465,1.0009,6.77228,5.43002e-30,8.19494,8.95503e-30,13.5148,1.79101e-29,27.0297 
204,1.7,8.5,204,13288.8,0,5,101,125,0,5,135,-2.82257,-1.72728,-7.21184,-1.09813,-0.97722,-112.996,36.5171,15583,-27.8458,16439.4,-2.38598,-1.29068,-6.33865,-0.661535,-0.540624,0.43493,43.1207,16078.3,-21.2423,2.44589,0.00153018,1.00072,17.6299,5.889e-30,8.88762,9.51018e-30,14.3527,1.90204e-29,28.7053 
205,0.05,8.5,205,13767.2,0,5,101,125,0,5,135,-1.45534,1.64915,-0.357047,-0.302635,-0.437647,-88.3913,16.1044,16229.6,-47.5895,16439.4,-1.11382,1.99068,0.326006,0.0388916,-0.0961205,0.715437,21.27,16617,-42.4239,-0.717644,0.000730904,1.00139,-29.6387,4.99103e-30,7.53242,8.14127e-30,12.2867,1.62825e-29,24.5735 
206,0.95,8.5,206,10997.5,0,5,101,125,0,5,135,0.0794248,1.4467,-2.7112,0.0229153,0.1179,-90.5836,21.475,13518.6,-31.8168,16439.4,0.429422,1.7967,-2.0112,0.372912,0.467897,2.90504,26.7687,13915.6,-26.5231,-5.29127,0.00109802,1.00104,-5.05902,5.21051e-30,7.86365,8.49505e-30,12.8206,1.69901e-29,25.6413 
207,1.4,8.5,207,14723.3,0,5,101,125,0,5,135,-2.44453,1.34331,-1.31954,0.575814,3.12516,-151.935,27.3806,17230.9,-31.5495,16439.4,-1.85748,1.93036,-0.145443,1.16286,3.7122,1.03028,36.2597,17896.8,-22.6704,4.00431,0.0011564,1.00069,9.05516,5.63027e-30,8.49715,9.0707e-30,13.6894,1.81414e-29,27.3788 
208,0.5,8.5,208,11376.9,0,5,101,125,0,5,135,-1.19546,0.475613,-2.8048,1.61166,-0.348327,-108.454,23.7269,14015.1,-40.1484,16439.4,-0.776415,0.894656,-1.96671,2.0307,0.0707161,8.77516,30.0649,14490.5,-33.8104,-2.86127,0.0011842,1.00127,-10.5075,4.84673e-30,7.31463,7.90864e-30,11.9356,1.58173e-29,23.8713 
209,0.35,8.5,209,13813.6,0,5,101,125,0,5,135,-3.02176,-1.06199,-0.527807,-0.886948,0.886353,-105.984,29.1651,16355.3,-38.2587,16439.4,-2.61226,-0.652486,0.291196,-0.477446,1.29585,1.13512,35.3588,16819.9,-32.0649,-11.3361,0.00119982,1.00104,-3.11913,5.10369e-30,7.70244,8.26284e-30,12.4702,1.65257e-29,24.9404 
210,0.8,8.5,210,13963.9,0,5,101,125,0,5,135,-0.0981038,0.861312,-2.44901,-1.19595,-0.194194,-204.471,32.5103,16707.7,-33.805,16439.4,0.691931,1.65135,-0.868936,-0.405914,0.595841,1.52211,44.4596,17603.9,-21.8557,2.43845,0.00144109,1.00067,18.2327,4.90395e-30,7.40099,8.10633e-30,12.234,1.62127e-29,24.468 
211,0.65,8.5,211,8724.01,0,5,101,125,0,5,135,-2.66977,-2.44743,2.77558,-1.88476,-0.0873628,-141.061,33.493,11248.7,-22.2755,16439.4,-2.12474,-1.9024,3.86564,-1.33972,0.457668,4.70429,41.7366,11867,-14.0319,1.67628,0.0020057,1.00064,24.8983,4.45612e-30,6.72513,7.69697e-30,11.6162,1.53939e-29,23.2324 
212,0.2,8.5,212,11404.3,0,5,101,125,0,5,135,2.84328,1.03221,-0.108614,0.373543,2.27118,-135.872,23.1325,14070.5,-23.477,16439.4,3.36826,1.55719,0.941352,0.898526,2.79616,0.901548,31.0728,14666,-15.5367,2.50006,0.00120922,1.00058,12.4288,4.78363e-30,7.2194,7.82434e-30,11.8084,1.56487e-29,23.6168 
